,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXIN Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1992 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 360 Month Holding Period Chart,,,,,,,,,,,,,
MSCI India Index Max Cuml Total Return 1120.1678% On 09/30/2021,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
7/31/2020,17.41,0.05837,404.07%,661.10%,10.02%,10.40%,,,,,,,
,,,,,,,,,,,,,
6/30/2020,15.83,0.00923,358.17%,589.39%,6.63%,6.70%,,,,,,,
5/29/2020,14.84,0.01605,329.68%,546.13%,-2.65%,-2.54%,,,,,,,
4/30/2020,15.25,0.00094,341.36%,562.98%,15.51%,15.52%,,,,,,,
,,,,,,,,,,,,,
3/31/2020,13.2,0.0522,282.09%,473.90%,-24.84%,-24.55%,,,,,,,
2/28/2020,17.56,0.01658,408.37%,660.61%,-7.47%,-7.39%,,,,,,,
1/31/2020,18.98,0.00389,449.38%,721.27%,-1.31%,-1.29%,,,,,,,
,,,,,,,,,,,,,
12/31/2019,19.23,0.0011,456.67%,732.00%,1.78%,1.79%,,,,,,,
11/29/2019,18.89,0.00518,446.94%,717.41%,-0.44%,-0.41%,,,,,,,
10/31/2019,18.98,0.04178,449.36%,720.81%,3.60%,3.83%,,,,,,,
,,,,,,,,,,,,,
9/30/2019,18.32,0.00015,430.30%,690.53%,3.53%,3.53%,,,,,,,
8/30/2019,17.69,0.04231,412.23%,663.59%,-3.18%,-2.95%,,,,,,,
7/31/2019,18.27,0.05434,429.06%,686.79%,-5.75%,-5.47%,,,,,,,
,,,,,,,,,,,,,
6/28/2019,19.39,0.04258,461.31%,732.36%,-0.49%,-0.28%,,,,,,,
5/31/2019,19.48,0.01711,464.09%,734.65%,0.33%,0.42%,,,,,,,
4/30/2019,19.42,0.00033,462.23%,731.16%,0.57%,0.57%,,,,,,,
,,,,,,,,,,,,,
3/29/2019,19.31,0.01986,459.03%,726.42%,8.59%,8.70%,,,,,,,
2/28/2019,17.78,0.02375,414.81%,660.25%,0.09%,0.22%,,,,,,,
1/31/2019,17.77,0.01067,414.35%,658.55%,-1.95%,-1.89%,,,,,,,
,,,,,,,,,,,,,
12/31/2018,18.12,0.0091,424.55%,673.13%,0.06%,0.11%,,,,,,,
11/30/2018,18.11,0.02027,424.24%,672.28%,10.34%,10.47%,,,,,,,
10/31/2018,16.41,0.02112,375.12%,599.07%,-7.17%,-7.05%,,,,,,,
,,,,,,,,,,,,,
9/28/2018,17.68,0.01098,411.81%,652.07%,-9.31%,-9.26%,,,,,,,
8/31/2018,19.49,0.02857,464.35%,728.78%,0.71%,0.86%,,,,,,,
7/31/2018,19.36,0.04891,460.37%,721.72%,6.37%,6.66%,,,,,,,
,,,,,,,,,,,,,
6/29/2018,18.2,0.05146,426.80%,670.45%,-1.28%,-1.01%,,,,,,,
5/31/2018,18.43,0.02349,433.64%,678.29%,-3.77%,-3.65%,,,,,,,
4/30/2018,19.16,0.00076,454.56%,707.77%,4.14%,4.15%,,,,,,,
,,,,,,,,,,,,,
3/30/2018,18.39,0.03294,432.51%,675.62%,-3.59%,-3.42%,,,,,,,
2/28/2018,19.08,0.03231,452.36%,703.10%,-6.78%,-6.62%,,,,,,,
1/31/2018,20.47,0.00876,492.53%,760.07%,3.30%,3.34%,,,,,,,
,,,,,,,,,,,,,
12/29/2017,19.81,0.00049,473.61%,732.25%,4.99%,4.99%,,,,,,,
11/30/2017,18.87,0.01306,446.36%,692.69%,-1.08%,-1.01%,,,,,,,
10/31/2017,19.08,0.01814,452.33%,700.80%,7.50%,7.61%,,,,,,,
,,,,,,,,,,,,,
9/29/2017,17.75,0.00917,413.77%,644.20%,-3.70%,-3.65%,,,,,,,
8/31/2017,18.43,0.01785,433.51%,672.41%,-0.89%,-0.80%,,,,,,,
7/31/2017,18.6,0.05636,438.33%,678.62%,7.30%,7.64%,,,,,,,
,,,,,,,,,,,,,
6/30/2017,17.33,0.05191,401.70%,623.38%,-1.06%,-0.76%,,,,,,,
5/31/2017,17.51,0.01121,407.06%,628.96%,1.61%,1.68%,,,,,,,
4/28/2017,17.24,0.01235,399.01%,616.92%,1.83%,1.91%,,,,,,,
,,,,,,,,,,,,,
3/31/2017,16.93,0.03323,390.03%,603.51%,5.84%,6.05%,,,,,,,
2/28/2017,15.99,0.0201,362.99%,563.36%,5.30%,5.43%,,,,,,,
1/31/2017,15.19,0.00227,339.70%,529.18%,5.01%,5.02%,,,,,,,
,,,,,,,,,,,,,
12/30/2016,14.46,0.00024,318.73%,499.08%,-0.08%,-0.07%,,,,,,,
11/30/2016,14.47,0.01091,319.04%,499.52%,-7.70%,-7.63%,,,,,,,
10/31/2016,15.68,0.01815,353.98%,549.05%,-0.51%,-0.39%,,,,,,,
,,,,,,,,,,,,,
9/30/2016,15.76,0.00743,356.29%,551.61%,-1.06%,-1.02%,,,,,,,
8/31/2016,15.93,0.01961,361.20%,558.31%,0.78%,0.91%,,,,,,,
