,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXDE Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1999 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 287 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Germany Index Max Cuml Total Return 230.1045% On 05/31/2021,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
10/31/2005,107.59,--,-9.78%,6.80%,-2.81%,-2.81%,,,,,,,
,,,,,,,,,,,,,
9/30/2005,110.7,--,-7.18%,9.89%,1.75%,1.75%,,,,,,,
8/31/2005,108.8,--,-8.77%,8.00%,0.75%,0.75%,,,,,,,
7/29/2005,107.99,0.00993,-9.45%,7.20%,6.92%,6.93%,,,,,,,
,,,,,,,,,,,,,
6/30/2005,101,0.05891,-15.31%,0.25%,0.85%,0.91%,,,,,,,
5/31/2005,100.15,0.70698,-16.02%,-0.65%,1.33%,2.05%,,,,,,,
4/29/2005,98.83,1.54528,-17.13%,-2.65%,-5.58%,-4.13%,,,,,,,
,,,,,,,,,,,,,
3/31/2005,104.68,0.0112,-12.23%,1.55%,-2.34%,-2.33%,,,,,,,
2/28/2005,107.19,--,-10.12%,3.97%,3.82%,3.82%,,,,,,,
1/31/2005,103.24,0.273,-13.43%,0.15%,-3.77%,-3.52%,,,,,,,
,,,,,,,,,,,,,
12/31/2004,107.29,--,-10.03%,3.80%,5.20%,5.20%,,,,,,,
11/30/2004,101.99,--,-14.48%,-1.34%,8.39%,8.39%,,,,,,,
10/29/2004,94.09,--,-21.10%,-8.97%,4.31%,4.31%,,,,,,,
,,,,,,,,,,,,,
9/30/2004,90.21,--,-24.36%,-12.74%,5.07%,5.07%,,,,,,,
8/31/2004,85.85,--,-28.01%,-16.95%,-1.33%,-1.33%,,,,,,,
7/30/2004,87.01,0.0054,-27.04%,-15.83%,-5.21%,-5.21%,,,,,,,
,,,,,,,,,,,,,
6/30/2004,91.79,0.22015,-23.03%,-11.21%,2.92%,3.17%,,,,,,,
5/31/2004,89.19,0.39456,-25.21%,-13.94%,-0.09%,0.36%,,,,,,,
4/30/2004,89.27,0.94051,-25.14%,-14.24%,-0.50%,0.54%,,,,,,,
,,,,,,,,,,,,,
3/31/2004,89.72,0.01374,-24.77%,-14.70%,-5.12%,-5.10%,,,,,,,
2/27/2004,94.56,--,-20.71%,-10.11%,-0.69%,-0.69%,,,,,,,
1/30/2004,95.23,0.2373,-20.15%,-9.48%,1.62%,1.86%,,,,,,,
,,,,,,,,,,,,,
12/31/2003,93.71,--,-21.42%,-11.14%,10.92%,10.92%,,,,,,,
11/28/2003,84.48,--,-29.16%,-19.89%,5.62%,5.62%,,,,,,,
10/31/2003,79.99,--,-32.93%,-24.15%,11.41%,11.41%,,,,,,,
,,,,,,,,,,,,,
9/30/2003,71.8,--,-39.80%,-31.92%,-0.45%,-0.45%,,,,,,,
8/29/2003,72.12,0.00546,-39.53%,-31.61%,-1.60%,-1.59%,,,,,,,
7/31/2003,73.29,--,-38.54%,-30.51%,5.74%,5.74%,,,,,,,
,,,,,,,,,,,,,
6/30/2003,69.31,0.30112,-41.88%,-34.28%,4.67%,5.12%,,,,,,,
5/30/2003,66.22,0.61565,-44.48%,-37.48%,5.71%,6.72%,,,,,,,
4/30/2003,62.64,0.62228,-47.47%,-41.42%,22.55%,23.85%,,,,,,,
,,,,,,,,,,,,,
3/31/2003,51.12,0.00933,-57.14%,-52.70%,-3.95%,-3.93%,,,,,,,
2/28/2003,53.22,0.02753,-55.37%,-50.76%,-6.86%,-6.82%,,,,,,,
1/31/2003,57.14,0.19313,-52.08%,-47.16%,-2.82%,-2.49%,,,,,,,
,,,,,,,,,,,,,
12/31/2002,58.8,--,-50.69%,-45.81%,-7.54%,-7.54%,,,,,,,
11/29/2002,63.6,--,-46.67%,-41.40%,5.69%,5.69%,,,,,,,
10/31/2002,60.17,--,-49.55%,-44.55%,13.93%,13.93%,,,,,,,
,,,,,,,,,,,,,
9/30/2002,52.81,--,-55.72%,-51.33%,-24.36%,-24.36%,,,,,,,
8/30/2002,69.82,--,-41.45%,-35.65%,0.52%,0.52%,,,,,,,
7/31/2002,69.47,0.03129,-41.75%,-35.99%,-16.79%,-16.75%,,,,,,,
,,,,,,,,,,,,,
6/28/2002,83.48,0.18472,-30.00%,-23.10%,-2.56%,-2.34%,,,,,,,
5/31/2002,85.67,0.74024,-28.16%,-21.26%,-2.16%,-1.32%,,,,,,,
4/30/2002,87.56,0.34854,-26.58%,-20.20%,-3.06%,-2.68%,,,,,,,
,,,,,,,,,,,,,
3/29/2002,90.33,0.05482,-24.26%,-18.01%,7.51%,7.57%,,,,,,,
2/28/2002,84.02,--,-29.55%,-23.78%,-0.88%,-0.88%,,,,,,,
1/31/2002,84.77,0.13602,-28.92%,-23.10%,-4.83%,-4.69%,,,,,,,
,,,,,,,,,,,,,
12/31/2001,89.08,--,-25.31%,-19.32%,2.96%,2.96%,,,,,,,
11/30/2001,86.52,--,-27.45%,-21.64%,8.68%,8.68%,,,,,,,
10/31/2001,79.61,--,-33.25%,-27.89%,4.61%,4.61%,,,,,,,
,,,,,,,,,,,,,
9/28/2001,76.1,--,-36.19%,-31.07%,-16.42%,-16.42%,,,,,,,
8/31/2001,91.05,--,-23.65%,-17.53%,-6.81%,-6.81%,,,,,,,
7/31/2001,97.71,0.12173,-18.07%,-11.50%,0.13%,0.26%,,,,,,,
,,,,,,,,,,,,,
6/29/2001,97.58,0.33488,-18.17%,-11.73%,-0.48%,-0.14%,,,,,,,
5/31/2001,98.05,0.90198,-17.78%,-11.60%,-7.08%,-6.25%,,,,,,,
4/30/2001,105.53,0.90855,-11.51%,-5.71%,6.94%,7.89%,,,,,,,
,,,,,,,,,,,,,
3/30/2001,98.68,0.0696,-17.26%,-12.60%,-11.22%,-11.17%,,,,,,,
2/28/2001,111.15,0.27185,-6.80%,-1.62%,-7.98%,-7.74%,,,,,,,
1/31/2001,120.78,--,1.28%,6.64%,3.69%,3.69%,,,,,,,
,,,,,,,,,,,,,
12/29/2000,116.48,0.02167,-2.33%,2.85%,8.33%,8.35%,,,,,,,
11/30/2000,107.53,0.10092,-9.84%,-5.08%,-7.48%,-7.40%,,,,,,,
10/31/2000,116.22,--,-2.55%,2.50%,0.71%,0.71%,,,,,,,
,,,,,,,,,,,,,
9/29/2000,115.4,--,-3.23%,1.78%,-4.92%,-4.92%,,,,,,,
8/31/2000,121.38,--,1.78%,7.05%,-5.13%,-5.13%,,,,,,,
7/31/2000,127.94,0.16515,7.28%,12.83%,-0.01%,0.11%,,,,,,,
,,,,,,,,,,,,,
6/30/2000,127.95,0.30187,7.29%,12.70%,-1.55%,-1.33%,,,,,,,
5/31/2000,129.97,1.04164,8.98%,14.22%,-2.32%,-1.51%,,,,,,,
4/28/2000,133.06,0.66772,11.57%,15.98%,-8.83%,-8.37%,,,,,,,
,,,,,,,,,,,,,
3/31/2000,145.95,0.00669,22.38%,26.58%,-2.04%,-2.04%,,,,,,,
