,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXJP Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Japan Index Max Cuml Total Return 6808.9577% On 09/30/2021,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
5/30/2003,4.22,0.00023,1602.35%,1732.11%,4.94%,4.95%,,,,,,,
4/30/2003,4.02,0.00002,1522.20%,1645.75%,-1.27%,-1.27%,,,,,,,
,,,,,,,,,,,,,
3/31/2003,4.08,0.02704,1542.99%,1668.12%,-4.58%,-3.96%,,,,,,,
2/28/2003,4.27,0.0011,1621.83%,1741.12%,0.61%,0.64%,,,,,,,
1/31/2003,4.25,0.00038,1611.36%,1729.45%,-4.00%,-3.99%,,,,,,,
,,,,,,,,,,,,,
12/31/2002,4.42,0.0014,1682.58%,1805.42%,-2.52%,-2.49%,,,,,,,
11/29/2002,4.54,0.00017,1728.68%,1854.06%,3.94%,3.94%,,,,,,,
10/31/2002,4.36,0.00002,1659.36%,1779.91%,-7.03%,-7.03%,,,,,,,
,,,,,,,,,,,,,
9/30/2002,4.7,0.01702,1792.43%,1922.09%,-4.64%,-4.28%,,,,,,,
8/30/2002,4.92,0.00069,1884.50%,2012.55%,-1.21%,-1.20%,,,,,,,
7/31/2002,4.98,0.00015,1908.80%,2038.14%,-7.07%,-7.06%,,,,,,,
,,,,,,,,,,,,,
6/28/2002,5.36,0.00099,2061.52%,2200.62%,-4.86%,-4.84%,,,,,,,
5/31/2002,5.64,0.0001,2171.86%,2317.60%,6.14%,6.14%,,,,,,,
4/30/2002,5.31,0.00001,2040.54%,2177.82%,5.80%,5.80%,,,,,,,
,,,,,,,,,,,,,
3/29/2002,5.02,0.02181,1923.27%,2053.02%,5.28%,5.74%,,,,,,,
2/28/2002,4.77,0.00082,1821.76%,1936.20%,4.49%,4.51%,,,,,,,
1/31/2002,4.56,0.00037,1739.16%,1848.34%,-7.86%,-7.85%,,,,,,,
,,,,,,,,,,,,,
12/31/2001,4.95,0.00156,1896.01%,2014.33%,-7.04%,-7.01%,,,,,,,
11/30/2001,5.33,--,2047.27%,2173.82%,1.01%,1.01%,,,,,,,
10/31/2001,5.27,0.00006,2025.77%,2151.06%,-0.19%,-0.19%,,,,,,,
,,,,,,,,,,,,,
9/28/2001,5.28,0.02109,2029.91%,2155.41%,-9.77%,-9.41%,,,,,,,
8/31/2001,5.86,0.00023,2260.43%,2389.60%,-2.26%,-2.25%,,,,,,,
7/31/2001,5.99,0.00037,2314.90%,2446.95%,-7.50%,-7.50%,,,,,,,
,,,,,,,,,,,,,
