,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXJP Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Japan Index Max Cuml Total Return 6808.9577% On 09/30/2021,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
6/29/2001,6.48,0.00126,2510.74%,2653.33%,-6.01%,-5.99%,,,,,,,
5/31/2001,6.89,--,2677.59%,2828.73%,-0.26%,-0.26%,,,,,,,
4/30/2001,6.91,0.00007,2684.90%,2836.43%,6.98%,6.98%,,,,,,,
,,,,,,,,,,,,,
3/30/2001,6.46,0.03575,2503.32%,2644.94%,-3.39%,-2.88%,,,,,,,
2/28/2001,6.69,0.00089,2594.62%,2726.43%,-4.34%,-4.33%,,,,,,,
1/31/2001,6.99,0.00048,2716.95%,2854.35%,-1.07%,-1.07%,,,,,,,
,,,,,,,,,,,,,
12/29/2000,7.06,0.00125,2747.54%,2886.24%,-6.53%,-6.51%,,,,,,,
11/30/2000,7.56,--,2946.48%,3094.30%,-4.16%,-4.16%,,,,,,,
10/31/2000,7.89,0.00004,3078.58%,3232.81%,-5.85%,-5.84%,,,,,,,
,,,,,,,,,,,,,
9/29/2000,8.38,0.02292,3275.91%,3439.70%,-4.97%,-4.71%,,,,,,,
8/31/2000,8.81,0.00043,3452.38%,3614.59%,6.50%,6.50%,,,,,,,
7/31/2000,8.28,0.00021,3235.69%,3387.85%,-11.27%,-11.26%,,,,,,,
,,,,,,,,,,,,,
6/30/2000,9.33,0.00102,3659.17%,3830.55%,6.58%,6.59%,,,,,,,
5/31/2000,8.75,0.00003,3427.21%,3587.61%,-5.19%,-5.19%,,,,,,,
4/28/2000,9.23,0.00003,3620.39%,3789.56%,-7.58%,-7.58%,,,,,,,
,,,,,,,,,,,,,
3/31/2000,9.99,0.03124,3925.48%,4108.51%,8.24%,8.59%,,,,,,,
2/29/2000,9.23,0.00091,3619.10%,3775.49%,-2.44%,-2.43%,,,,,,,
1/31/2000,9.46,0.00049,3712.03%,3871.93%,-4.77%,-4.76%,,,,,,,
,,,,,,,,,,,,,
12/31/1999,9.93,0.00116,3902.80%,4070.48%,5.71%,5.72%,,,,,,,
11/30/1999,9.39,0.00004,3686.73%,3844.88%,4.61%,4.61%,,,,,,,
10/29/1999,8.98,0.00003,3519.79%,3670.95%,4.40%,4.40%,,,,,,,
,,,,,,,,,,,,,
9/30/1999,8.6,0.02315,3367.15%,3511.92%,5.79%,6.09%,,,,,,,
8/31/1999,8.13,0.0005,3177.26%,3304.51%,-0.61%,-0.61%,,,,,,,
7/30/1999,8.18,0.00022,3197.51%,3325.34%,10.04%,10.04%,,,,,,,
,,,,,,,,,,,,,
6/30/1999,7.43,0.00088,2896.77%,3012.85%,9.44%,9.46%,,,,,,,
5/31/1999,6.79,0.00003,2638.16%,2743.88%,-5.75%,-5.75%,,,,,,,
4/30/1999,7.21,0.00003,2805.16%,2917.31%,4.23%,4.23%,,,,,,,
,,,,,,,,,,,,,
3/31/1999,6.92,0.03059,2687.29%,2794.88%,14.18%,14.69%,,,,,,,
2/26/1999,6.06,0.00091,2341.13%,2424.05%,-2.65%,-2.64%,,,,,,,
1/29/1999,6.22,0.0005,2407.61%,2492.40%,1.41%,1.42%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXJP Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Japan Index Max Cuml Total Return 6808.9577% On 09/30/2021,,,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr,,Period Return
12/31/1998,6.13,0.00122,2372.75%,2456.16%,3.26%,3.28%,,,,,,,
11/30/1998,5.94,0.00009,2294.62%,2374.88%,4.19%,4.20%,,,,,,,
10/30/1998,5.7,0.00003,2198.21%,2275.21%,17.27%,17.27%,,,,,,,
,,,,,,,,,,,,,
9/30/1998,4.86,0.0185,1859.70%,1925.35%,-3.28%,-2.92%,,,,,,,
8/31/1998,5.03,0.00039,1926.14%,1986.23%,-11.14%,-11.13%,,,,,,,
7/31/1998,5.66,0.00018,2180.18%,2247.62%,-2.20%,-2.19%,,,,,,,
,,,,,,,,,,,,,
6/30/1998,5.78,0.00076,2231.38%,2300.27%,1.94%,1.95%,,,,,,,
5/29/1998,5.67,0.00003,2187.03%,2254.27%,-5.11%,-5.11%,,,,,,,
4/30/1998,5.98,0.00003,2310.09%,2380.94%,-0.98%,-0.98%,,,,,,,
,,,,,,,,,,,,,
3/31/1998,6.04,0.03015,2333.88%,2405.42%,-6.98%,-6.54%,,,,,,,
2/27/1998,6.49,0.00105,2516.56%,2580.61%,0.63%,0.65%,,,,,,,
1/30/1998,6.45,0.00047,2500.17%,2563.37%,9.33%,9.34%,,,,,,,
,,,,,,,,,,,,,
12/31/1997,5.9,0.00114,2278.22%,2335.85%,-6.10%,-6.08%,,,,,,,
11/28/1997,6.28,0.00008,2432.60%,2493.46%,-6.45%,-6.45%,,,,,,,
10/31/1997,6.72,0.00003,2607.18%,2672.20%,-9.39%,-9.39%,,,,,,,
,,,,,,,,,,,,,
9/30/1997,7.41,0.02212,2887.72%,2959.47%,-0.83%,-0.54%,,,,,,,
8/29/1997,7.47,0.00073,2912.87%,2976.12%,-9.15%,-9.14%,,,,,,,
7/31/1997,8.23,0.00023,3216.30%,3285.61%,-3.07%,-3.06%,,,,,,,
,,,,,,,,,,,,,
6/30/1997,8.49,0.00097,3321.19%,3392.59%,7.21%,7.22%,,,,,,,
5/30/1997,7.92,0.00007,3091.17%,3157.40%,11.31%,11.31%,,,,,,,
4/30/1997,7.11,0.00003,2766.88%,2826.35%,3.23%,3.23%,,,,,,,
,,,,,,,,,,,,,
3/31/1997,6.89,0.03244,2677.25%,2734.85%,-3.44%,-2.99%,,,,,,,
2/28/1997,7.14,0.00134,2776.18%,2822.24%,2.51%,2.53%,,,,,,,
1/31/1997,6.96,0.00052,2705.77%,2750.16%,-11.04%,-11.04%,,,,,,,
,,,,,,,,,,,,,
12/31/1996,7.83,0.00134,3054.04%,3103.70%,-6.77%,-6.75%,,,,,,,
11/29/1996,8.39,0.00021,3282.95%,3335.62%,2.00%,2.00%,,,,,,,
10/31/1996,8.23,0.00004,3216.60%,3268.15%,-6.80%,-6.80%,,,,,,,
,,,,,,,,,,,,,
9/30/1996,8.83,0.02431,3458.49%,3513.78%,3.52%,3.81%,,,,,,,
8/30/1996,8.53,0.00085,3337.49%,3381.26%,-4.99%,-4.98%,,,,,,,
7/31/1996,8.98,0.00027,3518.03%,3563.75%,-4.56%,-4.56%,,,,,,,
,,,,,,,,,,,,,
6/28/1996,9.41,0.00094,3690.97%,3738.75%,0.64%,0.65%,,,,,,,
5/31/1996,9.35,0.00015,3666.75%,3713.86%,-4.80%,-4.80%,,,,,,,
4/30/1996,9.82,0.00004,3856.65%,3906.07%,5.65%,5.65%,,,,,,,
,,,,,,,,,,,,,
3/29/1996,9.29,0.03531,3645.17%,3691.92%,3.13%,3.53%,,,,,,,
2/29/1996,9.01,0.00171,3531.41%,3562.63%,-1.74%,-1.72%,,,,,,,
1/31/1996,9.17,0.0006,3595.73%,3626.81%,-1.06%,-1.06%,,,,,,,
,,,,,,,,,,,,,
12/29/1995,9.27,0.00134,3635.42%,3666.58%,5.26%,5.27%,,,,,,,
11/30/1995,8.8,0.00044,3448.80%,3477.89%,5.11%,5.12%,,,,,,,
10/31/1995,8.38,0.00004,3276.14%,3303.65%,-4.45%,-4.45%,,,,,,,
,,,,,,,,,,,,,
9/29/1995,8.77,0.02543,3433.28%,3462.05%,-0.53%,-0.23%,,,,,,,
8/31/1995,8.81,0.00115,3452.13%,3470.39%,-3.59%,-3.58%,,,,,,,
7/31/1995,9.14,0.00032,3584.57%,3603.03%,7.27%,7.28%,,,,,,,
,,,,,,,,,,,,,
6/30/1995,8.52,0.00125,3334.73%,3351.81%,-4.76%,-4.74%,,,,,,,
5/31/1995,8.95,0.00045,3506.24%,3523.64%,-5.69%,-5.68%,,,,,,,
4/28/1995,9.49,0.00005,3723.61%,3741.88%,4.60%,4.60%,,,,,,,
,,,,,,,,,,,,,
3/31/1995,9.07,0.04055,3555.34%,3572.79%,8.77%,9.26%,,,,,,,
2/28/1995,8.34,0.00175,3260.67%,3261.37%,-4.25%,-4.23%,,,,,,,
1/31/1995,8.71,--,3409.66%,3409.66%,-6.53%,-6.53%,,,,,,,
,,,,,,,,,,,,,
12/30/1994,9.32,--,3655.00%,3655.00%,1.21%,1.21%,,,,,,,
11/30/1994,9.2,--,3610.16%,3610.16%,-4.97%,-4.97%,,,,,,,
10/31/1994,9.69,--,3804.36%,3804.36%,2.85%,2.85%,,,,,,,
,,,,,,,,,,,,,
9/30/1994,9.42,--,3696.30%,3696.30%,-2.81%,-2.81%,,,,,,,
8/31/1994,9.69,--,3806.26%,3806.26%,0.73%,0.73%,,,,,,,
7/29/1994,9.62,--,3777.80%,3777.80%,-3.81%,-3.81%,,,,,,,
,,,,,,,,,,,,,
6/30/1994,10,--,3931.55%,3931.55%,5.23%,5.23%,,,,,,,
5/31/1994,9.51,--,3731.30%,3731.30%,2.24%,2.24%,,,,,,,
4/29/1994,9.3,--,3647.50%,3647.50%,3.99%,3.99%,,,,,,,
,,,,,,,,,,,,,
3/31/1994,8.94,--,3503.73%,3503.73%,-4.01%,-4.01%,,,,,,,
2/28/1994,9.31,--,3654.15%,3654.15%,3.68%,3.68%,,,,,,,
1/31/1994,8.98,--,3521.01%,3521.01%,16.89%,16.89%,,,,,,,
,,,,,,,,,,,,,
12/31/1993,7.69,--,2997.71%,2997.71%,2.93%,2.93%,,,,,,,
11/30/1993,7.47,--,2909.57%,2909.57%,-16.45%,-16.45%,,,,,,,
10/29/1993,8.94,--,3502.18%,3502.18%,-0.28%,-0.28%,,,,,,,
,,,,,,,,,,,,,
9/30/1993,8.96,--,3512.32%,3512.32%,-5.24%,-5.24%,,,,,,,
8/31/1993,9.46,--,3712.03%,3712.03%,2.57%,2.57%,,,,,,,
7/30/1993,9.22,--,3616.44%,3616.44%,7.42%,7.42%,,,,,,,
,,,,,,,,,,,,,
6/30/1993,8.58,--,3359.62%,3359.62%,-3.01%,-3.01%,,,,,,,
5/31/1993,8.85,--,3466.90%,3466.90%,2.84%,2.84%,,,,,,,
4/30/1993,8.6,--,3368.28%,3368.28%,17.55%,17.55%,,,,,,,
,,,,,,,,,,,,,
3/31/1993,7.32,--,2850.42%,2850.42%,14.26%,14.26%,,,,,,,
2/26/1993,6.41,--,2482.24%,2482.24%,4.07%,4.07%,,,,,,,
1/29/1993,6.16,--,2381.24%,2381.24%,-0.35%,-0.35%,,,,,,,
,,,,,,,,,,,,,
12/31/1992,6.18,--,2389.98%,2389.98%,-1.54%,-1.54%,,,,,,,
11/30/1992,6.27,--,2428.97%,2428.97%,2.54%,2.54%,,,,,,,
10/30/1992,6.12,--,2366.42%,2366.42%,-4.65%,-4.65%,,,,,,,
,,,,,,,,,,,,,
9/30/1992,6.42,--,2486.80%,2486.80%,-2.62%,-2.62%,,,,,,,
8/31/1992,6.59,--,2556.36%,2556.36%,17.61%,17.61%,,,,,,,
7/31/1992,5.6,--,2158.60%,2158.60%,-1.32%,-1.32%,,,,,,,
,,,,,,,,,,,,,
6/30/1992,5.68,--,2188.82%,2188.82%,-9.10%,-9.10%,,,,,,,
5/29/1992,6.25,--,2418.03%,2418.03%,7.85%,7.85%,,,,,,,
4/30/1992,5.79,--,2234.80%,2234.80%,-6.33%,-6.33%,,,,,,,
,,,,,,,,,,,,,
3/31/1992,6.18,--,2392.49%,2392.49%,-10.78%,-10.78%,,,,,,,
2/28/1992,6.93,--,2693.65%,2693.65%,-8.15%,-8.15%,,,,,,,
1/31/1992,7.55,--,2941.57%,2941.57%,-4.90%,-4.90%,,,,,,,
,,,,,,,,,,,,,
12/31/1991,7.93,--,3098.29%,3098.29%,3.15%,3.15%,,,,,,,
11/29/1991,7.69,--,3000.70%,3000.70%,-7.61%,-7.61%,,,,,,,
10/31/1991,8.33,--,3256.00%,3256.00%,4.77%,4.77%,,,,,,,
,,,,,,,,,,,,,
9/30/1991,7.95,--,3103.13%,3103.13%,8.66%,8.66%,,,,,,,
8/30/1991,7.31,--,2847.75%,2847.75%,-5.67%,-5.67%,,,,,,,
7/31/1991,7.75,--,3024.92%,3024.92%,3.35%,3.35%,,,,,,,
,,,,,,,,,,,,,
6/28/1991,7.5,--,2923.70%,2923.70%,-7.16%,-7.16%,,,,,,,
5/31/1991,8.08,--,3157.04%,3157.04%,-1.04%,-1.04%,,,,,,,
4/30/1991,8.17,--,3191.31%,3191.31%,2.81%,2.81%,,,,,,,
,,,,,,,,,,,,,
3/29/1991,7.94,--,3101.35%,3101.35%,-5.99%,-5.99%,,,,,,,
2/28/1991,8.45,--,3305.29%,3305.29%,11.92%,11.92%,,,,,,,
1/31/1991,7.55,--,2942.74%,2942.74%,2.91%,2.91%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXJP Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Japan Index Max Cuml Total Return 6808.9577% On 09/30/2021,,,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr,,Period Return
12/31/1990,7.34,--,2856.64%,2856.64%,4.61%,4.61%,,,,,,,
11/30/1990,7.01,--,2726.26%,2726.26%,-11.73%,-11.73%,,,,,,,
10/31/1990,7.94,--,3102.01%,3102.01%,24.19%,24.19%,,,,,,,
,,,,,,,,,,,,,
9/28/1990,6.4,--,2478.23%,2478.23%,-16.36%,-16.36%,,,,,,,
8/31/1990,7.65,--,2982.40%,2982.40%,-10.11%,-10.11%,,,,,,,
7/31/1990,8.51,--,3329.25%,3329.25%,-0.82%,-0.82%,,,,,,,
,,,,,,,,,,,,,
6/29/1990,8.58,--,3357.60%,3357.60%,-4.98%,-4.98%,,,,,,,
5/31/1990,9.03,--,3538.84%,3538.84%,14.07%,14.07%,,,,,,,
4/30/1990,7.91,--,3089.87%,3089.87%,1.14%,1.14%,,,,,,,
,,,,,,,,,,,,,
3/30/1990,7.82,--,3053.94%,3053.94%,-19.40%,-19.40%,,,,,,,
2/28/1990,9.71,--,3812.89%,3812.89%,-10.26%,-10.26%,,,,,,,
1/31/1990,10.82,--,4260.15%,4260.15%,-6.18%,-6.18%,,,,,,,
,,,,,,,,,,,,,
12/29/1989,11.53,--,4547.26%,4547.26%,-0.01%,-0.01%,,,,,,,
11/30/1989,11.53,--,4547.54%,4547.54%,4.99%,4.99%,,,,,,,
10/31/1989,10.98,--,4326.70%,4326.70%,-2.65%,-2.65%,,,,,,,
,,,,,,,,,,,,,
9/29/1989,11.28,--,4447.15%,4447.15%,6.38%,6.38%,,,,,,,
8/31/1989,10.6,--,4174.25%,4174.25%,-6.96%,-6.96%,,,,,,,
7/31/1989,11.4,--,4493.82%,4493.82%,13.43%,13.43%,,,,,,,
,,,,,,,,,,,,,
6/30/1989,10.05,--,3949.81%,3949.81%,-5.38%,-5.38%,,,,,,,
5/31/1989,10.62,--,4179.86%,4179.86%,-5.21%,-5.21%,,,,,,,
4/28/1989,11.2,--,4415.30%,4415.30%,0.08%,0.08%,,,,,,,
,,,,,,,,,,,,,
3/31/1989,11.19,--,4411.47%,4411.47%,-3.55%,-3.55%,,,,,,,
2/28/1989,11.61,--,4577.70%,4577.70%,2.27%,2.27%,,,,,,,
1/31/1989,11.35,--,4473.69%,4473.69%,-0.27%,-0.27%,,,,,,,
,,,,,,,,,,,,,
12/30/1988,11.38,--,4486.28%,4486.28%,0.42%,0.42%,,,,,,,
11/30/1988,11.33,--,4467.25%,4467.25%,9.33%,9.33%,,,,,,,
10/31/1988,10.36,--,4077.33%,4077.33%,7.48%,7.48%,,,,,,,
,,,,,,,,,,,,,
9/30/1988,9.64,--,3786.73%,3786.73%,4.78%,4.78%,,,,,,,
8/31/1988,9.2,--,3609.27%,3609.27%,-7.27%,-7.27%,,,,,,,
7/29/1988,9.92,--,3900.20%,3900.20%,4.18%,4.18%,,,,,,,
,,,,,,,,,,,,,
6/30/1988,9.53,--,3739.70%,3739.70%,-3.74%,-3.74%,,,,,,,
5/31/1988,9.9,--,3888.97%,3888.97%,-4.54%,-4.54%,,,,,,,
4/29/1988,10.37,--,4078.85%,4078.85%,0.91%,0.91%,,,,,,,
,,,,,,,,,,,,,
3/31/1988,10.27,--,4041.21%,4041.21%,7.63%,7.63%,,,,,,,
2/29/1988,9.55,--,3747.77%,3747.77%,7.47%,7.47%,,,,,,,
1/29/1988,8.88,--,3480.25%,3480.25%,5.17%,5.17%,,,,,,,
,,,,,,,,,,,,,
12/31/1987,8.45,--,3304.11%,3304.11%,1.55%,1.55%,,,,,,,
11/30/1987,8.32,--,3252.24%,3252.24%,3.86%,3.86%,,,,,,,
10/30/1987,8.01,--,3127.79%,3127.79%,-7.51%,-7.51%,,,,,,,
,,,,,,,,,,,,,
9/30/1987,8.66,--,3389.98%,3389.98%,-3.84%,-3.84%,,,,,,,
8/31/1987,9,--,3529.25%,3529.25%,12.66%,12.66%,,,,,,,
7/31/1987,7.99,--,3121.42%,3121.42%,-3.60%,-3.60%,,,,,,,
,,,,,,,,,,,,,
6/30/1987,8.29,--,3241.76%,3241.76%,-7.28%,-7.28%,,,,,,,
5/29/1987,8.94,--,3504.13%,3504.13%,-0.41%,-0.41%,,,,,,,
4/30/1987,8.98,--,3519.01%,3519.01%,15.35%,15.35%,,,,,,,
,,,,,,,,,,,,,
3/31/1987,7.78,--,3037.49%,3037.49%,11.32%,11.32%,,,,,,,
2/27/1987,6.99,--,2718.38%,2718.38%,1.51%,1.51%,,,,,,,
1/30/1987,6.89,--,2676.53%,2676.53%,15.21%,15.21%,,,,,,,
,,,,,,,,,,,,,
12/31/1986,5.98,--,2310.00%,2310.00%,8.38%,8.38%,,,,,,,
11/28/1986,5.52,--,2123.65%,2123.65%,6.32%,6.32%,,,,,,,
10/31/1986,5.19,--,1991.53%,1991.53%,-13.23%,-13.23%,,,,,,,
,,,,,,,,,,,,,
9/30/1986,5.98,--,2310.33%,2310.33%,2.55%,2.55%,,,,,,,
8/29/1986,5.83,--,2250.50%,2250.50%,8.93%,8.93%,,,,,,,
7/31/1986,5.35,--,2057.75%,2057.75%,13.06%,13.06%,,,,,,,
,,,,,,,,,,,,,
6/30/1986,4.74,--,1808.54%,1808.54%,10.34%,10.34%,,,,,,,
5/30/1986,4.29,--,1629.68%,1629.68%,-0.89%,-0.89%,,,,,,,
4/30/1986,4.33,--,1645.23%,1645.23%,3.67%,3.67%,,,,,,,
,,,,,,,,,,,,,
3/31/1986,4.18,--,1583.46%,1583.46%,21.96%,21.96%,,,,,,,
2/28/1986,3.42,--,1280.35%,1280.35%,11.10%,11.10%,,,,,,,
1/31/1986,3.08,--,1142.41%,1142.41%,2.86%,2.86%,,,,,,,
,,,,,,,,,,,,,
12/31/1985,3,--,1107.85%,1107.85%,6.15%,6.15%,,,,,,,
11/29/1985,2.82,--,1037.84%,1037.84%,1.63%,1.63%,,,,,,,
10/31/1985,2.78,--,1019.64%,1019.64%,2.86%,2.86%,,,,,,,
,,,,,,,,,,,,,
9/30/1985,2.7,--,988.55%,988.55%,11.34%,11.34%,,,,,,,
8/30/1985,2.43,--,877.71%,877.71%,1.53%,1.53%,,,,,,,
7/31/1985,2.39,--,862.96%,862.96%,0.38%,0.38%,,,,,,,
,,,,,,,,,,,,,
6/28/1985,2.38,--,859.28%,859.28%,4.14%,4.14%,,,,,,,
5/31/1985,2.29,--,821.13%,821.13%,3.65%,3.65%,,,,,,,
4/30/1985,2.2,--,788.67%,788.67%,-3.61%,-3.61%,,,,,,,
,,,,,,,,,,,,,
3/29/1985,2.29,--,821.96%,821.96%,5.93%,5.93%,,,,,,,
2/28/1985,2.16,--,770.34%,770.34%,3.01%,3.01%,,,,,,,
1/31/1985,2.1,--,744.92%,744.92%,-0.31%,-0.31%,,,,,,,
,,,,,,,,,,,,,
12/31/1984,2.1,--,747.57%,747.57%,3.62%,3.62%,,,,,,,
11/30/1984,2.03,--,717.99%,717.99%,0.47%,0.47%,,,,,,,
10/31/1984,2.02,--,714.20%,714.20%,5.37%,5.37%,,,,,,,
,,,,,,,,,,,,,
9/28/1984,1.92,--,672.71%,672.71%,-0.88%,-0.88%,,,,,,,
8/31/1984,1.93,--,679.59%,679.59%,8.85%,8.85%,,,,,,,
7/31/1984,1.78,--,616.22%,616.22%,-7.36%,-7.36%,,,,,,,
,,,,,,,,,,,,,
6/29/1984,1.92,--,673.10%,673.10%,0.15%,0.15%,,,,,,,
5/31/1984,1.92,--,671.93%,671.93%,-12.33%,-12.33%,,,,,,,
4/30/1984,2.18,--,780.52%,780.52%,-1.96%,-1.96%,,,,,,,
,,,,,,,,,,,,,
3/30/1984,2.23,--,798.13%,798.13%,17.59%,17.59%,,,,,,,
2/29/1984,1.89,--,663.80%,663.80%,-0.42%,-0.42%,,,,,,,
1/31/1984,1.9,--,667.05%,667.05%,4.62%,4.62%,,,,,,,
,,,,,,,,,,,,,
12/30/1983,1.82,--,633.21%,633.21%,7.76%,7.76%,,,,,,,
11/30/1983,1.69,--,580.44%,580.44%,0.95%,0.95%,,,,,,,
10/31/1983,1.67,--,574.05%,574.05%,-0.64%,-0.64%,,,,,,,
,,,,,,,,,,,,,
9/30/1983,1.68,--,578.40%,578.40%,7.60%,7.60%,,,,,,,
8/31/1983,1.56,--,530.49%,530.49%,-1.12%,-1.12%,,,,,,,
7/29/1983,1.58,--,537.66%,537.66%,0.75%,0.75%,,,,,,,
,,,,,,,,,,,,,
6/30/1983,1.57,--,532.94%,532.94%,2.92%,2.92%,,,,,,,
5/31/1983,1.53,--,514.99%,514.99%,0.57%,0.57%,,,,,,,
4/29/1983,1.52,--,511.53%,511.53%,1.77%,1.77%,,,,,,,
,,,,,,,,,,,,,
3/31/1983,1.49,--,500.90%,500.90%,3.82%,3.82%,,,,,,,
2/28/1983,1.44,--,478.79%,478.79%,1.60%,1.60%,,,,,,,
1/31/1983,1.41,--,469.65%,469.65%,-4.52%,-4.52%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXJP Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Japan Index Max Cuml Total Return 6808.9577% On 09/30/2021,,,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr,,Period Return
12/31/1982,1.48,--,496.62%,496.62%,10.03%,10.03%,,,,,,,
11/30/1982,1.35,--,442.23%,442.23%,19.66%,19.66%,,,,,,,
10/29/1982,1.12,--,353.14%,353.14%,0.31%,0.31%,,,,,,,
,,,,,,,,,,,,,
9/30/1982,1.12,--,351.72%,351.72%,-3.59%,-3.59%,,,,,,,
8/31/1982,1.16,--,368.54%,368.54%,0.63%,0.63%,,,,,,,
7/30/1982,1.16,--,365.62%,365.62%,-4.08%,-4.08%,,,,,,,
,,,,,,,,,,,,,
6/30/1982,1.2,--,385.42%,385.42%,-6.60%,-6.60%,,,,,,,
5/31/1982,1.29,--,419.73%,419.73%,-3.41%,-3.41%,,,,,,,
4/30/1982,1.33,--,438.09%,438.09%,8.51%,8.51%,,,,,,,
,,,,,,,,,,,,,
3/31/1982,1.23,--,395.91%,395.91%,-9.80%,-9.80%,,,,,,,
2/26/1982,1.36,--,449.79%,449.79%,-8.26%,-8.26%,,,,,,,
1/29/1982,1.49,--,499.30%,499.30%,-1.80%,-1.80%,,,,,,,
,,,,,,,,,,,,,
12/31/1981,1.51,--,510.29%,510.29%,1.36%,1.36%,,,,,,,
11/30/1981,1.49,--,502.11%,502.11%,9.08%,9.08%,,,,,,,
10/30/1981,1.37,--,452.01%,452.01%,-0.25%,-0.25%,,,,,,,
,,,,,,,,,,,,,
9/30/1981,1.37,--,453.42%,453.42%,-9.24%,-9.24%,,,,,,,
8/31/1981,1.51,--,509.74%,509.74%,3.91%,3.91%,,,,,,,
7/31/1981,1.46,--,486.80%,486.80%,-3.96%,-3.96%,,,,,,,
,,,,,,,,,,,,,
6/30/1981,1.52,--,511.01%,511.01%,3.15%,3.15%,,,,,,,
5/29/1981,1.47,--,492.35%,492.35%,-2.36%,-2.36%,,,,,,,
4/30/1981,1.51,--,506.68%,506.68%,6.70%,6.70%,,,,,,,
,,,,,,,,,,,,,
3/31/1981,1.41,--,468.56%,468.56%,6.26%,6.26%,,,,,,,
2/27/1981,1.33,--,435.05%,435.05%,-1.52%,-1.52%,,,,,,,
1/30/1981,1.35,--,443.32%,443.32%,1.15%,1.15%,,,,,,,
,,,,,,,,,,,,,
12/31/1980,1.33,--,437.13%,437.13%,7.12%,7.12%,,,,,,,
11/28/1980,1.24,--,401.45%,401.45%,-3.71%,-3.71%,,,,,,,
10/31/1980,1.29,--,420.79%,420.79%,2.68%,2.68%,,,,,,,
,,,,,,,,,,,,,
9/30/1980,1.26,--,407.21%,407.21%,6.43%,6.43%,,,,,,,
8/29/1980,1.18,--,376.58%,376.58%,6.38%,6.38%,,,,,,,
7/31/1980,1.11,--,348.02%,348.02%,-4.32%,-4.32%,,,,,,,
,,,,,,,,,,,,,
6/30/1980,1.16,--,368.26%,368.26%,2.31%,2.31%,,,,,,,
5/30/1980,1.14,--,357.70%,357.70%,6.75%,6.75%,,,,,,,
4/30/1980,1.06,--,328.75%,328.75%,7.70%,7.70%,,,,,,,
,,,,,,,,,,,,,
3/31/1980,0.99,--,298.10%,298.10%,-2.42%,-2.42%,,,,,,,
2/29/1980,1.01,--,307.95%,307.95%,-4.44%,-4.44%,,,,,,,
1/31/1980,1.06,--,326.91%,326.91%,2.09%,2.09%,,,,,,,
,,,,,,,,,,,,,
12/31/1979,1.04,--,318.19%,318.19%,5.85%,5.85%,,,,,,,
11/30/1979,0.98,--,295.07%,295.07%,-4.29%,-4.29%,,,,,,,
10/31/1979,1.02,--,312.77%,312.77%,-7.44%,-7.44%,,,,,,,
,,,,,,,,,,,,,
9/28/1979,1.11,--,345.94%,345.94%,1.37%,1.37%,,,,,,,
8/31/1979,1.09,--,339.90%,339.90%,0.00%,0.00%,,,,,,,
7/31/1979,1.09,--,339.91%,339.91%,-0.20%,-0.20%,,,,,,,
,,,,,,,,,,,,,
6/29/1979,1.09,--,340.81%,340.81%,0.65%,0.65%,,,,,,,
5/31/1979,1.09,--,337.96%,337.96%,1.21%,1.21%,,,,,,,
4/30/1979,1.07,--,332.73%,332.73%,-3.32%,-3.32%,,,,,,,
,,,,,,,,,,,,,
3/30/1979,1.11,--,347.59%,347.59%,-3.43%,-3.43%,,,,,,,
2/28/1979,1.15,--,363.48%,363.48%,-3.61%,-3.61%,,,,,,,
1/31/1979,1.19,--,380.83%,380.83%,-1.12%,-1.12%,,,,,,,
,,,,,,,,,,,,,
12/29/1978,1.21,--,386.28%,386.28%,5.48%,5.48%,,,,,,,
11/30/1978,1.14,--,361.00%,361.00%,-8.49%,-8.49%,,,,,,,
10/31/1978,1.25,--,403.78%,403.78%,5.83%,5.83%,,,,,,,
,,,,,,,,,,,,,
