,,,,,,,,,
,,,,,,,,,
MXUS Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1969 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 636 Month Holding Period Chart,,,,,,,,,
MSCI USA Price Return USD Index Max Cuml Total Return 7537.8452% On 12/31/2021,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
8/30/2019,2787.6,6.13508,2687.60%,4362.38%,-1.96%,-1.74%,,,
7/31/2019,2843.24,3.38557,2743.24%,4441.35%,1.42%,1.54%,,,
,,,,,,,,,
6/28/2019,2803.32,3.99431,2703.32%,4372.28%,6.87%,7.02%,,,
5/31/2019,2623.15,6.30896,2523.15%,4078.77%,-6.54%,-6.32%,,,
4/30/2019,2806.7,3.10604,2706.70%,4360.81%,3.89%,4.01%,,,
,,,,,,,,,
3/29/2019,2701.54,3.98635,2601.54%,4188.84%,1.70%,1.85%,,,
2/28/2019,2656.46,5.86001,2556.46%,4110.98%,3.12%,3.35%,,,
1/31/2019,2576.16,3.27258,2476.16%,3974.58%,8.08%,8.22%,,,
,,,,,,,,,
12/31/2018,2383.55,4.09059,2283.55%,3664.96%,-9.16%,-9.01%,,,
11/30/2018,2623.85,6.31804,2523.85%,4037.62%,1.70%,1.95%,,,
10/31/2018,2579.96,3.00439,2479.96%,3958.55%,-7.05%,-6.94%,,,
,,,,,,,,,
9/28/2018,2775.55,3.84722,2675.55%,4261.35%,0.32%,0.46%,,,
8/31/2018,2766.77,5.96592,2666.77%,4241.51%,3.09%,3.31%,,,
7/31/2018,2683.96,2.97507,2583.96%,4102.34%,3.47%,3.59%,,,
,,,,,,,,,
6/29/2018,2593.87,3.46177,2493.87%,3956.73%,0.55%,0.68%,,,
5/31/2018,2579.76,6.07045,2479.76%,3929.37%,2.20%,2.44%,,,
4/30/2018,2524.28,2.75781,2424.28%,3833.46%,0.29%,0.40%,,,
,,,,,,,,,
3/30/2018,2516.93,3.97818,2416.93%,3817.72%,-2.59%,-2.44%,,,
2/28/2018,2583.87,5.41372,2483.87%,3915.72%,-3.87%,-3.67%,,,
1/31/2018,2687.94,2.62142,2587.94%,4068.69%,5.63%,5.74%,,,
,,,,,,,,,
12/29/2017,2544.58,3.2571,2444.58%,3842.44%,0.95%,1.08%,,,
11/30/2017,2520.55,6.12701,2420.55%,3800.19%,2.79%,3.04%,,,
10/31/2017,2452.15,2.70254,2352.15%,3684.97%,2.18%,2.29%,,,
,,,,,,,,,
9/29/2017,2399.93,3.12153,2299.93%,3600.25%,1.90%,2.04%,,,
8/31/2017,2355.08,5.67588,2255.08%,3526.33%,0.09%,0.33%,,,
7/31/2017,2353.08,2.73136,2253.08%,3514.48%,1.92%,2.04%,,,
,,,,,,,,,
6/30/2017,2308.82,3.33504,2208.82%,3442.32%,0.48%,0.63%,,,
5/31/2017,2297.76,5.80195,2197.76%,3420.29%,1.11%,1.36%,,,
4/28/2017,2272.62,2.57842,2172.62%,3372.93%,0.96%,1.08%,,,
,,,,,,,,,
3/31/2017,2250.91,3.54543,2150.91%,3335.81%,-0.02%,0.14%,,,
2/28/2017,2251.29,5.18141,2151.29%,3331.00%,3.69%,3.93%,,,
1/31/2017,2171.19,2.26352,2071.19%,3201.21%,1.96%,2.07%,,,
,,,,,,,,,
12/30/2016,2129.36,3.31511,2029.36%,3134.22%,1.71%,1.87%,,,
11/30/2016,2093.61,5.55155,1993.61%,3075.00%,3.33%,3.61%,,,
10/31/2016,2026.1,2.39794,1926.10%,2964.34%,-2.01%,-1.90%,,,
,,,,,,,,,
9/30/2016,2067.66,3.10944,1967.66%,3023.54%,-0.04%,0.11%,,,
8/31/2016,2068.57,5.25013,1968.57%,3020.20%,-0.10%,0.15%,,,
7/29/2016,2070.68,2.3881,1970.68%,3015.48%,3.67%,3.79%,,,
,,,,,,,,,
6/30/2016,1997.33,3.35856,1897.33%,2901.58%,0.09%,0.26%,,,
5/31/2016,1995.56,4.90687,1895.56%,2893.84%,1.57%,1.83%,,,
4/29/2016,1964.63,2.25982,1864.63%,2840.08%,0.38%,0.49%,,,
,,,,,,,,,
3/31/2016,1957.22,3.35519,1857.22%,2825.63%,6.66%,6.85%,,,
2/29/2016,1834.97,4.89291,1734.97%,2638.10%,-0.48%,-0.21%,,,
1/29/2016,1843.88,2.19932,1743.88%,2643.92%,-5.43%,-5.31%,,,
,,,,,,,,,
12/31/2015,1949.7,3.49932,1849.70%,2797.94%,-1.86%,-1.68%,,,
11/30/2015,1986.56,4.79156,1886.56%,2847.47%,0.11%,0.35%,,,
10/30/2015,1984.46,2.41041,1884.46%,2837.26%,8.12%,8.25%,,,
,,,,,,,,,
9/30/2015,1835.5,3.25534,1735.50%,2613.37%,-2.82%,-2.65%,,,
8/31/2015,1888.74,4.48163,1788.74%,2687.18%,-6.28%,-6.07%,,,
7/31/2015,2015.31,2.30584,1915.31%,2867.21%,1.88%,2.00%,,,
,,,,,,,,,
6/30/2015,1978.1,3.38734,1878.10%,2809.06%,-2.06%,-1.89%,,,
5/29/2015,2019.69,4.56111,1919.69%,2865.24%,1.10%,1.33%,,,
4/30/2015,1997.63,2.11282,1897.63%,2826.23%,0.81%,0.91%,,,
,,,,,,,,,
3/31/2015,1981.62,3.22311,1881.62%,2799.72%,-1.60%,-1.44%,,,
2/27/2015,2013.91,4.90065,1913.91%,2842.19%,5.59%,5.85%,,,
1/30/2015,1907.32,1.98019,1807.32%,2679.60%,-2.92%,-2.82%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXUS Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1969 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 636 Month Holding Period Chart,,,,,,,,,
MSCI USA Price Return USD Index Max Cuml Total Return 7537.8452% On 12/31/2021,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/31/2014,1964.73,3.40176,1864.73%,2760.34%,-0.48%,-0.31%,,,
11/28/2014,1974.16,4.31741,1874.16%,2769.10%,2.42%,2.65%,,,
10/31/2014,1927.44,2.19007,1827.44%,2695.01%,2.29%,2.41%,,,
,,,,,,,,,
9/30/2014,1884.24,2.9426,1784.24%,2629.15%,-1.71%,-1.56%,,,
8/29/2014,1917.08,4.08421,1817.08%,2672.43%,3.79%,4.01%,,,
7/31/2014,1847.14,2.3788,1747.14%,2565.46%,-1.53%,-1.41%,,,
,,,,,,,,,
6/30/2014,1875.86,2.94517,1775.86%,2603.49%,1.98%,2.14%,,,
5/30/2014,1839.43,4.16855,1739.43%,2546.79%,2.15%,2.39%,,,
4/30/2014,1800.72,2.0466,1700.72%,2485.11%,0.49%,0.60%,,,
,,,,,,,,,
3/31/2014,1792.01,2.68964,1692.01%,2469.66%,0.54%,0.69%,,,
2/28/2014,1782.46,4.23344,1682.46%,2452.11%,4.45%,4.70%,,,
1/31/2014,1706.59,1.83189,1606.59%,2337.53%,-3.50%,-3.40%,,,
,,,,,,,,,
12/31/2013,1768.42,3.00594,1668.42%,2423.19%,2.51%,2.69%,,,
11/29/2013,1725.16,3.9139,1625.16%,2357.19%,2.62%,2.85%,,,
10/31/2013,1681.19,2.05475,1581.19%,2289.06%,4.31%,4.44%,,,
,,,,,,,,,
9/30/2013,1611.75,2.55013,1511.75%,2187.50%,3.15%,3.31%,,,
8/30/2013,1562.55,3.71965,1462.55%,2114.17%,-2.98%,-2.76%,,,
7/31/2013,1610.62,2.0667,1510.62%,2176.99%,5.12%,5.26%,,,
,,,,,,,,,
6/28/2013,1532.12,2.61215,1432.12%,2063.18%,-1.50%,-1.33%,,,
5/31/2013,1555.46,3.8953,1455.46%,2092.41%,1.85%,2.11%,,,
4/30/2013,1527.16,1.68623,1427.16%,2047.17%,1.86%,1.98%,,,
,,,,,,,,,
3/29/2013,1499.23,2.27267,1399.23%,2005.53%,3.60%,3.76%,,,
2/28/2013,1447.09,3.44776,1347.09%,1929.19%,1.04%,1.28%,,,
1/31/2013,1432.15,1.77123,1332.15%,1903.46%,5.16%,5.29%,,,
,,,,,,,,,
12/31/2012,1361.88,3.12771,1261.88%,1802.77%,0.72%,0.95%,,,
11/30/2012,1352.17,3.885,1252.17%,1784.86%,0.36%,0.65%,,,
10/31/2012,1347.36,1.74306,1247.36%,1772.66%,-1.93%,-1.80%,,,
,,,,,,,,,
9/28/2012,1373.92,2.21096,1273.92%,1807.05%,2.38%,2.55%,,,
8/31/2012,1341.92,3.53929,1241.92%,1759.63%,2.08%,2.35%,,,
7/31/2012,1314.63,1.61669,1214.63%,1717.00%,1.23%,1.36%,,,
,,,,,,,,,
6/29/2012,1298.66,2.0505,1198.66%,1692.69%,3.79%,3.95%,,,
5/31/2012,1251.29,3.40676,1151.29%,1624.50%,-6.39%,-6.14%,,,
4/30/2012,1336.75,1.60739,1236.75%,1737.38%,-0.72%,-0.60%,,,
,,,,,,,,,
3/30/2012,1346.48,2.07345,1246.48%,1748.53%,3.04%,3.20%,,,
2/29/2012,1306.74,3.19419,1206.74%,1691.17%,4.15%,4.41%,,,
1/31/2012,1254.7,1.41995,1154.70%,1615.59%,4.59%,4.71%,,,
,,,,,,,,,
12/30/2011,1199.65,2.12191,1099.65%,1538.43%,0.77%,0.95%,,,
11/30/2011,1190.52,3.31473,1090.52%,1523.06%,-0.55%,-0.27%,,,
10/31/2011,1197.16,1.55817,1097.16%,1527.53%,10.83%,10.99%,,,
,,,,,,,,,
9/30/2011,1080.16,1.78031,980.16%,1366.43%,-7.34%,-7.19%,,,
8/31/2011,1165.71,2.89596,1065.71%,1480.07%,-5.77%,-5.53%,,,
7/29/2011,1237.13,1.43619,1137.13%,1572.60%,-2.06%,-1.95%,,,
,,,,,,,,,
6/30/2011,1263.13,2.0071,1163.13%,1605.83%,-1.86%,-1.70%,,,
5/31/2011,1287.01,2.80131,1187.01%,1635.24%,-1.30%,-1.08%,,,
4/29/2011,1303.97,1.38567,1203.97%,1654.26%,2.95%,3.06%,,,
,,,,,,,,,
3/31/2011,1266.63,1.88458,1166.63%,1602.18%,-0.03%,0.12%,,,
2/28/2011,1267.03,2.71014,1167.03%,1600.16%,3.13%,3.35%,,,
1/31/2011,1228.57,1.22768,1128.57%,1545.01%,2.30%,2.40%,,,
,,,,,,,,,
12/31/2010,1201,1.87556,1101.00%,1506.48%,6.52%,6.69%,,,
11/30/2010,1127.5,2.6626,1027.50%,1405.78%,-0.12%,0.11%,,,
10/29/2010,1128.87,1.61809,1028.87%,1404.11%,3.82%,3.97%,,,
,,,,,,,,,
9/30/2010,1087.34,1.67621,987.34%,1346.66%,8.92%,9.09%,,,
8/31/2010,998.28,2.4451,898.28%,1226.08%,-4.67%,-4.44%,,,
7/30/2010,1047.14,1.21569,947.14%,1287.70%,6.86%,6.99%,,,
,,,,,,,,,
6/30/2010,979.88,1.66612,879.88%,1197.02%,-5.47%,-5.32%,,,
5/31/2010,1036.6,2.41795,936.60%,1269.88%,-8.27%,-8.06%,,,
4/30/2010,1130.03,1.16696,1030.03%,1390.00%,1.50%,1.60%,,,
,,,,,,,,,
3/31/2010,1113.36,1.65854,1013.36%,1366.51%,5.83%,5.99%,,,
2/26/2010,1052.03,2.37864,952.03%,1283.63%,2.85%,3.09%,,,
1/29/2010,1022.88,1.09445,922.88%,1242.21%,-3.60%,-3.51%,,,
,,,,,,,,,
12/31/2009,1061.13,1.66905,961.13%,1290.98%,1.90%,2.06%,,,
11/30/2009,1041.34,2.46346,941.34%,1262.89%,5.69%,5.95%,,,
10/30/2009,985.24,1.22513,885.24%,1186.40%,-2.05%,-1.94%,,,
,,,,,,,,,
9/30/2009,1005.9,1.51396,905.90%,1211.79%,3.72%,3.88%,,,
8/31/2009,969.81,2.19585,869.81%,1162.78%,3.24%,3.48%,,,
7/31/2009,939.39,1.19602,839.39%,1120.37%,7.39%,7.54%,,,
,,,,,,,,,
6/30/2009,874.74,1.55012,774.74%,1034.83%,0.05%,0.23%,,,
5/29/2009,874.3,2.16542,774.30%,1032.27%,5.23%,5.50%,,,
4/30/2009,830.83,1.25171,730.83%,973.25%,9.43%,9.60%,,,
,,,,,,,,,
3/31/2009,759.24,1.40898,659.24%,879.22%,8.35%,8.57%,,,
2/27/2009,700.71,2.83264,600.71%,801.94%,-10.58%,-10.25%,,,
1/30/2009,783.63,1.2039,683.63%,904.97%,-8.28%,-8.15%,,,
,,,,,,,,,
12/31/2008,854.35,2.26694,754.35%,994.09%,1.02%,1.29%,,,
11/28/2008,845.76,2.6996,745.76%,980.12%,-7.68%,-7.38%,,,
10/31/2008,916.08,1.63261,816.08%,1066.17%,-17.25%,-17.10%,,,
,,,,,,,,,
9/30/2008,1107,2.17167,1007.00%,1306.73%,-9.34%,-9.17%,,,
8/29/2008,1221.06,2.6037,1121.06%,1448.81%,1.15%,1.37%,,,
7/31/2008,1207.12,1.68409,1107.12%,1427.88%,-1.28%,-1.14%,,,
,,,,,,,,,
6/30/2008,1222.79,2.25775,1122.79%,1445.55%,-8.31%,-8.15%,,,
5/30/2008,1333.65,2.82352,1233.65%,1582.71%,1.38%,1.60%,,,
4/30/2008,1315.44,1.42152,1215.44%,1556.22%,4.83%,4.95%,,,
,,,,,,,,,
3/31/2008,1254.78,2.05219,1154.78%,1478.11%,-0.53%,-0.37%,,,
2/29/2008,1261.5,2.88019,1161.50%,1483.96%,-3.33%,-3.11%,,,
1/31/2008,1304.91,1.60239,1204.91%,1534.78%,-6.18%,-6.07%,,,
,,,,,,,,,
12/31/2007,1390.91,2.36437,1290.91%,1640.40%,-0.74%,-0.57%,,,
11/30/2007,1401.26,4.76457,1301.26%,1650.40%,-4.44%,-4.11%,,,
10/31/2007,1466.4,1.49051,1366.40%,1725.46%,1.58%,1.68%,,,
,,,,,,,,,
9/28/2007,1443.58,2.11869,1343.58%,1695.22%,3.64%,3.80%,,,
8/31/2007,1392.88,2.86156,1292.88%,1629.57%,1.31%,1.52%,,,
7/31/2007,1374.91,1.46365,1274.91%,1603.71%,-3.19%,-3.10%,,,
,,,,,,,,,
6/29/2007,1420.27,1.75701,1320.27%,1658.13%,-1.79%,-1.67%,,,
5/31/2007,1446.19,3.09849,1346.19%,1688.02%,3.28%,3.50%,,,
4/30/2007,1400.3,1.32333,1300.30%,1627.53%,4.19%,4.29%,,,
,,,,,,,,,
3/30/2007,1343.99,1.55693,1243.99%,1556.47%,0.96%,1.08%,,,
2/28/2007,1331.22,3.11113,1231.22%,1538.79%,-2.05%,-1.83%,,,
1/31/2007,1359.13,1.36857,1259.13%,1569.34%,1.71%,1.81%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXUS Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1969 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 636 Month Holding Period Chart,,,,,,,,,
MSCI USA Price Return USD Index Max Cuml Total Return 7537.8452% On 12/31/2021,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/29/2006,1336.3,1.95426,1236.30%,1539.63%,1.07%,1.22%,,,
11/30/2006,1322.19,3.20133,1222.19%,1519.94%,1.74%,1.99%,,,
10/31/2006,1299.63,1.27988,1199.63%,1488.41%,3.32%,3.42%,,,
,,,,,,,,,
9/29/2006,1257.93,1.46845,1157.93%,1435.91%,2.42%,2.55%,,,
8/31/2006,1228.16,2.91228,1128.16%,1397.79%,2.17%,2.42%,,,
7/31/2006,1202.08,1.21446,1102.08%,1362.46%,0.23%,0.33%,,,
,,,,,,,,,
6/30/2006,1199.29,1.48776,1099.29%,1357.58%,-0.02%,0.11%,,,
5/31/2006,1199.47,2.63876,1099.47%,1355.96%,-3.17%,-2.96%,,,
4/28/2006,1238.71,1.50448,1138.71%,1400.34%,1.20%,1.32%,,,
,,,,,,,,,
3/31/2006,1224.08,1.66084,1124.08%,1380.82%,1.14%,1.28%,,,
2/28/2006,1210.23,2.6548,1110.23%,1362.07%,-0.12%,0.10%,,,
1/31/2006,1211.66,1.19679,1111.66%,1360.58%,2.63%,2.73%,,,
,,,,,,,,,
12/30/2005,1180.64,1.58085,1080.64%,1321.78%,-0.08%,0.06%,,,
11/30/2005,1181.54,3.04614,1081.54%,1320.98%,3.78%,4.05%,,,
10/31/2005,1138.51,1.19472,1038.51%,1265.66%,-1.75%,-1.64%,,,
,,,,,,,,,
9/30/2005,1158.74,1.34437,1058.74%,1288.45%,0.74%,0.86%,,,
8/31/2005,1150.25,2.39554,1050.25%,1276.67%,-1.13%,-0.93%,,,
7/29/2005,1163.42,1.31161,1063.42%,1289.55%,3.64%,3.76%,,,
,,,,,,,,,
6/30/2005,1122.57,1.75378,1022.57%,1239.23%,0.10%,0.25%,,,
5/31/2005,1121.5,1.95402,1021.50%,1235.88%,3.09%,3.27%,,,
4/29/2005,1087.92,1.31589,987.92%,1193.60%,-1.92%,-1.81%,,,
,,,,,,,,,
3/31/2005,1109.27,1.66317,1009.27%,1217.40%,-1.74%,-1.60%,,,
2/28/2005,1128.94,2.35956,1028.94%,1238.77%,1.87%,2.09%,,,
1/31/2005,1108.2,1.07033,1008.20%,1211.42%,-2.57%,-2.48%,,,
,,,,,,,,,
12/31/2004,1137.43,1.78647,1037.43%,1244.72%,3.34%,3.51%,,,
11/30/2004,1100.66,2.01108,1000.66%,1199.18%,3.92%,4.11%,,,
10/29/2004,1059.11,1.32777,959.11%,1147.84%,1.40%,1.53%,,,
,,,,,,,,,
9/30/2004,1044.47,1.53835,944.47%,1129.05%,0.95%,1.10%,,,
8/31/2004,1034.65,1.76796,934.65%,1115.70%,0.34%,0.51%,,,
7/30/2004,1031.19,1.29895,931.19%,1109.53%,-3.53%,-3.41%,,,
,,,,,,,,,
6/30/2004,1068.88,1.5565,968.88%,1152.17%,1.74%,1.89%,,,
5/31/2004,1050.6,1.63695,950.60%,1128.95%,1.17%,1.33%,,,
4/30/2004,1038.46,1.22872,938.46%,1112.83%,-1.65%,-1.53%,,,
,,,,,,,,,
3/31/2004,1055.86,1.37976,955.86%,1131.72%,-1.72%,-1.59%,,,
2/27/2004,1074.31,1.77792,974.31%,1151.61%,1.05%,1.21%,,,
1/30/2004,1063.19,1.15461,963.19%,1136.61%,1.70%,1.81%,,,
,,,,,,,,,
12/31/2003,1045.41,1.67301,945.41%,1114.61%,5.02%,5.20%,,,
11/28/2003,995.4,1.63733,895.40%,1054.61%,0.80%,0.97%,,,
10/31/2003,987.49,1.45037,887.49%,1043.54%,5.55%,5.71%,,,
,,,,,,,,,
9/30/2003,935.57,1.30888,835.57%,981.81%,-1.29%,-1.15%,,,
8/29/2003,947.8,1.4921,847.80%,994.44%,1.71%,1.88%,,,
7/31/2003,931.84,1.2734,831.84%,974.29%,1.72%,1.86%,,,
,,,,,,,,,
6/30/2003,916.09,1.31795,816.09%,954.69%,1.10%,1.24%,,,
5/30/2003,906.16,1.5525,806.16%,941.78%,5.18%,5.36%,,,
4/30/2003,861.54,1.01276,761.54%,888.74%,8.22%,8.36%,,,
,,,,,,,,,
3/31/2003,796.07,1.09327,696.07%,812.49%,0.79%,0.93%,,,
2/28/2003,789.8,1.56881,689.80%,804.04%,-1.72%,-1.52%,,,
1/31/2003,803.6,1.11395,703.60%,817.99%,-2.54%,-2.41%,,,
,,,,,,,,,
12/31/2002,824.58,1.44685,724.58%,840.71%,-6.20%,-6.04%,,,
11/29/2002,879.09,1.48538,779.09%,901.17%,5.83%,6.02%,,,
10/31/2002,830.63,1.12876,730.63%,844.33%,8.93%,9.08%,,,
,,,,,,,,,
9/30/2002,762.56,1.2691,662.56%,765.69%,-11.42%,-11.28%,,,
8/30/2002,860.89,1.45039,760.89%,875.81%,0.32%,0.49%,,,
7/31/2002,858.15,0.99195,758.15%,871.05%,-7.30%,-7.19%,,,
,,,,,,,,,
6/28/2002,925.68,1.38698,825.68%,946.28%,-7.75%,-7.61%,,,
5/31/2002,1003.4,1.59444,903.40%,1032.47%,-0.90%,-0.74%,,,
4/30/2002,1012.51,0.91319,912.51%,1040.96%,-6.57%,-6.49%,,,
,,,,,,,,,
3/29/2002,1083.68,0.91479,983.68%,1120.10%,3.64%,3.73%,,,
2/28/2002,1045.6,1.6739,945.60%,1076.24%,-2.11%,-1.95%,,,
1/31/2002,1068.13,1.12956,968.13%,1099.66%,-1.51%,-1.41%,,,
,,,,,,,,,
12/31/2001,1084.54,1.31609,984.54%,1116.82%,0.51%,0.64%,,,
11/30/2001,1078.99,1.64626,978.99%,1109.13%,7.54%,7.71%,,,
