,,,,,,,,,
,,,,,,,,,
MXUS Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1969 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 636 Month Holding Period Chart,,,,,,,,,
MSCI USA Price Return USD Index Max Cuml Total Return 7537.8452% On 12/31/2021,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
11/30/2020,3527.53,5.68355,3427.53%,5677.20%,11.39%,11.57%,,,
10/30/2020,3166.93,3.4619,3066.93%,5078.11%,-2.70%,-2.60%,,,
,,,,,,,,,
9/30/2020,3254.94,4.069,3154.94%,5216.43%,-3.85%,-3.73%,,,
8/31/2020,3385.29,5.31513,3285.29%,5422.46%,7.33%,7.51%,,,
7/31/2020,3153.99,3.59448,3053.99%,5036.79%,5.81%,5.94%,,,
,,,,,,,,,
6/30/2020,2980.73,4.27421,2880.73%,4748.94%,2.13%,2.28%,,,
5/29/2020,2918.45,6.0809,2818.45%,4640.77%,4.97%,5.20%,,,
4/30/2020,2780.19,3.03363,2680.19%,4406.36%,13.02%,13.15%,,,
,,,,,,,,,
3/31/2020,2459.87,4.65734,2359.87%,3882.50%,-12.84%,-12.68%,,,
2/28/2020,2822.38,5.91129,2722.38%,4461.01%,-8.33%,-8.15%,,,
1/31/2020,3078.78,3.78328,2978.78%,4865.96%,0.07%,0.20%,,,
,,,,,,,,,
12/31/2019,3076.49,4.68579,2976.49%,4856.25%,2.77%,2.93%,,,
11/29/2019,2993.5,6.29458,2893.50%,4715.07%,3.54%,3.76%,,,
10/31/2019,2891.19,3.30369,2791.19%,4540.62%,2.06%,2.18%,,,
,,,,,,,,,
9/30/2019,2832.91,4.27627,2732.91%,4441.75%,1.63%,1.78%,,,
