Date,Saudi_Arabia_GDP_Growth
2011-01,0.13403609453667656
2011-02,0.13403609453667656
2011-03,0.13403609453667656
2011-04,0.1169692955983852
2011-05,0.1169692955983852
2011-06,0.1169692955983852
2011-07,0.12617886469125422
2011-08,0.12617886469125422
2011-09,0.12617886469125422
2011-10,0.08367479242414567
2011-11,0.08367479242414567
2011-12,0.08367479242414567
2012-01,0.07012337310777161
2012-02,0.07012337310777161
2012-03,0.07012337310777161
2012-04,0.06544980711580621
2012-05,0.06544980711580621
2012-06,0.06544980711580621
2012-07,0.06380946359579737
2012-08,0.06380946359579737
2012-09,0.06380946359579737
2012-10,0.018854278794402584
2012-11,0.018854278794402584
2012-12,0.018854278794402584
2013-01,0.0005753359628925278
2013-02,0.0005753359628925278
2013-03,0.0005753359628925278
2013-04,0.01944346340938501
2013-05,0.01944346340938501
2013-06,0.01944346340938501
2013-07,0.04065696326436894
2013-08,0.04065696326436894
2013-09,0.04065696326436894
2013-10,0.0532175230654677
2013-11,0.0532175230654677
2013-12,0.0532175230654677
2014-01,0.06895896007557505
2014-02,0.06895896007557505
2014-03,0.06895896007557505
2014-04,0.042048076887293305
2014-05,0.042048076887293305
2014-06,0.042048076887293305
2014-07,0.018944789771977527
2014-08,0.018944789771977527
2014-09,0.018944789771977527
2014-10,0.03262855151695942
2014-11,0.03262855151695942
2014-12,0.03262855151695942
2015-01,0.03148322161767659
2015-02,0.03148322161767659
2015-03,0.03148322161767659
2015-04,0.05931168312125637
2015-05,0.05931168312125637
2015-06,0.05931168312125637
2015-07,0.047485553581887885
2015-08,0.047485553581887885
2015-09,0.047485553581887885
2015-10,0.049182627568448795
2015-11,0.049182627568448795
2015-12,0.049182627568448795
2016-01,0.034869848833406325
2016-02,0.034869848833406325
2016-03,0.034869848833406325
2016-04,0.016860782918607705
2016-05,0.016860782918607705
2016-06,0.016860782918607705
2016-07,0.008410586375130496
2016-08,0.008410586375130496
2016-09,0.008410586375130496
2016-10,0.023780575275535766
2016-11,0.023780575275535766
2016-12,0.023780575275535766
2017-01,0.003702042691719218
2017-02,0.003702042691719218
2017-03,0.003702042691719218
2017-04,0.001744232571576464
2017-05,0.001744232571576464
2017-06,0.001744232571576464
2017-07,0.010194255479969766
2017-08,0.010194255479969766
2017-09,0.010194255479969766
2017-10,-0.007727410859221151
2017-11,-0.007727410859221151
2017-12,-0.007727410859221151
2018-01,0.022631173971509606
2018-02,0.022631173971509606
2018-03,0.022631173971509606
2018-04,0.016447934056620102
2018-05,0.016447934056620102
2018-06,0.016447934056620102
2018-07,0.02848931564616797
2018-08,0.02848931564616797
2018-09,0.02848931564616797
2018-10,0.04303545968734821
2018-11,0.04303545968734821
2018-12,0.04303545968734821
2019-01,0.02095809586256561
2019-02,0.02095809586256561
2019-03,0.02095809586256561
2019-04,0.015282345608791785
2019-05,0.015282345608791785
2019-06,0.015282345608791785
2019-07,-0.0030454778851106423
2019-08,-0.0030454778851106423
2019-09,-0.0030454778851106423
2019-10,0.0005491556067838563
2019-11,0.0005491556067838563
2019-12,0.0005491556067838563
2020-01,-0.015153571299987217
2020-02,-0.015153571299987217
2020-03,-0.015153571299987217
2020-04,-0.06388547444336122
2020-05,-0.06388547444336122
2020-06,-0.06388547444336122
2020-07,-0.05007193644023635
2020-08,-0.05007193644023635
2020-09,-0.05007193644023635
2020-10,-0.04434198974514553
2020-11,-0.04434198974514553
2020-12,-0.04434198974514553
2021-01,-0.030420327540909346
2021-02,-0.030420327540909346
2021-03,-0.030420327540909346
2021-04,0.038231062931343485
2021-05,0.038231062931343485
2021-06,0.038231062931343485
2021-07,0.06801136001364301
2021-08,0.06801136001364301
2021-09,0.06801136001364301
2021-10,0.06974051254780311
2021-11,0.06974051254780311
2021-12,0.06974051254780311
2022-01,0.1159941290823371
2022-02,0.1159941290823371
2022-03,0.1159941290823371
2022-04,0.10855575822854255
2022-05,0.10855575822854255
2022-06,0.10855575822854255
2022-07,0.07629267318682531
2022-08,0.07629267318682531
2022-09,0.07629267318682531
2022-10,0.06499574403272364
2022-11,0.06499574403272364
2022-12,0.06499574403272364
