Date,Indonesia_GDP_Growth
2019-12,0.04814668003706267
2020-01,0.028830682206192056
2020-02,0.028830682206192056
2020-03,0.028830682206192056
2020-04,-0.05398245266227533
2020-05,-0.05398245266227533
2020-06,-0.05398245266227533
2020-07,-0.03448174718883845
2020-08,-0.03448174718883845
2020-09,-0.03448174718883845
2020-10,-0.02217427121508442
2020-11,-0.02217427121508442
2020-12,-0.02217427121508442
2021-01,-0.005659179889622565
2021-02,-0.005659179889622565
2021-03,-0.005659179889622565
2021-04,0.07147015786693489
2021-05,0.07147015786693489
2021-06,0.07147015786693489
2021-07,0.03789067904687998
2021-08,0.03789067904687998
2021-09,0.03789067904687998
2021-10,0.046986984625943015
2021-11,0.046986984625943015
2021-12,0.046986984625943015
2022-01,0.046787651938304704
2022-02,0.046787651938304704
2022-03,0.046787651938304704
2022-04,0.0528893009078248
2022-05,0.0528893009078248
2022-06,0.0528893009078248
2022-07,0.061113920780274084
2022-08,0.061113920780274084
2022-09,0.061113920780274084
2022-10,0.051578561332698
2022-11,0.051578561332698
2022-12,0.051578561332698
