Date,equity_index_gdp,government_bond_gdp,currency_gdp,equity_index_cpi,government_bond_cpi,currency_cpi,equity_index_interest_rate,government_bond_interest_rate,currency_interest_rate,equity_index_exchange_rate,government_bond_exchange_rate,currency_exchange_rate
1975-05-01,-0.02010808292500948,,0.01448138365573876,-0.016808654711126657,,-0.018573255237677673,0.02126826264457901,,0.008869579125606234,,,
1975-06-01,0.004163503068724376,,0.0525500298802749,0.034358320484939656,,-0.07375362817653977,-0.025207488874897436,,0.0480096649596276,,,
1975-07-01,0.01739247741087916,,0.002213782874858342,0.006444516859299967,,-0.01261149603917989,-0.012584353205045055,,0.028297771456349707,,,
1975-08-01,0.02443892998060793,,-0.004159808683069592,-0.033674609205915286,,-0.01639719943032978,0.011317052775429482,,0.027003341889851568,,,
1975-09-01,0.009917342919632591,,-0.03861222677673609,-0.03689378368922265,,-0.11490381516826464,0.008639168250611194,,0.03564379472829188,,,
1975-10-01,0.01099608189939428,,-0.008534089027051356,0.055656624722825995,,0.03193890119008718,0.012109009595992662,,-0.018846753124950454,,,
1975-11-01,-0.02805417959361623,,-0.043147068007706096,-0.0083387497318247,,0.004352037759272808,0.023400132306552822,,-0.024123131425333545,,,
1975-12-01,0.03533976250186725,,0.018767560282214116,-0.013890731370194453,,0.024301498887836222,-0.0007673184273768642,,0.00484308811811563,,,
1976-01-01,-0.014840003433811245,,-0.048290889505630194,0.056024651271885904,,-0.04725364805819846,0.014080993296858836,,-0.003375778970324226,,,
1976-02-01,-0.014409930642469485,,-0.04469528585212107,0.01511055448931623,,-0.0418223773409635,-0.0020495307336303855,,0.0005323186644496662,,,
1976-03-01,0.02096418872299216,,0.020722590298410115,0.008694940515025241,,-0.03446563237249107,-0.012209356182530351,,0.04868222196924985,,,
1976-04-01,0.0025457386902636445,,-0.014052954630521098,0.003354896573811319,,-0.0357990743034102,0.0033191846704740285,,0.03551642237078221,,,
1976-05-01,-0.007471454493573724,,-0.03034092404892138,0.009777353788028692,,0.0017835835252733017,0.025223221096596395,,-0.023309450291715005,,,
1976-06-01,0.004772904906026692,,0.03541310861448712,0.020445017705901177,,-0.03801143725597768,0.0029717576525006215,,0.0059977130044601736,,,
1976-07-01,0.0034528786531145246,,-0.010223737217506974,-0.009146845592285801,,-0.0003989768536625356,0.03722196266564638,,-0.00548161141934187,,,
