Date,equity_index_gdp,government_bond_gdp,currency_gdp,equity_index_cpi,government_bond_cpi,currency_cpi,equity_index_interest_rate,government_bond_interest_rate,currency_interest_rate,equity_index_exchange_rate,government_bond_exchange_rate,currency_exchange_rate
1976-08-01,-0.005673617321816795,,-0.012362307850937468,0.000796124014203966,,0.00632208628603008,0.009339308318635475,,-0.00872705871258125,,,
1976-09-01,-0.015212869679274831,,-0.016119498896903523,-0.0059839113931216565,,0.07266880633887096,0.029603149373956063,,-0.05079741603914485,,,
1976-10-01,-0.01902629135683447,,0.005269697587520735,-0.02848025137054065,,0.05198288505110866,0.025808934761155193,,-0.012143693468107153,,,
1976-11-01,0.01290933629049927,,0.006052126618208657,-0.014930190641684207,,0.02764687559946338,0.0246238299971017,,-0.11688650729598382,,,
1976-12-01,0.047068640997575836,,0.009662732769707234,0.06855923608165629,,-0.05642801599468571,-0.04575408616244293,,0.0638825183741834,,,
1977-01-01,-0.0039561422105215995,,-0.010764082184208738,-0.0114313438272138,,0.05250954665545266,-0.013755247401345915,,0.005166968961148765,,,
1977-02-01,-0.0063591425032661,,-0.031098840600062627,-0.018048848655595758,,0.04002117411910771,0.003021144087398429,,0.0024073179504860674,,,
1977-03-01,0.005025522890346534,,-0.008728611420816981,0.003052703614225596,,0.026650830335721905,-0.0126865959278924,,0.008412075074300187,,,
1977-04-01,-0.0026889995729707026,,0.012591601654779067,-0.005874141359353573,,-0.013214357798126438,-0.0011864717597577183,,0.00033596406956682166,,,
1977-05-01,-0.000550655799508342,,-0.005415741183924169,-0.005680992187847415,,0.005807967947809023,-0.0073299191161812095,,-0.0008366000209057609,,,
1977-06-01,0.01344871657078708,,-0.007445329957121228,-0.010598266005858507,,-0.01965315584948934,0.006304914571782662,,0.006226187049948921,,,
1977-07-01,0.012150303715430655,,0.01396835892984996,-0.0045666073263740305,,0.008391027149039231,0.013134801142474763,,-0.0033485214252196886,,,
1977-08-01,0.0325757573848189,,0.01612678596322828,-0.03345431503593008,,0.008746539332522793,0.03765095413955096,,-0.014643836724053892,,,
1977-09-01,0.00868685311360472,,-0.0006689945236426861,-0.00542848179301989,,-0.00967147529052384,0.016102149491782788,,-0.0015159546388897572,,,
1977-10-01,0.06218998237049003,,0.0964406345728033,0.02959182859806849,,-0.04395173816677879,-0.01885043806381976,,-0.04149851391417496,,,
1977-11-01,-0.043364042654363694,,-0.006422600090480763,-0.012750528471910714,,-0.020658658481721562,0.001136890084262767,,0.014773586169763191,,,
1977-12-01,0.01520523134987826,,0.013422201022993342,-0.02293871722357067,,0.021548639000624308,0.03027421838681576,,-0.04574339542002511,,,
1978-01-01,0.013891828486857816,,0.011989440188815965,0.06040600029202202,,0.010460372751349823,-0.016991019614595197,,-0.008810118637445909,,,
1978-02-01,0.0155885963833535,,0.01118657244566621,0.014869640931972572,,-0.01613181519935357,-0.02813440232822939,,0.0030874177798190785,,,
1978-03-01,-0.020127733752744688,,0.03554395268181267,0.015700224945971113,,-0.03798663110528598,0.020508255677274476,,0.02412436669238467,,,
1978-04-01,0.01454168531874955,,0.008408321945677534,-0.0348368406699473,,-0.023362304857192005,0.014246840958055756,,0.017770441293850824,,,
1978-05-01,-0.03313517445392951,,-0.009487457773847493,0.002386452278744891,,-0.015935000604869826,0.025139808663868838,,0.0022622420672575084,,,
1978-06-01,0.0010446149114471713,,-0.010509553038562193,0.034717247887522965,,-0.04132730694945972,0.003844151644501579,,-0.0031563874461393022,,,
1978-07-01,-0.03166157572580418,,-0.02689652294493281,0.056617416374741616,,-0.051389190549812,-0.007858370073867397,,0.017882124518174843,,,
1978-08-01,-0.015685390486731694,,0.0013639630800927117,-0.014950596457315038,,0.002861085902192379,0.011876573870719455,,0.010030706117877354,,,
1978-09-01,-0.021053083218675227,,0.03205954451305555,0.006197682952145828,,-0.039645231341442946,0.011823767053419318,,0.010293022589944606,,,
1978-10-01,-0.03474852113520493,,0.03511249939285333,0.06235571053723812,,-0.03051676968724064,-0.015117332000272477,,0.0022492039188143553,,,
1978-11-01,0.028544008340925076,,-0.014309328231519166,-0.05228625323632739,,0.0594772139717638,-0.012221608794325102,,-0.005525573299221715,,,
1978-12-01,0.00467002787811332,,-0.0015023429385977226,0.026565057380019123,,-0.014898272656050192,0.010651174859825753,,0.03320985346707508,,,
1979-01-01,-0.006744998816739715,,-0.02168413949939359,-0.026366281408848995,,0.016429663167406114,0.019113271921406924,,-0.011340971690193557,,,
1979-02-01,0.04910912172509676,,0.0036191550570025066,0.030137025564559834,,0.06756973884664991,-0.020538132167133013,,0.018132167068024795,,,
1979-03-01,0.03584034062372003,,0.04002269976206788,0.02094296246418799,,-0.01226168930920019,-0.046762490290615834,,0.022649883367903384,,,
1979-04-01,-0.005653393893977477,,-0.03208306065185815,0.008055041824671929,,-0.009950257976364478,-0.032009308573879264,,0.01180980778430358,,,
1979-05-01,-0.031166858003567503,,0.028782304317095865,0.047208263323677016,,0.03134784911382463,0.012201027711208259,,0.001255324519593125,,,
1979-06-01,-0.0073096254285021055,,0.04610203999939256,-0.026419840657031256,,-0.0004376258982039162,0.0034032331455832255,,0.04346846150000762,,,
1979-07-01,0.022537753828392054,,0.023508451083688087,0.011527503856503682,,0.037668382923160076,-0.003613668678573881,,0.0260026410231166,,,
1979-08-01,0.031621565637552224,,-0.006138444567513712,-0.044757825723385096,,0.012430556218931074,-0.0412584321590441,,-0.0012814858137160739,,,
1979-09-01,2.6581444758032166e-05,,-0.01943231560615278,0.024000392706261725,,0.013490727975014511,-0.02137524292240277,,-0.01382317730641334,,,
1979-10-01,-0.028152621520388176,,-0.055432958887595155,0.00014505283201869112,,0.004304615925421465,0.03440941885090273,,-0.05230095394021788,,,
1979-11-01,0.010485064956019039,,0.035322436548132254,-0.025700650225772788,,0.05878810042729703,-0.004685007035878027,,0.03576154754997542,,,
1979-12-01,0.046013733635432194,,0.013853826083376191,0.002264650922285216,,0.013406890199068927,-0.03614180661586066,,0.01711258635873711,,,
1980-01-01,-0.03544250636517259,,-0.026428259993487174,-0.0684833956763726,,0.009129483316386197,-0.09612975485938492,,0.013708591317821138,,,
1980-02-01,-0.03426242133520953,,-0.022022438913102706,-0.013991729333892962,,0.017818654750095978,-0.024187218822522734,,-0.007522768360903838,-0.054843493781555196,,0.04584588377167321
1980-03-01,0.07125715292803292,,0.058708166302318454,0.08171430108641581,,-0.04463080439195875,0.08454570745097614,,-0.04525241540075367,0.08914944634285704,,-0.060409570973291186
1980-04-01,-0.020445066537393936,,-0.0006699351251972977,-0.04832784166299794,,0.05006009867050679,-0.03841286570043871,,0.0582610091968658,-0.02888892596010759,,0.06587694167815328
1980-05-01,0.04356429449596607,,0.05596982315253031,-0.043057701912222225,,0.07395795675436821,-0.035751857512688126,,0.049282890238731364,0.030796822894907316,,0.043911330590969265
1980-06-01,-0.015207563146701021,,0.027289744556585952,-0.03254467699579924,,-0.03647396786640005,-0.047597773518214544,,0.012195028829162135,-0.029139894492011736,,0.038071437909857266
1980-07-01,-0.022234821077696837,,-0.013115227803014131,-2.1300297581172827e-05,,0.01443331048830738,-0.008825439401557587,,-0.00366927591845197,0.003331862557478739,,0.036949796525228694
1980-08-01,-0.017592485667280163,,-0.010236649015932868,-0.03303161408193491,,0.010534911824689524,-0.01937086151120136,,0.02109159375883872,-0.008411449756550959,,0.024032535281276437
1980-09-01,-0.028201315992563928,,-0.02067343602097725,-0.025989519782481485,,0.003716159050896915,-0.01933606435805751,,0.0018891869692019751,-0.004263957243418963,,-0.0058832971538706055
1980-10-01,-0.005924237829573097,,0.0013555969579912331,-0.019836968089977133,,-0.006133647998475252,-0.038187548777907955,,0.015093516514467088,-0.06744747825605742,,0.031276844466994684
1980-11-01,-0.042548370951787866,,0.03295349431987681,-0.014901883085886688,,-0.05005311630639441,0.013141874255723702,,-0.02357955002469099,0.035335715422484086,,0.003487083280535298
1980-12-01,0.033875278987488266,,0.011459235591785029,-0.017078203102937114,,0.0038798318427705914,-0.021407539704660687,,0.010931942129895142,-0.005324360933130868,,0.03556795846985168
1981-01-01,0.0006144670796583945,,-0.0005188079324091954,0.005205208371927877,,-0.05286236345743559,0.03189416353354498,,-0.000509098871064964,0.040330680620974176,,-0.050734455202288135
1981-02-01,-0.0024269383219823366,,0.02815904889367586,-0.0007204060787402018,,-0.054970437324780796,0.0054365541873674095,,0.04440753708686051,0.009091433853172062,,-0.05835419471933846
1981-03-01,-0.007872745080461024,,-0.025028589042495338,-0.03379969424409915,,-0.03552670400043282,-0.0373860627218498,,-0.005705534823485723,-0.03256567126974159,,-0.03888622859993841
1981-04-01,0.00437770538642216,,0.030062835377182705,-0.027872837849781066,,-0.05207642792751307,0.02330549992234437,,0.023350601822133242,-0.011813500857539471,,-0.05024955342372743
1981-05-01,0.011231952514107088,,0.02583004635614682,-0.03899396321749891,,-0.05176405673783714,-0.041281535121091784,,0.009945161242855655,0.01509918480960777,,-0.05181097740411238
1981-06-01,0.011243370551910365,,0.009114303657829108,-0.0004452304240085716,,-0.0478365410365759,-0.0183075323195085,,0.08516269865912988,0.0024707861904915574,,-0.046528578439890854
1981-07-01,-0.02372925192960852,,-0.046967462806056605,-0.010825209794963951,,-0.09144860631955111,0.023137555166862934,,0.01937276968573436,0.031476708483578725,,-0.07750891063663938
1981-08-01,-0.0336761329413051,,0.062292220355195924,0.006999673828675783,,-0.004891380419110446,0.02437611012598551,,0.024913759572905023,-0.004301974592404826,,0.018593161807164364
1981-09-01,-0.02578919475982619,,-0.003136412311901892,-0.06893528631854617,,-0.01638259960582681,-0.04810404703471054,,0.01029741067193492,0.048967997938196575,,-0.024540307717412793
1981-10-01,0.00900854251671535,,0.007824171646528991,0.03432990646135077,,0.03050318695132143,0.05332202770686952,,-0.048320977584276385,0.010118554516036021,,-0.05977307662399205
1981-11-01,0.052461490150848826,,0.05091959110150839,0.059113121739322136,,0.021114822445950438,0.03499401539779294,,-0.012141123861842107,0.010825408907563332,,-0.051642237301786485
1981-12-01,-0.01841808073448514,,-0.031901714072344045,-0.004423589950977933,,0.05525309887127858,0.01159972450735866,,-0.03503959520987746,0.022163912373063522,,-0.07754840595200613
1982-01-01,-0.02131859223268469,,-0.03699612590455,0.009322491521635286,,-0.028316110294720587,0.015623259890236744,,-0.04264721607840691,0.0393316813752006,,-0.04082931617303039
1982-02-01,-0.04013242415648622,,-0.04788584240509267,-0.0521944150510113,,0.11393161747798432,0.009539587402162902,,-0.02380352289988638,0.008900365042397823,,-0.12103866396071823
1982-03-01,-0.015072221883495605,,-0.03125616702564103,-0.025445817532204977,,0.057478479501448965,0.03365675484209456,,-0.03220551366614476,-0.0036553340801794456,,0.04833224400150282
1982-04-01,0.021093288591317663,,0.018273223519816424,0.026166438869066784,,-0.032797896153236326,-0.027478424683719492,,0.014083946096590687,-0.0007041744084386354,,0.0019454542053658826
1982-05-01,-0.00854673609844654,,-0.026883055291762638,-0.013750565210500667,,0.028109536396648423,-0.004456174127180688,,-0.01177199772967927,0.017040396328412123,,0.009385720091500122
1982-06-01,-0.03453838834431244,,-0.05358267630507311,-0.03882294101843667,,0.021891210120235715,0.03330316012146726,,-0.04643003342260728,0.009702354971762984,,0.01774095294046049
1982-07-01,0.011421890931471751,,0.007846051247174891,-0.0022004496650844573,,-0.01773564645095404,-4.159830538425072e-05,,-0.024843172271524345,-0.0009828276618826953,,0.009902585900854168
1982-08-01,-0.06543535660112645,,0.016790732414811698,0.04404511817027447,,-0.004469599580423099,0.00019527039981115008,,-0.05593054012857225,-0.05921170040971971,,0.03456879856203593
1982-09-01,0.004998635623097956,,0.00975347183003977,-0.00161440880648315,,-0.07292433306969075,0.01125469270213219,,-0.020064025805549595,-0.015008342354578381,,0.1084460518376817
1982-10-01,-0.046789883541547374,,0.0030059478377364047,0.03414210316483982,,0.0744165527958929,0.0024519729269388293,,0.02288776931732149,-0.05142155691529065,,-0.07639053238378982
1982-11-01,-0.016093998487110087,,-0.034934738045602015,0.040205621069809884,,-0.021938618900899303,-0.006204650546444362,,0.06642337249865968,0.040979514732801925,,-0.08241083748403986
1982-12-01,-0.022381044613264473,,-0.052006004406773894,0.028973407698943097,,-0.029080498940178886,-0.010627235590015544,,0.055397148528911366,0.015102310388340402,,-0.014934441024586423
1983-01-01,-0.03582205422754023,,-0.020976089224966743,-0.0012824533769718945,,0.008260173698910274,0.012267903058899646,,0.04176183309689384,-0.017238249719264076,,0.06453257247702966
1983-02-01,0.0026088583575033355,,0.001955444296285418,0.01005366033238824,,-0.003338558542499181,-0.015841104906911676,,0.016792914711842355,-0.020203788921980475,,0.016640660038915928
1983-03-01,0.0009634869363215989,,0.09320327316563504,0.017248329208917963,,0.017253716553950776,-0.009776075433090859,,0.09597036007066836,-0.03820311961161276,,0.04573357556517126
1983-04-01,-0.04082339512565423,,0.02242826628630198,0.051618016759600455,,-0.019475338634322478,0.06870588725792738,,-0.02767752511812371,0.011349613856982632,,-0.013840273194022224
1983-05-01,-0.003403980519604734,,0.00604798953636735,0.003581137105315918,,0.003951589149194615,0.020551481170665103,,-0.03024886905115974,0.020083157814598206,,-0.02440022393187293
1983-06-01,-0.008036905216855808,,-0.020848166877950283,0.016213428229880304,,0.016297540713931156,-0.005120315844577821,,0.032209728147007184,-0.030128397757593836,,0.019825312322300635
1983-07-01,-0.04297161405150751,,-0.017008223337578357,-0.01275298554049165,,0.010642327076979138,0.016491579875152738,,-0.0015869606119967344,0.02568218679514107,,-0.013288708004511278
1983-08-01,-0.002317039170916832,,-0.007427484309895229,0.006586424363383221,,0.0074434885017147364,0.005389133064351254,,0.011981503027007437,0.0010810751161944368,,-0.009624924587628904
1983-09-01,-0.0036817442565440566,,-0.014716186029419303,0.016132358268676764,,-0.022870956223443203,0.008121924957704446,,-0.019686237913185953,-0.019975405588960625,,0.010292886223915745
1983-10-01,-0.016768638195798866,,-0.021012732891848896,-0.01722768781484227,,0.04060972216603865,-0.011751015601366231,,-0.020318600880554826,0.012514882152547214,,-0.00852230453711797
1983-11-01,0.011663098127439818,,-0.013067181647979058,0.021371572105551784,,0.003072058975230298,0.027981320895600403,,0.019905435751362218,-0.024923919021456596,,-0.0057695192246031285
1983-12-01,-0.008880690490535997,,0.0070535876056135325,0.01098717747750999,,0.012304473709130733,0.011663613427260544,,0.023121425135994987,-0.01581343292875286,,-0.02251888632644528
1984-01-01,-0.0046437952442636874,,-0.004120710916189382,0.0045871739437909455,,0.018921288583099338,0.014920845295412311,,-1.237319682733624e-06,0.008395419729542884,,0.004877498260409452
1984-02-01,-0.00971485830764049,,0.043854650022009875,-0.006868026275965944,,-0.04459026956569857,0.025868890494916287,,-0.06225239719519142,0.008625874156581809,,0.020524574962286164
1984-03-01,0.007984482892433626,,-0.04087355824703337,0.0331175549879387,,0.036590200672065275,0.009433281223523748,,0.026440442736983653,-0.029871102578236986,,-0.01485926357093194
1984-04-01,-0.004217307030438515,,-0.02825641887892587,-0.017104100480519687,,-0.021289233457075587,-0.00711108801353103,,0.028903115258790673,-0.00010409668297505775,,0.00830557794788543
1984-05-01,-0.05480178515866919,,-0.023468832004283333,0.021649689562317304,,0.0050182644502498415,0.03899246105752813,,-0.020695189323781896,0.05590729976799421,,0.020792111306814416
1984-06-01,-0.0009528364024334969,,-0.05545460664351913,-0.012484590215839295,,0.0344866040519623,-0.0016907290403058392,,-0.023524663393759616,-0.006969017678276857,,0.03173917701940133
1984-07-01,0.004798712516854604,,0.03972116126956338,0.032248655640796556,,0.04019099318921911,-0.015203929429150343,,0.051639697282142884,4.8083489464198854e-05,,0.042110659473889554
1984-08-01,0.05769608498026699,,0.03218777798877398,-0.016259725129038585,,-0.02554057254723485,-0.06262345188435597,,0.019944406779413646,-0.03062222830830555,,0.009865591006217315
1984-09-01,0.000527235662672342,,0.01457593926221365,0.005089304983488725,,0.03747231427448476,0.005992919564658582,,-0.02447693972453461,-0.0037868512864223376,,0.05746750705514554
1984-10-01,0.003141095959797738,,0.042926928598764215,-0.017796410426637283,,0.0383802395003516,-0.006257583342879853,,0.0011605820896052653,-0.026863506418945977,,0.04172228603916525
1984-11-01,-0.007585723398563167,,0.03779082222828315,-0.001039522075390123,,0.0036348235905978225,1.25777358437257e-05,,0.0053761330956261354,0.007490937162350754,,0.014940923788248843
1984-12-01,-0.008644967859126345,,0.02998289685578064,-0.013087547466112601,,-0.0015358430717579165,0.02518902740494608,,-0.04828775991260316,-0.026808438734437796,,0.02382313643719186
1985-01-01,0.045047364173118165,,0.011894585601775488,-8.701176301716357e-05,,-0.01635353918295757,0.008628778432130606,,-0.0265177838879814,-0.013469412005577218,,0.003227373666518514
1985-02-01,-0.009220767012249628,,-0.0715540976214323,-0.0005465157743701437,,0.04391303940135923,0.0582835646950933,,-0.10554394371582396,-0.03549871428319169,,0.06747686629759496
1985-03-01,-0.034035717669483295,,0.0017775946217067253,0.048304296011894905,,-0.04248207210202785,-0.06987525619194371,,0.07225416928032911,0.05938667646907429,,-0.04827789574026157
1985-04-01,-0.004855379504557137,,0.02969692905153949,0.010690268890859491,,-0.031417604060245685,-0.004444848570570713,,-0.03447251761089946,-0.004503515233557797,,0.01765677289092709
1985-05-01,-0.04113467828005348,,0.020744258019970863,0.019536614604800603,,0.025642624444432483,0.0020632962544332102,,0.02174279616982597,-0.02290007031327111,,0.0005694578608033311
1985-06-01,0.009692214488342525,-0.0092979079250646,-0.0082045589487397,0.025374983053584814,-0.0092979079250646,0.015301375697868231,0.021003366646208933,-0.0092979079250646,0.010989707726351433,0.022440561450486986,-0.0092979079250646,-0.019328260953200498
1985-07-01,-0.048568088147092806,-0.014035443215668169,-0.03005183028278184,-0.021456930191589774,-0.014035443215668169,-0.034364015133721657,-0.08321209170460211,-0.014035443215668169,0.06621900655502325,0.0283250536585647,-0.014035443215668169,-0.00011780328107083806
1985-08-01,-0.0015869872770655291,0.022527975675148755,0.04010926862809016,-0.013203377078940072,0.022527975675148755,-0.046676093037473644,0.025514078328194984,0.022527975675148755,-0.005585380528548325,-0.02404964495259841,0.022527975675148755,0.055724681339404496
1985-09-01,0.015903804571966575,-0.010284943200563945,0.016793889969399328,-0.05834784795122434,-0.010284943200563945,0.05444052875553548,-0.024222932271469128,-0.010284943200563945,0.011252002562066139,-0.015702089524213522,-0.010284943200563945,0.038221080761084755
1985-10-01,-0.0010286190685386105,0.02497106187033455,0.008098645020935295,0.00398313560649957,0.02497106187033455,0.0223311577964045,-0.01758206484910772,0.02497106187033455,0.0026924258861298575,-0.007068163322276146,-0.02497106187033455,0.07589465873580963
1985-11-01,-0.01113925669643179,0.028178642007918746,0.025871570734431915,-0.016457918101025024,0.028178642007918746,-0.06463938486105338,0.025725106361982525,0.028178642007918746,0.0017407169126929607,0.005550072136644575,-0.028178642007918746,-0.015756295391382125
1985-12-01,-0.03462318177604435,0.03938007513962687,0.012973679632341731,0.0608653832206918,0.03938007513962687,0.028481766876877843,0.0349530844408215,0.03938007513962687,-0.013385688367021436,0.012873597712771339,-0.03938007513962687,0.014688527879868634
1986-01-01,-0.01901746639440203,0.019584427048721858,0.005434383907261449,0.028414419975554626,0.019584427048721858,0.006221225795945532,-0.031170877388410255,0.019584427048721858,0.013719196291650086,0.00812720939788699,-0.019584427048721858,0.00853289571043826
1986-02-01,0.0052583133748958346,-0.0016968926833972485,-0.020237871652200864,0.04393895836174355,-0.0016968926833972485,-0.009921315262266535,0.07724380184201232,0.07840287280627961,-0.01917010800506107,-0.04048293622615901,0.0016968926833972485,0.0040097505907309965
1986-03-01,-0.043162391868275495,-0.05504600596194668,-0.007622614458006262,0.04605015970419717,-0.05504600596194668,-0.0007543454952456315,0.024761763126245943,0.0860673707036036,-0.007471500838384173,-0.017917111015191636,0.05504600596194668,0.027424403108710547
1986-04-01,-0.011450076640036461,-0.01012293294031792,-0.03380124898108224,-0.0012248055735731467,-0.0012532387202064507,0.009580783428080582,-0.021944719357137786,0.0012532387202064507,-0.0022014919415085355,0.0011951584892116237,0.01012293294031792,-0.003069105585093027
1986-05-01,-0.04230633242295402,-0.010458051502765265,-0.01511117450226987,-0.00060843482795512,-0.04411598103989621,-0.05407008867941767,0.0002792680672993732,-0.04411598103989621,0.031667912376587205,0.0033308855121470223,0.04411598103989621,0.040403578116579804
1986-06-01,0.04338698841474658,0.04453517054070912,0.0643287282815778,0.05454634374054414,0.011515584629776048,-0.044996545205442606,-0.003450906779909189,0.011515584629776048,0.020833696885106175,-0.02655524873016221,-0.011515584629776048,0.04441301061352866
1986-07-01,0.05178561958760441,0.013387708819175633,0.020068831664517946,0.009835138767102309,-0.002763181074963678,-0.03354458026726555,-0.06609637309694735,-0.002763181074963678,0.05556051148879595,-0.08652590717877377,0.002763181074963678,0.10147127167866485
1986-08-01,-0.03919197182367187,0.017661932776793978,0.02601957108373422,0.0499094384735491,0.025536168601890556,0.001803958048072361,0.033924866166753005,0.025536168601890556,0.0018473808227944264,0.028120993899440817,-0.025536168601890556,0.01882769758682552
1986-09-01,-0.0022924955013451584,0.03567695700025148,-0.006885644522800173,-0.03038803059219284,-0.06319136197118769,-0.021970482162256066,-0.07990209536281968,-0.06319136197118769,0.038131147812159,-0.02872886365446548,0.06319136197118769,-0.006455940792053141
1986-10-01,-0.019104752635012247,-0.02155968264918034,0.013377689397745642,-0.004957180968088374,0.003326856575944669,0.005999974798551448,-0.006978714166864445,0.003326856575944669,0.02775611900344855,0.05989121535306544,-0.003326856575944669,-0.0027256462053356196
1986-11-01,-0.0037612619940055776,-0.026024723945890844,0.0020228860971933994,0.019331847950555387,-0.006464778866957614,0.003099286311254796,0.014100484467331871,-0.006464778866957614,-0.0008935991008433619,0.0005376432949512073,0.006464778866957614,0.005987963398955758
1986-12-01,-0.046110824411831376,0.04020206978747447,-0.00527898912998028,0.019356937713569104,0.019911614788475536,-0.012189474059344757,0.019013808379248508,0.019911614788475536,-0.023644650104957497,0.0030572920072508536,-0.019911614788475536,0.005789053151514509
1987-01-01,-0.0671855065905037,0.014848281084842837,-0.033262994738915794,0.06344578629012908,0.014848281084842837,0.012408109546728068,0.054732284134845176,0.014848281084842837,-0.00531938912931729,0.04497074759859272,-0.014848281084842837,-0.004910880098737697
1987-02-01,-0.04585351811719574,0.023157391833665653,-0.01300803210650501,0.02538970815898085,0.023157391833665653,-0.025863454819710505,0.04978389373411701,0.023157391833665653,-0.017862381905660765,0.04509586170282478,-0.023157391833665653,0.0007682572766713121
1987-03-01,-0.04278063079176508,0.007340520740986568,-0.031147748213589527,0.045738376935321616,0.007340520740986568,-0.04822353846843612,0.03427163360674942,0.007340520740986568,-0.0361293249093213,-0.013348839487202882,-0.007340520740986568,0.02547004447384796
1987-04-01,0.01643746588066833,-0.04930746872867899,0.09495727271295686,0.02448439889360977,-0.016778947247852175,-0.019673709885050992,0.0004384285611177421,-0.016778947247852175,-0.01972819541721638,-0.013993524898269103,0.016778947247852175,-0.0073271515968678395
1987-05-01,0.0044292031871493946,-0.01720979313696068,0.0288246125425237,0.008398556385553636,-0.005041417801899593,-0.02646747913375618,0.005683343384085408,-0.005041417801899593,0.01199902844350188,0.012121062727604619,0.005041417801899593,0.0050891204536335005
1987-06-01,-0.022346065225628507,0.021075645847652667,0.028494869302903375,-0.023974945360691294,-0.021075645847652667,-0.030426085147895868,0.02004125068631933,-0.017749572838372616,-0.03655693766289789,0.03576770058901657,0.017749572838372616,-0.0010808297073968648
1987-07-01,-0.058498479924743704,0.02147438315331574,0.00712257208936741,-0.04040994089298091,0.03292898299292723,0.0024319748606741226,-0.008838215329078573,-0.03292898299292723,-0.008560347083006651,0.04910750924712015,0.03292898299292723,0.006884058570777432
1987-08-01,-0.03821763881905388,0.0044974225364235315,-0.009440263349496542,0.023850792739361065,0.030705207003074192,-0.015044882381321676,0.0062918622616463925,-0.0044974225364235315,-0.013976900788465293,0.01999739835341473,0.030705207003074192,0.0016083496148527531
1987-09-01,0.010056654166373394,-0.04343789755723618,-0.012362540347451267,-0.007092881938720782,0.024934806657624983,-0.002806462150160885,0.03454856531604269,0.04343789755723618,-0.0019792926732473087,-0.03075034823004571,0.04343789755723618,0.006735191152771139
1987-10-01,-0.004647860659486664,0.0016764956609788876,0.015601451355458958,0.09628605735918976,-0.05762952889199117,-0.03566870592730756,-0.07538296975914006,-0.0016764956609788876,0.0047813252129838635,0.07588644104762178,-0.0016764956609788876,-0.03239398173548215
1987-11-01,0.04401970238226758,-0.00502395526074853,0.03929291544270372,0.028639946054455922,-0.001973011076334415,-0.006641550733108268,0.0333205253914196,0.00502395526074853,-0.059278848698427346,-0.006267060070249993,0.00502395526074853,0.012594626347004569
1987-12-01,-0.00465435626789059,0.01856608611143978,0.021566185403021756,-0.03776208374047393,0.007651657061276574,0.006755381557836716,0.018520417353379344,-0.01856608611143978,-0.01659688024446739,0.007952484482322076,-0.01856608611143978,-0.014001566102941333
1988-01-01,-0.0032701390295191233,-0.03710344213628245,-0.024816783230435117,-0.025485098438414122,-0.03710344213628245,-0.022376556962055812,-0.02845110518703703,-0.02496410810233601,-0.005463049264014905,-0.012734685396304388,-0.02496410810233601,-0.04225563302060556
1988-02-01,0.013234812035813873,-0.009560451801988012,-0.03801499006732221,-0.014980686623348125,-0.009560451801988012,0.01113419463118469,-0.014725322239918999,0.0036074565847747054,-0.030386490805621613,-0.01888841126669211,0.0036074565847747054,0.00037559797686190504
1988-03-01,0.02043252265215231,0.014895553379332687,0.016439595448045383,0.0067946885162886795,0.03241078924628624,0.004449117612444752,0.056235399218447044,0.03241078924628624,-0.02782659498059999,-0.05536743086983786,0.03241078924628624,0.04883677328912757
1988-04-01,0.010831494468635773,0.021004839955483533,3.4865992013211294e-06,0.004064785699155531,-0.002427151177190253,0.0011740663957978139,0.01714493234508973,-0.002427151177190253,-0.009989953918498027,-0.013516629239334216,-0.002427151177190253,0.013217936483355465
1988-05-01,0.005910258777461426,0.014059690625225647,-0.006155607563454445,-0.02773748048634468,0.013947471924515958,0.006589754520368044,0.020753055782818768,0.013947471924515958,-0.04539556995530225,0.004259343654798795,0.013947471924515958,0.015293844999483308
1988-06-01,0.009873612107161315,0.06942261288590426,-0.006593718101125057,-0.022966873347967747,-0.11738166381479877,0.0002712519822306932,-0.028973916486405814,-0.11738166381479877,0.005443641551365968,0.01142014243678479,-0.11738166381479877,-0.0026156170419226778
1988-07-01,0.002208427625535898,0.008587934119020379,0.0192236317257364,-0.01686564319094455,0.017752077736146517,0.013696023423134026,0.014234081697903822,0.017752077736146517,-0.006502559334761756,-0.013922245631069814,0.017752077736146517,0.013723051021670355
1988-08-01,-0.02234290862618792,0.011025114275590036,-0.027707001408604954,0.004140697706035079,-0.0052515419291539025,0.008157354533116255,0.022651426937856534,0.011025114275590036,-0.024310677916632106,0.02942522443542076,-0.0052515419291539025,-0.032787102974328325
1988-09-01,0.009642920173971753,-0.02802788446424079,0.02176499527309245,0.015902365901332236,-0.00659626153948609,-0.026080844248792003,-0.03027236886114331,-0.02802788446424079,-9.392614249880554e-06,-0.007417612236157813,-0.00659626153948609,0.019528470640830683
1988-10-01,0.01364461632883162,-0.018635063781947937,-0.06473740413167087,-0.009242169192196411,-0.004697864414349201,0.030349807469477,-0.024482404379082064,-0.018635063781947937,0.024607193374033054,-0.03350808891952469,-0.004697864414349201,0.03592151499223105
1988-11-01,-0.00027893265034163874,0.028584743437059797,-0.015146052806612229,-0.03830123142774352,-0.015857671057882893,-0.011567497188724981,0.0046571244206126405,0.028584743437059797,0.02728210270418021,-0.01871022398757758,0.015857671057882893,0.04407209200246989
1988-12-01,0.007990648734573964,0.0018633171165995245,-0.009672541607630133,0.015743265746982243,-0.019514790383223953,0.004268446331884535,0.002050265462862366,0.0018633171165995245,0.00791901156555844,0.0005238393334041394,-0.0030346090507301416,-0.012490537073651468
