Date,tf_returns,igm_returns
1973-01-01,0.0571127396258498,-0.0188312693677156
1973-02-01,0.0678676795897477,-0.0
1973-03-01,0.0148200695293149,-0.0
1973-04-01,0.1087520587688341,-0.0
1973-05-01,0.1258789915877492,-0.0
1973-06-01,0.0269447033180246,-0.0
1973-07-01,0.1298121616821149,0.0
1973-08-01,0.0242840135275963,-0.0
1973-09-01,0.003192811677033,0.0
1973-10-01,-0.0474144556901005,0.0
1973-11-01,0.0465328811097809,-0.0
1973-12-01,0.0487534030631627,0.0
1974-01-01,0.029910722689136,0.0164580885055614
1974-02-01,0.014375135961753,0.0349107191676107
1974-03-01,-0.0017547889878749,0.0431704227803907
1974-04-01,0.0304394431545814,0.0179796978431466
1974-05-01,-0.0060870952660162,0.0227799060107971
1974-06-01,0.0254347046581575,0.0063838568439052
1974-07-01,0.0896297309179488,0.0463025637123186
1974-08-01,0.0473596683432479,0.0719270126688951
1974-09-01,0.0622962960988929,0.0782580368980826
1974-10-01,-0.0158497415446575,-0.0660746226796767
1974-11-01,0.0097147769593113,0.0333992938866839
1974-12-01,-0.0108220717137951,0.0061663866519073
1975-01-01,-0.0836214083952688,-0.0842339167540734
1975-02-01,-0.0461080299080456,-0.0283822843491785
1975-03-01,-0.0152995719263301,0.0043727815302584
1975-04-01,-0.0090788723419537,-0.011632943843991
1975-05-01,-0.0038797752536916,-0.0115907681284659
1975-06-01,0.0356931393158799,0.0159739848555308
1975-07-01,-0.0046794390250416,0.0157804361375634
1975-08-01,0.006722667416768,0.0042627017716217
1975-09-01,0.0044743403656582,-0.0681850906419728
1975-10-01,-0.0050028009809654,0.0490306131057165
1975-11-01,0.0155471434926191,-0.0351382597651937
1975-12-01,0.0101674705983705,0.0319198843644357
1976-01-01,0.0086080826246627,-0.0173175512559651
1976-02-01,-0.0014766831475129,-0.0333222224797492
1976-03-01,0.0284551874426059,0.0158145310178128
1976-04-01,0.0564414704825133,-0.0075398866480464
1976-05-01,0.054073477784191,-0.0190926671129484
1976-06-01,0.0210340680082641,0.0104926266506889
1976-07-01,-0.0279542041079019,-0.0018683699373112
1976-08-01,0.0269865215618827,-0.0061020993560549
1976-09-01,0.0688631224207468,0.0335338087806896
1976-10-01,0.0241240935494801,0.0409010793916107
1976-11-01,-0.0434906138779355,-0.0172488959941856
1976-12-01,-0.0168598118539126,0.0360182199332923
1977-01-01,-0.0336711225842849,0.0224220212363447
1977-02-01,0.0578518097369121,-0.0036234641163429
1977-03-01,0.0265239824355475,0.010112093554583
1977-04-01,-0.0073638331462449,-0.0045731210613434
1977-05-01,0.0163699627576406,-0.0036135989008786
1977-06-01,-0.0093026923130429,-0.0126988435045279
1977-07-01,0.0229089514403029,0.0151626721602836
1977-08-01,0.0036610830969543,0.0166155228704236
1977-09-01,0.0037900165397075,-0.0015070743164288
1977-10-01,0.0691996129505804,0.0292380991558019
1977-11-01,-0.0054359255256825,-0.0329017494564164
1977-12-01,0.0233421990274935,0.0089288494162695
1978-01-01,0.0202039332061865,0.0328059943566979
1978-02-01,0.0267395020922251,-0.0023211321170333
1978-03-01,0.0357386280868208,0.0003521857333001
1978-04-01,-0.0114009676336571,-0.0150294430757102
1978-05-01,0.0387638244428515,-0.0245299985529708
1978-06-01,0.0255892042137785,-0.0264523049783703
1978-07-01,0.0863677798329235,-0.0291096142725406
1978-08-01,0.0143911651571688,-0.0033308242008227
1978-09-01,0.050434027864403,-0.0205119015142817
1978-10-01,0.0728324688780248,-0.0181796321793399
1978-11-01,-0.0691046113050989,0.0525788632214929
1978-12-01,0.0332723165991485,1.8297552637180166e-05
1979-01-01,0.0031615378342767,-0.0362888168879509
1979-02-01,0.024025335701792,0.1042047518455885
1979-03-01,0.0031246157671898,0.0104482604394828
1979-04-01,0.0153327645708519,-0.0245792047627808
1979-05-01,0.0162920603234226,0.0416113668048135
1979-06-01,0.0258134911955402,0.0245716997789879
1979-07-01,0.0017419206920574,0.0404278545230771
1979-08-01,0.0744971764199309,-0.0289209560899079
1979-09-01,0.0674844104985424,-0.0125679415920287
1979-10-01,-0.0273774495967087,-0.0211353938936386
1979-11-01,0.0372216640618976,0.033900017856212
1979-12-01,0.040494404461637,0.0175886443084228
1980-01-01,0.0814599929220435,-0.0411558957184088
1980-02-01,0.0466721251365561,-0.0118456042725177
1980-03-01,-0.0732388007398469,0.0502543797126807
1980-04-01,0.0050708326359392,0.028465616448849
1980-05-01,0.0593611815121475,0.0598571099947576
