Date,equity_index_gdp,equity_index_cpi,equity_index_interest_rate,equity_index_exchange_rate,integrated_equity_index,government_bond_gdp,government_bond_cpi,government_bond_interest_rate,government_bond_exchange_rate,integrated_government_bond,currency_gdp,currency_cpi,currency_interest_rate,currency_exchange_rate,integrated_currency,integrated_gdp,integrated_cpi,integrated_interest_rate,integrated_exchange_rate,integrated_global_macro
2001-07-01,0.02039362119281996,0.0040883510079384525,-0.022187137580385003,-0.021168634662850398,0.005482907090725563,0.029784493336858446,-0.03545447294669464,0.036200572117873156,0.017115566170596456,0.03539767623156624,0.017828059283393576,0.03385914779722695,0.0064601864011133775,0.01720398415956561,0.03665313044392599,0.02141241589376151,0.03455970001552659,-0.011135307941408887,0.006113388701191549,0.02510671750707046
2001-08-01,0.006010293948313437,0.010580273396776503,-0.00404395957656982,0.03133734517771923,0.015955687803584393,0.04657661247994961,-0.004650918601305609,0.036016171031941,-0.04091901826887328,0.03600916474447818,-0.012306716835009971,0.005719777510264749,-0.015404039697932278,0.006936193372641125,-0.007141522504516676,0.01469030308528774,0.010163410372564703,0.0015735637802623311,-0.011732974916608449,0.008458422973144964
2001-09-01,0.060844134006677306,0.0012348106666376503,-0.03659250001612879,-0.05590199134357706,0.027988520879965114,-0.003352579722823031,0.009105464753059374,-0.0007593666178939944,0.016268953029536837,0.011237162130638604,0.07548672630125601,0.02941853662236703,0.0047922045093275615,0.012300494638922401,0.04591365828922282,0.056909793754769476,0.026352898359148606,-0.023274594452244817,-0.005178781390591513,0.05559268713700162
2001-10-01,-0.02377835409628424,-0.0005350454078676968,0.01937887961505926,-0.004271277390318327,-0.02168916082492942,0.04184072922196307,-0.001547719784664913,0.054693185109342936,0.01326532365486746,0.0485086672533388,0.00996409369430763,-0.007878898616908441,-0.0023046573912362087,0.017056672370931437,0.005723120706129581,-0.005954537541073698,-0.019478443674777364,0.010673086609132973,0.014808015646404533,-0.0008912571681675484
2001-11-01,-0.036757764547628184,-0.042314350278190554,0.03933219665351457,0.009626812289584974,-0.03508535188380032,-0.04058380576830991,-0.0013164846895497755,-0.0399427781973455,0.02265264243103606,-0.03802466851706648,-0.0059869313327881105,0.027634903550616735,0.037648733727056766,0.015162487531610515,0.024334007263161497,-0.026616539278206355,0.005703306140927134,0.04984462832460557,0.020710562004373767,0.005544676840456986
2001-12-01,-0.010681651631578313,0.0084941175217328,0.007776016174848631,-0.020067145244177603,-0.013177405264778787,-0.07101496328126265,0.033267110441410126,-0.05258314741628173,0.035479591950097734,-0.02888987530504685,0.04367600820032513,0.01574121325394593,0.05240433607354258,0.027790352754829568,0.048979414311767784,9.945732662508397e-05,0.04365299492259179,0.0721174829365541,0.02340949292584934,0.040002584100546676
2002-01-01,0.002566717378039201,0.02166667991949044,0.002812652864285688,-0.02784851853308695,0.004351633569367063,-0.004801953964577381,0.009546497955102849,0.011967451306619319,0.009383826767612463,0.010997305278013587,-0.0033110449742403004,-0.015196650075927184,-0.027299122627536882,0.0065199423035238215,-0.015616098880709105,-0.004473917719917357,-0.004314795150847075,-0.030143182989429966,0.00499236586717577,-0.010985291463714169
2002-02-01,-0.0073527540300877894,-0.008617941317223729,0.007440043077200752,0.013732584719699063,-0.008425659849145997,0.0144701807476678,0.014970549476494618,0.010111251888808365,-0.018037119058517338,0.010312913372914494,0.007115583138447329,-0.01995409013684556,-0.010823417163459612,0.004221172312105608,-0.005930406451052243,-0.0006518048360304144,-0.016993408443559312,-0.009735517753351616,-0.0013025501669137738,-0.00970444974778148
2002-03-01,-0.02478812625677302,0.0344365579819563,0.025045212827442476,-0.004202620525194644,-0.004076142422921967,-0.051540347307346336,-0.022048361543089146,-0.06559405925667736,-0.03246022132541354,-0.06068458314396302,-0.015273691735035528,0.0029800601241046516,-0.012356179991540548,0.009429022507563077,-0.008997442820724942,-0.025059603363251026,0.014958061778106069,0.010548210579314472,0.010860290503964967,-0.01276103926275043
2002-04-01,-0.004442553733851511,0.01344397294098902,-0.0011931258598248048,0.02138482587062283,0.016228295326243244,0.04935690533221088,0.02612921432527358,0.03270563586098701,-0.01450784129742713,0.038672488723462066,-0.0069559753225102655,-0.0046399230012898526,-0.05252264867507233,-0.0476006003651431,-0.041679958390079576,0.01177898339965679,0.0011559579171535022,-0.05867769858916634,-0.0581009005458718,-0.042404674898180554
2002-05-01,0.004137924267718401,0.024309177719432494,0.011198912447217954,0.035384358059193974,0.04177292555930857,0.035704133484262074,0.03814042028499616,0.0058335968857138225,-0.03396401571417594,0.017839758350965216,0.02713524915974835,-0.060832808872111704,-0.06751751366425662,-0.06103098180641029,-0.06886419150231173,0.033696789599408056,-0.009594617430456073,-0.053457591785891774,-0.056801000668085334,-0.035286418445915416
2002-06-01,0.036969413666216186,-0.016156082397663564,-0.030173670822394087,-0.031069699438082927,-0.005836503877341309,0.039692916476381464,-0.010478350784913555,0.012872163875936404,0.00013384813747921933,0.025756629227151315,0.05053882322877314,-0.019472471738119754,-0.03809034570744297,-0.0655494988667361,-0.03216833691604059,0.06838235230700077,-0.006380553629989145,-0.05936153327884937,-0.01264182423850988,0.021477742319330872
2002-07-01,0.05731732689225049,-0.007736808765547624,-0.013658367301544983,-0.027223907298558184,0.033293740425310726,0.0251776790212149,0.012634091275849807,0.030501121194246757,-0.029783006837520016,0.021714128994203892,0.08334275907577411,-0.04164327011922792,-0.03910003427096961,0.0713539768239908,0.03687331985596694,0.06853538130168543,-0.020865179331111865,-0.03461754996172226,0.015379404627060627,0.049516504885212594
2002-08-01,-0.00040476011548976065,-0.011493747920128774,0.00932888632225221,0.007844678459757863,-0.00020469788031781902,0.03740096510477475,0.03666228271477118,0.03158903858673823,-0.03974590398870173,0.03244705189113817,-0.03822543774593856,0.029709608011509306,-0.04784320665892009,-0.03582656513423846,-0.03379449631685291,-0.0057562264318263895,0.009269902915345372,-0.03608097856453947,-0.006906900997401838,-0.014119195378513083
2002-09-01,0.057789027268967404,-0.058601616313612305,-0.05980030509297499,0.02023050085503812,-0.0259906225609863,0.016035363250419044,0.05126185528912647,0.047038323555585126,0.06150729070029788,0.056391481027824625,0.04892775407663693,-0.03859389870500738,0.049749848244653845,0.07251005278595943,0.051878503264782584,0.05860343950039923,-0.060298823056686233,-0.026156439546465255,0.0721229166908781,0.03922051962039141
2002-10-01,0.007704912655726882,0.013593799986264416,0.04920013351868248,-0.03892715281843105,0.014522409178098548,0.004590019583804939,-0.012716390959654347,-0.020020741231118886,-0.017605660437405257,-0.0191305595855004,0.02445682597056946,0.01926334276643845,0.0026357086708265294,-0.03084602943707732,0.012876131979958294,0.018772942217671677,0.02821201984224636,0.04561624817936903,-0.04817611945305831,0.02532476952221976
2002-11-01,0.02138567570533832,0.039047966308701366,0.017854993618489676,-0.0011840909844342284,0.04328737977598136,0.0086543126394366,-0.009483350577358511,-0.0141217582978066,-0.0008257087952072302,-0.005655447305410747,0.03790866828083804,0.0005466312124644804,0.014197143048518693,-0.027214476940814972,0.01932620791126277,0.04115157253417932,0.044305150623963174,0.03266017332506304,-0.018728044917692525,0.052380743478578934
2002-12-01,-0.02324148772805304,-0.019695361155076252,-0.029511969898465665,-0.002181527338173788,-0.040975662926019014,0.015062705687114956,0.02559859724202919,-0.0016285470430304069,0.024725963380702837,0.03948202894522172,-0.010970698617315061,0.014951816957516934,0.028997488141528797,0.022040882472978175,0.02414036599245739,0.006843475522427226,-0.007943515931782927,0.00046986379097092184,0.03729019758554656,0.016773756069728203
2003-01-01,-0.0073770223211219385,-0.010140429234886632,-0.010538419586990444,0.010413884023401964,-0.009157758939355321,0.03692840859730628,0.004632528736690054,0.012123665659226195,0.013389018638063792,0.04286496523703311,0.015564619499012486,0.01183208114362101,0.011255559597527484,0.041338732456752646,0.03398363583947993,0.007888482697110379,0.019112385907429308,0.004963084831303451,0.04839298251691918,0.027920933656447162
2003-02-01,0.008259261810856688,0.012726448614277684,0.02584424992320807,-0.016976609218960135,0.016505466168676892,-0.02343631823336751,-0.027344384189154042,0.0164872406777676,0.005804816861812817,-0.021030023971346387,0.032928871514321084,-0.036860056900223585,0.00856014046788581,0.06817510889126899,0.02785571358025402,0.028607274803501583,-0.009159381407715668,0.054254525047341386,0.061789397869265926,0.04903600161466299
2003-03-01,-0.0013250013981527585,-0.0049757352403531855,-0.02049446758875042,0.036232452854833015,0.0014618077724550857,0.01897072435485744,0.02630937976739379,0.0010442452911888667,-0.003159021624217855,0.027003029740565544,-0.006907713037420603,-0.0023897156301441766,-0.01476646624058255,-0.027907181143377886,-0.015092111542321207,-0.005666443351604238,-0.0007949086713899002,-0.030184086254734864,0.015320661486266755,-0.008781329187976687
2003-04-01,0.06139849307900345,0.03178024948904613,0.016998756051641452,-0.00621471795019167,0.07038232564099292,0.003495895778838415,-0.006038459000356927,-0.04150923881191224,0.021123271951416618,0.003590707195696698,0.06137178706105368,0.010478012545307084,0.017019304308755086,-0.02448358497624496,0.02576108939369712,0.07597896539627422,0.02932543568403873,0.018085902502350457,-0.03207769896909668,0.04853412313836674
2003-05-01,0.03620409441383608,-0.012384378493665943,0.0065620510407985565,-0.03508688654822502,0.016770267974881375,-0.02047934894080675,-0.0030884283189796563,-0.011224032453695377,0.03420993542067818,0.0065521174717249305,0.011652139933070061,-0.06317571843001779,-0.03528336630809879,0.012353933942051101,-0.024726069493581564,0.0062198521795887715,-0.05511337008880909,-0.013379651829745657,-0.014619377688697435,-0.028289576703582314
2003-06-01,0.006165663598565717,-0.0048186899090202125,0.014966264601682686,0.007167046847620672,0.012656977290865835,0.015028834160322668,0.012071439810273903,-0.014392096317966589,0.015321694783032252,0.013725216934932059,0.013756318125148697,-0.009690815721871696,0.0027527079783761597,0.03720442939698402,0.01537271525852135,0.006173016421287331,-0.02649676702785723,0.01587246849429696,0.03368388234192024,0.015175120966395717
2003-07-01,0.0054086236979564006,-0.039121225513680795,0.00458429357656832,0.03745103941969613,-0.0081437422835478,0.048752547664055734,0.024013710064097374,-0.05641621744283809,0.0011406464563195617,0.020429353527104406,-0.050676462254887464,0.00880614174434298,-0.0036907094837622246,0.012483296917858643,-0.019216808441310473,0.009237657425863795,-0.020546501747377887,-0.03274665337923264,0.07637125654898383,0.01296419672304401
2003-08-01,0.008784237939863417,-0.00952449027515135,0.008440085205362229,-0.0003459429211961941,0.00842462345007349,-0.00045463124117140803,-0.010623132633068568,-0.00808981069011522,-0.004986573874700012,-0.009840276169906643,-0.0007820374867456567,0.004430315542683962,0.02155084917314948,-0.00912795961055165,0.008721943792724066,-0.01356873917613574,-0.04155459388198776,0.041525119997649386,0.024318672616957724,0.005465542618117504
2003-09-01,0.02286070211151751,0.005364096334201502,0.02038373544915973,-0.003190074819522809,0.03342263081160634,-0.05050330744713568,-0.026397807899558822,0.009115394711374859,-0.0078807701077171,-0.04315652072749942,0.04922883986930138,0.054076104079755466,-0.03714224308793578,-0.010239026693566378,0.024543000619644807,0.015554047951667928,0.016225523173808744,-0.008560563068641048,-0.030183252576682716,0.006534050766111889
2003-10-01,-0.014327094984428225,-0.019137231120890934,0.028724513001390298,-0.007478516373152266,0.008616739469947508,-0.01428007654868824,-0.044079786623650155,-0.04110253714511067,-0.01428007654868824,-0.040215063799971314,0.024241870203868723,-0.032934073027748326,-0.02441858972493532,0.03208077902257111,-0.0013671602988717156,0.026867533482752563,-0.07967428349561873,-0.04320557558613725,0.05006203925255737,-0.03943467696672156
2003-11-01,-0.009146922985081721,0.014371945697387156,0.012498606405884608,-0.020279895779178856,0.004690304710903653,-0.008853049998173917,-0.00017667318339850357,-0.003307048122675971,0.01194995646137852,0.0003954356937823167,-0.020644316110724065,-0.027478005967431177,-0.015979953364969934,0.019193621030435364,-0.026570521160051444,-0.0455273568336857,0.010361962916920998,0.011520453394172287,0.03032750343137344,0.00506687506271643
2003-12-01,0.011514469449994676,0.01967966466346361,0.03478152748442713,-0.027041192588687552,0.03210837914569374,0.08551054082528675,-0.03168081755226761,-0.05788257098404967,0.07779695024660659,0.03471230669265848,0.016910076505307514,-0.024302878021326482,-0.028905697534673445,0.00989012397232536,-0.017565075877213624,0.0457977645361076,-0.020942401296773154,-0.0055062927896853435,0.008286708048158087,0.026619831858319117
2004-01-01,-0.008243682749696241,0.01514801580497789,0.013882434248977062,-0.0032796106116620882,0.021881513303002132,-0.025268623868974802,-0.01906203124653217,0.02098157837984138,0.010352374042164448,-0.0017915343663579331,0.02577801377497734,-0.024185540751356486,-0.018611060886044545,-8.902976594562954e-05,-0.007765869794219739,0.013353854920691917,-0.034203331041199485,0.013547620093563533,-0.02147008669898869,-0.009811406301088647
2004-02-01,-0.013598123372341654,0.0171855252040318,0.019859475127627105,-0.007322835994382354,0.023250261056274205,0.03709883386609083,0.020340513205487402,0.015502363088418743,-0.004471264391851859,0.0246113220333366,-0.009708676238517927,-0.016964018202360685,-0.01839926715478055,-0.0040771647404129726,-0.026073059230687166,-0.0035584638818619597,0.011768766221194228,0.009458829566752952,-0.002293229504793138,0.009116595453566925
2004-03-01,0.027461695370672015,0.013046243154146856,0.017275669254898717,-0.019658722340106013,0.034231418185742366,-0.029228546089115064,0.006207721412448115,-0.005485337984141733,0.008795158782976006,-4.576333652906622e-05,0.015769343993342386,0.010011113233405412,-0.026301488028957834,0.02049659337969173,0.009907571979554927,0.021832610308934373,0.03986277268441818,-0.014373858052738879,0.006301460464543104,0.03562780375449885
2004-04-01,0.005172992997384557,-0.024495984011344542,-0.04902650601502671,0.030416303777208775,-0.04626835215344613,0.06926638419423158,-0.057621863801342196,-0.0057430835319862115,-0.050228508987330125,-0.043922985554128456,-0.01747028019555367,0.07358988830819023,0.04607288871077551,-0.0829820955832299,0.01619156741019564,0.019987052925509115,0.008781795246795707,-0.025015367739379287,-0.0599901917352515,-0.0378928103097508
2004-05-01,-0.01015868035332529,0.004906665672519142,-0.011368453482827466,-0.0010989593098449278,-0.008796882060648135,-0.005573151629625174,-0.016570706180166483,-0.01003516343852325,0.002202785772061385,-0.013928712843111734,0.00935458503230779,-0.010298681591957912,0.013654647924100094,0.017116367851155372,0.014187944596865109,-0.00640093337978836,-0.018453985146185216,-0.009784549503310468,0.023882575778700076,-0.003910172190346152
2004-06-01,-0.009618080121868095,0.009937222948836323,0.013416748610053198,0.014324904996658634,0.01466123943263763,0.004782105069404275,-0.006209446242573382,-0.019867900407154224,0.02418524614948162,0.002466940028297077,-0.038212115312127,-0.002212506463170245,-0.028761216315495733,-0.01260592134029086,-0.027555825106253807,-0.030182875487096073,0.006983752206928981,-0.022558894596915024,0.010829982177952538,-0.01956884831391625
2004-07-01,-0.015300143263390985,0.005956833725747954,0.008933177480557334,0.024755331203363096,0.001744041136532497,0.010480479357082743,-0.02189267029748467,-0.0015179449795395112,-0.041461587702325935,-0.011770235534341996,-0.012250185143815396,0.004885639845686986,0.010030956449446628,-0.015813247380392637,-0.005926222667112598,-0.012914132976649492,0.007040646549300127,0.011359785602496295,-0.020546007756094737,-0.00797065054021771
2004-08-01,0.008627479845847138,0.008697328036984179,0.023311727138741252,-0.01218730469230064,0.015131054903368382,-0.03904429090725131,0.004008856714269351,-0.02714666169460194,0.039677307375988825,-0.01146087926545711,0.022489589731698588,0.005774431551430818,-0.001392030614817891,-0.011723465829920288,0.007668586727635148,0.0012997862778478624,0.013247666525357506,-0.005000913161081671,0.0012265385695220724,0.005317702192699922
2004-09-01,0.009351022717736536,0.03819460990516807,-0.002355250090586988,-0.025831756863676825,0.010790527209644463,-0.005193389590287015,-0.010677673515633498,-0.006951124726887682,0.004731524503303701,-0.008711048464708666,-0.005203630871339487,-0.026544978368425533,-0.010451953999258223,0.02274728847482322,-0.009420120097122108,0.00457648872580185,-0.008778423224721733,-0.013422989778872556,0.001711970733644423,-0.0022896245851156847
2004-10-01,0.023960549615273222,-0.007767571725381119,0.003389481006216403,-0.031867420167910485,0.005416037955183218,-0.031081100494867498,-0.020693911819442246,-0.005297780985576408,0.0010290420316495575,-0.028386553377977634,0.03382562854913925,-0.018026351970476785,-0.044639301520125026,0.04740711217777266,0.016515285283537694,0.018619465187598203,-0.04143741011552523,-0.05016922334721426,0.014567670066592603,-0.0050658631156713626
2004-11-01,0.03894330387274042,-0.05451308244355199,-0.007377539131523577,-0.027916414082305753,-0.0024282042331178182,-0.01711967432514633,0.004002826669837058,-0.004425100454063198,0.026329051409346677,-0.00034940363731107883,0.05692286278454225,0.02254811458814558,-0.027959433662175903,0.04401807000600294,0.07000525582440457,0.04015131310670017,-0.022473479518860875,-0.02835096543446489,0.03808783651213382,0.044216332329564005
2004-12-01,0.03956303304713399,-0.01427177466134788,-0.008504027097402698,-0.014287774536467616,0.027730890714825387,0.0015143975048188922,0.007762113876324119,-0.009529696417607801,0.021401496884740377,0.009399197007894511,0.043694479684326486,0.01393766441917903,-0.025761061818791894,0.015150482364766115,0.040431929799363074,0.03744649789363505,-0.0036564030676419046,-0.028387063587226168,0.0019873747300105473,0.033726167063543665
2005-01-01,-0.0040545258913144136,0.01706962168473665,0.011629944372472306,0.006806484694948205,0.010814810954613263,0.0026897572996060592,0.000672336170483618,0.010057910382897264,-0.010390848280503075,0.0008373981561137049,-0.007549969341575398,0.0015474328059397182,0.018479267818925182,-0.03382521884835239,-0.009445967639649087,-0.004697936445610562,0.01633644085934881,0.03978208861940047,-0.026676501284041757,0.001816103649950761
2005-02-01,0.03167090574672835,0.014175223114853903,-0.009849131807793588,0.010513378331995178,0.024953636397775692,0.013041643601623291,0.010975679348916263,0.009892379418580144,0.02228228982504128,0.017523973131782174,0.010315172139040799,-0.013996619441644733,-0.022459304467716344,0.0039796308071573605,-0.008001865725275078,0.029401428637576336,0.011735482609186356,-0.02952011184751709,0.019975022731272253,0.024222173787312912
2005-03-01,-0.022308737200634608,-0.002615520945163074,-0.003076529844942844,-0.012453805292935338,-0.02022149926694084,0.02477771325958887,0.014364033069813273,-0.013601700532640582,0.015067293885843448,0.017905618727536033,-0.02797974640014262,-0.004793660508890244,0.015620162651137252,0.012467564499756138,-0.01227679972370076,-0.016736088293069905,0.008377622022007635,0.01460962328132845,0.004493057702778058,-0.005727247822382959
2005-04-01,-0.016155006689521675,0.01275170650790248,0.01669057462726401,0.017094936888374143,0.01721159628254217,0.05003433854715354,-0.03338027635148803,-0.033730845796149184,-0.01583825250505552,-0.030010743967822006,-0.02795512235359374,0.0019334536742021252,-0.0015349657435772897,-0.01671152550878578,-0.017712581281780566,-0.005137725318173667,-0.016997973072569405,-0.025506794474378515,0.0059309930201629085,-0.02393839496718613
2005-05-01,0.013885020988349874,-0.009269095696601585,-0.03276471995494273,-0.01267144860322384,-0.017759590601776887,0.008272092210683066,-0.0008478113691533135,-0.030598704124590467,0.019176296123294478,-0.01082329072555703,0.041031278126703444,-0.04784917522464846,0.023872010028403653,0.00775906321085279,0.003804008840726099,0.034457057118237905,-0.05922833017930959,-0.02013511800483223,0.009131129712065271,-0.022748108564178214
2005-06-01,0.012449218388234847,-0.02348770254680541,-0.022406867792186456,-0.03242564182765154,-0.0384982829793668,-0.01180144408944217,-0.014090757713347014,-0.017368047489059152,0.02309381719031882,-0.012101330188616628,0.02880384915581972,0.006104486762457348,0.02582353745562843,0.028287492356572342,0.028247025018211497,0.02095206082889129,-0.026480170611548275,-0.00879863821157,0.017357263750637394,0.0037567653089936033
2005-07-01,-0.013374091603810086,-0.029170801368363235,-0.01347329166209683,0.010105595799914487,-0.02480489773374045,-0.0252087947280272,0.03463700437174727,0.0186131881674279,0.03717219171913338,0.03306692058804125,0.014357820127210744,-0.004487263622590509,-0.0033705973933567525,0.01566698363118777,0.0060627782726131495,-0.013768191320281621,-0.09785111239840323,0.00934019799240491,-0.058603042136604985,-0.0908806992847206
2005-08-01,-0.0348213093197588,-0.026745963009662522,-0.012681293344712461,-0.0020369946325102892,-0.04405481799396289,0.023915314654228824,0.015421674379076463,-0.023439210673744482,-0.02855629632304889,-0.016910847814075786,-0.015300990830982828,-0.02128925911332591,0.00230647919068898,-0.014418751733657083,-0.017983363791961242,-0.010371616849601513,-0.016611621440101712,-0.03227460507651918,-0.01933859592680087,-0.04024131737700598
2005-09-01,-0.02360352149063728,-0.02174479835184465,-0.029206993190593195,-0.018650595030213418,-0.0612796015932687,-0.04491373304854232,-0.03607585676881301,0.038822041632185014,0.03743849665821495,-0.03727382138273058,0.027840892858593706,-0.0009883388115454292,0.02768155524086187,0.03951219650852499,0.03618168795108642,-0.022400787832187435,-0.033642623888211466,0.041057920701972825,0.01839398304777514,-0.00238013949520822
2005-10-01,0.023733711461887543,-0.007702421007495343,0.024311720074947384,0.010077419557869042,0.029416613745752752,-0.025799144414650393,0.01605027512473673,0.023149531712339237,0.021411677545653443,-0.003824454876128263,0.006166616454144559,-0.017710493038865547,-0.014971141822544448,-0.019189543371466472,-0.029719032284448423,0.004581201881265452,-0.011882544073120347,0.0019742036651749792,0.00010046714347189203,-0.00039839657338237215
2005-11-01,-0.03231904464570001,0.033927042602654785,-0.007256631212785626,-0.04344137664506737,-0.032778148490474,0.0012995377455250398,-0.03245423407682315,-0.006299431002493737,0.03087936671766698,-0.011057889469261404,0.00024688639430658633,0.004852984589161099,0.026781025969075885,0.028421721834778348,0.027634814775815544,-0.016581567735725927,0.010415362708082595,0.0229163054934343,0.002765828871958192,0.0005411773325165921
2005-12-01,-0.020256381021125106,0.006317834555977947,-0.0038921065020695645,0.04286917797280779,-0.002670878538817591,0.01737871330551638,-0.012066985161040069,-0.001104825090267582,-0.014371524591657643,0.016764031780112872,0.02161596407632935,0.0033534371287955262,-0.021215829422667098,-0.026157332205037097,-0.007860532807259612,0.005250586697337725,-0.0006011430056094759,-0.021230301585579186,-0.006682330438712532,-0.0057325177626115905
2006-01-01,-0.047835471141422385,0.018056107971942303,-0.029673315547132772,-0.03676446982733548,-0.05409020537384054,-0.02730481957272765,0.024472393896287015,0.022810946587335346,-0.034395545780528454,-0.007471116073142565,-0.04081722191513262,0.004322468542571259,-0.010732608202170469,0.03837460804548659,-0.010990666784297547,-0.06088323617277886,0.030734736313685347,-0.015390676032564384,-0.01006637838357793,-0.036794664061876356
2006-02-01,-0.0048363309889537616,-0.0030340183036455114,0.02795848219148103,-0.02330746222892465,-0.01248769930217539,0.020062703211303066,-0.0005696031985502827,-0.008030978020711526,0.014532523707057637,0.015022015507623127,-0.001955705249051257,-0.00790976343156918,-0.012711258395960334,0.008840478868317321,-0.005348333992623041,0.002104299617742452,-0.008378475976326601,-0.0043995083700075184,0.003098618001178547,-0.004824165725860535
2006-03-01,0.008716384458967169,-0.007397856491576739,-0.0153316481000343,0.026950737914123796,0.01004218451590349,-0.027154789825928078,0.021230793310359816,0.009069832065988055,0.033331909185038804,0.02449592090252308,0.03978598652543469,0.03025983056207255,0.002887620474408405,-0.009114001215754152,0.03482337959643683,0.020459712784473224,0.028321920422455158,-0.00811795892643606,0.03811720184403678,0.04597171825091608
2006-04-01,0.028685670651564455,-0.01701282771058291,0.035865019194187546,0.020814838397117015,0.019736494927352716,-0.010001013610075554,0.03136665028143623,-0.03596777678323942,-0.010001013610075554,0.00128390201572263,0.026812749431296027,0.015880910321632802,-0.017364086697532644,-0.02179347742737505,0.009172909696599346,0.04019658445859821,0.018844514421973803,-0.027276260264317648,0.002967159052738426,0.02516839599576395
2006-05-01,-0.01400085619429177,-0.00732322071108283,-0.0644386722954535,0.04468442461462095,-0.021871317577738202,-0.02396464541385357,-0.00014918262426562087,0.00601356844099274,-0.02396464541385357,-0.016712078932411476,0.03551114055629206,0.022468028333082285,0.0721031842047619,-0.07637669553766178,0.06397854934560475,0.013274651319956693,0.0035663369573745926,0.026567602250880458,-0.0347518539005075,0.002113611464624295
2006-06-01,-0.007899371299455381,0.00246439850309893,0.004722824504646822,-0.00548507091357619,-0.0023298297779270755,0.03533251843861726,-0.011517193120578728,-0.004594233719845843,0.029819197659406996,0.026023774688585258,-0.0053800789708081265,-0.0005597918160008154,-0.01494979196074606,0.05430560288834207,0.007780878334681783,0.01269673351627128,-0.008762625474954502,-0.02248658202317857,0.039147984221108136,0.016266369238524515
2006-07-01,0.0033675314237850674,-0.00483285771710766,0.003286167557836143,0.013310943546584705,0.00516992505388176,-0.03150926945317489,-0.0317891117305593,-0.016028072231113286,0.014127625340715709,-0.02300038778574176,-0.00933161951680788,0.0009343103559632633,0.00493039576927544,-0.055784366019962964,-0.03339076210322487,-0.019546637238082507,-0.03267451286435533,-0.00023023019019868324,-0.0029280506198693158,-0.02785867818957172
2006-08-01,0.0314644249171641,-0.034739816020699234,-0.017591329766679212,-0.026266280788875353,-0.019247738444193658,-0.010507047484042563,-0.034423783311785486,-0.03317568623333453,0.015851179414266767,-0.02960848095143915,0.006454615525476098,0.02137737022688378,-0.017934343024299994,0.05862503153956351,0.020068119611126475,0.021683165165736755,-0.04655340114710937,-0.05428270802863468,0.005756065168442185,-0.029622049259635116
2006-09-01,-0.005540986206624655,-0.007417557731546141,-0.002691794727777444,0.02523232503840192,-0.000694255464337614,0.02515246984689808,0.002516354787965324,-0.010854862392511893,0.006660618210559128,0.005868598687643506,0.0023760003986942396,-0.029274230891051183,-0.025970533304132657,-0.0036672504108040574,-0.017445432447633025,0.008355449854145465,-0.02255939144436809,-0.03437558223039931,0.029858078997210692,-0.01825844880573559
2006-10-01,0.00221777196209632,-0.042674981078161284,-0.04260678155934864,-0.014316427870373329,-0.04066271675720984,-0.01952126509924127,0.005320013458546187,0.020593896278829446,-0.011182925044163352,0.0020520732440763275,-0.014612200441143775,0.021907619984049245,0.022184368666468585,-0.0372278461455196,0.003139229054621289,-0.013793244657315256,-0.02769174381925833,-0.0017080139156317828,-0.008966409955406724,-0.023719091510583115
2006-11-01,0.00703794188783168,-0.030371133782524144,-0.01009216823149202,-0.036745762582525314,-0.029748391130376417,-0.025227310927552288,0.03772956053039564,-0.010099337556683016,0.025227310927552288,0.009913830584343386,-0.009907335080430034,0.03963256813047581,0.03179171419937707,-0.020142957215374884,0.023455319205371014,-0.004446947203339651,0.032497419397658475,0.003747832531442816,-0.039017783271930166,-0.006538251040532075
2006-12-01,-0.0016335184895844954,-0.031477562511317746,-0.00780415444969803,0.03665057925639794,-0.003749610381087168,-0.00984692296128552,-0.0565511400753939,0.06254004538558426,-0.01464286584262188,0.0021800938494912574,-0.012315837968728054,0.03692428611017767,-0.02299877697594523,-0.0275195640034267,-0.014640765150990992,-0.0014423295248327849,-0.015611836951503257,0.0343658301495406,-0.03224866216472011,-0.006137194636971409
2007-01-01,0.0006414646215893655,-0.021185886847859547,-0.015071334778786537,0.013144263224941733,-0.023555851876813305,-0.007873564189808257,0.015956613214913252,0.014286205170579302,-0.0019176779368404726,0.015142623234709577,-0.00485524568773119,-1.8351867475286906e-05,-0.013194613911969844,0.03218401233401886,0.002201122958807441,-0.014683923445340993,-0.024120581282217987,0.0018245742366075801,-0.0040059102269433145,-0.03158409630066966
2007-02-01,-0.03134938889014791,-0.002549294646313875,-0.020159749441744913,0.0008286652609250617,-0.024062065019596728,0.04079966450693525,0.026671483641728208,-0.045509831465460816,0.01332805819994577,0.02152280644038657,-0.005167553804825135,-0.015089334168246281,0.009816563724593394,0.019363833002769504,0.0025207566870727757,0.016841118570373712,0.018167742270757948,-0.041614409703773725,0.03523636389780198,0.013537442081014742
2007-03-01,-0.014065963016902482,0.021958180887108814,-0.014121953109408123,-0.03265929188759672,-0.01918211761015508,-0.028862381952019567,-0.049289445974294716,0.030528630523680093,-0.015831213034272557,-0.03886447937314636,0.006369577169682276,0.005359209864704122,-0.0017507658320324092,-0.014381419948328584,-0.0008179084704423832,-0.016236610711212567,0.003891526415160146,0.014078354960875903,-0.025453546694096784,-0.014268809831325535
