Date,USDCNY
2000-08,7.247602251569951e-05
2000-09,-0.00014493103698143273
2000-10,0.0002778616732104222
2000-11,-2.4161300844371958e-05
2000-12,3.624326479312323e-05
2001-01,-8.45604667738531e-05
2001-02,-2.4159549665947466e-05
2001-03,7.248390253344894e-05
2001-04,3.624326479312323e-05
2001-05,4.832668841370236e-05
2001-06,3.624633005916422e-05
2001-07,-3.624501631027677e-05
2001-08,1.2081818071996153e-05
2001-09,1.2081964044119431e-05
2001-10,0.0
2001-11,-7.248652958657953e-05
2001-12,0.00010874161783358538
2002-01,-1.208225599869106e-05
2002-02,1.2082401981361457e-05
2002-03,-0.00010872979437981378
2002-04,1.2081234218808135e-05
2002-05,9.665921585200188e-05
2002-06,-7.248915683022439e-05
2002-07,6.041127999423246e-05
2002-08,-2.416392808812784e-05
2002-09,-4.8325520707548364e-05
2002-10,0.0
2002-11,0.0
2002-12,2.416334420685118e-05
2003-01,1.2081818071996153e-05
2003-02,-7.248565388107142e-05
2003-03,1.2081088264448425e-05
2003-04,4.832668841370236e-05
2003-05,2.4163928088238862e-05
2003-06,-8.45665961944908e-05
2003-07,2.416246843761627e-05
2003-08,2.4163052276815478e-05
2003-09,1.208167210342559e-05
2003-10,4.8329023995430376e-05
2003-11,-4.832668841370236e-05
2003-12,3.624633005916422e-05
2004-01,-1.2081964044008409e-05
2004-02,-1.2081818071996153e-05
2004-03,-1.208167210342559e-05
2004-04,-1.2081526138518761e-05
2004-05,3.624589213235829e-05
2004-06,2.4164511997604166e-05
2004-07,-4.832668841370236e-05
2004-08,6.041200990747342e-05
2004-09,0.0
2004-10,-1.208225599869106e-05
2004-11,1.2082401981361457e-05
2004-12,0.0
2005-01,1.208254796769559e-05
2005-02,-1.208240198147248e-05
2005-03,1.208254796769559e-05
2005-04,0.0
2005-05,-3.624633005894218e-05
2005-06,3.624764390308677e-05
2005-07,0.02107185155941571
2005-08,0.0007160670633843402
2005-09,0.0009639149777558309
2005-10,0.0009277011565340665
2005-11,0.0005074006237315576
2005-12,0.0012639091967980853
2006-01,0.0011661373560936106
2006-02,0.0025621253202656735
2006-03,0.002868832011176048
2006-04,0.0003993012228600268
2006-05,-0.0004365450576863106
2006-06,0.0029020677232527436
2006-07,0.003174802359141804
2006-08,0.002049618368604511
2006-09,0.006161437246963386
2006-10,0.003122065131862639
2006-11,0.0059108143646833256
2006-12,0.0036645525017620084
2007-01,0.003962077260506458
2007-02,0.004133459059379785
2007-03,0.0013192782771778155
2007-04,0.0036607687614400586
2007-05,0.007494114569709609
2007-06,0.0040577274100142
2007-07,0.005585780688780906
2007-08,0.003684559310801916
2007-09,0.004593569003395359
2007-10,0.006405188470660628
2007-11,0.00957805165113168
2007-12,0.01207607103249031
2008-01,0.016973460692305542
2008-02,0.009984811835517693
2008-03,0.014090131203651213
2008-04,0.003463178682847179
2008-05,0.006583022428371832
2008-06,0.01279470121381876
2008-07,0.0032933737320510748
2008-08,-0.0011404008947760724
2008-09,-0.0009202453987730008
2008-10,0.0010528162835585775
2008-11,0.0005998800239952473
2008-12,0.0010252354379951534
2009-01,-0.0035318670733663904
2009-02,0.001739766081871208
2009-03,0.0008926089056029429
2009-04,0.001891218296437458
2009-05,-0.0011861006574805932
2009-06,-0.00020496303345274303
2009-07,-0.00023418860965140897
2009-08,0.00019031445804285063
2009-09,0.0006445564279855542
2009-10,-0.00016111314536815247
2009-11,1.46468641064601e-05
2009-12,4.394252317974079e-05
2010-01,2.929587367606068e-05
2010-02,0.00011719722828540391
2010-03,2.930016554603121e-05
2010-04,8.790822381432584e-05
2010-05,-0.00036615015085383895
2010-06,0.0067828600076678125
2010-07,0.0010775703003911286
2010-08,-0.0048914480448897235
2010-09,0.017289042303611613
2010-10,0.0032381380706094642
2010-11,0.00047995440433146186
2010-12,0.009126683820190662
2011-01,0.001819560272934062
2011-02,0.0035149652307551182
2011-03,0.0036039888215262383
2011-04,0.008641138597085707
2011-05,0.0020992189670610006
2011-06,0.002274168845433966
2011-07,0.004178965356532505
2011-08,0.009234725074865446
2011-09,-0.0004858020435027921
2011-10,0.004154340026436776
2011-11,-0.003840546768454245
2011-12,0.013391580619539267
2012-01,-0.0020925145049300875
2012-02,0.0022879659347294634
2012-03,-0.00074620941494008
2012-04,0.00302571860816947
2012-05,-0.01397503336735495
2012-06,0.0022820270695624867
2012-07,-0.001210368297782094
2012-08,0.0020634470591942566
2012-09,0.010167549763711925
2012-10,0.0075994420662786055
2012-11,0.0018149694828140106
2012-12,-0.0007382916573042131
2013-01,0.0018652516481749704
2013-02,-0.0004339649934905765
2013-03,0.0018517922128111763
2013-04,0.0072010120341237105
2013-05,0.005102290325209813
2013-06,-0.0004887983706720611
2013-07,0.001403188174060599
2013-08,0.0014051598777835572
2013-09,-9.802480027432114e-05
2013-10,0.0044471429978010235
2013-11,-3.281916639330529e-05
2013-12,0.006557322894471973
2014-01,-0.0011383884379331244
2014-02,-0.013653154545898438
2014-03,-0.011580962184941423
2014-04,-0.006773703969965572
2014-05,0.0019849210033455744
2014-06,0.007093227579758388
2014-07,0.004745861543943741
2014-08,0.004915684614883675
2014-09,0.0006841059386910597
2014-10,0.004318665139865896
2014-11,-0.0052074857607810054
2014-12,-0.00974941584078659
2015-01,-0.007215307330496246
2015-02,-0.002998692059846153
2015-03,0.01124247947481316
2015-04,-0.0005642249161722512
2015-05,0.0009035755776429788
2015-06,-0.0005482986615060748
2015-07,-0.0014010338663704713
2015-08,-0.02654021006427343
2015-09,0.003618628067967311
2015-10,0.006110108588976315
2015-11,-0.012659414853713358
2015-12,-0.014675762662272662
2016-01,-0.012515206812652058
2016-02,0.00366300366300365
2016-03,0.015247303830420167
2016-04,-0.0037665946279716866
2016-05,-0.016308804324718262
2016-06,-0.009416365824307937
2016-07,0.001959306706857511
2016-08,-0.00663243154222759
2016-09,0.0011241344164993894
2016-10,-0.01534874110806117
2016-11,-0.016489099195866053
2016-12,-0.008005759539236879
2017-01,0.008861127251597933
2017-02,0.0024756079801953046
2017-03,-0.002932977116970714
2017-04,-0.000913904402698118
2017-05,0.011073628630096755
2017-06,0.00547125012903904
2017-07,0.008072428864507986
2017-08,0.020712887513087974
2017-09,-0.009424603174603252
2017-10,0.002682743029389645
2017-11,0.003918839176287214
2017-12,0.01572201389315775
2018-01,0.03466480091591384
2018-02,-0.0066656136471331395
2018-03,0.008843916819377018
2018-04,-0.008954233915542842
2018-05,-0.01222974448569536
2018-06,-0.03177767708805335
2018-07,-0.02870890606891885
2018-08,-0.002166434897167502
2018-09,-0.00543035173538331
2018-10,-0.015324626919162143
2018-11,0.0021837511673012955
2018-12,0.011921203750817622
2019-01,0.02723973656307388
2019-02,0.0002987705591492862
2019-03,-0.002681724050595191
2019-04,-0.0033705529488626818
2019-05,-0.024648805213613345
2019-06,0.005562998776722949
2019-07,-0.0020781561087616085
2019-08,-0.038482498428002554
2019-09,0.0011471258900719317
2019-10,0.015513346876731227
2019-11,0.0009384998222539132
2019-12,0.009952320772058654
2020-01,0.007567755285129207
2020-02,-0.01159897025171619
2020-03,-0.012736155431927965
2020-04,0.002689998867368981
2020-05,-0.010257272574407339
2020-06,0.010048971041979105
2020-07,0.012931528845051332
2020-08,0.018500401547784096
2020-09,0.00846708879399194
2020-10,0.014869610700142255
2020-11,0.017115323230327162
2020-12,0.007920701066307156
2021-01,0.015385094037303704
2021-02,-0.007012991025225013
2021-03,-0.012071175680625212
2021-04,0.012031073838978168
2021-05,0.01645186103828844
2021-06,-0.013473540753589197
2021-07,-0.0006654904509858506
2021-08,0.00010834739269749427
2021-09,0.002467105263157965
2021-10,0.006119645310353361
2021-11,0.006457695027103361
2021-12,0.0013215651106810444
2022-01,-0.0008017355215999
2022-02,0.008225952165850314
2022-03,-0.004842271293375333
2022-04,-0.040629492320496285
2022-05,-0.009487694475253994
2022-06,-0.004104906482766957
2022-07,-0.0067017569871746785
2022-08,-0.021174387553697716
2022-09,-0.03168959653733183
2022-10,-0.025886379192334164
2022-11,0.029975748688737314
2022-12,0.028092656481025102
2023-01,0.021212973517090283
2023-02,-0.02599630889901383
2023-03,0.009005339191410666
2023-04,-0.0064610314523587675
2023-05,-0.02675632332667477
2023-06,-0.020003584377627948
2023-07,0.015526124208993464
2023-08,-0.01599415889459821
2023-09,-0.005357632228007891
