Date,USDRUB
2011-08,-0.042204616249141624
2011-09,-0.10425677355207541
2011-10,0.06422588677223806
2011-11,-0.01491229498851765
2011-12,-0.04473037309020744
2012-01,0.059124015423656306
2012-02,0.040077055440155274
2012-03,-0.0059017957542508714
2012-04,-0.001191205499965986
2012-05,-0.12061534777924099
2012-06,0.030455365541488533
2012-07,0.006962668049676601
2012-08,-0.0033273698611481217
2012-09,0.03617062219371392
2012-10,-0.00551781328740486
2012-11,0.015297630227391945
2012-12,0.011649467649467615
2013-01,0.017310102114271864
2013-02,-0.019540184814858308
2013-03,-0.014579925554797146
2013-04,-0.00018672212528403342
2013-05,-0.02558214676717585
2013-06,-0.029287900242086384
2013-07,-0.004978214629830502
2013-08,-0.008665667436614344
2013-09,0.027838323464214776
2013-10,0.009326515286074422
2013-11,-0.031059782608695685
2013-12,0.007617981356633496
2014-01,-0.0649746683848359
2014-02,-0.019808108944599057
2014-03,0.019636998413573803
2014-04,-0.013734045178222853
2014-05,0.021944328230756538
2014-06,0.026928724659602166
2014-07,-0.04776008989343372
2014-08,-0.03858411752503421
2014-09,-0.0626611414559991
2014-10,-0.07926620862832645
2014-11,-0.13054157316999193
2014-12,-0.15078111587982834
2015-01,-0.1614675254006961
2015-02,0.124901422591432
2015-03,0.061310175454275084
2015-04,0.12790864471307062
2015-05,-0.014384654330776181
2015-06,-0.05422693638589504
2015-07,-0.10312778543067813
2015-08,-0.039235561285420495
2015-09,-0.01739545515047758
2015-10,0.02200147604245517
2015-11,-0.037103729042204714
2015-12,-0.08413712460821632
2016-01,-0.0400507766067566
2016-02,0.004733298133944519
2016-03,0.12400404213144722
2016-04,0.0328608197680611
2016-05,-0.02930500101914779
2016-06,0.04460222157858884
2016-07,-0.031405196794274115
2016-08,0.008388905114846912
2016-09,0.04002767219580483
2016-10,-0.00809719792466912
2016-11,-0.01114546350777168
2016-12,0.04175177737152147
2017-01,0.022373851153332458
2017-02,0.031028068119919094
2017-03,0.03795379831344081
2017-04,-0.01200288083192802
2017-05,0.0054894978911002035
2017-06,-0.03830004076640847
2017-07,-0.015154429981648843
2017-08,0.030031877315413347
2017-09,0.008348608710005312
2017-10,-0.013506448986588038
2017-11,-0.0015351124893465684
2017-12,0.012884627718677377
2018-01,0.026635369321720725
2018-02,-0.002818051143724132
2018-03,-0.017265133150799694
2018-04,-0.08952045843925516
2018-05,0.009063787788480715
2018-06,-0.005809369220696969
2018-07,0.004003032260953665
2018-08,-0.07320659407766217
2018-09,0.029157107292785422
2018-10,-0.004912050614158114
2018-11,-0.01805482478040743
2018-12,-0.0326064073688489
2019-01,0.060744969019530304
2019-02,-0.008907416530867462
2019-03,0.003231693407345526
2019-04,0.017572095110608865
2019-05,-0.012607610100756839
2019-06,0.0351472972438609
2019-07,-0.006872447376688462
2019-08,-0.04584614831202005
2019-09,0.02910608682776039
2019-10,0.010803116361521647
2019-11,-0.0031891035852548155
2019-12,0.03868759836958735
2020-01,-0.0314846633823892
2020-02,-0.043130079902100826
2020-03,-0.149315767570959
2020-04,0.056721889528276837
2020-05,0.06011912908597372
2020-06,-0.014856699840730792
2020-07,-0.03946674365301106
2020-08,0.001525411820658018
2020-09,-0.04693055256878631
2020-10,-0.02197546163708297
2020-11,0.038689456155176494
2020-12,0.03252027029764881
2021-01,-0.024262664095869746
2021-02,0.017599268295299453
2021-03,-0.014344858216965184
2021-04,0.004618673890814495
2021-05,0.02578388289365785
2021-06,0.0035460992907800915
2021-07,-0.00020638029464525864
2021-08,-0.003920826532015531
2021-09,0.009711687290542281
2021-10,0.026870382447017116
2021-11,-0.04456609254696331
2021-12,-0.013594482920093132
2022-01,-0.027709620048504524
2022-02,-0.2657484783126912
2022-03,0.2963845779750436
2022-04,0.13228629222818755
2022-05,0.1479904809306538
2022-06,0.15350435113291905
2022-07,-0.12997851037380392
2022-08,0.020877432598833012
2022-09,0.014235041150244543
2022-10,-0.02897258891445642
2022-11,0.0113105434972538
2022-12,-0.17459275484414483
2023-01,0.056939004913742375
2023-02,-0.06472489753279209
2023-03,-0.03442064646948084
2023-04,-0.02697353348781839
2023-05,-0.017099002189056134
2023-06,-0.0900959303497294
2023-07,-0.0271831653242276
2023-08,-0.040673708584152424
2023-09,-0.018943917598058913
