Date,USDINR
1991-10,-0.0011583011583010672
1991-11,0.00382927925832921
1991-12,0.0004342768514928874
1992-01,-0.004631416441528313
1992-02,0.006213592233009546
1992-03,-0.10278745644599296
1992-04,0.0
1992-05,-0.0017391304347825765
1992-06,-0.0017361111111110494
1992-07,0.01115429582582883
1992-08,-0.004115384615384854
1992-09,0.004802675726286232
1992-10,-0.001291223539566455
1992-11,0.003524647887323873
1992-12,-0.01899827288428324
1993-01,-0.00944703535538427
1993-02,-0.03224834437086099
1993-03,-0.03205128205128205
1993-04,-0.01496806539096629
1993-05,-0.0014659243519983267
1993-06,0.008604133545309978
1993-07,-0.0031695721077653616
1993-08,-0.0032067990458587436
1993-09,0.008652007648183524
1993-10,-0.0023494701769891657
1993-11,-0.0004258388867174334
1993-12,-0.0011681019295900485
1994-01,0.004114741035856406
1994-02,-0.002860320991577958
1994-03,0.0002670345809780983
1994-04,0.0012413424322672562
1994-05,0.0008792609111183403
1994-06,0.000797066794197443
1994-07,-0.0008760054153061914
1994-08,0.000557768924302815
1994-09,0.0
1994-10,-7.967492630067685e-05
1994-11,7.968127490043386e-05
1994-12,-7.967492630067685e-05
1995-01,0.0003188013070851703
1995-02,-0.001670910248249502
1995-03,0.0001591596371159909
1995-04,0.0004777070063695099
1995-05,0.0
1995-06,9.555053030552152e-05
1995-07,-0.0011294042790106484
1995-08,-0.013108320251177363
1995-09,-0.061579257513258545
1995-10,-0.013372093023255927
1995-11,-0.015314154859023987
1995-12,-0.006921841465667988
1996-01,-0.033823125514968244
1996-02,0.049279538904899
1996-03,0.01729698035766636
1996-04,-0.012735166425470235
1996-05,-0.014265335235378096
1996-06,-0.0014245014245014564
1996-07,-0.012658227848101222
1996-08,-0.003084688726864848
1996-09,-0.0030752026838134494
1996-10,0.003366058906031144
1996-11,-0.0025181869054281547
1996-12,-0.0030683403068340054
1997-01,-0.0013927576601669989
1997-02,0.0005574136008916764
1997-03,0.0
1997-04,0.00335570469798685
1997-05,-0.0005589714924540967
1997-06,-0.0005586592178769001
1997-07,0.0013986013986013734
1997-08,-0.020547945205479534
1997-09,0.009681881051175845
1997-10,-0.0027586206896552667
1997-11,-0.06692406692406694
1997-12,-0.008928571428571508
1998-01,0.012919896640826822
1998-02,-0.01626842907981696
1998-03,-0.0037984299822739764
1998-04,-0.005790533736153014
1998-05,-0.04702495201535517
1998-06,-0.017212921480782684
1998-07,-0.002821537738067481
1998-08,0.0009413979759942404
1998-09,0.0009422850412250661
1998-10,0.0
1998-11,-0.0029359953024075125
1998-12,0.0020004706989880106
1999-01,0.0
1999-02,-0.00039993412849625987
1999-03,0.001814753711996131
1999-04,-0.008644859813083938
1999-05,-0.001166861143524045
1999-06,-0.011989854738298278
1999-07,0.0016166281755196632
1999-08,-0.004139834406623577
1999-09,-0.003209536909674515
1999-10,0.0055325034578144194
1999-11,-0.0007486323063633504
1999-12,-0.0031572904707232174
2000-01,-0.0019479775409647626
2000-02,0.0003438789546079679
2000-03,0.0
2000-04,-0.00114495076711707
2000-05,-0.020302860347728657
2000-06,-0.0022383883603802612
2000-07,-0.007442790491002049
2000-08,-0.01703428696221887
2000-09,-0.0054300608166811815
2000-10,-0.014765675155146485
2000-11,-0.002880614531100112
2000-12,0.004070701660418008
2001-01,0.00592672413793105
2001-02,-0.0032223415682063328
2001-03,-0.0013944009439021965
2001-04,-0.004591074097800463
2001-05,-0.0036170212765958
2001-06,-0.0008503401360544505
2001-07,-0.0020154874297230174
2001-08,0.0
2001-09,-0.015148349352277601
2001-10,-0.0030205186959693098
2001-11,0.0016692749087117154
2001-12,-0.006632811690330698
2002-01,-0.00566776586974449
2002-02,-0.004513746409519959
2002-03,-0.0015364129878109312
2002-04,-0.0027579162410624747
2002-05,-0.0019369966357427604
2002-06,0.003272987624015622
2002-07,0.004417505650297748
2002-08,0.0032982890125747844
2002-09,0.0027906976744185297
2002-10,0.00031017369727037725
2002-11,0.0008278145695364003
2002-12,0.00719124544033356
2003-01,0.0037660843184432746
2003-02,0.0026221942521502672
2003-03,0.004213187276174368
2003-04,0.0030639197041730792
2003-05,0.005203908241291577
2003-06,0.01274536165635931
2003-07,0.007487755190498824
2003-08,0.006588132635253041
2003-09,0.0017482517482518833
2003-10,0.009708737864077666
2003-11,-0.009831767533318825
2003-12,0.00317808219178084
2004-01,0.00795316469678542
2004-02,0.0006632032718028036
2004-03,0.03749999999999987
2004-04,-0.020224719101123556
2004-05,-0.021225118222808814
2004-06,-0.012917933130699
2004-07,-0.008822896492360566
2004-08,0.0025068063459736667
2004-09,0.008787812840043374
2004-10,0.01239328008813012
2004-11,0.016858967178223327
2004-12,0.027036355269212997
2005-01,-0.005946935041170942
2005-02,0.0010303377218088272
2005-03,-0.0016001828780430882
2005-04,0.004823705064890271
2005-05,-0.0037757437070939925
2005-06,0.004944233643785267
2005-07,0.00011499540018400367
2005-08,-0.015175537938844852
2005-09,0.0030671362035668004
2005-10,-0.025434142906803348
2005-11,-0.016658392990890336
2005-12,0.019507214206437418
2006-01,0.021136737122456895
2006-02,-0.0061387699932416995
2006-03,-0.0052103759314247045
2006-04,-0.0057375222816399285
2006-05,-0.03213284451153764
2006-06,0.007167680278019173
2006-07,-0.009892473118279455
2006-08,0.0012919896640826156
2006-09,0.01248160462200909
2006-10,0.018542163992671945
2006-11,0.0063803159988378155
2006-12,0.01077479105489032
2007-01,0.0019804221128276733
2007-02,-0.0025127670238271893
2007-03,0.018833812535939964
2007-04,0.05579503369558636
2007-05,0.013936939044359331
2007-06,-0.0027257658542574337
2007-07,0.008794203257570965
2007-08,-0.013742975812362501
2007-09,0.027230518258250624
2007-10,0.01320768151026308
2007-11,-0.006896691052989179
2007-12,0.004724389470345702
2008-01,0.0011176448175573839
2008-02,-0.016134312654789373
2008-03,-0.0025774288028914683
2008-04,-0.009322138535621693
2008-05,-0.04622269328151685
2008-06,-0.013533921933085336
2008-07,0.011040638947615644
2008-08,-0.031123755334281578
2008-09,-0.06426365669257794
2008-10,-0.05059899914067656
2008-11,-0.012972109963578227
2008-12,0.026740433379437656
2009-01,-0.001483375959079214
2009-02,-0.04468620751663377
2009-03,0.00849990143899082
2009-04,0.012726456056295854
2009-05,0.06373151728663262
2009-06,-0.016985700866298026
2009-07,-0.0006258475018254828
2009-08,-0.018228366615463232
2009-09,0.0148617750987321
2009-10,0.024161788185204758
2009-11,0.009889283026980555
2009-12,-0.00021493820526585772
2010-01,0.007510037203702247
2010-02,0.0020223500054246113
2010-03,0.025992096621584082
2010-04,0.012453510650287214
2010-05,-0.04318757750579594
2010-06,-0.001776103336921575
2010-07,0.0009158002478049099
2010-08,-0.014179500796601241
2010-09,0.047391255979530644
2010-10,0.011648190872770137
2010-11,-0.03176419309142409
2010-12,0.026395257801140826
2011-01,-0.026140943252369042
2011-02,0.014009030103289577
2011-03,0.015381854883929513
2011-04,0.008267864331040098
2011-05,-0.018655126498002716
2011-06,0.008096541016284986
2011-07,0.011541568883930431
2011-08,-0.04136891202950432
2011-09,-0.058780529141151394
2011-10,0.005723380223842334
2011-11,-0.06734570360382441
2011-12,-0.016089701309714433
2012-01,0.07299565261348695
2012-02,0.008795727789359331
2012-03,-0.03641184598722791
2012-04,-0.03526982363191955
2012-05,-0.060126537159151505
2012-06,0.008492473601437789
2012-07,-0.0003144371574881344
2012-08,0.0022961595605781593
2012-09,0.05046348846008342
2012-10,-0.01772407821042188
2012-11,-0.008314751681562815
2012-12,-0.013273933993999232
2013-01,0.033255049318928975
2013-02,-0.020879323031640973
2013-03,0.0014738393515107973
2013-04,0.008756931951650948
2013-05,-0.04771613131581276
2013-06,-0.048577201549082405
2013-07,-0.01629351853538863
2013-08,-0.08113994368769506
2013-09,0.04930730227172919
2013-10,0.01825351654606089
2013-11,-0.015271735040121026
2013-12,0.010496763754045402
2014-01,-0.013685512508478714
2014-02,0.014573128769785004
2014-03,0.03118216730672896
2014-04,-0.0073754868650036665
2014-05,0.02085360179349438
2014-06,-0.018005788702393555
2014-07,-0.006172391017173151
2014-08,0.0007436172849708544
2014-09,-0.020119013884953185
2014-10,0.006396154159536982
2014-11,-0.010760488453633088
2014-12,-0.016039667722548057
2015-01,0.018970421852271047
2015-02,0.0005045376042225325
2015-03,-0.010539621584863323
2015-04,-0.01458472939414257
2015-05,-0.006306306306306353
2015-06,0.002749410840534372
2015-07,-0.007580742232935589
2015-08,-0.03529199413379458
2015-09,0.013607257203841927
2015-10,0.004979698153681156
2015-11,-0.021037237034537082
2015-12,0.007766761345170403
2016-01,-0.02417376553453554
2016-02,-0.009207497533706088
2016-03,0.03283142760104152
2016-04,-0.0012437810945272743
2016-05,-0.01382694023193587
2016-06,-0.0039244724176231705
2016-07,0.007911038137174309
2016-08,0.0004674174216778848
2016-09,0.005290393671944615
2016-10,-0.002526205450733787
2016-11,-0.023522891939750212
2016-12,0.00684443449865868
2017-01,0.0008664259927797513
2017-02,0.017618833408306944
2017-03,0.028373168851195008
2017-04,0.0093982212177528
2017-05,-0.004050691780025484
2017-06,-0.0011427456554761184
2017-07,0.0061351509250242575
2017-08,0.004400192156328808
2017-09,-0.021043198529411722
2017-10,0.008224255762770749
2017-11,0.004402477673481453
2017-12,0.009255939567106353
2018-01,0.004482012974247995
2018-02,-0.02435749904104334
2018-03,-3.8356794906158065e-05
2018-04,-0.022258791832742597
2018-05,-0.011106660732828955
2018-06,-0.015481232656638033
2018-07,-0.0011306028666253631
2018-08,-0.03447425875061638
2018-09,-0.020623534280590272
2018-10,-0.019809343519707867
2018-11,0.06282074681283123
2018-12,-0.002634464471279574
2019-01,-0.01853414925793062
2019-02,0.004788949795183406
2019-03,0.022917473959387813
2019-04,-0.005823221876109619
2019-05,-0.0018996050141538712
2019-06,0.009723660859802363
2019-07,0.003343144736364101
2019-08,-0.03653459148562532
2019-09,0.007584437721536164
2019-10,-0.0008445100502336711
2019-11,-0.01129235504357462
2019-12,0.005026618100308244
2020-01,0.000350360871697708
2020-02,-0.011361274679598132
2020-03,-0.04565138342534125
2020-04,0.007007877370800886
2020-05,-0.006812023333593209
2020-06,0.0014409164652517958
2020-07,0.009256165207511824
2020-08,0.016232002173322435
2020-09,-0.0020671659493712857
2020-10,-0.0045540412899744975
2020-11,0.0008440528039435069
2020-12,0.013377583139455362
2021-01,0.0015927888608955332
2021-02,-0.007009778300448688
2021-03,0.004907673368896193
2021-04,-0.013077965625793109
2021-05,0.02007127395306063
2021-06,-0.02297359838985691
2021-07,-0.0011583686084795097
2021-08,0.019295595037688518
2021-09,-0.016584610203737915
2021-10,-0.008580395299145338
2021-11,-0.0038247912994313626
2021-12,0.011165293425256406
2022-01,-0.003819223424570306
2022-02,-0.009523493496150781
2022-03,-0.005920407659717131
2022-04,-0.008438686076952862
2022-05,-0.015488908524631695
2022-06,-0.016952200063310996
2022-07,-0.0036271881406719775
2022-08,-0.002470462680030261
2022-09,-0.023233286784808183
2022-10,-0.01722983992751448
2022-11,0.016533482666430732
2022-12,-0.01578896476702707
2023-01,0.009887091852303964
2023-02,-0.008996149691479327
2023-03,0.005977305223449303
2023-04,0.004199976049016341
2023-05,-0.010817285899573093
2023-06,0.008394685519258926
2023-07,-0.0025835081000576965
2023-08,-0.0064323246965029
2023-09,-0.003070809248555073
