Date,USDKRW
1999-03,-0.0034637326813365954
1999-04,0.04413979729902229
1999-05,-0.009374077976817663
1999-06,0.02483801295896315
1999-07,-0.03822185292895719
1999-08,0.019483269800931735
1999-09,-0.03039014373716631
1999-10,0.015006252605252124
1999-11,0.0347207246064265
1999-12,0.016885964912280782
2000-01,0.013396389108655704
2000-02,-0.0054636595910210195
2000-03,0.013149055471457949
2000-04,0.006019373732822908
2000-05,-0.017442117844968852
2000-06,0.012932387469395623
2000-07,-0.001540183568390363
2000-08,0.008097275632345635
2000-09,-0.006608976370891861
2000-10,-0.01921723834652589
2000-11,-0.06458247634718217
2000-12,-0.0391304347826088
2001-01,0.005964214711729587
2001-02,0.002791068580542344
2001-03,-0.058205031918888483
2001-04,0.012162675788673472
2001-05,0.02773437500000009
2001-06,-0.01576316801230293
2001-07,0.0019260400616332163
2001-08,0.014458772958186872
2001-09,-0.01916443081640473
2001-10,0.010848508330104645
2001-11,0.013747054202670972
2001-12,-0.030833650551960412
2002-01,0.0015249714067859799
2002-02,-0.004931714719271563
2002-03,-0.006782215523737811
2002-04,0.025462694640856265
2002-05,0.059394187474416604
2002-06,0.016857440166493376
2002-07,0.011153198653198526
2002-08,-0.011606140022463518
2002-09,-0.016809815950920126
2002-10,0.002049180327868827
2002-11,0.009307135470527417
2002-12,0.019439993252930776
2003-01,0.009965928449744643
2003-02,-0.01646211200938308
2003-03,-0.04846745585714862
2003-04,0.03225673729685252
2003-05,0.007669983416252135
2003-06,0.010854532500733427
2003-07,0.011059322033898145
2003-08,0.0014002630797302906
2003-09,0.024563081471176584
2003-10,-0.02832810929091034
2003-11,-0.015323821804417381
2003-12,0.008346615216844322
2004-01,0.015850021303791983
2004-02,-0.0025753699438177957
2004-03,0.025495084024824033
2004-04,-0.022218434397238696
2004-05,0.011421429187139065
2004-06,0.004024406075554765
2004-07,-0.012520297410477665
2004-08,0.01531519805631465
2004-09,0.0005209011590052715
2004-10,0.02903470764282834
2004-11,0.06757272293752958
2004-12,0.012945609119891843
2005-01,0.008869395711500916
2005-02,0.02188181628039021
2005-03,-0.011246245506918218
2005-04,0.018403369772339806
2005-05,-0.010813492063492136
2005-06,-0.025616239729337797
2005-07,0.007351867179512084
2005-08,-0.0072982116964716015
2005-09,-0.007578664620107478
2005-10,0.0018260451705911507
2005-11,0.006578310921930841
2005-12,0.023465346534653486
2006-01,0.04701186959000658
2006-02,-0.006539649845520024
2006-03,-0.0006689651623527082
2006-04,0.03016327396098384
2006-05,-0.002643544464417835
2006-06,-0.003162221987983549
2006-07,-0.006804857621440674
2006-08,-0.006345573702277951
2006-09,0.01590488771466303
2006-10,0.004138589695972916
2006-11,0.013770103813673273
2006-12,-0.00016134236850617878
2007-01,-0.012218444538886541
2007-02,-0.0005309546564722378
2007-03,0.000956632653061229
2007-04,0.010689155073319911
2007-05,0.0033089741102418913
2007-06,0.0041995887000758625
2007-07,0.005003807244642555
2007-08,-0.020249387189598345
2007-09,0.025150773533782145
2007-10,0.016131001942825574
2007-11,-0.022167460946405093
2007-12,-0.015181158258229521
2008-01,-0.009089464484347665
2008-02,0.005271565495207797
2008-03,-0.05180248409572863
2008-04,-0.012071029529130195
2008-05,-0.02684335711858632
2008-06,-0.015295635963864185
2008-07,0.03349305932915092
2008-08,-0.07052665411635073
2008-09,-0.09769233956166867
2008-10,-0.06481983727237506
2008-11,-0.12136170212765951
2008-12,0.166091064268985
2009-01,-0.08701797622499285
2009-02,-0.10085704044057742
2009-03,0.10935579495336545
2009-04,0.07806227834288171
2009-05,0.02206731726747657
2009-06,-0.01456272570262207
2009-07,0.03693332139397443
2009-08,-0.01642980103286762
2009-09,0.06018420270786495
2009-10,-0.0033839516094920086
2009-11,0.016511157930945597
2009-12,-0.0009879725085911728
2010-01,0.0020229845478414443
2010-02,0.0015519248178645917
2010-03,0.02523645363740812
2010-04,0.02075250383470184
2010-05,-0.07813747671014115
2010-06,-0.0160091668030774
2010-07,0.03301627562883103
2010-08,-0.013413077750806912
2010-09,0.05142080336783006
2010-10,0.01336698780617862
2010-11,-0.029406944144921288
2010-12,0.02952930728241565
2011-01,0.004191563363952433
2011-02,-0.0067322172025866545
2011-03,0.029144977345865186
2011-04,0.023704422647989443
2011-05,-0.007061112912940981
2011-06,0.010771320189200573
2011-07,0.012883394840949913
2011-08,-0.011905096693757833
2011-09,-0.09449961802902973
2011-10,0.06115059313102922
2011-11,-0.02832211593162781
2011-12,-0.008573040045121272
2012-01,0.025986859676299323
2012-02,0.003842854078787372
2012-03,-0.01247903980231213
2012-04,0.002628016245918463
2012-05,-0.04253047876441318
2012-06,0.030495896629997965
2012-07,0.013135199681571175
2012-08,-0.003595885883504013
2012-09,0.020919937375155184
2012-10,0.018960300724305545
2012-11,0.0072493881885766775
2012-12,0.017333709131905017
2013-01,-0.022221405671556727
2013-02,0.0052544094560900145
2013-03,-0.02559949610833645
2013-04,0.009143905273863107
2013-05,-0.02510534329520908
2013-06,-0.010875085372046955
2013-07,0.016718894665622264
2013-08,0.011927498108176282
2013-09,0.032941264051217
2013-10,0.01311361043809467
2013-11,0.0023908523908524604
2013-12,0.008001524099828572
2014-01,-0.028835212818117184
2014-02,0.012523417010116278
2014-03,0.0027237719545409877
2014-04,0.030467857765045236
2014-05,0.012762203489511847
2014-06,0.008262175838077201
2014-07,-0.015509155655879514
2014-08,0.013709709235806944
2014-09,-0.039167559064072544
2014-10,-0.012733668905896112
2014-11,-0.03541324477013885
2014-12,0.01565564904947836
2015-01,-0.0024687294272547344
2015-02,-0.003934426229508126
2015-03,-0.01053447359172388
2015-04,0.03487862425276744
2015-05,-0.03239516689376376
2015-06,-0.00654420927126198
2015-07,-0.04684228964975079
2015-08,-0.010643334178713437
2015-09,-0.0021005744944700977
2015-10,0.0393234783523595
2015-11,-0.01499265912427683
2015-12,-0.014603509608019927
2016-01,-0.020072886175810822
2016-02,-0.030340031536813084
2016-03,0.08153609347396396
2016-04,0.003528172722485623
2016-05,-0.04407138003070654
2016-06,0.03484111824969616
2016-07,0.028172534456901932
2016-08,0.004879799067097235
2016-09,0.012414519629834642
2016-10,-0.03728863942366534
2016-11,-0.02154051464549689
2016-12,-0.030576449416584217
2017-01,0.038336017084154905
2017-02,0.027453374385107976
2017-03,0.010577138003486919
2017-04,-0.0168768953544588
2017-05,0.016076452462823188
2017-06,-0.021404723198209963
2017-07,0.02217417717900161
2017-08,-0.007299011130326827
2017-09,-0.015618452297807006
2017-10,0.022403913097809758
2017-11,0.029752658621101657
2017-12,0.019271126100805613
2018-01,-0.00032779208616240396
2018-02,-0.014081255771006496
2018-03,0.018211220067128497
2018-04,-0.00413838303450198
2018-05,-0.008531060859232942
2018-06,-0.03357944503754473
2018-07,-0.0036291151573659697
2018-08,0.005085035083148615
2018-09,0.003398539619579921
2018-10,-0.02677615763892538
2018-11,0.017015391478920394
2018-12,0.00882127908546737
2019-01,-0.0015906966712200266
2019-02,-0.01042296609868032
2019-03,-0.009461054634507304
2019-04,-0.02822411505371747
2019-05,-0.01911143579279706
2019-06,0.031269483893314964
2019-07,-0.023845952274283433
2019-08,-0.023395385313905837
2019-09,0.012512746786137896
2019-10,0.028065170315883625
2019-11,-0.015015320027762291
2019-12,0.022165697674418672
2020-01,-0.03012402034000705
2020-02,-0.018926016481028762
2020-03,-0.003126692599340175
2020-04,0.011706685264521344
2020-05,-0.026770202897613782
2020-06,0.028958877230323976
2020-07,0.009831826234435681
2020-08,0.0027530814305920526
2020-09,0.015032003896869428
2020-10,0.031204836264937086
2020-11,0.0255863346739571
2020-12,0.01835233914091905
2021-01,-0.028687645270874196
2021-02,-0.004387955817824252
2021-03,-0.007333256761174467
2021-04,0.017549064559340577
2021-05,0.0011881295061160202
2021-06,-0.013575665021131611
2021-07,-0.020702727612621596
2021-08,-0.00808134821382378
2021-09,-0.020792514019322916
2021-10,0.013420061622731794
2021-11,-0.0163741213116132
2021-12,-0.0017060543920397464
2022-01,-0.016221579164944155
2022-02,0.005929955005530951
2022-03,-0.00788824437054969
2022-04,-0.034980013695793954
2022-05,0.015033218563600181
2022-06,-0.047455539302486804
2022-07,-0.00033863346006424155
2022-08,-0.029336401192281425
2022-09,-0.06529480769767915
2022-10,0.005010596639952736
2022-11,0.08085680911421589
2022-12,0.04605936540429889
2023-01,0.022912101290479603
2023-02,-0.06905227844562489
2023-03,0.016825574873808424
2023-04,-0.027960538598836515
2023-05,0.009971262850634766
2023-06,0.0059867063251184405
2023-07,0.03418186383753419
2023-08,-0.036684833962007724
2023-09,-0.018642156644560037
