Date,USDEUR
1993-04,0.02381549260466298
1993-05,-0.0033728919425360937
1993-06,-0.06110720150129023
1993-07,-0.040081062823688174
1993-08,0.030513980740224822
1993-09,0.02497324295397796
1993-10,-0.027073932662269984
1993-11,-0.02294822518652495
1993-12,-0.005396896784348959
1994-01,0.001463799121720566
1994-02,0.017529789184234756
1994-03,0.024413145539906145
1994-04,0.008761543926118831
1994-05,0.005835417410980037
1994-06,0.027658793293354522
1994-07,0.0018391368317802748
1994-08,0.006540787362705247
1994-09,0.01783695515638728
1994-10,0.025373518804739925
1994-11,-0.041481481481481564
1994-12,0.009094306714837463
1995-01,0.01723482448358893
1995-02,0.020036194415719022
1995-03,0.05323349217154516
1995-04,-0.0068956192536507865
1995-05,-0.010833221880433341
1995-06,0.01727891156462591
1995-07,0.011699931176875289
1995-08,-0.05317346539814927
1995-09,0.02539088600828543
1995-10,0.0108064298257462
1995-11,-0.019600052973116178
1995-12,0.011249497790277063
1996-01,-0.03352316852187398
1996-02,0.013910761154855678
1996-03,-0.0039215686274509665
1996-04,-0.029680365296803735
1996-05,0.0056122448979591955
1996-06,0.004226975790956988
1996-07,0.02737202263455707
1996-08,-0.0023631350925562566
1996-09,-0.024711907810499256
1996-10,0.008002065049044882
1996-11,-0.014374761480727583
1996-12,-0.0003814852492368681
1997-01,-0.0589924614095968
1997-02,-0.03286656636963303
1997-03,0.006992192052208246
1997-04,-0.030066689273199998
1997-05,0.014331575326760104
1997-06,-0.018345526167698356
1997-07,-0.05115335326783432
1997-08,0.019488296135002692
1997-09,0.020102176810306682
1997-10,0.025395740804008637
1997-11,-0.023248053392658563
1997-12,-0.019308388785862274
1998-01,-0.018417389442124343
1998-02,0.007117437722419906
1998-03,-0.018106734434561567
1998-04,0.029992365579670555
1998-05,0.006918515264660696
1998-06,-0.01193576388888895
1998-07,0.014084507042253502
1998-08,0.001542869737712227
1998-09,0.062156151234929125
1998-10,0.00909520434679889
1998-11,-0.020932115184457034
1998-12,0.008631750845678354
1999-01,-0.025906147028746718
1999-02,-0.02933715672217929
1999-03,-0.024214377959535294
1999-04,-0.01786280520029604
1999-05,-0.014171095133895917
1999-06,-0.006624573025566738
1999-07,0.034922335297268514
1999-08,-0.013630600169061813
1999-09,0.011111111111111072
1999-10,-0.012658227848101222
1999-11,-0.043197416229309504
1999-12,-0.003018716039444591
2000-01,-0.03533294505921181
2000-02,-0.00665316748625977
2000-03,-0.009077011274603475
2000-04,-0.045595476928688816
2000-05,0.028608948503892728
2000-06,0.015430040956281532
2000-07,-0.027149740548554346
2000-08,-0.04190340909090928
2000-09,-0.00573748786300643
2000-10,-0.03828522920203725
2000-11,0.02828212290502785
2000-12,0.07993966817496223
2001-01,-0.006462489463332388
2001-02,-0.013854253255749516
2001-03,-0.050762756443976875
2001-04,0.014137103227527481
2001-05,-0.04928148774302621
2001-06,0.004329739366669472
2001-07,0.03234005258545136
2001-08,0.04096341574673845
2001-09,-0.001002551950419095
2001-10,-0.011976587122917715
2001-11,-0.004571531014700536
2001-12,-0.007649884362213255
2002-01,-0.033860433138535484
2002-02,0.011650147800382538
2002-03,0.0026150627615062483
2002-04,0.03304817649707337
2002-05,0.037462630792227225
2002-06,0.061273051754907826
2002-07,-0.013979861179000852
2002-08,0.00481335952848716
2002-09,0.004340962904498813
2002-10,0.0037631214101803145
2002-11,0.004076762454012117
2002-12,0.05540980165809639
2003-01,0.026057930440400723
2003-02,0.0036744839511508864
2003-03,0.010042571771640585
2003-04,0.0244911652874078
2003-05,0.054232492336713234
2003-06,-0.02359848048808577
2003-07,-0.02437106918238996
2003-08,-0.02164597297000348
2003-09,0.060846252476978835
2003-10,-0.005333333333333301
2003-11,0.034420724394339075
2003-12,0.05012594458438291
2004-01,-0.009357454772301876
2004-02,0.0012492192379762734
2004-03,-0.01416256157635476
2004-04,-0.027544910179640447
2004-05,0.017672151127361202
2004-06,0.001098096632503598
2004-07,-0.015022232904698729
2004-08,0.013767056530214372
2004-09,0.020768561124238305
2004-10,0.029050422318914748
2004-11,0.037440254912373794
2004-12,0.020872865275142427
2005-01,-0.03807040417209917
2005-02,0.014416082528766028
2005-03,-0.01970698820173733
2005-04,-0.0072081348950959745
2005-05,-0.04405069521348581
2005-06,-0.01610169491525415
2005-07,0.00121212121212122
2005-08,0.018644277071243387
2005-09,-0.02597714972940479
2005-10,-0.0028780429308069566
2005-11,-0.01709099481376708
2005-12,0.005213270142180093
2006-01,0.026015074155117945
2006-02,-0.0193133047210301
2006-03,0.016234552944027092
2006-04,0.04283006948831347
2006-05,0.013703893442622794
2006-06,-0.0012790995139421169
2006-07,-0.0019149751053234576
2006-08,0.003716043054843521
2006-09,-0.010899873257287807
2006-10,0.006891271056661763
2006-11,0.037605932203389925
2006-12,-0.0032994588887423904
2007-01,-0.012511403623093886
2007-02,0.015081359968249775
2007-03,0.009481837606837518
2007-04,0.021973522587689587
2007-05,-0.014260729180680776
2007-06,0.006499661475964702
2007-07,0.010536398467432928
2007-08,-0.0039525691699604515
2007-09,0.046796975317449085
2007-10,0.015355642474286446
2007-11,0.010096575943810304
2007-12,-0.0030634573304156865
2008-01,0.018724921979491604
2008-02,0.021402550091074612
2008-03,0.04010104199557962
2008-04,-0.010467114513357467
2008-05,-0.0043552652045419915
2008-06,0.01291948952260924
2008-07,-0.00967389608363245
2008-08,-0.05957446808510625
2008-09,-0.039599774520856834
2008-10,-0.09662635264162944
2008-11,-0.0030460718365277195
2008-12,0.10103409726103973
2009-01,-0.08326928004099399
2009-02,-0.011022424933485375
2009-03,0.04584603153570943
2009-04,-0.001587511575605216
2009-05,0.07007361268403178
2009-06,-0.008700533258489962
2009-07,0.015968063872255467
2009-08,0.005303138884907632
2009-09,0.02137315180793431
2009-10,0.005593993817164744
2009-11,0.019204801200300103
2009-12,-0.0448552593866437
2010-01,-0.032714166897699015
2010-02,-0.016764345100177214
2010-03,-0.008781410429613556
2010-04,-0.01582236404733417
2010-05,-0.07445237509229641
2010-06,-0.005628976994615842
2010-07,0.06656225528582627
2010-08,-0.028527957398250092
2010-09,0.0754022361603488
2010-10,0.022873082287308444
2010-11,-0.0690729680602441
2010-12,0.03091955561504478
2011-01,0.02314434401533827
2011-02,0.008145795940908362
2011-03,0.02533975084937712
2011-04,0.046053605804827535
2011-05,-0.02778577598617904
2011-06,0.007250580046403776
2011-07,-0.007055435565154866
2011-08,-0.0017248814144027458
2011-09,-0.06842528119978575
2011-10,0.03492239467849223
2011-11,-0.029846732992739877
2011-12,-0.03577910292973807
2012-01,0.00928954598979459
2012-02,0.018387741505663024
2012-03,0.0013342228152100066
2012-04,-0.007810431559438613
2012-05,-0.06590824780511939
2012-06,0.023800481073553703
2012-07,-0.02817421259842512
2012-08,0.022132796780683917
2012-09,0.022502250225022502
2012-10,0.00751392667443973
2012-11,0.002597739966229362
2012-12,0.015699208443271884
2013-01,0.029192124915139006
2013-02,-0.03813503983283273
2013-03,-0.018584978210715253
2013-04,0.02739004477218865
2013-05,-0.012997140629061654
2013-06,0.0009106283335500454
2013-07,0.022615405081814588
2013-08,-0.0062136435748280094
2013-09,0.02312998782632225
2013-10,0.004210812279271892
2013-11,0.0005436259853219827
2013-12,0.011130960560670644
2014-01,-0.01861092380310181
2014-02,0.02332321280706595
2014-03,-0.0023406305934184912
2014-04,0.007211205103314189
2014-05,-0.016905248807089324
2014-06,0.004106776180698102
2014-07,-0.021564425395124487
2014-08,-0.019566644780039333
2014-09,-0.03814576228369326
2014-10,-0.008267568583239515
2014-11,-0.006224324660774272
2014-12,-0.028187757077183795
2015-01,-0.06714817740661316
2015-02,-0.007837868099876855
2015-03,-0.04153251770766242
2015-04,0.04567388620805746
2015-05,-0.020553967905034165
2015-06,0.013253146230092439
2015-07,-0.013730228471001693
2015-08,0.02062780269058284
2015-09,-0.003017771319995477
2015-10,-0.015298261060972873
2015-11,-0.040143672089583804
2015-12,0.027795874049945768
2016-01,-0.002491064659373876
2016-02,0.003914319886919593
2016-03,0.04665983839763288
2016-04,0.006183442116111326
2016-05,-0.027830346209506973
2016-06,-0.0023322967569967545
2016-07,0.006145938093641723
2016-08,-0.0014505690694041062
2016-09,0.006853162566003768
2016-10,-0.022619962666081017
2016-11,-0.03568403218975025
2016-12,-0.00652219650746888
2017-01,0.02645502645502651
2017-02,-0.020518244315177236
2017-03,0.0074587107085775095
2017-04,0.022553933318806063
2017-05,0.031931639307398285
2017-06,0.016224862888482683
2017-07,0.036352871521610375
2017-08,0.005716327259735587
2017-09,-0.007915879017013183
2017-10,-0.014323978106439927
2017-11,0.022140221402213944
2017-12,0.008523409363745627
2018-01,0.03401191658391256
2018-02,-0.017680770637727217
2018-03,0.010722208528469501
2018-04,-0.01992994322985875
2018-05,-0.0320355430842979
2018-06,-0.0005842486562281923
2018-07,0.0004676174888940121
2018-08,-0.0076566125290021825
2018-09,0.0003481490077752447
2018-10,-0.025226244343891313
2018-11,0.0005659309564234327
2018-12,0.012955744095390909
2019-01,-0.001602564102564208
2019-02,-0.00659540595860808
2019-03,-0.01346196993493376
2019-04,-0.0003364360210834638
2019-05,-0.004132231404958553
2019-06,0.0183100193335608
2019-07,-0.026030128489144988
2019-08,-0.008130081300812941
2019-09,-0.008064516129032251
2019-10,0.0233076837292292
2019-11,-0.012009695901277873
2019-12,0.017602870276936633
2020-01,-0.010648918469217783
2020-02,-0.005954349983460339
2020-03,0.0005516328331862663
2020-04,-0.007337641003176021
2020-05,0.013879635798356826
2020-06,0.011682767917321923
2020-07,0.04852767962308602
2020-08,0.01336834566722378
2020-09,-0.0180496952648852
2020-10,-0.0062893081761007386
2020-11,0.023971377459749643
2020-12,0.02430979721475679
2021-01,-0.006432819516931532
2021-02,-0.005312084993359889
2021-03,-0.02838709677419371
2021-04,0.024639423076923128
2021-05,0.0172392713045606
2021-06,-0.0302347640502727
2021-07,0.0008306633440131606
2021-08,-0.004841757203590036
2021-09,-0.01968048159296132
2021-10,-0.001387283236994108
2021-11,-0.019163170427486165
2021-12,0.002956897532127689
2022-01,-0.012244439451808531
2022-02,-0.0013461969934932538
2022-03,-0.0135015493581232
2022-04,-0.04733790195044807
2022-05,0.018031555221637907
2022-06,-0.023272879756787823
2022-07,-0.02514052120592769
2022-08,-0.016286317482657964
2022-09,-0.02499509900019603
2022-10,0.008102766798419037
2022-11,0.05317931106254559
2022-12,0.02869071833850767
2023-01,0.014774579033134172
2023-02,-0.026543993231810448
2023-03,0.02492954693258187
2023-04,0.01663911845730026
2023-05,-0.02993051843933736
2023-06,0.02050834515108546
2023-07,0.008138128230506858
2023-08,-0.01398828887443071
2023-09,-0.02495242123070407
