Date,USDSAR
2007-10,-0.0003740315255141846
2007-11,0.00935738748213466
2007-12,-0.011278195488721887
2008-01,0.0005068423720222537
2008-02,0.002058273188986881
2008-03,-0.002825461136581553
2008-04,0.0003733134232839497
2008-05,-0.00010664960273032431
2008-06,0.00021334471171785552
2008-07,-0.000133322667519864
2008-08,0.0
2008-09,-0.0019427294017458907
2008-10,0.0016794178018286754
2008-11,-7.996588122394233e-05
2008-12,-0.0003996696064588745
2009-01,0.00015989340439714894
2009-02,0.0008267989544992194
2009-03,-0.0002399808015358662
2009-04,2.6665244520218678e-05
2009-05,0.0
2009-06,0.0
2009-07,2.6665955574545208e-05
2009-08,-2.6665244520218678e-05
2009-09,0.0
2009-10,5.333333333323864e-05
2009-11,-2.6665955574545208e-05
2009-12,-0.00015997013890745038
2010-01,0.00013332622260153748
2010-02,2.6665955574545208e-05
2010-03,-2.6665244520218678e-05
2010-04,0.0
2010-05,0.0
2010-06,-5.332764505128207e-05
2010-07,5.33304890406594e-05
2010-08,0.0
2010-09,-5.332764505128207e-05
2010-10,5.33304890406594e-05
2010-11,0.0
2010-12,0.0
2011-01,-5.332764505128207e-05
2011-02,-5.3324801365106644e-05
2011-03,0.0001066609780813188
2011-04,-2.6664533503972798e-05
2011-05,2.6665244520218678e-05
2011-06,0.0
2011-07,0.0
2011-08,-7.99893347553926e-05
2011-09,2.66638225254745e-05
2011-10,5.33304890406594e-05
2011-11,-2.6664533503972798e-05
2011-12,2.6665244520218678e-05
2012-01,-2.6664533503972798e-05
2012-02,0.0
2012-03,0.0
2012-04,2.6665244520218678e-05
2012-05,-2.6664533503972798e-05
2012-06,0.0
2012-07,0.0
2012-08,-5.332622317022473e-05
2012-09,7.999573356087808e-05
2012-10,-2.6664533503972798e-05
2012-11,2.6665244520218678e-05
2012-12,-0.00010664960273032431
2013-01,7.999360051202942e-05
2013-02,2.6665244520218678e-05
2013-03,-2.6664533503972798e-05
2013-04,0.0
2013-05,-7.998720204771548e-05
2013-06,7.999360051202942e-05
2013-07,0.0
2013-08,-5.332622317022473e-05
2013-09,7.999573356087808e-05
2013-10,-2.6664533503972798e-05
2013-11,0.0
2013-12,-7.998720204771548e-05
2014-01,5.3327645051171046e-05
2014-02,0.0
2014-03,-2.6663111585056853e-05
2014-04,2.66638225254745e-05
2014-05,-2.6663111585056853e-05
2014-06,0.0
2014-07,0.0002667022269635666
2014-08,-0.00023997440273038073
2014-09,-0.0003198635248958803
2014-10,-2.665458325579184e-05
2014-11,-0.00034638955502264146
2014-12,-0.0003196420009589085
2015-01,-0.0019407151402365264
2015-02,0.0029864277524465077
2015-03,-0.00021327077390642657
2015-04,0.00026665955574523004
2015-05,-5.3329067007945596e-05
2015-06,0.0
2015-07,5.3331911149090416e-05
2015-08,-0.000293239496694242
2015-09,0.00021331058020468419
2015-10,0.0
2015-11,-0.0006661515094993353
2015-12,-0.0002930207778369942
2016-01,0.0010132792917711964
2016-02,2.6665955574545208e-05
2016-03,-0.00021328214561844305
2016-04,5.332337963581679e-05
2016-05,0.00013332622260153748
2016-06,-0.0002399296206447854
2016-07,0.00018664675767920968
2016-08,5.33304890406594e-05
2016-09,-0.0009324133521592115
2016-10,0.0009332835582100962
2016-11,-0.0002399296206447854
2016-12,-0.00018657710965375163
2017-01,0.0002932785879967703
2017-02,0.00010665813401589119
2017-03,2.6665244520218678e-05
2017-04,2.6665955574545208e-05
2017-05,-2.6665244520218678e-05
2017-06,0.0
2017-07,0.0
2017-08,-5.332764505128207e-05
2017-09,5.33304890406594e-05
2017-10,2.6665955574545208e-05
2017-11,-2.6665244520218678e-05
2017-12,-5.332764505128207e-05
2018-01,7.999786672363562e-05
2018-02,-5.3329067007945596e-05
2018-03,5.3331911149090416e-05
2018-04,-2.6665244520218678e-05
2018-05,-2.6664533503972798e-05
2018-06,-5.332622317022473e-05
2018-07,5.3329067007945596e-05
2018-08,-7.998720204771548e-05
2018-09,0.0001066609780813188
2018-10,-0.0002399296206447854
2018-11,-0.0003198038536363912
2018-12,0.0002399104334382951
2019-01,0.00021329920546042658
2019-02,5.3327645051171046e-05
2019-03,2.666453350408382e-05
2019-04,-2.6663822525585523e-05
2019-05,5.33304890406594e-05
2019-06,0.0
2019-07,-0.00018662187741613767
2019-08,5.332337963581679e-05
2019-09,-0.00026654583255592
2019-10,0.0003466296928327228
2019-11,0.0001333368889837594
2019-12,-0.0004531399936026359
2020-01,-5.330774561540519e-05
2020-02,2.6654583255458775e-05
2020-03,-0.003453130395516202
2020-04,0.0020495075858397716
2020-05,0.00031950583098150354
2020-06,0.00127965875766467
2020-07,7.998506945350314e-05
2020-08,0.0
2020-09,-2.6660978991177586e-05
2020-10,0.000133322667519975
2020-11,-7.998720204771548e-05
2020-12,-0.00031984647369254215
2021-01,0.0002666097899113318
2021-02,7.99893347553926e-05
2021-03,5.3329067007945596e-05
2021-04,2.6665244520218678e-05
2021-05,-5.332764505128207e-05
2021-06,-5.3324801365106644e-05
2021-07,5.3327645051171046e-05
2021-08,-5.3324801365106644e-05
2021-09,-5.332195798235517e-05
2021-10,-0.0001066325442523608
2021-11,-0.0001599232368463266
2021-12,-0.0009852216748770237
2022-01,0.0009595138463178721
2022-02,2.6653872807758106e-05
2022-03,0.00010662685930573623
2022-04,0.00010663822980538917
2022-05,0.00015998293515351314
2022-06,-0.0005596269153896882
2022-07,-0.0008786410351988572
2022-08,-0.0003992228461927594
2022-09,-5.322687957398653e-05
2022-10,0.00013308490817132146
2022-11,-0.0003990953837967881
2022-12,0.00013304949441206304
2023-01,0.001358949079378613
2023-02,2.6646770411531406e-05
2023-03,-5.329070077275677e-05
2023-04,0.0006132188658116711
2023-05,2.6662400682608833e-05
2023-06,-0.00018660197798092693
2023-07,-0.00010661833302239021
2023-08,0.00023994881092037623
2023-09,5.332480136521767e-05
