Date,USDGBP
1989-04,0.0027040730099714416
1989-05,-0.07096875490657872
1989-06,-0.012864228146311163
1989-07,0.07497500833055648
1989-08,-0.05895264973345882
1989-09,0.03354399611084102
1989-10,-0.024347826086956403
1989-11,-0.006596513271556748
1989-12,0.026604321186714186
1990-01,0.04077865413659998
1990-02,-0.0003355141754738389
1990-03,-0.01763348714568236
1990-04,-0.003612479474548458
1990-05,0.0219835542876321
1990-06,0.04214760405736273
1990-07,0.06559821095788299
1990-08,0.016865643357968585
1990-09,-0.008641743377794664
1990-10,0.03459669582118563
1990-11,0.0
1990-12,-0.006948465547191751
1991-01,0.019079464988198236
1991-02,-0.02735794911038847
1991-03,-0.08474873052004905
1991-04,-0.014325163962719989
1991-05,-0.016131771098658487
1991-06,-0.04476885644768869
1991-07,0.03997975708502022
1991-08,-0.0031948881789137795
1991-09,0.04132376116266845
1991-10,-0.006782608695652059
1991-11,0.016619519094766444
1991-12,0.0579872802095025
1992-01,-0.0443332141580266
1992-02,-0.01669889259975388
1992-03,-0.012154888001389086
1992-04,0.023276474769011957
1992-05,0.02982616651418124
1992-06,0.0411506953705465
1992-07,0.011757902852737034
1992-08,0.031616623583217374
1992-09,-0.10627332503998566
1992-10,-0.12297381546134667
1992-11,-0.02669902912621369
1992-12,-0.004229607250755274
1993-01,-0.01619854361717943
1993-02,-0.04076977904490364
1993-03,0.06207418622255867
1993-04,0.03950267548001252
1993-05,-0.0068771491090967585
1993-06,-0.04578672632363889
1993-07,-0.005930318754633013
1993-08,0.006716417910447747
1993-09,0.002393776181927043
1993-10,-0.010803611070001384
1993-11,0.004011887072808085
1993-12,-0.0056146572104017745
1994-01,0.020045214770158193
1994-02,-0.014408793820558485
1994-03,-0.0010387297818668095
1994-04,0.023386484434320565
1994-05,-0.0048360284116668595
1994-06,0.021930501930501833
1994-07,-0.00030878493129538054
1994-08,-0.006442705936493431
1994-09,0.028395646000946684
1994-10,0.0366312346688471
1994-11,-0.04333541927409246
1994-12,0.0001564700359879545
1995-01,0.009477175801611226
1995-02,0.0026924295216979033
1995-03,0.023836549375709337
1995-04,-0.005643340857787726
1995-05,-0.01633624107850906
1995-06,0.005902999361837802
1995-07,0.0009581603321622278
1995-08,-0.029598636293196923
1995-09,0.022662440570522913
1995-10,-0.003159557661927326
1995-11,-0.02914110429447858
1995-12,0.010226216299969115
1996-01,-0.023157257454215263
1996-02,0.012101715686274384
1996-03,-0.0032065964269354374
1996-04,-0.013407652907502121
1996-05,0.02962618272064521
1996-06,0.0010869565217392907
1996-07,0.00249066002490661
1996-08,0.005163511187607606
1996-09,0.0003130380341211936
1996-10,0.0395379108363163
1996-11,0.033809924306139605
1996-12,0.019026396983201854
1997-01,-0.06521390802755966
1997-02,0.01644951140065154
1997-03,0.005403635172752441
1997-04,-0.00844292904692312
1997-05,0.009341199606686335
1997-06,0.01632245169886737
1997-07,-0.01493027071369979
1997-08,-0.015506380229365124
1997-09,0.00016155088852998212
1997-10,0.03546336567413855
1997-11,0.009626752237797742
1997-12,-0.025830865416255455
1998-01,-0.007997388607801525
1998-02,0.006736772921459133
1998-03,0.018236573531872358
1998-04,-0.0011697860962568418
1998-05,-0.023976512803783878
1998-06,0.02251501000667111
1998-07,-0.021221025138752903
1998-08,0.03061911170928666
1998-09,0.00985389058783559
1998-10,-0.013739946380696977
1998-11,-0.01664195089800624
1998-12,0.007302904564315371
1999-01,-0.008883039973679785
1999-02,-0.02580128205128207
1999-03,0.005640612409347101
1999-04,-0.0012876227265410378
1999-05,-0.0043269230769230616
1999-06,-0.01592808705251536
1999-07,0.0282146910977783
1999-08,-0.010906174819567016
1999-09,0.027013671553286267
1999-10,-0.0014802631578947345
1999-11,-0.028288317084865122
1999-12,0.01245954692556639
2000-01,-0.0011314045579442489
2000-02,-0.022899557801642323
2000-03,0.007478122513922214
2000-04,-0.024674115456238432
2000-05,-0.03257769103738195
2000-06,0.010160752198968837
2000-07,-0.011097780443911187
2000-08,-0.034882037921551645
2000-09,0.02128603104212856
2000-10,-0.02098408104196814
2000-11,-0.015949871831387186
2000-12,0.04837264855180656
2001-01,-0.0190392501464558
2001-02,-0.013152189622777866
2001-03,-0.02024922118380068
2001-04,0.01145803494700659
2001-05,-0.009223783170143274
2001-06,-0.0016999575010624435
2001-07,0.005698817495369601
2001-08,0.020351795319087262
2001-09,0.014153029632905767
2001-10,-0.013238289205702691
2001-11,-0.020239452679589487
2001-12,0.02050909090909081
2002-01,-0.030050790067720046
2002-02,0.0045351473922901064
2002-03,0.006418485237484006
2002-04,0.021862702229995534
2002-05,-0.0014553922282055654
2002-06,0.053672749578285606
2002-07,0.019702892885066436
2002-08,-0.008834469931804034
2002-09,0.012237213680577286
2002-10,-0.002659990611797891
2002-11,-0.00451713395638631
2002-12,0.03364997584929963
2003-01,0.023060451325976006
2003-02,-0.04529013995911313
2003-03,0.006489395378284302
2003-04,0.00974908102924732
2003-05,0.023723821989528826
2003-06,0.0114181697832203
2003-07,-0.026735384119826122
2003-08,-0.019115323854660304
2003-09,0.05184446660019937
2003-10,0.020518907919280904
2003-11,0.015323691460054967
2003-12,0.037142857142857144
2004-01,0.02133868320262633
2004-02,0.02447683109118093
2004-03,-0.01199926158390252
2004-04,-0.03680654338549083
2004-05,0.030414071088310957
2004-06,-0.006552602839461352
2004-07,-0.00018198362147392455
2004-08,-0.009552992069214117
2004-09,0.005254575104185477
2004-10,0.013590449954086203
2004-11,0.03971739545541331
2004-12,0.004603874928064577
2005-01,-0.018452268875918
2005-02,0.02036503362151798
2005-03,-0.016068052930056864
2005-04,0.009734682191257837
2005-05,-0.04797383245502451
2005-06,-0.014152633464707964
2005-07,-0.01880822640182811
2005-08,0.026339527331769697
2005-09,-0.021535745807590545
2005-10,0.0024774376216598615
2005-11,-0.02282552308490393
2005-12,-0.0036181943487250123
2006-01,0.03274021352313161
2006-02,-0.014553743643696215
2006-03,-0.009379885356956663
2006-04,0.051122877487675744
2006-05,0.023929706487193725
2006-06,-0.01127541589648795
2006-07,0.010459469555472722
2006-08,0.01980952380952372
2006-09,-0.0172220142268813
2006-10,0.018882319282853333
2006-11,0.030666404560644622
2006-12,-0.00352595494613106
2007-01,0.0033411949685533404
2007-02,-0.0007855459544382493
2007-03,0.001967729240456517
2007-04,0.016196760647870345
2007-05,-0.009899029895070188
2007-06,0.014664523905182802
2007-07,0.011172049563274333
2007-08,-0.00705929810407413
2007-09,0.014943705220061387
2007-10,0.016014975041597435
2007-11,-0.01130989101377744
2007-12,-0.03473600635172702
2008-01,0.0011923688394277487
2008-02,0.000994629003381764
2008-03,-0.002777226740726002
2008-04,0.0015895092390225685
2008-05,-0.0023785926660058188
2008-06,0.0051803148037457
2008-07,-0.004166666666666652
2008-08,-0.08213440174831543
2008-09,-0.022257834757834716
2008-10,-0.0972512457804211
2008-11,-0.04365872405841653
2008-12,-0.0500876168224299
2009-01,-0.004216955067616657
2009-02,-0.015461703650680114
2009-03,0.0004296763105127166
2009-04,0.03268747226741597
2009-05,0.09454427715719604
2009-06,0.016622778143515538
2009-07,0.015374331550801923
2009-08,-0.025407166123778357
2009-09,-0.0186990570560972
2009-10,0.028942608123663893
2009-11,-0.0003287851389117691
2009-12,-0.016332470892626016
2010-01,-0.01150895140664987
2010-02,-0.04663212435233155
2010-03,-0.003644093531734005
2010-04,0.005956926836719223
2010-05,-0.048124454783367354
2010-06,0.027947989837094456
2010-07,0.0498980072179509
2010-08,-0.021795855717574808
2010-09,0.02388810309602385
2010-10,0.02052927024859641
2010-11,-0.029723000311235426
2010-12,0.003278688524590123
2011-01,0.025620496397117387
2011-02,0.015282067956430057
2011-03,-0.014104824491104395
2011-04,0.0422652856665553
2011-05,-0.015460526315789425
2011-06,-0.024077046548956704
2011-07,0.02315651174248634
2011-08,-0.010562235944101217
2011-09,-0.04098488390213517
2011-10,0.0323359073359073
2011-11,-0.023869346733668362
2011-12,-0.010411810411810274
2012-01,0.014184397163120588
2012-02,0.009867897501193656
2012-03,0.005923791226384756
2012-04,0.013961038961038952
2012-05,-0.05099368356185496
2012-06,0.01947542013507131
2012-07,-0.0017246785826277033
2012-08,0.011899095668729265
2012-09,0.019078415521422754
2012-10,-0.0024193548387095865
2012-11,-0.007205764611689536
2012-12,0.01478713032174217
2013-01,-0.024104027909927273
2013-02,-0.04367606915377609
2013-03,0.0021276595744679216
2013-04,0.021897810218978186
2013-05,-0.021279829761362
2013-06,0.0007605719501064812
2013-07,-0.000304136253041265
2013-08,0.019376840799876005
2013-09,0.04418905794755568
2013-10,-0.00914194065757823
2013-11,0.020458265139116305
2013-12,0.011589403973510048
2014-01,-0.007068880486601925
2014-02,0.018586738111185497
2014-03,-0.004832527912014717
2014-04,0.012485237050784415
2014-05,-0.006703536115300834
2014-06,0.02069791310297653
2014-07,-0.012833502195204183
2014-08,-0.017095435684647442
2014-09,-0.023184176394293043
2014-10,-0.013435700575815779
2014-11,-0.02144310533729854
2014-12,-0.0046736251752609315
2015-01,-0.03299186501958418
2015-02,0.02438271604938258
2015-03,-0.03971547125074093
2015-04,0.03592262818544678
2015-05,-0.003823214558801191
2015-06,0.02701429244542175
2015-07,-0.005311670051554418
2015-08,-0.017799601043424707
2015-09,-0.014069591527988035
2015-10,0.019904335750655866
2015-11,-0.024239686841312724
2015-12,-0.021220159151193685
2016-01,-0.033333333333333215
2016-02,-0.022964509394572175
2016-03,0.031882809133993995
2016-04,0.01738749269433071
2016-05,-0.00883417813178855
2016-06,-0.08080404685835985
2016-07,-0.006349206349206327
2016-08,-0.006700827749310245
2016-09,-0.012199870214146591
2016-10,-0.05680009793120333
2016-11,0.021635817908954413
2016-12,-0.012961362794716824
2017-01,0.01912190212605358
2017-02,-0.015969299331517584
2017-03,0.013805220883534197
2017-04,0.031857031857031926
2017-05,-0.0046403712296985145
2017-06,0.010550996483001285
2017-07,0.014536804546055215
2017-08,-0.021845915201654464
2017-09,0.036302746148693554
2017-10,-0.008368756641870312
2017-11,0.018260516704991403
2017-12,-0.0012158875979464412
2018-01,0.05052512063582171
2018-02,-0.030544854155200918
2018-03,0.01878329128118872
2018-04,-0.018031658637302272
2018-05,-0.0340380268581304
2018-06,-0.006735340729001615
2018-07,-0.006168788554928528
2018-08,-0.012571280456194822
2018-09,0.005211047420531578
2018-10,-0.02016849629818751
2018-11,-0.0011475200816013498
2018-12,0.0005102691669855997
2019-01,0.027661248033560515
2019-02,0.01167108753315671
2019-03,-0.017077304132447013
2019-04,-0.0002606542421477176
2019-05,-0.03069732187973717
2019-06,0.0052063492063489925
2019-07,-0.04255319148936165
2019-08,0.00036487472634383344
2019-09,0.010694529809465392
2019-10,0.05266563146997938
2019-11,-0.0006465795939479824
2019-12,0.025188916876574208
2020-01,-0.0038298996302165156
2020-02,-0.029355210870401383
2020-03,-0.031653426017874686
2020-04,0.014609571788412934
2020-05,-0.01914762198888187
2020-06,0.003844246031746046
2020-07,0.0552211462967811
2020-08,0.02165775401069503
2020-09,-0.03334194882398556
2020-10,0.002072002072002199
2020-11,0.02891405729513674
2020-12,0.02555342989887932
2021-01,0.002877895025352739
2021-02,0.016295264623955585
2021-03,-0.010337698139214369
2021-04,0.0022102500345351217
2021-05,0.028851620238771858
2021-06,-0.02669802185641157
2021-07,0.005004865841790496
2021-08,-0.010591471801925545
2021-09,-0.020347662040156478
2021-10,0.01587953456536617
2021-11,-0.028332003192338417
2021-12,0.017045454545454808
2022-01,-0.006050826946349397
2022-02,-0.002280654682049965
2022-03,-0.020370613746878763
2022-04,-0.04325411794291467
2022-05,0.0022684310018903364
2022-06,-0.03361344537815125
2022-07,-0.0006085686465432394
2022-08,-0.045095304509530476
2022-09,-0.0389813470345135
2022-10,0.026837940130749027
2022-11,0.051368624140841534
2022-12,0.0020541324311260656
2023-01,0.019588517925342108
2023-02,-0.02416446261120464
2023-03,0.02615346656797435
2023-04,0.018725650370742697
2023-05,-0.01007713361532725
2023-06,0.021087398373983657
2023-07,0.010396611474778661
2023-08,-0.012547528517110274
2023-09,-0.03745272660729515
