Date,USDBRL
1992-02,0.0
1992-03,-0.2857142857142857
1992-04,-0.22222222222222232
1992-05,-0.09999999999999998
1992-06,-0.23076923076923073
1992-07,-0.13333333333333341
1992-08,-0.21052631578947367
1992-09,-0.17391304347826075
1992-10,-0.2068965517241379
1992-11,-0.19444444444444453
1992-12,-0.19999999999999996
1993-01,-0.21052631578947378
1993-02,-0.19718309859154926
1993-03,-0.21978021978021978
1993-04,-0.2222222222222222
1993-05,-0.23026315789473684
1993-06,-0.23232323232323238
1993-07,-0.2355212355212355
1993-08,-0.24709302325581395
1993-09,-0.2618025751072961
1993-10,-0.26382306477093187
1993-11,-0.2622377622377623
1993-12,-0.26478149100257076
1994-01,-0.30035971223021585
1994-02,-0.2801035822183858
1994-03,-0.30231857874134294
1994-04,-0.2986272439281942
1994-05,-0.30561665933421334
1994-06,-0.31810000000000005
1994-07,0.06609808102345416
1994-08,0.056306306306306286
1994-09,0.04225352112676051
1994-10,0.008284023668639007
1994-11,-0.0011820330969267712
1994-12,0.0
1995-01,0.005945303210463715
1995-02,-0.010588235294117676
1995-03,-0.05027932960893866
1995-04,-0.018640350877193068
1995-05,0.0049586776859504855
1995-06,-0.014657980456026065
1995-07,-0.01497326203208571
1995-08,-0.015789473684210464
1995-09,-0.0031479538300103194
1995-10,-0.008737258165175898
1995-11,-0.004761904761904745
1995-12,-0.005866008027168967
1996-01,-0.00664485790226943
1996-02,-0.004376590330788743
1996-03,-0.004760940032415006
1996-04,-0.004939018244128457
1996-05,-0.006011421701232367
1996-06,-0.005876494023904444
1996-07,-0.008199150449471504
1996-08,-0.004131824889326063
1996-09,-0.004504945646851444
1996-10,-0.005938473520249343
1996-11,-0.005422153369480931
1996-12,-0.005488685604236987
1997-01,-0.006790359602142471
1997-02,-0.005137963843957927
1997-03,-0.008022652194431545
1997-04,-0.003761165961447821
1997-05,-0.006353358871344583
1997-06,-0.0058517555266579535
1997-07,-0.005909510618651859
1997-08,-0.0076056079904700535
1997-09,-0.004288321167883469
1997-10,-0.006075995284302027
1997-11,-0.006128886885984675
1997-12,-0.0058243727598567
1998-01,-0.006587146163432256
1998-02,-0.005840707964601788
1998-03,-0.006156552330694898
1998-04,-0.0063794459494888045
1998-05,-0.005043039735675103
1998-06,-0.00553393860786866
1998-07,-0.005588993981083368
1998-08,-0.011474713132171743
1998-09,-0.007675438596491113
1998-10,-0.006036217303822977
1998-11,-0.0066622251832111345
1998-12,-0.006207067781180076
1999-01,-0.41058536585365857
1999-02,0.007371007371007154
1999-03,0.18486171761280934
1999-04,0.031531531531531654
1999-05,-0.03253922138291698
1999-06,-0.017974322396576148
1999-07,-0.02692948362021097
1999-08,-0.06149035956227211
1999-09,-0.009548387096774302
1999-10,-0.005900461775269483
1999-11,0.01352054082163301
1999-12,0.06892718176764867
2000-01,0.00840807174887881
2000-02,0.009906594961789139
2000-03,0.01756912442396308
2000-04,-0.039291643608190374
2000-05,-0.009320175438596756
2000-06,0.00996677740863805
2000-07,0.013752455795677632
2000-08,-0.02303262955854113
2000-09,-0.011117136659435922
2000-10,-0.0299842188321936
2000-11,-0.03989898989898988
2000-12,0.015384615384615552
2001-01,-0.011156186612576113
2001-02,-0.03616813294232635
2001-03,-0.049477351916376366
2001-04,-0.021590909090909105
2001-05,-0.07640638119227539
2001-06,0.03094568275265086
2001-07,-0.06324751672410278
2001-08,-0.03783889213965275
2001-09,-0.039887640449438266
2001-10,-0.00982755423697379
2001-11,0.0792475485291173
2001-12,0.08136766933564155
2002-01,-0.04247824285122237
2002-02,0.020943515972075222
2002-03,0.016559139784946275
2002-04,-0.015247776365946653
2002-05,-0.06048547552725814
2002-06,-0.10807453416149071
2002-07,-0.185693641618497
2002-08,0.15103127079174983
2002-09,-0.1961492178098676
2002-10,0.030165289256198324
2002-11,-0.006296194908294472
2002-12,0.03192090395480229
2003-01,0.012151536812008645
2003-02,-0.019896314978282148
2003-03,0.06442953020134223
2003-04,0.1518639409036251
2003-05,-0.019208087615838365
2003-06,0.043424753867791877
2003-07,-0.04113283884018881
2003-08,-0.0033602150537634934
2003-09,0.026206896551724368
2003-10,0.011333914559720881
2003-11,-0.026646300067888817
2003-12,0.018848348607989118
2004-01,-0.014653262906798359
2004-02,0.009842045493650753
2004-03,0.0036611059303006677
2004-04,-0.01285373337879292
2004-05,-0.0802759485732204
2004-06,0.033711507293354925
2004-07,0.0159723365717106
2004-08,0.03741031773146575
2004-09,0.023140380313199094
2004-10,0.0013300665033251224
2004-11,0.05036764705882346
2004-12,0.024096385542168752
2005-01,0.01809260962894821
2005-02,0.00823188405797115
2005-03,-0.03415453527435608
2005-04,0.05973101265822778
2005-05,0.0500083070277455
2005-06,0.03219721329046088
2005-07,-0.019422373565392892
2005-08,0.009206618582944248
2005-09,0.05813692480359167
