Date,USDIDR
2010-02,0.0010703200256876322
2010-03,0.02670329670329674
2010-04,0.00998890122086582
2010-05,-0.01798365122615808
2010-06,0.011130703107780526
2010-07,0.013968041121913188
2010-08,-0.01061359867330014
2010-09,0.015379434216434618
2010-10,-0.0033564555829044274
2010-11,-0.01139254507244769
2010-12,0.005002223210315737
2011-01,-0.005857000773566212
2011-02,0.025847409590749493
2011-03,0.012976573265962354
2011-04,0.016933317762466427
2011-05,0.0023410979749500793
2011-06,-0.004196293274274399
2011-07,0.00881937911571029
2011-08,-0.0035153503632529004
2011-09,-0.038422535211267594
2011-10,0.002485033322037644
2011-11,-0.02853067047075608
2011-12,0.004851692579115552
2012-01,0.007890642364969835
2012-02,-0.002770697107392195
2012-03,-0.013448502077410884
2012-04,-0.0033780102429988856
2012-05,-0.031962025316455644
2012-06,0.0049825082158379
2012-07,-0.003591422837224023
2012-08,-0.010969494358545773
2012-09,-0.00198102387655108
2012-10,-0.003428927680797944
2012-11,0.0006238303181533844
2012-12,-0.01786990707648317
2013-01,0.005028735632183867
2013-02,0.007756748371082978
2013-03,-0.006779661016949157
2013-04,0.0001027326895417513
2013-05,-0.014478080388781955
2013-06,-0.012694922031187605
2013-07,-0.024666081700302267
2013-08,-0.08288626609442062
2013-09,-0.01946344029458169
2013-10,0.011708355508248891
2013-11,-0.057751776013372336
2013-12,-0.016925478596664267
2014-01,-0.003438958486858157
2014-02,0.05193798449612386
2014-03,0.021917084763665162
2014-04,-0.017384535547483093
2014-05,-0.009763617677286729
2014-06,-0.016757894736842083
2014-07,0.025474956822107098
2014-08,-0.009409751924721821
2014-09,-0.040859862159501326
2014-10,0.008522962350020702
2014-11,-0.009913157463542599
2014-12,-0.014691637068130481
2015-01,-0.02241161616161602
2015-02,-0.020105165480977405
2015-03,-0.010861251338534439
2015-04,0.008562832677620813
2015-05,-0.019736842105263053
2015-06,-0.008621335932228802
2015-07,-0.014772139744442137
2015-08,-0.03753465557688196
2015-09,-0.039991810550740414
2015-10,0.07081262788658282
2015-11,-0.011771502852603422
2015-12,0.004279083260806615
2016-01,0.0007257947452459224
2016-02,0.030130841121495555
2016-03,0.010272679205378
2016-04,0.004476479514415654
2016-05,-0.03429073856975384
2016-06,0.03315669947009847
2016-07,0.0074740695546064995
2016-08,-0.01190655614167302
2016-09,0.017481981291213033
2016-10,-0.0004598405885959389
2016-11,-0.03740317226115819
2016-12,0.006086246567208464
2017-01,0.007779190664971125
2017-02,0.00232418653471278
2017-03,0.0012010208677377676
2017-04,-0.0005251706804713097
2017-05,0.00045034902049101433
2017-06,-0.0018729397662570202
2017-07,0.0017260787992494642
2017-08,-0.0012741717883375525
2017-09,-0.009649643705463173
2017-10,-0.006709430067094346
2017-11,0.0027354724234807115
2017-12,-0.0021394319439320686
2018-01,0.012625130733602274
2018-02,-0.026543524107337513
2018-03,0.001675407925407768
2018-04,-0.013296916552864246
2018-05,0.0012233736327003086
2018-06,-0.030286113049546426
2018-07,-0.00582766754544195
2018-08,-0.020122365737593406
2018-09,-0.012950412668590205
2018-10,-0.019732947444583426
2018-11,0.06299818207243746
2018-12,-0.006115357887421902
2019-01,0.029843269161955233
2019-02,-0.006823512687468947
2019-03,-0.012216527416976763
2019-04,-0.0009819737672722706
2019-05,-0.0008409839512228956
2019-06,0.010123177120203941
2019-07,0.0074169162744257555
2019-08,-0.012396112128468695
2019-09,0.00021134202183858974
2019-10,0.010823898027487067
2019-11,-0.004607314998582357
2019-12,0.017452762152026624
2020-01,0.015452215305748584
2020-02,-0.046305349909205096
2020-03,-0.1221336603310853
2020-04,0.09595484477892757
2020-05,0.01861738535249824
2020-06,0.024185068349106276
2020-07,-0.022945205479452224
2020-08,0.0025406852983589356
2020-09,-0.021303763440860157
2020-10,0.017435897435897463
2020-11,0.03576487252124627
2020-12,0.004982206405693912
2021-01,0.0014255167498220533
2021-02,-0.014401123990165132
2021-03,-0.019965576592082646
2021-04,0.005538248528902612
2021-05,0.011554621848739455
2021-06,-0.015172413793103301
2021-07,0.002558252091543922
2021-08,0.013666947014297604
2021-09,-0.003143994969608044
2021-10,0.010234330886504717
2021-11,-0.011442924923248499
2021-12,0.004837691930168919
2022-01,-0.007307906458797309
2022-02,-0.0009734390209985566
2022-03,0.0013228434171135284
2022-04,-0.008217097086037795
2022-05,-0.006585265468514234
2022-06,-0.021807689726900614
2022-07,0.004651476338142002
2022-08,-0.0006063464259246087
2022-09,-0.025218362119918458
2022-10,-0.023785100653930025
2022-11,-0.008517670989066972
2022-12,0.010209978809478049
2023-01,0.03882329397638595
2023-02,-0.01769215647729505
2023-03,0.017671379034408963
2023-04,0.021943573667711602
2023-05,-0.02134187008136601
2023-06,-0.004778972520907865
2023-07,-0.0009283819628648216
2023-08,-0.00984898227183173
2023-09,-0.01487710219922389
