Date,USDJPY
1971-02,0.0004474773464593351
1971-03,0.00039169604386990464
1971-04,5.5959709009734127e-05
1971-05,0.0
1971-06,0.0
1971-07,2.7980637398838937e-05
1971-08,0.051611004855083076
1971-09,0.013418816162218627
1971-10,0.01775417298937798
1971-11,0.006291228927437054
1971-12,0.03945906479159378
1972-01,0.014328954147346584
1972-02,0.023599208965062735
1972-03,-0.0030231335436383677
1972-04,-0.001836788244555243
1972-05,0.0006235846269979639
1972-06,0.012494600073106543
1972-07,-0.0015262616543348928
1972-08,0.0009298927302314741
1972-09,0.0
1972-10,0.0
1972-11,0.0
1972-12,-0.0018232447125904327
1973-01,0.0008958492318924538
1973-02,0.13445251627959487
1973-03,-0.0010903895322602608
1973-04,0.0016194027040259407
1973-05,0.003173523744757878
1973-06,0.005813953488372103
1973-07,-0.0010628606134223118
1973-08,-0.007347677003654907
1973-09,-0.0007906626506025694
1973-10,-0.005057126802771927
1973-11,-0.04698154296526369
1973-12,-0.000570878081849524
1974-01,-0.06192054088429222
1974-02,0.0358492528516452
1974-03,0.044695570285052
1974-04,-0.012694893434415766
1974-05,-0.008122583620047585
1974-06,-0.008161829375549545
1974-07,-0.046908530042918506
1974-08,-0.01551462335776066
1974-09,0.015452686622196898
1974-10,-0.005367740214709538
1974-11,-0.0011988011988012248
1974-12,-0.0023918676499899982
1975-01,0.010235929791589493
1975-02,0.04021644266015034
1975-03,-0.025779682345338895
1975-04,0.006159531875577384
1975-05,0.0023323615160351086
1975-06,-0.013967803030303094
1975-07,-0.006818716200329145
1975-08,-0.0008725710642012441
1975-09,-0.016113587584612787
1975-10,0.003645401822701011
1975-11,-0.004519662179994777
1975-12,-0.00668501769563512
1976-01,0.004906642078572165
1976-02,0.005163682102545364
1976-03,0.008445156552506994
1976-04,0.0018057784911715835
1976-05,-0.003299670032996471
1976-06,0.0069134476625161145
1976-07,0.01606083339016595
1976-08,0.013513046483497382
1976-09,0.008680192428362377
1976-10,-0.025545213669406874
1976-11,-0.009121814938234163
1976-12,0.013682271052272377
1977-01,0.016121762646049254
1977-02,0.01987199886849833
1977-03,0.018951540263015598
1977-04,-0.0008279933760528824
1977-05,0.0018032313906519715
1977-06,0.03621211554990844
1977-07,0.002923428657096716
1977-08,-0.0025794392523363907
1977-09,0.01437184786318313
1977-10,0.058523662344960314
1977-11,0.020940906483075228
1977-12,0.01683473622801901
1978-01,-0.006705298013244931
1978-02,0.014699706005879776
1978-03,0.035712732176258255
1978-04,0.021869582611014682
1978-05,0.016400108430469018
1978-06,0.08654459771243439
1978-07,0.07703288569313749
1978-08,-0.007191223557818427
1978-09,0.006977112955230069
1978-10,0.053983286908078076
1978-11,-0.09844299347061769
1978-12,0.02470406587750884
1979-01,-0.03907022749752709
1979-02,-0.0022205773501111636
1979-03,-0.03306613226452915
1979-04,-0.055094679891794396
1979-05,0.006580440208758809
1979-06,0.011707988980716122
1979-07,0.005076142131979822
1979-08,-0.01678765880217792
1979-09,-0.01826280623608023
1979-10,-0.05612781164599523
1979-11,-0.046884391905430034
1979-12,0.03849354972950492
1980-01,0.004052981239293096
1980-02,-0.0489568845618914
1980-03,0.006801360272054469
