Date,USDJPY
1980-04,0.044286609567578905
1980-05,0.0733183856502242
1980-06,0.01409731696225558
1980-07,-0.0329815303430081
1980-08,0.037882245549977434
1980-09,0.039127341712117625
1980-10,-0.0009476427386876374
1980-11,-0.025623268698060864
1980-12,0.06646971935007384
1981-01,-0.01741654571843254
1981-02,-0.014306151645207321
1981-03,-0.007337278106508971
1981-04,-0.02099360459727495
1981-05,-0.036266190263510634
1981-06,-0.013004187789287913
1981-07,-0.05636439267886861
1981-08,0.04295010845987002
1981-09,-0.00774860094705121
1981-10,-0.0021477663230241584
1981-11,0.08683473389355756
1981-12,-0.025477707006369532
1982-01,-0.03723171265878222
1982-02,-0.03772391991570079
1982-03,-0.04431017119838865
1982-04,0.05257578969684129
1982-05,-0.03062063296341977
1982-06,-0.045882352941176374
1982-07,-0.012010848508330119
1982-08,-0.011489850631941745
1982-09,-0.026835631755497524
1982-10,-0.03175748827138225
1982-11,0.11195826645264884
1982-12,0.0617809970174692
1983-01,-0.021471753179070352
1983-02,0.008408660920748545
1983-03,-0.004811715481171763
1983-04,0.002937473772555599
1983-05,-0.002302700439606453
1983-06,-0.0017970578401871329
1983-07,-0.010217166494312369
1983-08,-0.019070805437208405
1983-09,0.045830681094843895
1983-10,0.006836146122623399
1983-11,0.006666666666666599
1983-12,0.0034527406128614935
1984-01,-0.01265607022627524
1984-02,0.005312084993359889
1984-03,0.0386206896551724
1984-04,-0.009911894273127664
1984-05,-0.019777182830987172
1984-06,-0.024104509060261292
1984-07,-0.032613126783530344
1984-08,0.014055394791235853
1984-09,-0.020251113811259547
1984-10,0.004884004884005089
1984-11,-0.007272727272727431
1984-12,-0.016295707472178123
1985-01,-0.012558869701726816
1985-02,-0.01792252842551545
1985-03,0.03366533864541821
1985-04,-0.001988071570576677
1985-05,0.0011942675159237748
1985-06,0.011272141706924144
1985-07,0.05053922605201944
1985-08,-0.010669456066945693
1985-09,0.10392609699769051
1985-10,0.023398723705979618
1985-11,0.04675903018307803
1985-12,0.009238451935080993
1986-01,0.041341653666146616
1986-02,0.06507892550540006
1986-03,0.016610360360360454
1986-04,0.05966587112171817
1986-05,-0.03954154727793702
1986-06,0.06532356532356531
1986-07,0.06467338316542093
1986-08,-0.004529278550631011
1986-09,0.0012957563977973319
1986-10,-0.05538555691554481
1986-11,0.0083307621104598
1986-12,0.023689197725837108
1987-01,0.03026358607224222
1987-02,0.002479284922032976
1987-03,0.05210049423393737
1987-04,0.03561526978033713
1987-05,-0.023802914642609307
1987-06,-0.01839237057220733
1987-07,-0.0206804536357571
1987-08,0.05749559082892408
1987-09,-0.03242320819112621
1987-10,0.05852601156069359
1987-11,0.04515934148920109
1987-12,0.09212371134020603
1988-01,-0.050880626223092085
1988-02,-0.005449591280653809
1988-03,0.03505237711522957
1988-04,-0.006564201088696819
1988-05,-0.0015186635760531253
1988-06,-0.06305699093836603
1988-07,0.0036076662908681723
1988-08,-0.025417521242308894
1988-09,0.01956684092606431
1988-10,0.06693227091633469
1988-11,0.029532403609515923
1988-12,-0.025189924030387778
1989-01,-0.04176245210727969
1989-02,0.028611965003547013
1989-03,-0.044437749491602174
1989-04,-0.0006021829130596901
1989-05,-0.0666057753108974
1989-06,-0.011597222222222148
1989-07,0.05147864184008766
1989-08,-0.05290456431535262
1989-09,0.035816618911174825
1989-10,-0.021929517270370624
1989-11,-0.0012595339724301713
1989-12,-0.006189151599443776
1990-01,-0.005188516084399852
1990-02,-0.028692380056443922
1990-03,-0.057026992776580854
1990-04,-0.006484104501101706
1990-05,0.04068396226415083
1990-06,0.0019035116508039351
1990-07,0.04256483952644907
1990-08,0.015285208087264524
1990-09,0.040934403702900024
1990-10,0.06402462485571392
1990-11,-0.023666416228399823
1990-12,-0.01952117863720071
1991-01,0.03271205781666042
1991-02,-0.01128243700639342
1991-03,-0.05440967283072551
1991-04,0.030942953512245186
1991-05,-0.01495124593716135
1991-06,0.003988397389412368
1991-07,0.0034929413476934013
1991-08,0.004165144318597047
1991-09,0.030109145652992053
1991-10,0.017228177641653852
1991-11,0.003997539975399533
1991-12,0.04147317854283439
1992-01,-0.005177220230983437
1992-02,-0.027874564459930418
1992-03,-0.028362925067709766
1992-04,-0.002850712678169831
1992-05,0.04344422700587103
1992-06,0.014936045125923725
1992-07,-0.01045597484276739
1992-08,0.03347416314592144
1992-09,0.025068709919213727
1992-10,-0.027379505872823007
1992-11,-0.010420841683366877
1992-12,-0.0008809867051096099
1993-01,0.0010422512627275005
1993-02,0.054799154334038036
1993-03,0.02933495821727017
1993-04,0.03448896893291309
1993-05,0.037075084049308815
1993-06,-0.002050326188257068
1993-07,0.020932445290199775
1993-08,0.003341288782816365
1993-09,-0.014581373471307613
1993-10,-0.02117863720073665
1993-11,-0.004400440044004417
1993-12,-0.024765310683951713
1994-01,0.030970596368328884
1994-02,0.038181818181818095
1994-03,0.017031630170316392
1994-04,0.010324483775811188
1994-05,-0.029394922695170744
1994-06,0.06440471353108501
1994-07,-0.017074388417374076
1994-08,0.0009995002498752736
1994-09,0.009077155824508187
1994-10,0.02258663366336644
1994-11,-0.020408163265306256
1994-12,-0.006025306286402854
1995-01,0.00030135610246118105
1995-02,0.029579067121729308
1995-03,0.11715771230502581
1995-04,0.026203462176902947
1995-05,-0.0033089104230679123
1995-06,-0.00011816140848386336
1995-07,-0.04318824194460147
1995-08,-0.09244818387030573
1995-09,-0.022761455931013863
1995-10,-0.02187132208709286
1995-11,-0.0007840062720502194
1995-12,-0.014296754250386456
1996-01,-0.03297524521251749
1996-02,0.017295448066140695
1996-03,-0.018925974268133472
1996-04,0.020260629696566168
1996-05,-0.027294596595114684
1996-06,-0.015036908776086877
1996-07,0.027242089496348987
1996-08,-0.019100091827364607
1996-09,-0.022353891731753173
1996-10,-0.023494345577277143
1996-11,0.0019323671497584183
1996-12,-0.015989628349179053
1997-01,-0.04616652926628184
1997-02,0.007642465525834918
1997-03,-0.027625201938610622
1997-04,-0.02596380802517706
1997-05,0.09258144932519552
1997-06,0.015273171583173317
1997-07,-0.03348797975537754
1997-08,-0.019842910293509708
1997-09,0.0036511492822173253
1997-10,0.0002490039840636893
1997-11,-0.057645678529526734
1997-12,-0.02098169844551656
1998-01,0.027863046044864337
1998-02,0.007533703409992043
1998-03,-0.05237844743368136
1998-04,0.0015052306766010215
1998-05,-0.04272334293948121
1998-06,0.00014411298457983612
1998-07,-0.04064703442554951
1998-08,0.0384781048097631
1998-09,0.020811959548585612
1998-10,0.1765821693395413
1998-11,-0.056612981942410934
1998-12,0.08221830985915513
1999-01,-0.02346772113814155
1999-02,-0.02407718120805369
1999-03,0.002523128679562614
1999-04,-0.004854368932038944
1999-05,-0.01904761904761898
1999-06,0.005780346820809079
1999-07,0.05736488256352046
1999-08,0.0437437346213434
1999-09,0.030715761788465246
1999-10,0.022670509125840566
1999-11,0.018989819890367965
1999-12,-0.0034143010438006938
2000-01,-0.044819232202758075
2000-02,-0.027281790990664412
2000-03,0.07345787118116376
2000-04,-0.0499168053244593
2000-05,0.0048300204347018205
2000-06,0.014511873350923521
2000-07,-0.0302476468975601
2000-08,0.025874191431517923
2000-09,-0.01359348992047349
2000-10,-0.006431459022418373
2000-11,-0.01395180286283737
2000-12,-0.035224193689362804
2001-01,-0.01852963884361314
2001-02,-0.006816051801993961
2001-03,-0.07099889187905639
2001-04,0.02316164561062517
2001-05,0.035645391260588744
2001-06,-0.043481748896911365
2001-07,-0.0027999999999999137
2001-08,0.05227712770435211
2001-09,-0.0064402810304449165
2001-10,-0.02336219571965381
2001-11,-0.008584386135406463
2001-12,-0.06212972808749817
2002-01,-0.022423522423522413
2002-02,0.009898020395920692
2002-03,0.004746477812100025
2002-04,0.03259685700949122
2002-05,0.0347770085332475
2002-06,0.039758935297564246
2002-07,-0.0031706299541092164
2002-08,0.011733918622319761
2002-09,-0.027501847138987068
2002-10,-0.005470280862181376
2002-11,-0.0005711954304365996
2002-12,0.0316524960013469
2003-01,-0.009009760573955083
2003-02,0.014987298899237889
2003-03,8.468117537474562e-05
2003-04,-0.006645356662180357
2003-05,-0.00352053646269912
2003-06,-0.004173622704507607
2003-07,-0.006221484861053339
2003-08,0.03104686965446435
2003-09,0.04860986547085222
2003-10,0.014189557940694986
2003-11,0.0028276931496851176
2003-12,0.02247714978548787
2004-01,0.014284362879576129
2004-02,-0.03116121345431211
2004-03,0.04681953372349601
2004-04,-0.056912775968150364
2004-05,0.009130752373995632
2004-06,0.006895283625999671
2004-07,-0.023257902298850608
2004-08,0.020060456169277208
2004-09,-0.007996365288505114
2004-10,0.040071826859464865
2004-11,0.026583875036383153
2004-12,0.004287245444801746
2005-01,-0.010318225650916224
2005-02,-0.008888464111631356
2005-03,-0.023518432104526532
2005-04,0.022911694510739933
2005-05,-0.035184673482545725
2005-06,-0.02118644067796638
2005-07,-0.014044444444444304
2005-08,0.01708706265256299
2005-09,-0.0255484098317329
2005-10,-0.0248281786941581
2005-11,-0.02846173107420069
2005-12,0.017494692144373714
2006-01,0.0046928327645052725
2006-02,0.01235207739483446
2006-03,-0.017065715741212406
2006-04,0.03470086971800046
2006-05,0.010564630681818343
2006-06,-0.015728766165676422
2006-07,-0.002092779909313114
2006-08,-0.02316865417376479
2006-09,-0.006600101540023662
2006-10,0.010258163788681829
2006-11,0.010102754511700285
2006-12,-0.02729716109524627
2007-01,-0.013587406793703294
2007-02,0.018049932523616752
2007-03,0.006195366205550501
2007-04,-0.01422237095289891
2007-05,-0.018072784030230826
2007-06,-0.011691158561337955
2007-07,0.0383577811498903
2007-08,0.0246177766260689
2007-09,0.00836164097204084
2007-10,-0.005457380457380423
2007-11,0.037756202804746675
2007-12,-0.004563758389261818
2008-01,0.0497886331611086
2008-02,0.026122999807210334
2008-03,0.04052156469408219
2008-04,-0.04060816012317159
2008-05,-0.015163002274450443
2008-06,-0.006496563412108025
2008-07,-0.015845070422535246
2008-08,-0.008088235294117618
2008-09,0.025351050796343255
2008-10,0.07758708236010992
2008-11,0.03077567256359237
2008-12,0.05394969108561365
2009-01,0.008007117437722311
2009-02,-0.07849969255995082
2009-03,-0.013945028294260364
2009-04,0.0033458379803306126
2009-05,0.03450807635829656
2009-06,-0.010585305105853093
2009-07,0.017743979721166037
2009-08,0.01675257731958779
2009-09,0.03801136996990295
2009-10,-0.004218004218004223
2009-11,0.04258766346487697
2009-12,-0.07115984091153404
2010-01,0.030574941841143177
2010-02,0.01461166685399573
2010-03,-0.04814378945116071
2010-04,-0.004049014384656435
2010-05,0.028267776925605448
2010-06,0.03211579780617435
2010-07,0.022666820862726977
2010-08,0.026959619952493963
2010-09,0.008021070274152997
2010-10,0.03893034825870645
2010-11,-0.039311745728282776
2010-12,0.03168145956607482
2011-01,-0.011214041930765473
2011-02,0.003179261433113423
2011-03,-0.01623962468422957
2011-04,0.023894568296588314
2011-05,-0.004048086359175751
2011-06,0.011916583912611634
2011-07,0.04950495049504933
2011-08,0.001304461257500833
2011-09,-0.005190760446405318
2011-10,-0.014199820903159854
2011-11,0.007085802628188587
2011-12,0.009231569366792591
2012-01,0.008391241641536595
2012-02,-0.06013555144793603
2012-03,-0.02075540002413423
2012-04,0.03821097469305945
2012-05,0.019152196118488174
2012-06,-0.01842336132347422
2012-07,0.02137736815156166
2012-08,-0.003444316877152631
2012-09,0.005515649050795268
2012-10,-0.022690234423969002
2012-11,-0.03285645004849669
2012-12,-0.04922190201729104
2013-01,-0.05408352415221873
2013-02,-0.009183232497839366
2013-03,-0.01761834005518992
2013-04,-0.03314520266803489
2013-05,-0.029865604778496868
2013-06,0.01321363728061331
2013-07,0.012872905598692475
2013-08,-0.00295405928491399
2013-09,-0.0010176045588683458
2013-10,-0.000915006100040805
2013-11,-0.03982819211245603
2013-12,-0.027252872471750123
2014-01,0.032046256370050985
2014-02,0.0023575638506876384
2014-03,-0.013852562239659028
2014-04,0.009683098591549477
2014-05,0.004618256853689662
2014-06,0.004342248100266399
2014-07,-0.014299610894941583
2014-08,-0.012393121337304303
2014-09,-0.05070679434564529
2014-10,-0.023771367521367437
2014-11,-0.05319059259883674
2014-12,-0.009600935047587189
2015-01,0.01949102051238416
2015-02,-0.017888489509320538
2015-03,-0.00416215766253214
2015-04,0.0062824593734294165
2015-05,-0.038421264599275196
2015-06,0.013469387755102202
2015-07,-0.011219630317216955
2015-08,0.021941763589870433
2015-09,0.01126126126126148
2015-10,-0.00613496932515345
2015-11,-0.020225814312403667
2015-12,0.024039261354183994
2016-01,-0.0075945187386494695
2016-02,0.0749844706717544
2016-03,0.0010660033756773046
2016-04,0.056995305164319277
2016-05,-0.03820102953129234
2016-06,0.07296511627906965
2016-07,0.01116990005878904
2016-08,-0.013245673402301095
2016-09,0.020522940305870874
2016-10,-0.0331043693951536
2016-11,-0.08422156211777032
2016-12,-0.021374829001368112
2017-01,0.03687943262411353
2017-02,0.0002660281989890212
2017-03,0.012388903851333177
2017-04,-0.0008969414297245182
2017-05,0.006409099115363581
2017-06,-0.01432511789305091
2017-07,0.01931797569381466
2017-08,0.002545917439534362
2017-09,-0.022486890054217334
2017-10,-0.009943681802182414
2017-11,0.00977430247023281
2017-12,-0.0013310852781968086
2018-01,0.03205421741917758
2018-02,0.023528308961379807
2018-03,0.0037636432066241454
2018-04,-0.02798609840863364
2018-05,0.004778533357838732
2018-06,-0.01751534850126424
2018-07,-0.009833720722331352
2018-08,0.007475457083671033
2018-09,-0.023482849604221756
2018-10,0.006729236762883062
2018-11,-0.0055472395879193614
2018-12,0.03537241316437223
2019-01,0.0073468638075120385
2019-02,-0.02244366639734252
2019-03,0.004780804618437662
2019-04,-0.005026027643151965
2019-05,0.028903869240003655
2019-06,0.0040797403801577925
2019-07,-0.008549365692222977
2019-08,0.023522770041400243
2019-09,-0.016654330125832728
2019-10,0.0004628343978523297
2019-11,-0.013334551100557035
2019-12,0.00810238467912705
2020-01,0.0023996308260270105
2020-02,0.004263601816665075
2020-03,0.0032546029384414865
2020-04,0.003358835603657351
2020-05,-0.006028007048131112
2020-06,-0.0009265264523303784
2020-07,0.0198431446659737
2020-08,-0.0007553583231044714
2020-09,0.004076602199469148
2020-10,0.007834893942289423
2020-11,0.003355382993001532
2020-12,0.010266343825665825
2021-01,-0.0136606801681316
2021-02,-0.017734822182602805
2021-03,-0.037481936416185024
2021-04,0.012899094318909565
2021-05,-0.0024639532761452365
2021-06,-0.013770137701377028
2021-07,0.012668611009843067
2021-08,-0.002726776949645404
2021-09,-0.01141162728007905
2021-10,-0.023343571741992197
2021-11,0.006892285941503928
2021-12,-0.016597149808828537
2022-01,-0.00026062027625750606
2022-02,0.0009565217391305225
2022-03,-0.055053410024650695
2022-04,-0.06168080185042413
2022-05,0.008004973964405027
2022-06,-0.05194518125552616
2022-07,0.018383732272829523
2022-08,-0.04094703511801956
2022-09,-0.03993367417438154
2022-10,-0.026696254454979473
2022-11,0.07706235967263009
2022-12,0.053004881025015216
2023-01,0.00791759551080018
2023-02,-0.044650069765733824
2023-03,0.024913442721661738
2023-04,-0.02523844460748348
2023-05,-0.021817137935983943
2023-06,-0.034439747765227624
2023-07,0.014196359547403281
2023-08,-0.022330630754431757
2023-09,-0.025641025641025772
