Date,USDARS
2011-08,-0.013551813656607958
2011-09,-0.0014507229832572133
2011-10,-0.0074123034795336995
2011-11,-0.010326137744136044
2011-12,-0.0045581395348837095
2012-01,-0.00837119203007164
2012-02,-0.00463674968437966
2012-03,-0.005092719466520568
2012-04,-0.008266708943899692
2012-05,-0.012458063073137904
2012-06,-0.01215201060539095
2012-07,-0.012868047982551922
2012-08,-0.011533901045596484
2012-09,-0.012370651109313346
2012-10,-0.014623502507185804
2012-11,-0.01461649782923291
2012-12,-0.015969891160614424
2013-01,-0.012654413980114465
2013-02,-0.013240045190573313
2013-03,-0.014839982035811272
2013-04,-0.012761445783132541
2013-05,-0.01837414373840973
2013-06,-0.01891766453169952
2013-07,-0.021614748887476165
2013-08,-0.029252036534189174
2013-09,-0.020737287403954197
2013-10,-0.02026626968687084
2013-11,-0.037404331542094216
2013-12,-0.058085494731352605
2014-01,-0.18676562305101652
2014-02,0.018484405767642542
2014-03,-0.016419048095065558
2014-04,0.0001999675052803962
2014-05,-0.009531708403995975
2014-06,-0.0066401878927241365
2014-07,-0.009645010046885227
2014-08,-0.022812738004569844
2014-09,-0.0028834173835656784
2014-10,-0.008681025254961061
2014-11,-0.0025928620034259
2014-12,0.00689899586532805
2015-01,-0.020526705544756108
2015-02,-0.009535160905840279
2015-03,-0.010590769928563448
2015-04,-0.009857636861723584
2015-05,-0.009420007785130302
2015-06,-0.010498629895783984
2015-07,-0.010863530974125624
2015-08,-0.0118002667699324
2015-09,-0.01297432739472959
2015-10,-0.009725478651260278
2015-11,-0.018117812235459274
2015-12,-0.25092989985693837
2016-01,-0.07311041823459852
2016-02,-0.11903995150504842
2016-03,0.07699683770274413
2016-04,0.03135192004208309
2016-05,0.019266514154989922
2016-06,-0.07025589896975737
2016-07,0.002665778073975167
2016-08,0.004821536195004361
2016-09,-0.024465131471500756
2016-10,0.010129338788438469
2016-11,-0.0452669711765632
2016-12,-0.0004722921914357414
2017-01,-0.00114478368620341
2017-02,0.027061947245676343
2017-03,0.005965881397238304
2017-04,-0.0005391080684342686
2017-05,-0.043762887878562196
2017-06,-0.03171796629740553
2017-07,-0.05757328436373521
2017-08,0.017344373457573115
2017-09,0.0014782990321762224
2017-10,-0.01897780446629893
2017-11,0.020087144458698747
2017-12,-0.07080415825422048
2018-01,-0.05168015235689816
2018-02,-0.02373779554176836
2018-03,-0.0012214377215717942
2018-04,-0.019402396451576598
2018-05,-0.1775110726671313
2018-06,-0.1367173590632682
2018-07,0.05453478283060287
2018-08,-0.25626126920000547
2018-09,-0.10713680489989597
2018-10,0.15039811511500645
2018-11,-0.048791342702359075
2018-12,0.002139752946142437
2019-01,0.009489786620499707
2019-02,-0.04655096638354839
2019-03,-0.09659279778393359
2019-04,-0.020379365553173545
2019-05,-0.012644152944459863
2019-06,0.05436932058948152
2019-07,-0.03195077484047415
2019-08,-0.2625321633790413
2019-09,0.03313625906150963
2019-10,-0.03452848344235415
2019-11,-0.00422001502378766
2019-12,0.0005394779256655546
2020-01,-0.007859545627785902
2020-02,-0.029932919781832434
2020-03,-0.03405618424158119
2020-04,-0.036361051883439854
2020-05,-0.024812863875797175
2020-06,-0.02727982400113549
2020-07,-0.025720804812279563
2020-08,-0.025075834175935285
2020-09,-0.02625533311453887
2020-10,-0.027419927326212234
2020-11,-0.036686370154995984
2020-12,-0.033759140352315864
2021-01,-0.036280592208113416
2021-02,-0.027960879705651642
2021-03,-0.023502131813704752
2021-04,-0.016754867997293532
2021-05,-0.01191971145975812
2021-06,-0.010838791905642409
2021-07,-0.010066767051659764
2021-08,-0.010731170320625538
2021-09,-0.010057091464841128
2021-10,-0.009871571298637027
2021-11,-0.012067708353972972
2021-12,-0.017493381093287685
2022-01,-0.021776182360054297
2022-02,-0.02251902180235943
2022-03,-0.032093148957254125
2022-04,-0.037370874756318506
2022-05,-0.0405977003843786
2022-06,-0.040106695629951394
2022-07,-0.0460474690728796
2022-08,-0.05380459934171555
2022-09,-0.05831968915715635
2022-10,-0.06106509705442775
2022-11,-0.06210509200422254
2022-12,-0.05558679402931166
2023-01,-0.052703185465498015
2023-02,-0.05152798468946507
2023-03,-0.056675917508014706
2023-04,-0.061294980831984036
2023-05,-0.07028550000083511
2023-06,-0.06724496214917142
2023-07,-0.06736320674351348
2023-08,-0.21352545289979286
2023-09,3.65715957557633e-05
