Date,Canada_IRS10
2011-12,-0.08152015853060979
2012-01,0.01397808601593531
2012-02,0.08074825592618318
2012-03,0.07262709511733045
2012-04,0.016219478263391762
2012-05,-0.26043010460290816
2012-06,0.08771601349872027
2012-07,-0.012716850165919391
2012-08,0.046803676552076956
2012-09,-0.0009936928567090275
2012-10,-0.0006495825320451676
2012-11,-0.005469174456566028
2012-12,0.03900454402678277
2013-01,0.09099748292178589
2013-02,-0.08609138546821038
2013-03,0.02194169105034005
2013-04,-0.06778056426993129
2013-05,0.10853398339655507
2013-06,0.2069677932534737
2013-07,0.029319613620018448
2013-08,0.01907794429775289
2013-09,0.0074888104268617806
2013-10,-0.06012460067288594
2013-11,0.0033890497499340366
2013-12,0.07945851929467107
2014-01,-0.16099231590128338
2014-02,-0.0021350368080346183
2014-03,0.02113337642749391
2014-04,-0.009622558864474828
2014-05,-0.0393392280404512
2014-06,0.029104582513354238
2014-07,-0.05174691471225512
2014-08,-0.06128421415045626
2014-09,0.037506697624575924
2014-10,-0.041911423545583526
2014-11,-0.08487160766711221
2014-12,-0.06897518028321648
2015-01,-0.36634371823369305
2015-02,0.08344787698804756
2015-03,0.023306086784577573
2015-04,0.20490090546444617
2015-05,-0.013694841461021068
2015-06,0.04705720930920809
2015-07,-0.14995116237618722
2015-08,0.00820231682753203
2015-09,-0.07431762431791311
2015-10,0.046710367647768036
2015-11,-0.04512659744738989
2015-12,-0.040540337874778065
2016-01,-0.19154762594828023
2016-02,-0.17984038107015698
2016-03,0.15295856434417932
2016-04,0.1679917143005505
2016-05,-0.1234271175437257
2016-06,-0.2163810389205003
2016-07,-0.046494489978502695
2016-08,-0.028579948865704585
2016-09,-0.007548429595041983
2016-10,0.21067807058846366
2016-11,0.3512453829371376
2016-12,0.09154785355603301
2017-01,0.051572547295636095
2017-02,-0.09812247080121672
2017-03,0.04693777154072021
2017-04,-0.09320421191409622
2017-05,-0.018011795234725403
2017-06,0.31382554785038286
2017-07,0.16120350619917345
2017-08,-0.07921732876737853
2017-09,0.12885051066577646
2017-10,-0.06790566101830997
2017-11,-0.03011943965442665
2017-12,0.11766058622045406
2018-01,0.1399709744273876
2018-02,-0.0607879211497907
2018-03,-0.05914981651090023
2018-04,0.08086286219188943
2018-05,-0.022803682557267835
2018-06,-0.04057413642201246
2018-07,0.06758450890103296
2018-08,-0.030696842670466018
2018-09,0.0958004388131184
2018-10,0.020995139136785523
2018-11,-0.08091544094750602
2018-12,-0.13143386925510736
2019-01,0.0003256370042048484
2019-02,0.02261471389333991
2019-03,-0.17390269332085517
2019-04,0.05980043276691349
2019-05,-0.1401427479363342
2019-06,-0.016262598259078165
2019-07,0.006401555104679657
2019-08,-0.2052878377106896
2019-09,0.14565350524537357
2019-10,0.08064686031007384
2019-11,0.037502889751118706
2019-12,0.18859944580504684
2020-01,-0.26319745753535195
2020-02,-0.1287933410332155
2020-03,-0.38725383080396325
2020-04,-0.0673033007717525
2020-05,0.005013944815662974
2020-06,0.061419696155999626
2020-07,-0.09905017351269874
2020-08,0.2773210955264298
2020-09,-0.0685209953993956
2020-10,0.10701261072033175
2020-11,0.05654889072479419
2020-12,0.031269688356413194
2021-01,0.21144294884378545
2021-02,0.3950939079495146
2021-03,0.18753207347371004
2021-04,-0.028317548961379835
2021-05,-0.02584859853657273
2021-06,-0.07901744252518017
2021-07,-0.12041346444652357
2021-08,0.02284698756137038
2021-09,0.16934809886099544
2021-10,0.15939274698894934
2021-11,-0.1279453209312903
2021-12,-0.023119544706107997
2022-01,0.19185089410037803
2022-02,0.02741545633853315
2022-03,0.2857514460948003
2022-04,0.14105415724330816
2022-05,0.02013524373530351
2022-06,0.08717304030566186
2022-07,-0.16193662549224508
2022-08,0.1510307975356735
2022-09,-0.03932173233316094
2022-10,0.03815769197345675
2022-11,-0.08029916987139651
2022-12,0.08860377892434701
2023-01,-0.10013551600808124
2023-02,0.10844417208993296
2023-03,-0.11776475815340537
2023-04,-0.007569621610414856
2023-05,0.12335738697369902
2023-06,0.057624902687570145
2023-07,0.07177278308612878
2023-08,-0.004622723571217069
2023-09,0.10357830119812461
