Date,Mexico_IRS2
2000-03,-0.048276526824024946
2000-04,0.018195810844251703
2000-05,0.10706070480239971
2000-06,-0.14091163573859045
2000-07,0.028261799382601094
2000-08,-0.011123185780868905
2000-09,-0.005813602734438206
2000-10,0.01171663617833052
2000-11,0.00013345691006905192
2000-12,-0.03076477764615837
2001-01,0.03886210281580982
2001-02,-0.016391306092776503
2001-03,-0.02063909817383003
2001-04,-0.022542210160709786
2001-05,-0.07864693214446572
2001-06,-0.011797384025638014
2001-07,-0.018557920202752376
2001-08,0.02765604549919254
2001-09,-0.018171398104293246
2001-10,-0.05730204482422763
2001-11,0.02587792714657433
2001-12,-0.17014242493694554
2002-01,-0.056451829640771334
2002-02,0.013743100854649581
2002-03,-0.05614353711736153
2002-04,-0.12910101117615758
2002-05,0.021120203013822225
2002-06,0.13747651056749088
2002-07,-0.08293896265809031
2002-08,-0.03796360554128153
2002-09,0.158556780738617
2002-10,-0.06812794339286976
2002-11,-0.028983963368030774
2002-12,-0.05383635438031409
2003-01,-0.0117392959541337
2003-02,-0.012958369093990063
2003-03,-0.06006383825384587
2003-04,-0.08259697011581446
2003-05,-0.07013848429166869
2003-06,-0.07086614071610275
2003-07,0.030050801307499153
2003-08,-0.06523357606380242
2003-09,-0.04613274128660538
2003-10,-0.016924178632596543
2003-11,0.0863911991067492
2003-12,-0.001603482031133141
2004-01,-0.06303172669728718
2004-02,0.04172738414234578
2004-03,-0.02935143747506308
2004-04,0.07175473068177785
2004-05,0.10309018392243141
2004-06,0.057042177095141255
2004-07,0.0022844592346271675
2004-08,0.012487596008690094
2004-09,0.022428301421079988
2004-10,-0.0004216734500941399
2004-11,0.060568167910786785
2004-12,-0.039986495112153575
2005-01,0.013924740346157982
2005-02,0.07172599920414169
2005-03,0.032250868658191045
2005-04,0.025414628688267493
2005-05,-0.03338602776468391
2005-06,-0.02527705698046856
2005-07,0.014544733787010822
2005-08,-0.062154777641393544
2005-09,-0.0260928834773988
2005-10,-0.008243532938488451
2005-11,-0.0004197445415947687
2005-12,-0.051157439714343944
2006-01,-0.012027900970498218
2006-02,-0.024922447192187724
2006-03,-0.0027006373707220144
2006-04,-0.030341140847126802
2006-05,0.03452606058985208
2006-06,-0.006716190500013375
2006-07,0.0013993835723438153
2006-08,-0.02983259259319493
2006-09,-0.007840534417908662
