Date,Mexico_IRS2
2006-10,0.005316687993500713
2006-11,-0.04191778830543735
2006-12,-0.007715318080540934
2007-01,0.03991916751072977
2007-02,0.006644749846529852
2007-03,-0.029184420251219256
2007-04,0.03266601848536976
2007-05,0.023478050897930203
2007-06,0.005206479313505374
2007-07,-0.0074978887827598095
2007-08,-0.009048941460286453
2007-09,0.011894427249374173
2007-10,0.03461395505997644
2007-11,-0.027988146802648828
2007-12,0.02304042142105711
2008-01,-0.05725902982255293
2008-02,0.001066248953676352
2008-03,-0.011801848510800905
2008-04,0.09504488805243216
2008-05,0.03172613914518174
2008-06,0.11913178745889841
2008-07,0.02944515004455739
2008-08,-0.07188227425770266
2008-09,-0.08569995388785012
2008-10,-0.1113585679080672
2008-11,-0.066468927067179
2008-12,-0.11600464444207936
2009-01,-0.13728206236972162
2009-02,0.027050121152367046
2009-03,-0.09447676835450036
2009-04,-0.049466646309220486
2009-05,0.03643792335416518
2009-06,0.015954935202349363
2009-07,-0.005488752781403705
2009-08,0.021767100978114406
2009-09,0.020935809758234614
2009-10,-0.000217900183365205
2009-11,-0.006565483756243329
2009-12,0.01153506798274595
2010-01,-0.025147689099965342
2010-02,0.00588092006820462
2010-03,0.03464856693904905
2010-04,-0.00822354141288617
2010-05,-0.08796986187457545
2010-06,-0.025046456856001376
2010-07,0.000159934030280251
2010-08,-0.07792352854835716
2010-09,0.05862776482447729
2010-10,-0.028579470438209298
2010-11,0.05798107343644188
2010-12,0.035671431728808045
2011-01,0.036645175880774206
2011-02,0.03635784396545727
2011-03,0.03022626468403633
2011-04,-0.002620741943391458
2011-05,-0.03235815726546043
2011-06,-0.020980861996279132
2011-07,-0.049747108238504034
2011-08,-0.13326190288967066
2011-09,-0.07104435256136543
2011-10,0.00701448388990511
2011-11,-0.01800722270545052
2011-12,0.051501498594420436
2012-01,0.009508491492011606
2012-02,0.039766508526708044
2012-03,0.0010054001167503213
2012-04,-0.033404810764043114
2012-05,-0.09945177294516927
2012-06,0.06371939146267791
2012-07,-0.011238168431956908
2012-08,0.03722956811847822
2012-09,0.044914574462616486
2012-10,0.014778230676640414
2012-11,-0.010904924333326016
2012-12,0.007812804518708694
2013-01,-0.05347987752003569
2013-02,-0.02469003883438292
2013-03,0.015973983414385717
2013-04,-0.050517476890388435
2013-05,0.007152068570171144
2013-06,0.048319297714595644
2013-07,0.021854202942539036
2013-08,-0.04602602199943928
2013-09,-0.10160505086919358
2013-10,0.008956018080985118
2013-11,-0.011412363378524915
2013-12,0.026257631978445328
2014-01,0.024958200223003546
2014-02,-0.03684811427967627
2014-03,0.014642364833818311
2014-04,-0.0018617918833149227
2014-05,0.0008082787989149853
2014-06,-0.10683053687117139
2014-07,0.0012641759687141985
2014-08,0.007470448601142543
2014-09,0.030556770643184628
2014-10,-0.03806777707538178
2014-11,-0.06051631761320475
2014-12,0.04369839010760468
2015-01,-0.08025363082336967
2015-02,0.06521858958287763
2015-03,-0.004454712221967583
2015-04,-0.00543464854561182
2015-05,-0.009736559085746443
2015-06,-0.03584732417290448
2015-07,0.003917611141367905
2015-08,-0.0035914565344395966
2015-09,-0.032144513495041216
2015-10,0.006330702459533821
2015-11,0.007150536959924958
2015-12,-0.013237929197539966
2016-01,-0.11837650461386562
2016-02,0.13092236650732558
2016-03,0.04282617908369102
2016-04,0.014647594550953658
2016-05,-0.004994436720378581
2016-06,0.019337920108106532
2016-07,0.06493132053265316
2016-08,-0.029806110652622286
2016-09,0.0497131832532034
2016-10,0.03294750176251782
2016-11,0.07771052423970692
2016-12,0.052166090263082054
2017-01,-0.003666968841283036
2017-02,0.043103651604612825
2017-03,0.05113086470646566
2017-04,0.005351319031541735
2017-05,0.050300590890302255
2017-06,-0.059685015679121656
2017-07,0.03648772684247015
2017-08,0.005517860201979419
2017-09,-0.028142099234574558
2017-10,-0.00035085545296231757
2017-11,0.05089120013812565
2017-12,0.011252283909045646
2018-01,0.03321929478638341
2018-02,-0.018941496818919656
2018-03,0.0075340523708744556
2018-04,-0.018856804164340324
2018-05,5.428542177110529e-05
2018-06,-0.0028759516259392326
2018-07,0.0709088509413689
2018-08,-0.030157004838692103
2018-09,0.0025552177111793917
2018-10,0.017043566185709125
2018-11,-0.003075964375986784
2018-12,0.01931108892395139
2019-01,-0.013842444804511245
2019-02,-0.022300312108856413
2019-03,-0.023975194244989173
2019-04,0.03438563282493656
2019-05,-0.035971174968525754
2019-06,-0.052821738494401194
2019-07,-0.0014461315551499432
2019-08,-0.10129530610368087
2019-09,-0.03620893875221354
2019-10,-0.010172883343638639
2019-11,0.042315725360685175
2019-12,0.012914421453799063
2020-01,-0.0092110810981344
2020-02,-0.04869329552791479
2020-03,-0.26874278249747363
2020-04,-0.15871362303493153
2020-05,0.06142340533039459
2020-06,-0.11771587473123624
2020-07,0.016889526876059824
2020-08,0.057137044391387004
2020-09,-0.010854934132845995
2020-10,0.060498686755167785
2020-11,0.017251276594164366
2020-12,-0.018657872233083128
2021-01,-0.04447416829306605
2021-02,0.05056599374617732
2021-03,0.1542254619680885
2021-04,-0.0006924078321354221
2021-05,0.05184542359936306
2021-06,0.1595303244439108
2021-07,-0.027135813511421802
2021-08,-0.0220205179665649
2021-09,0.07212542028579438
2021-10,0.13771731591892333
2021-11,-0.07044469580073476
2021-12,0.09091782976210627
2022-01,0.011777735251499166
2022-02,0.06881416484327829
2022-03,0.11140419533164203
2022-04,0.05174542853118669
2022-05,0.015049535921277446
2022-06,0.02739012197998325
2022-07,-0.08764348799330235
2022-08,0.10132235964423142
2022-09,0.062303664921465884
2022-10,0.017017070557776348
2022-11,0.004841027369495876
2022-12,-0.017329989616158614
2023-01,0.028813307490385798
2023-02,0.13301335096309552
2023-03,-0.05844509667736708
2023-04,-0.0019525123683067358
2023-05,0.004937544852667175
2023-06,0.021318540131307406
2023-07,0.0191160139252462
2023-08,0.02473111141321427
2023-09,0.02622375048353054
