Date,South_Africa_IRS2
1995-03,-0.027089598840250972
1995-04,0.025470011518032187
1995-05,0.0071554252199415025
1995-06,-0.009105403409749191
1995-07,0.0011060851732640486
1995-08,-0.03811640435755215
1995-09,-0.025378292571734296
1995-10,-0.0314416508391967
1995-11,-0.016299786614629275
1995-12,-0.011628626213892601
1996-01,-0.04823125461086697
1996-02,0.0027996313364055947
1996-03,-0.02464019561133035
1996-04,0.022575057736720527
1996-05,-0.022173022637958506
1996-06,-0.0819035947712421
1996-07,0.0429905341615795
1996-08,-0.014479108025785226
1996-09,-0.0343531905991481
1996-10,0.03997709049255427
1996-11,0.01951219512195146
1996-12,0.009522025084358177
1997-01,-0.04277282478001854
1997-02,0.011060100166944808
1997-03,0.02890604205483105
1997-04,-0.020991776762747105
1997-05,-0.0011304801719231872
1997-06,-0.044691542820485486
1997-07,-0.04875492428349426
1997-08,-0.0015739627408600798
1997-09,-0.005904484973156654
1997-10,0.0043665722102792515
1997-11,-0.021140806448904703
1997-12,-0.03929348384474163
1998-01,-0.02950712837217251
1998-02,-0.027615226037871365
1998-03,-0.05519753370542657
1998-04,-0.02676492644167283
1998-05,0.08771357678880465
1998-06,-0.05297913970694901
1998-07,0.08458334327356054
1998-08,0.16313758903191244
1998-09,-0.01784094661529967
1998-10,-0.08198195889737347
1998-11,-0.010309865671920493
1998-12,-0.04240860934596047
1999-01,-0.0555928151332169
1999-02,-0.12235241932788021
1999-03,-0.00829729332296536
1999-04,-0.00803977527186428
1999-05,-0.004133224375714395
1999-06,-0.013666173810578108
1999-07,-0.07024853294067135
1999-08,0.024915776499589093
1999-09,-0.0034044932383141546
1999-10,-0.027294713950652194
1999-11,-0.008686770035795766
1999-12,-0.035414094148740194
2000-01,-0.039508516257149906
2000-02,-0.0023023332370388783
2000-03,-0.011135287274975592
2000-04,-0.033206398175469
2000-05,0.008961546074339966
2000-06,-0.014754216624103589
2000-07,-0.08062786593576277
2000-08,-0.010597153471725296
2000-09,-0.03029235391316476
2000-10,-0.004325633984816557
2000-11,-0.051315655553447304
2000-12,-0.02117485617775916
2001-01,-0.04397126898096526
2001-02,-0.01109587721891081
2001-03,-0.008226410587524047
2001-04,-0.0020912580869502095
2001-05,-0.008052202154324561
2001-06,-0.07889720787858012
2001-07,-0.07488987322475105
2001-08,-0.022547131070900672
2001-09,-0.08796168727776743
2001-10,-0.051303175190920425
2001-11,-0.07780569096935919
2001-12,-0.038645482623793415
2002-01,0.17035225048923675
2002-02,0.035195776506819154
2002-03,0.07683942941144029
2002-04,0.021137878209147143
2002-05,0.06585119770345971
2002-06,-0.03446826579036588
2002-07,-0.03306130951510833
2002-08,0.025377395878368736
2002-09,0.057036614732686175
2002-10,0.004218910637416862
2002-11,-0.014146342958148983
2002-12,0.09872834179236967
2003-01,-0.0014554498919641112
2003-02,0.04829276586839648
2003-03,0.01777308847870862
2003-04,0.06526102791044508
2003-05,-0.16289254559727973
2003-06,-0.04777348997020603
2003-07,-0.02139333883604666
2003-08,0.06231696864337244
2003-09,-0.024093725699961044
2003-10,-0.04581327865852569
2003-11,0.0125377647694358
2003-12,0.04100527288940303
2004-01,0.04679666947166039
2004-02,0.05267492560839204
2004-03,0.05758995545054968
2004-04,-0.07490332724676474
2004-05,0.07869863947320388
2004-06,0.06144782704555207
2004-07,-0.08150106929513035
2004-08,-0.15574059598498813
2004-09,0.03214701584770485
2004-10,0.039779908647228135
2004-11,0.0014612264186033563
2004-12,0.002839146264246528
2005-01,-0.03573182319666868
2005-02,0.011972941737148135
2005-03,0.006619930347249392
2005-04,-0.04642688030271247
2005-05,-0.09921238382570308
2005-06,-0.007794729431020775
2005-07,0.007539180637722298
2005-08,0.055021086259421814
2005-09,0.029177550422857967
2005-10,-0.007324679711778415
2005-11,0.0010048043925874328
2005-12,-0.025971724962263854
2006-01,0.05203954925369603
2006-02,-0.025577922374776962
2006-03,0.023354224629005493
2006-04,0.01799937423810083
2006-05,-0.05931201272981679
2006-06,0.07690104173327228
2006-07,0.06092444353056092
2006-08,-0.026388086457608484
2006-09,-0.07356224089423502
2006-10,0.042054946622915645
2006-11,0.03668272231481229
2006-12,0.00864381053173946
2007-01,-0.02807966809444895
2007-02,-0.011161005612744024
2007-03,0.017091558224825
2007-04,0.023120029906589012
2007-05,0.032289168469220586
2007-06,0.08789871162902307
2007-07,-0.00263196414052258
2007-08,0.011549926176304126
2007-09,0.009614650813027925
