Date,America_IRS2
2007-02,-0.04778170095179601
2007-03,-0.00927008181854827
2007-04,0.0034579553313536238
2007-05,0.066792345739074
2007-06,0.003990347160202967
2007-07,-0.05763006983742458
2007-08,-0.07270244215938293
2007-09,-0.058260417569089507
2007-10,-0.003909663768915994
2007-11,-0.189785740672331
2007-12,-0.007979026558759816
2008-01,-0.2750488337354935
2008-02,-0.16543170741371793
2008-03,-0.029911689298262156
2008-04,0.2591523101018012
2008-05,0.15703346678586705
2008-06,0.025531628985117738
2008-07,-0.05863661676548637
2008-08,-0.06420294393986847
2008-09,-0.10467797114383459
2008-10,-0.272251526352951
2008-11,-0.3686793745006277
2008-12,-0.24859880672572776
2009-01,0.12151106833493741
2009-02,-0.04827290281055574
2009-03,-0.17470694319206492
2009-04,0.16798688882818902
2009-05,0.042680074836295656
2009-06,0.32297858023999093
2009-07,0.003814529117572185
2009-08,-0.06586725215335232
2009-09,0.0009039956608207778
2009-10,-0.0587066473988439
2009-11,-0.23172135866436394
2009-12,0.5688772324216311
2010-01,-0.26787135806400253
2010-02,-0.06632597586169398
2010-03,0.16885990450681265
2010-04,-0.0712364252266614
2010-05,-0.17378245011800042
2010-06,-0.26746299662425344
2010-07,-0.11432116270825954
2010-08,-0.17110266159695808
2010-09,-0.11347175277643651
2010-10,-0.22058823529411764
2010-11,0.38784067085953877
2010-12,0.36253776435045326
2011-01,-0.04342202512934212
2011-02,0.231794475564999
2011-03,0.23208405206209792
2011-04,-0.24500445462644782
2011-05,-0.22757923128792978
2011-06,0.05237887385421214
2011-07,-0.39817503110742425
2011-08,-0.5031013094417643
2011-09,0.16990291262135915
2011-10,-0.10373443983402486
2011-11,0.1785714285714286
2011-12,0.0
2012-01,-0.13748597081930414
2012-02,0.3936239427456083
2012-03,0.21475256769374407
2012-04,-0.23443504996156805
2012-05,0.07530120481927716
2012-06,0.08870214752567684
2012-07,-0.2787307032590052
2012-08,-0.005945303210463715
2012-09,0.005980861244019087
2012-10,0.20214030915576697
2012-11,-0.12363996043521264
2012-12,0.10158013544018063
2013-01,0.18442622950819665
2013-02,-0.1470588235294118
2013-03,0.049695740365111485
2013-04,-0.14396135265700483
2013-05,0.43453724604966126
2013-06,0.1888276947285603
2013-07,-0.09596293845135684
2013-08,0.32942898975109824
2013-09,-0.28083700440528647
2013-10,-0.07465543644716688
2013-11,-0.1551510136532892
2013-12,0.48971596474045076
2014-01,-0.11834319526627224
2014-02,0.033557046979865834
2014-03,0.4148629148629148
2014-04,0.0025497195308517018
2014-05,-0.030518819938962438
2014-06,0.21773347324239256
2014-07,0.2434295562257649
2014-08,-0.01819126819126826
2014-09,0.16322569260631736
2014-10,-0.15625
2014-11,0.0
2014-12,0.34340165408126566
2015-01,-0.28171841541755893
2015-02,0.3372461337805106
2015-03,-0.11146718684687185
2015-04,0.014897287125607672
2015-05,0.03862793572311496
2015-06,0.06545670931270453
2015-07,0.010471935213627548
2015-08,-0.0006908940168578459
2015-09,-0.21570796460176977
2015-10,0.1798307475317349
2015-11,0.2047220561864913
2015-12,0.15256760109154066
2016-01,-0.3433060697374086
2016-02,-0.07374631268436571
2016-03,0.03007784854918616
2016-04,0.10305736860185499
2016-05,0.19308626596075995
2016-06,-0.422866092404072
2016-07,0.19674355495251028
2016-08,0.30612244897959195
2016-09,-0.04991319444444453
2016-10,0.12715090604537838
2016-11,0.3438259929748717
2016-12,0.15733386950839456
2017-01,0.01120569840166774
2017-02,0.11004209260372821
2017-03,0.0669401021513698
2017-04,-0.012693116704141638
2017-05,0.004407875404055295
2017-06,0.05814803978935057
2017-07,-0.03041404575931428
2017-08,-0.04598274755828047
2017-09,0.15244358092960697
2017-10,0.06678770587472438
2017-11,0.08047653780695363
2017-12,0.045904590459045824
2018-01,0.11402753872633409
2018-02,0.05098493626882972
2018-03,0.011668504226387322
2018-04,0.07492507492507494
2018-05,-0.02281176072997626
2018-06,0.05403769669721603
2018-07,0.051267328356984665
2018-08,-0.006242197253433224
2018-09,0.060458542713567764
2018-10,0.020361320894417334
2018-11,-0.03776939264204349
2018-12,-0.10063723087364718
2019-01,-0.02138185477108845
2019-02,0.018807300145660122
2019-03,-0.09919683781169841
2019-04,0.0036411166090934977
2019-05,-0.17023255813953486
2019-06,-0.10207399103139014
2019-07,0.06230101754166917
2019-08,-0.2515131926896632
2019-09,0.10544084164245882
2019-10,-0.08096590909090906
2019-11,0.08230293663060273
2019-12,0.04248482684755439
2020-01,-0.19157534246575347
2020-02,-0.3637210878590188
2020-03,-0.8761651131824234
2020-04,-0.4827956989247312
2020-05,-0.6403326403326404
2020-06,-0.8497109826589595
2020-07,-4.538461538461538
2020-08,-4.315217391304348
2020-09,0.06885245901639347
2020-10,0.7055214723926382
2020-11,0.32194244604316546
2020-12,-0.15646258503401356
2021-01,-0.0741935483870968
2021-02,0.6933797909407664
2021-03,0.18312757201646113
2021-04,-0.00521739130434784
2021-05,-0.1547202797202798
2021-06,0.9544984488107551
2021-07,-0.2592592592592592
2021-08,0.21928571428571408
2021-09,0.400117164616286
2021-10,1.1589958158995817
2021-11,0.125
2021-12,0.27304048234280787
2022-01,0.5717185385656292
2022-02,0.16909169177787353
2022-03,0.6798733338242873
2022-04,0.2042435667002762
2022-05,-0.05045504186385141
2022-06,0.14706333384450243
2022-07,-0.04842914438502666
2022-08,0.25619050964138923
2022-09,0.18915140500489325
2022-10,0.07154949447448855
2022-11,-0.049985737168937616
2022-12,0.026908418986026028
2023-01,-0.04993252361673406
2023-02,0.1648910984848484
2023-03,-0.17467737018595664
2023-04,-0.011327259295740078
2023-05,0.0708592777085928
2023-06,0.1200139551110595
2023-07,-0.0037379296023257735
2023-08,-0.0063783220427307
2023-09,0.04239652604417987
