Date,Saudi_Arabia_IRS2
2016-09,0.08476059485030074
2016-10,-0.11712065780122538
2016-11,-0.09388924618817807
2016-12,-0.008469055169100792
2017-01,0.031328630906956256
2017-02,-0.05796280639112661
2017-03,0.019892032135513382
2017-04,0.004042837304793601
2017-05,-0.10162395605567698
2017-06,0.08392698130008891
2017-07,-0.027931813514068704
2017-08,-0.02392697522081899
2017-09,0.002434409847347885
2017-10,0.04839763835333932
2017-11,0.0557905898983706
2017-12,0.013991963109836858
2018-01,-0.008847226431278887
2018-02,0.04963732000490095
2018-03,0.060674953739774384
2018-04,0.0341112813581792
2018-05,-0.003938078982995252
2018-06,0.05647717293753751
2018-07,0.03946587615936359
2018-08,0.00022824954665701114
2018-09,0.03246758529324256
2018-10,0.010772352945623398
2018-11,-0.030987013508366967
2018-12,-0.05551516224682951
2019-01,-0.017532420619152722
2019-02,-0.01078468871366356
2019-03,-0.0952614007789514
2019-04,-2.6663822525696546e-05
2019-05,-0.11004428387672538
2019-06,-0.06226804123711327
2019-07,0.03379999823202784
2019-08,-0.19163809534498544
2019-09,0.04570667519987337
2019-10,-0.016761914275757128
2019-11,0.044151487847250426
2019-12,0.024045557555573582
2020-01,-0.12875458057644285
2020-02,-0.12737926736255178
2020-03,-0.23173699479830545
2020-04,-0.0306704763353306
2020-05,-0.05666071918470739
2020-06,-0.14700829070487997
2020-07,0.04525166506733869
2020-08,0.05025125628140703
2020-09,0.016432230342694476
2020-10,-0.05372435578906298
2020-11,-0.025948564647566674
2020-12,0.04369058725152075
2021-01,-0.04739309463897867
2021-02,-0.03629029176494725
2021-03,0.03992752363748364
2021-04,-0.02242626070263487
2021-05,0.01725041655406434
2021-06,0.15457760435306334
2021-07,-0.04280610068259383
2021-08,-0.03363362359534916
2021-09,0.11480541808738454
2021-10,0.2630687646042733
2021-11,0.08276032987373738
2021-12,0.1033422709983165
2022-01,0.18279571206367184
2022-02,0.14697528438855012
2022-03,0.4083531120897388
2022-04,0.1252100568841823
2022-05,-0.0390776785250726
2022-06,0.03580889777185581
2022-07,-0.047206165854526194
2022-08,0.16732468495617447
2022-09,0.16961283209753786
2022-10,0.10714320921933362
2022-11,-0.07100287675074046
2022-12,0.02613650878126661
2023-01,-0.043536286454394446
2023-02,0.13064237206287332
2023-03,-0.10329688595693842
2023-04,-0.023898582409544455
2023-05,0.05217092453646699
2023-06,0.09216721454846954
2023-07,-0.016262884823152968
2023-08,0.01210410878769208
2023-09,0.03161497166164273
