Date,Brazil_IRS2
2020-09,0.09938039994431591
2020-10,0.13388529803358007
2020-11,0.08852188406746242
2020-12,-0.11633920699953681
2021-01,0.11682886172806484
2021-02,0.1506867615477694
2021-03,0.15206294861246006
2021-04,0.03018549615321664
2021-05,0.10519488542801492
2021-06,0.10393039510580282
2021-07,0.05414482921997399
2021-08,0.10597423883220758
2021-09,0.031936733570511855
2021-10,0.2062233512423315
2021-11,-0.04511248955998737
2021-12,-0.054006324226183455
2022-01,0.12014023366938509
2022-02,0.04589881005737695
2022-03,0.08500756281466426
2022-04,-0.004083047809383178
2022-05,0.0672871610079242
2022-06,-0.06580527355667865
2022-07,0.007516053747171236
2022-08,-0.054373995509942374
2022-09,-0.07808362546132919
2022-10,0.048445535788953276
2022-11,0.10260885380865292
2022-12,-0.0501743688283538
2023-01,0.05091015061674109
2023-02,-0.03912717834169288
2023-03,-0.024040710010452493
2023-04,0.012466614751259097
2023-05,-0.07888448221885558
2023-06,-0.019178969516181144
2023-07,0.000908858043603189
2023-08,-0.046222760940628826
2023-09,0.022767737054836035
