Date,South_Africa_IRS10
2013-12,-0.037938877864353904
2014-01,0.018002221731057144
2014-02,0.00011901435178862663
2014-03,-0.0018595344618131948
2014-04,-0.011608449593248582
2014-05,-0.011319086326656347
2014-06,-0.010350798033153419
2014-07,-0.013783860934733716
2014-08,-0.029460008020077644
2014-09,-0.011255397139051104
2014-10,-0.028984274515970743
2014-11,-0.04929950800934191
2014-12,0.018708714585637054
2015-01,-0.12016958400290656
2015-02,0.07504228896871146
2015-03,-0.020503169223753392
2015-04,0.040237950461165184
2015-05,0.014306956747843769
2015-06,0.018866392834802514
2015-07,-0.044989578429897814
2015-08,-0.04396004669873954
2015-09,-0.03051756364326763
2015-10,-0.019763828426275887
2015-11,-0.015299138373443544
2015-12,0.04746061672192092
2016-01,-0.09239000743693004
2016-02,0.02163099017882586
2016-03,0.037177137401136706
2016-04,0.02341349462145681
2016-05,-0.04866119831705651
2016-06,-0.012726494913965047
2016-07,0.03561718086472254
2016-08,-0.024850305558441144
2016-09,0.0306502721859212
2016-10,0.025494705226988934
2016-11,0.003024328965522516
2016-12,0.0011193360385797213
2017-01,0.007410062939485762
2017-02,0.014567756762288608
2017-03,-0.018848289596567258
2017-04,-0.0170452860969168
2017-05,0.00455593256807818
2017-06,0.02434920440672128
2017-07,-0.031888012142021416
2017-08,0.003716116130943581
2017-09,-0.031117259305178724
2017-10,0.02091218169548159
2017-11,0.05232255865547497
2017-12,0.02896629692011099
2018-01,0.05512216927718305
2018-02,-0.03143437575347141
2018-03,-0.014784398489828932
2018-04,-0.03730198557985831
2018-05,0.011684206366856298
2018-06,-0.037582217468512424
2018-07,0.007707877573551958
2018-08,-0.050385148225007836
2018-09,0.0405297717204296
2018-10,-0.02506018448145464
2018-11,0.023041731028364598
2018-12,-0.04833984034656069
2019-01,0.05070723867029958
2019-02,-0.04832497588411633
2019-03,-0.035352379655524846
2019-04,0.019884637632309632
2019-05,-0.0388609021389843
2019-06,0.012667847351540473
2019-07,-0.007644381359599439
2019-08,-0.08400692937346443
2019-09,0.01853094440350911
2019-10,0.020670597501240673
2019-11,0.03724183059997532
2019-12,0.02390229007633593
2020-01,-0.09267798760552381
2020-02,-0.02821254356578562
2020-03,-0.002664612376395925
2020-04,-0.11604754775809578
2020-05,-0.05241172190927068
2020-06,-0.004433734063811645
2020-07,0.021462563088087805
2020-08,0.019895237948108102
2020-09,0.002987243515546467
2020-10,0.0325223832274939
2020-11,0.030790277551773215
2020-12,0.0031940608447911245
2021-01,-0.01678825260728256
2021-02,0.13606921290153373
2021-03,0.03411515089080819
2021-04,0.013390576745199834
2021-05,0.017051604552756894
2021-06,-0.036926705984261954
2021-07,-0.04709493564144096
2021-08,0.003945572555886123
2021-09,0.018489108961159406
2021-10,0.03249422352763487
2021-11,-0.05760703162718106
2021-12,-0.04437629793714526
2022-01,0.07412095252902162
2022-02,-0.0031809419034675157
2022-03,0.08588558318427753
2022-04,-0.010908528096305159
2022-05,0.0029482540679361957
2022-06,0.03394356810026311
2022-07,-0.048915764509413706
2022-08,-0.0068321455722806235
2022-09,0.01341279091169012
2022-10,-0.02131007895370851
2022-11,0.0005256940287277079
2022-12,0.032251611331550745
2023-01,-0.0688150191184177
2023-02,0.0015965274352260916
2023-03,0.014096474572198536
2023-04,0.00420795196078938
2023-05,0.021994016078271894
2023-06,-0.024086398160498512
2023-07,0.025815077127780084
2023-08,-0.05713103340483483
2023-09,0.05933943755743476
