Date,China_IRS2
2006-05,-0.01174974400105877
2006-06,0.11845331834209505
2006-07,0.04496061777111948
2006-08,-0.01763265944744452
2006-09,-0.04179360390191034
2006-10,-0.005557205985275981
2006-11,0.06831349516744645
2006-12,-0.006397419074161137
2007-01,-0.0161641947485045
2007-02,-0.016760987610678457
2007-03,0.02439512638737784
2007-04,0.09170118707384689
2007-05,0.1060660387468042
2007-06,0.049462036242148066
2007-07,-0.003516845572935856
2007-08,-0.03187861840775663
2007-09,0.05591497217856345
2007-10,0.006039100064759051
2007-11,0.01734947122297381
2007-12,0.033160989179000344
2008-01,-0.07296296780429268
2008-02,0.03410385211815692
2008-03,-0.06978665311777055
2008-04,0.0241939121203405
2008-05,0.04378957577506881
2008-06,0.20896664784532448
2008-07,-0.09438575472940902
2008-08,-0.07018086370918397
2008-09,-0.10531510598435034
2008-10,-0.2051151993736371
2008-11,-0.31748555552047475
2008-12,-0.3357394271013304
2009-01,0.01964181043655544
2009-02,0.22485453216374252
2009-03,0.052983674053106444
2009-04,0.16120254276053525
2009-05,-0.019457086621063158
2009-06,0.21714178413318774
2009-07,0.28031234009682393
2009-08,-0.07552130297105197
2009-09,0.040540944992463634
2009-10,0.11899067129844809
2009-11,-0.07406051216286447
2009-12,0.09204798523531221
2010-01,0.06230218242991237
2010-02,-0.013677522733483993
2010-03,-0.027943547391532153
2010-04,-0.08265317770837177
2010-05,-0.03172721210690532
2010-06,0.03531516778116406
2010-07,-0.0856299357886191
2010-08,-0.052073319042761246
2010-09,0.09554204555773582
2010-10,0.11283558172538188
2010-11,0.28470721417828937
2010-12,0.0001963591846136925
2011-01,0.14493664031192477
2011-02,0.00874160567466542
2011-03,-0.056196248854367914
2011-04,0.02253426722789964
2011-05,-0.016962450958943
2011-06,0.07723650280340255
2011-07,0.06888121827898952
2011-08,0.04588973930276641
2011-09,-0.15695180966753397
2011-10,-0.020879978699984147
2011-11,-0.17930045046264687
2011-12,-0.06348640135849459
2012-01,0.139401830453326
2012-02,0.0710724341851523
2012-03,-0.05269518323740496
2012-04,0.038616953784588404
2012-05,-0.2289960541283681
2012-06,0.03023411547389321
2012-07,-0.012824201224552079
2012-08,0.21426511820114102
2012-09,0.016705851056680876
2012-10,0.04647787712992946
2012-11,0.07315163913638889
2012-12,-0.010846430325510803
2013-01,-0.03469917359445929
2013-02,0.008652998961114378
2013-03,0.01388604797512727
2013-04,-0.01222571371727621
2013-05,0.01270518208258653
2013-06,0.15559102891078447
2013-07,0.03001470783617677
2013-08,0.04692357623586463
2013-09,-0.03874157939736511
2013-10,0.049874400721319656
2013-11,0.09131033677513822
2013-12,0.1528850394386021
2014-01,-0.07701345316235941
2014-02,-0.09781594468870425
2014-03,-0.022825774901836238
2014-04,-0.12221197312880738
2014-05,-0.07368581521826134
2014-06,0.06950463886639158
2014-07,0.04472248733481665
2014-08,-0.05660976546357832
2014-09,-0.1048228052309319
2014-10,-0.032900920870785444
2014-11,-0.10562818120448747
2014-12,0.18830070099105622
2015-01,-0.028986901467985327
2015-02,-0.019391837631358544
2015-03,0.08378145368638035
2015-04,-0.27437447980300644
2015-05,-0.0186453223828581
2015-06,-0.029217829536554385
2015-07,0.060857802414315154
2015-08,-0.08291819017638102
2015-09,0.020071392462523985
2015-10,-0.05068642979911098
2015-11,0.012657010406447844
2015-12,-0.0413616274235028
2016-01,-0.03577501992841414
2016-02,0.012467065098644037
2016-03,0.015247303830420167
2016-04,0.17382283850356406
2016-05,-0.04534765880959746
2016-06,-0.0772129643610473
2016-07,0.006048936530150817
2016-08,0.021634125283806593
2016-09,0.020909196361489357
2016-10,0.06479729159244574
2016-11,0.14742938427148933
2016-12,0.054470068200995536
2017-01,0.00011377643727761289
2017-02,0.0243956285628526
2017-03,0.046849256550512974
2017-04,0.01944790461083379
2017-05,-0.011813524081902615
2017-06,-0.030144897695695394
2017-07,-0.003318220049215337
2017-08,0.06008324174573554
2017-09,-0.025775228706796716
2017-10,0.03774158019824947
2017-11,0.009345427496159076
2017-12,0.03346984478107595
2018-01,0.019630041589526748
2018-02,-0.030633467473341724
2018-03,-0.03411509612210761
2018-04,-0.033126081868822155
2018-05,-0.03256619092275459
2018-06,-0.10737461521331049
2018-07,-0.09673092079047663
2018-08,0.017056278265934255
2018-09,0.0116584738361738
2018-10,-0.055243898800817814
2018-11,0.00041934315468283856
2018-12,-0.038050213718358594
2019-01,-0.026123366635007694
2019-02,0.05706719393726134
2019-03,-0.011916152531608382
2019-04,0.08232095090973979
2019-05,-0.05654497165241079
2019-06,-0.03737919334185602
2019-07,-0.013207396003459548
2019-08,-0.02402358862992726
2019-09,0.01597893516251725
2019-10,0.08963840869255102
2019-11,-0.0705571073079071
2019-12,0.004403132196388215
2020-01,-0.01841005056015943
2020-02,-0.13491554485169122
2020-03,-0.15773386910499254
2020-04,-0.2384632919994666
2020-05,0.16789641836219937
2020-06,0.24401511687656186
2020-07,0.14070958867642225
2020-08,0.07243321303503958
2020-09,0.012368315443098243
2020-10,0.014869610700142033
2020-11,0.06218979805556324
2020-12,-0.04228937075802919
2021-01,0.07059049720826382
2021-02,0.0237458330833491
2021-03,-0.05587167123206471
2021-04,-0.004993747963920492
2021-05,0.006789771104464437
2021-06,-0.005861570760939183
2021-07,-0.0787438523832944
2021-08,-0.015926447598557325
2021-09,0.016696648416985704
2021-10,0.03528253358021871
2021-11,-0.03404362066815214
2021-12,-0.0415442343852519
2022-01,-0.058970489890682876
2022-02,0.062154317049140095
2022-03,-0.004842271293375222
2022-04,-0.03639386094001318
2022-05,-0.038876521122691354
2022-06,0.039881400025921776
2022-07,-0.05841359610281005
2022-08,-0.07045164950751626
2022-09,0.019642521236592714
2022-10,-0.06155186645302646
2022-11,0.20123062376762468
2022-12,-0.0038179994961049513
2023-01,0.07109734695020187
2023-02,0.013041915193210185
2023-03,-0.039092526110314885
2023-04,-0.019044598690468817
2023-05,-0.13245696853914657
2023-06,-0.04929083358013564
2023-07,0.029964884268837366
2023-08,-0.0665738983906704
2023-09,0.04363952874598209
