Date,Saudi_Arabia_IRS10
2001-09,-7.998293697342174e-05
2002-02,0.00010665529010256414
2002-07,-0.013114754098360715
2002-11,-0.08633001367280335
2002-12,-0.04553089891044837
2003-01,-0.017038021843227003
2003-02,-0.05041291854615293
2003-03,0.04081632653061207
2003-04,-0.033333333333333326
2003-05,-0.10955721243449956
2003-06,0.002224456632813565
2003-07,0.2705561763978648
2003-08,0.02317396440164554
2003-09,-0.10659571476706098
2003-10,0.06656464297116149
2003-11,-0.018374799129219577
2003-12,-0.007450169635812465
2004-01,-0.007532956685499137
2004-02,-0.07587668629911803
2004-03,-0.030774976043805635
2004-04,0.11643610884010624
2004-05,0.028490422319791486
2004-06,0.014760147601476037
2004-07,-0.03454545454545466
2004-08,-0.08110179759539682
2004-09,-0.0285590233001779
2004-10,-0.004378700195153851
2004-11,0.036155073695798956
2004-12,-0.004063423365886498
2005-01,-0.014399997897498906
2005-02,0.02086055410378118
2005-03,0.05609428796716642
2005-04,-0.045537879455281205
2005-05,-0.053517553953308816
2005-06,0.015000326542299325
2005-07,0.09694415173867221
2005-08,-0.05283381364073003
2005-09,0.10670828352510853
2005-10,0.030906520154333705
2005-11,0.02289291722944964
2005-12,-0.03886583947306821
2006-01,0.03865728018153858
2006-02,0.003481288076588429
2006-03,0.034802454105647085
2006-04,0.023470243084660725
2006-05,-0.029432275532795593
2006-06,0.033893108298171715
2006-07,-0.03275623389287463
2006-08,-0.025342443792304437
2006-09,-0.04239870979418747
2006-10,0.026790488466769347
2006-11,-0.07009510390982732
2006-12,0.02828697514689349
2007-01,-0.004592010185173079
2007-02,0.007561734832306932
2007-03,-0.0017061334817732865
2007-04,-0.0019460385054833607
2007-05,0.028095501733531814
2007-06,0.02358251797300448
2007-07,-0.02828371278458852
2007-08,-0.07362350184734623
2007-09,0.0024321146033783325
2007-10,0.010225115416481856
2007-11,-0.09421128852671656
2007-12,-0.013717389042702033
2008-01,-0.019180550332717594
2008-02,0.009861951745136821
2008-03,-0.010205507789032064
2008-04,0.045346236504813175
2008-05,-0.00010664960273010227
2008-06,0.17548682694346684
2008-07,-0.000133322667519975
2008-08,0.00267857142857153
2008-09,-0.01349637545497584
2008-10,-0.010051962767021472
2008-11,-0.28793297114531646
2008-12,-0.09585561513559093
2009-01,0.04078342714442851
2009-02,0.20186327142230787
2009-03,-0.2017771081144767
2009-04,0.0869793384069164
2009-05,0.1274957588411847
2009-06,-0.06134259259259256
2009-07,0.045650570567604465
2009-08,-0.040119935741791846
2009-09,-0.06388206388206397
2009-10,0.07748528433945756
2009-11,-0.05970838747588747
2009-12,0.1837484291360607
2010-01,-0.06223822694445369
2010-02,0.005861127250530895
2010-03,0.004033551311911632
2010-04,-0.061813980358174425
2010-05,-0.0628078817733988
2010-06,-0.03290308692083799
2010-07,-0.0040229738471918575
2010-08,-0.06275579809004106
2010-09,0.031822701648359875
2010-10,0.045337167290702585
2010-11,0.04993252361673406
2010-12,0.12082262210796935
2011-01,-0.027001431773883033
2011-02,0.03530130131054898
2011-03,-0.05681460600985744
2011-04,-0.17201966429690252
