Date,Saudi_Arabia_IRS10
2011-05,0.06562608206085185
2011-06,0.03830369357045127
2011-07,-0.07905138339920936
2011-08,-0.17030957627204313
2011-09,0.058648916529363326
2011-10,0.04565836836150505
2011-11,-0.010929800589992378
2011-12,0.022074497234163326
2012-01,-0.058576721155579325
2012-02,0.004517184942716801
2012-03,0.057416579770594334
2012-04,-0.05390389451442923
2012-05,-0.030970464816669097
2012-06,-0.0006722689075631116
2012-07,-0.034645139589639995
2012-08,-5.332622317022473e-05
2012-09,0.00774611416775528
2012-10,0.016570403275068424
2012-11,-0.030586395936434307
2012-12,0.07139449594497616
2013-01,0.06597039071637512
2013-02,-0.06295504485536507
2013-03,0.037677248115232764
2013-04,-0.026856240126382214
2013-05,0.0908218321432206
2013-06,0.04770285043863165
2013-07,0.019886363636363535
2013-08,0.03894180868734676
2013-09,-0.013325902332572581
2013-10,-0.021765215304514807
2013-11,0.047222222222222276
2013-12,0.08049712152156485
2014-01,-0.11380222082609992
2014-02,0.011080332409972415
2014-03,-0.0013964896004734495
2014-04,-0.01712056978211296
2014-05,-0.05934120158717149
2014-06,0.00801186943620169
2014-07,0.01363500021963504
2014-08,-0.07572150782497378
2014-09,0.0755396032335447
2014-10,-0.0508430570664663
2014-11,-0.04377749410727827
2014-12,-0.03209023495332164
2015-01,-0.12130993193409523
2015-02,0.044619826640283744
2015-03,-0.011080517830711734
2015-04,0.03463479606355779
2015-05,0.040669762921551555
2015-06,0.09840751327072295
2015-07,-0.042699877445647516
2015-08,0.11617745104738031
2015-09,-0.07922392046297677
2015-10,0.10324307304785885
2015-11,0.06632877443314134
2015-12,0.09414811141999846
2016-01,-0.034017292945418776
2016-02,-0.10603369863675605
2016-03,-0.016640372693933925
2016-04,0.004517847144723364
2016-05,0.042289483628973557
2016-06,0.020665770021350394
2016-07,0.05760202359621469
2016-08,0.06716535850427285
2016-09,0.1168758572908235
2016-10,-0.05370584772031195
2016-11,-0.02305931201800404
2016-12,-0.0441191743226893
2017-01,0.04590413563053097
2017-02,-0.05912464423320407
2017-03,0.0008873792069836739
2017-04,0.04228823513109248
2017-05,-0.13132915167988135
2017-06,0.0728629579375848
2017-07,-0.021120526116099714
2017-08,-0.06503694214046962
2017-09,0.0059953359071736045
2017-10,0.016647988288077897
2017-11,0.04037220343429193
2017-12,-0.026025968485439477
2018-01,-0.03725632205363427
2018-02,0.006317522299047251
2018-03,0.023065844586010797
2018-04,0.045363073111302166
2018-05,-0.014002046644494559
2018-06,0.015346531190777446
2018-07,0.037073298060747994
2018-08,-0.030816249370353543
2018-09,0.029777344526280114
2018-10,0.03740627670561225
2018-11,-0.0027366867483793467
2018-12,-0.01236059233746889
2019-01,-0.03746180683994571
2019-02,-0.011462437946013093
2019-03,-0.10839641855152038
2019-04,-0.006330220669489628
2019-05,-0.0916470614070134
2019-06,0.007619047619047636
2019-07,-0.015621674028646892
2019-08,-0.22075845042258768
2019-09,0.08780032312798491
2019-10,0.04735291593429625
2019-11,0.04556116689908185
2019-12,0.04745617502049715
2020-01,-0.17082406565283026
2020-02,0.01232856977852581
2020-03,-0.03743963672855821
2020-04,-0.011777474255847964
2020-05,-0.012441771815422054
2020-06,-0.12351509654393666
2020-07,0.004842270712641428
2020-08,0.14691943127962093
2020-09,0.030468393739914168
2020-10,0.020666976577447427
2020-11,-0.02561821935602282
2020-12,0.08634597328766058
2021-01,-0.010868083454502964
2021-02,0.06762760587518901
2021-03,0.05559231887108074
2021-04,-0.11253044859252526
2021-05,0.023922879620795312
2021-06,-0.00697882304653874
2021-07,-0.04053924284976629
2021-08,0.01148452145092671
2021-09,0.06420180678312093
2021-10,0.018112217666623964
2021-11,-0.028225609602127943
2021-12,0.033818000746918875
2022-01,0.023133220153396694
2022-02,0.045249702213472354
2022-03,0.05741885968014104
2022-04,0.24627247846116895
2022-05,0.013792894722373772
2022-06,-0.032326680338616964
2022-07,-0.06143145066942923
2022-08,0.11729570736707817
2022-09,0.10419807811025383
2022-10,0.06515317112075736
2022-11,-0.08216604054667609
2022-12,0.09480043168486274
2023-01,-0.10213857810929372
2023-02,0.08557464900150857
2023-03,-0.08867733015371415
2023-04,-0.018894148933177646
2023-05,0.06084699742388189
2023-06,0.04126100967100221
2023-07,-0.015561248199990052
2023-08,0.053155868683497864
2023-09,0.06623332423674944
