Date,Turkey_IRS10
2009-05,0.08889699427174858
2009-06,0.04248482118985941
2009-07,-0.06292027069100625
2009-08,-0.05698700911792165
2009-09,-0.020251797545550176
2009-10,-0.02701266431836391
2009-11,-0.0008368245870364888
2009-12,0.02833275020649917
2010-01,0.0027224628830959663
2010-02,-0.061492380478511466
2010-03,-0.004078506381394065
2010-04,0.040860412984780936
2010-05,-0.10186821975678273
2010-06,-0.07279807111979841
2010-07,-0.04963007330695357
2010-08,0.004779922518269419
2010-09,0.07147424172786931
2010-10,-0.004618322740448599
2010-11,-0.0346269453095599
2010-12,-0.09177536251222762
2011-01,0.012940729555151131
2011-02,0.02502407947505292
2011-03,0.046242361181759506
2011-04,0.0023821563658534828
2011-05,-0.021923116597613146
2011-06,0.023380347718931604
2011-07,-0.06284708895327318
2011-08,-0.19474236418745616
2011-09,-0.08361367379720686
2011-10,0.12475342412832946
2011-11,-0.04427207690158308
2011-12,-0.1102658093653901
2012-01,0.09032204007591238
2012-02,0.0038768890182914184
2012-03,-0.019073263772018456
2012-04,0.02253396146433917
2012-05,-0.06140484828873183
2012-06,-0.014060608235547556
2012-07,-0.04601375875749125
2012-08,-0.005225810000550224
2012-09,0.017537826629134612
2012-10,-0.0033652297697985833
2012-11,-0.10386985473341648
2012-12,0.010204814526543204
2013-01,0.09463686932559368
2019-10,-0.47688832840121
2019-11,-0.0009389575516902671
2019-12,-0.05749964140965047
2020-01,-0.10388752087593778
2020-02,0.2029202324352879
2020-03,-0.05868221459476064
2020-04,-0.1265289033188618
2020-05,0.05486784610465745
2020-06,-0.08664123181120298
2020-07,0.08324765820569557
2020-08,-0.05614850808746907
2020-09,-0.029034662114249876
2020-10,0.06859583815696602
2020-11,-0.08616482347464682
2020-12,0.09327019376228085
2021-01,0.04412785921453177
2021-02,0.02359178866148759
2021-03,0.2016626202595042
2021-04,-0.041317149998518876
2021-05,-0.020932490680650506
2021-06,-0.04905050217944984
2021-07,0.006169828102092989
2021-08,0.0046184123519237286
2021-09,-0.023885228240058676
2021-10,0.01840109743461893
2021-11,-0.24369410505101408
2021-12,0.06569452796151554
2022-01,0.03619545397340662
2022-02,-0.04065239553795352
2022-03,-0.009109768659531614
2022-04,0.0100088137638632
2022-05,0.06816593240032875
2022-06,0.02299585829133699
2022-07,0.03175702084424681
2022-08,-0.19490393382934124
2022-09,-0.038995007535148396
2022-10,-0.05945821631147785
2022-11,-0.06561406893729638
2022-12,0.0038818032777041545
2023-01,-0.04761140299398536
2023-02,-0.07319971516849888
2023-03,0.12483262774826276
2023-04,0.01842276062142112
2023-05,0.009924748440354403
2023-06,-0.3499805563201268
2023-07,0.027908440749058405
2023-08,0.16896900549997573
2023-09,0.007836544932615874
