Date,England_IRS2
2001-01,-0.06783049163131794
2001-02,-0.030369920015034357
2001-03,-0.06511631292398168
2001-04,0.0471215895582624
2001-05,0.015147249599559931
2001-06,0.08218305622691835
2001-07,-0.06625918988930746
2001-08,-0.024581127777533296
2001-09,-0.06370900719111783
2001-10,-0.08914303618987929
2001-11,0.01948056950907584
2001-12,0.10996930342384892
2002-01,-0.03680665521152704
2002-02,-0.013582720997550646
2002-03,0.08241335044929388
2002-04,-0.014978647565772718
2002-05,0.01328690020937029
2002-06,0.013815099497244798
2002-07,-0.08822936896264721
2002-08,-0.03677036424037794
2002-09,-0.07231160231130362
2002-10,0.023851579258014954
2002-11,0.0863160745358793
2002-12,-0.05978731010317928
2003-01,-0.01887867276564792
2003-02,-0.15473550603892983
2003-03,0.05361106421823325
2003-04,0.009749081029247098
2003-05,-0.0027456269368251185
2003-06,0.019399231381222792
2003-07,0.09241160088472178
2003-08,0.06423188388375145
2003-09,0.014959213534149418
2003-10,0.18864800722518305
2003-11,0.022715543607970234
2003-12,-0.01854266538830307
2004-01,0.04529807402516495
2004-02,0.01027832490334979
2004-03,0.021112114514366898
2004-04,-0.0015431846182233366
2004-05,0.10631742849441239
2004-06,-0.018690587955144555
2004-07,0.015990144141071028
2004-08,-0.057777003691312334
2004-09,-0.0145339007836921
2004-10,-0.010833416309867672
2004-11,0.011906024795083292
2004-12,0.012037518822881177
2005-01,-0.007122756764307292
2005-02,0.07858088097544247
2005-03,-0.038276526710830705
2005-04,-0.023923140548450794
2005-05,-0.10641249728874713
2005-06,-0.0648795367997651
2005-07,0.008548847080435573
2005-08,0.007702105430386963
2005-09,0.00040646495571183827
2005-10,0.042032511192034105
2005-11,-0.016554771057713413
2005-12,-0.0321539317849715
2006-01,0.06606182699906715
2006-02,-0.015934515505372504
2006-03,0.02365860524473784
2006-04,0.07900936285240001
2006-05,0.04403740218845842
2006-06,-0.0013102244989774414
2006-07,0.0015248595450780833
2006-08,0.04689940550354188
2006-09,-0.013405030108915916
2006-10,0.04549013688671932
2006-11,0.027168997588811195
2006-12,0.031628194188938696
2007-01,0.05989715306243215
2007-02,-0.026709989110511034
2007-03,0.01904824100589808
2007-04,0.03198750908919035
2007-05,0.036018572904861657
2007-06,0.04979954931705666
2007-07,-0.006812906693845933
2007-08,-0.04671271012805045
2007-09,-0.06248463739777066
2007-10,0.026897542003072816
2007-11,-0.07600388642027178
2007-12,-0.08857914361564323
2008-01,-0.051149198685241815
2008-02,-0.036519054855197464
2008-03,0.019681235715869327
2008-04,0.05405058587897993
2008-05,0.12720623716002044
2008-06,0.04626195970218938
2008-07,-0.11904677585952483
2008-08,-0.1519480381245446
2008-09,-0.10857281143378406
2008-10,-0.3299903210633588
2008-11,-0.4517915624865039
2008-12,-0.224896960724697
2009-01,-0.2492436522977276
2009-02,-0.11825054076386354
2009-03,0.054685112380064016
2009-04,0.10964254832580522
2009-05,0.13029449292116713
2009-06,0.38970748052114
2009-07,0.057855920065764455
2009-08,-0.11999040737918287
2009-09,-0.01803780305141811
2009-10,0.02236014699425315
2009-11,-0.1463329510505108
2009-12,0.22099683771740697
2010-01,-0.1979570711860862
2010-02,-0.20740495759788002
2010-03,0.02516050850360463
2010-04,0.12735753247062997
2010-05,-0.2918640621281935
2010-06,-0.028844716783739455
2010-07,0.04375825278977574
2010-08,-0.19442011647329682
2010-09,0.09702296760288265
2010-10,0.006922213311948644
2010-11,-0.0034992976169444523
2010-12,0.26729939603106123
2011-01,0.29805094075260197
2011-02,0.13143367902305036
2011-03,0.0033704223421402446
2011-04,-0.06608340966852011
2011-05,-0.20981687109046154
2011-06,-0.12206325630514114
2011-07,-0.21728239931758175
2011-08,-0.22818051249598525
2011-09,-0.09867000366742029
2011-10,0.1149227799227801
2011-11,-0.11967476270240096
2011-12,-0.09575617173153095
2012-01,0.014184397163120588
2012-02,0.21978425821773406
2012-03,0.029317367766533264
2012-04,0.10153040141676506
2012-05,-0.2892379471028118
2012-06,-0.11607494298903309
2012-07,-0.45969634665554604
2012-08,0.26487386958591186
2012-09,0.23259960734495877
2012-10,0.17824485648971322
2012-11,0.045743261275687175
2012-12,0.001941723608808621
2013-01,0.08599705612074748
2013-02,-0.3389465915809512
2013-03,0.06225531914893612
2013-04,0.09259514300142313
2013-05,0.2694576325742335
2013-06,0.026857502964678703
2013-07,-0.13396513019048006
2013-08,0.38474022379064765
2013-09,0.08830972236787527
2013-10,-0.039492547880679574
2013-11,0.043219416034412594
2013-12,0.4001316977724261
2014-01,-0.09191639355635095
2014-02,0.08998437215287725
2014-03,0.08600155007722421
2014-04,0.05980927027087035
2014-05,0.019908872082785134
2014-06,0.2790847045636977
2014-07,0.004024957630320625
2014-08,-0.14391898411969828
2014-09,0.010802972107451847
2014-10,-0.17556150998056708
2014-11,-0.20378507319111372
2014-12,-0.021080103881163215
2015-01,-0.19325950750237186
2015-02,0.348160824514991
2015-03,-0.20193449951299702
2015-04,0.21773762007105546
2015-05,-0.037029107406840955
2015-06,0.19707664475050057
2015-07,0.023808635447706727
2015-08,-0.10308047400672027
2015-09,-0.14401845192331542
2015-10,0.09000350082113151
2015-11,-0.0842334304772181
2015-12,0.21463040490875973
2016-01,-0.4486245954692557
2016-02,-0.259947585839293
2016-03,0.2521723976008017
2016-04,0.22698815669848704
2016-05,-0.041175481340540165
2016-06,-0.8157960490728062
2016-07,0.1707370737073708
2016-08,-0.13190660576410307
2016-09,0.07328283332501373
2016-10,1.0449909381137625
2016-11,0.22596298149074556
2016-12,-0.09689321969992781
2017-01,0.4244975286222903
2017-02,-0.3483413710998614
2017-03,0.3680263221560942
2017-04,-0.08791208791208804
2017-05,0.003738076823923686
2017-06,0.6566962913961722
2017-07,-0.14043317578175363
2017-08,-0.15352050353989333
2017-09,0.9315531740715932
2017-10,0.033010788535517976
2017-11,0.06341942374054899
2017-12,-0.08604412728140853
2018-01,0.30529318881396983
2018-02,0.036032185981128784
2018-03,0.009594715937051745
2018-04,-0.10181735329282249
2018-05,-0.13796304013769722
2018-06,0.10678062033054103
2018-07,0.10259948036495103
2018-08,-0.010344834639861356
2018-09,0.07870791815431599
2018-10,-0.061251578214405855
2018-11,-0.01535439342836209
2018-12,-0.02891650345557295
2019-01,-0.01758169999307413
2019-02,0.06128653560595487
2019-03,-0.2154550888172324
2019-04,0.19111802051721272
2019-05,-0.21433020334616593
2019-06,-0.04535136658213579
2019-07,-0.3095048717438854
2019-08,-0.041767123237292814
2019-09,0.014112887858426237
2019-10,0.3057784911717498
2019-11,0.04461399198241289
2019-12,0.08097909363554234
2020-01,-0.20908940617583804
2020-02,-0.2565034531758208
2020-03,-0.6309814407257307
2020-04,-0.34518105650535047
2020-05,-1.1077859756056174
2020-06,1.4594184027777777
