Date,Mexico_IRS10
2020-07,0.018448185664604377
2020-08,0.06888280116696799
2020-09,-0.009460959786608214
2020-10,0.049596180766655396
2020-11,-0.01201604627650199
2020-12,-0.016759856525753625
2021-01,-0.007798955492680393
2021-02,0.12679840816954524
2021-03,0.11054469305860315
2021-04,0.015821854688896186
2021-05,-0.0014900612707114957
2021-06,0.031778966651790475
2021-07,-0.01658212639464507
2021-08,-0.0037497511359576574
2021-09,0.0492336056608218
2021-10,0.027291681892182673
2021-11,-0.0633824206971566
2021-12,0.054717656496390266
2022-01,0.00014665885185927152
2022-02,0.052100746881336146
2022-03,0.06539153724426394
2022-04,0.06798200985139702
2022-05,-0.017003524876279097
2022-06,0.02431628122485674
2022-07,-0.0955540969708415
2022-08,0.08467721459945188
2022-09,0.05383734249713612
2022-10,0.028117619109278458
2022-11,-0.0486539858539321
2022-12,0.0019207638927767334
2023-01,-0.004611723311255478
2023-02,0.09836652388249867
2023-03,-0.051849276959969326
2023-04,-0.0004427289395922962
2023-05,0.015252977203095819
2023-06,0.0030948705745961202
2023-07,0.04807666581953063
2023-08,0.03818645721559655
2023-09,0.05796752049580833
