Date,Australia_IRS2
1994-01,0.009558764961680621
1994-02,0.11333469236424776
1994-03,0.1050247404560345
1994-04,0.049336423784677175
1994-05,0.04699336025089784
1994-06,0.17611019772919723
1994-07,-0.01749309603682836
1994-08,0.011591836344815531
1994-09,0.08198709530345671
1994-10,0.052082518617019735
1994-11,0.11961372657893521
1994-12,0.028842142239124735
1995-01,-0.021306058462350563
1995-02,-0.11855927958525869
1995-03,-0.021464770140431688
1995-04,-0.023617527779847602
1995-05,-0.13468332753384826
1995-06,0.006358448645079839
1995-07,0.07327854030784797
1995-08,-0.03180442690201346
1995-09,-0.019993230042085086
1995-10,0.04112591243793817
1995-11,-0.08551281901257957
1995-12,-0.0007528491916998226
1996-01,-0.0029824158490477926
1996-02,0.11174394376371755
1996-03,0.0729199779223264
1996-04,-0.0183327213887442
1996-05,0.03550213419233472
1996-06,-0.01331757289204094
1996-07,-0.12380825848072619
1996-08,-0.013389483446383132
1996-09,-0.029388844307039697
1996-10,-0.040141202963277944
1996-11,0.016936659338760096
1996-12,-0.02394608100284057
1997-01,-0.07807220940243254
1997-02,0.09484188766066404
1997-03,0.04363541497533552
1997-04,-0.05412799833625437
1997-05,-0.11401594064980014
1997-06,-0.06388368063020033
1997-07,-0.05685895319567902
1997-08,-0.0352217867077792
1997-09,-0.05791072164277811
1997-10,-0.012055887035740565
1997-11,0.04453263387382478
1997-12,-0.07784173090419
1998-01,0.04277833449738333
1998-02,-0.006616753036124967
1998-03,-0.05945844542198486
1998-04,-0.019932476301778967
1998-05,-0.08049141912477831
1998-06,0.09812106164061452
1998-07,-0.03519409190568745
1998-08,0.007977779090871051
1998-09,-0.1232676349360371
1998-10,0.0033338101363524775
1998-11,0.04605891214095115
1998-12,-0.01507387715461872
1999-01,0.042149253708259726
1999-02,0.036454605327743694
1999-03,-0.0005247968649016999
1999-04,0.07262665009819713
1999-05,0.0354360673408034
1999-06,0.06448768067841515
1999-07,-0.029202236661895586
1999-08,0.041885320725326025
1999-09,-0.012464041974298623
1999-10,0.05888229321150229
1999-11,0.003006006346542245
1999-12,0.10092550376619247
2000-01,-0.011473686438585262
2000-02,-0.06318715256331076
2000-03,-0.005391676771339227
2000-04,-0.034228322949117373
2000-05,-0.05172919892534367
2000-06,0.016783797836275705
2000-07,-0.00036925618821848083
2000-08,0.007382386436830757
2000-09,-0.07021426446799583
2000-10,-0.05980712833496016
2000-11,-0.042673847616030436
2000-12,-0.020840518445588208
2001-01,-0.08391791839186546
2001-02,-0.0571114640345981
2001-03,-0.10731182523034499
2001-04,0.0847248693513678
2001-05,0.03873061440947079
2001-06,0.04929221188135546
2001-07,0.006251537017376352
2001-08,-0.08016286275991935
2001-09,-0.15218281586563487
2001-10,-0.049896858454016924
