Date,Australia_G1
2003-04,0.0005810882197569978
2003-05,0.004434823926930953
2003-06,-0.0016819973718790182
2003-07,-0.004370031064076296
2003-08,-0.0005288207297725611
2003-09,0.0010582010582009804
2003-10,-0.0040697674418603835
2003-11,-0.001804383590723324
2003-12,0.0036152905523951784
2004-01,-0.002489802405043151
2004-02,0.0031332979288367646
2004-03,0.0005294086505374107
2004-04,-0.00481506958040101
2004-05,0.0011165461505742158
2004-06,-0.0003717669552285585
2004-07,0.00031877590054185667
2004-08,0.0033991926917356086
2004-09,0.0006351894982004058
2004-10,0.0008992805755396738
2004-11,0.0017440938639605719
2004-12,-0.0012134641764270926
2005-01,-0.0007395277587027849
2005-02,-0.001691600148014949
2005-03,-0.00121789780248871
2005-04,0.003499098716997162
2005-05,0.0021132713440406015
2005-06,0.000421762969211148
2005-07,-0.00021079258010114899
2005-08,0.0008433480919249892
2005-09,-0.0032652201390351854
2005-10,-0.001268096798055507
2005-11,0.001110993545656358
2005-12,0.0018496010146384911
2006-01,-0.0016351935858213151
2006-02,0.00073968404924174
2006-03,-0.001319888073491371
2006-04,-0.003013322055402834
2006-05,-0.0001590752425897346
2006-06,-0.0006894357233770965
2006-07,-0.0005837711617047159
2006-08,0.0018054375531011413
2006-09,0.0017491784161984825
2006-10,-0.0016402984284883404
2006-11,0.0007419970320117208
2006-12,-0.003018748013981498
2007-01,-0.0006905710491367234
2007-02,0.002604720391239601
2007-03,-0.0019087004930810059
2007-04,0.0
2007-05,-0.001487383798140729
2007-06,-0.002553598978560334
2007-07,0.002346791828897521
2007-08,0.0011174373436917406
2007-09,-0.002498139683214662
2007-10,-0.00021314008632167258
2007-11,0.0019186697223259053
2007-12,-0.003298047768498402
2008-01,0.002508405828040683
2008-02,-0.0017035775127768327
2008-03,0.0019197952218428238
2008-04,-0.002608047690014992
2008-05,-0.002561502748278932
2008-06,0.001016532020758687
2008-07,0.0026189203634421343
2008-08,0.005170851324697523
2008-09,0.003500212134068814
2008-10,0.002219638516013145
2008-11,0.006275047458342176
2008-12,0.006183514122517275
2009-01,-0.0010416124160199658
2009-02,-0.0029195558104374575
2009-03,-0.0002614379084967533
2009-04,-0.0017782426778241156
2009-05,-0.007125641831709162
2009-06,-0.0026385224274406704
2009-07,-0.0007407407407407085
2009-08,0.0019061738854175836
2009-09,-0.00042278828876451957
2009-10,-0.0015861266786506567
2009-11,0.003653886888371094
2009-12,-0.10717385110536592
2010-01,-0.006939005187057146
2010-02,0.00553893482352219
2010-03,0.023589320766187027
2010-04,0.010174612728152566
2010-05,-0.0867848330783535
2010-06,0.007135520744101731
2010-07,0.0665438668983267
2010-08,-0.0111934010967365
2010-09,0.08268870619388458
2010-10,0.014002035716380146
2010-11,-0.023713741812389943
2010-12,0.06382080292023051
2011-01,-0.02397624835108314
2011-02,0.019959183435410255
2011-03,0.017783454509726848
2011-04,0.05733664104163183
2011-05,-0.024165990212296262
2011-06,0.005055835868792213
2011-07,0.030582556836825647
2011-08,-0.020892988110894684
2011-09,-0.09090395232028592
2011-10,0.08661454358368381
2011-11,-0.026909522510663364
2011-12,0.0027466698976048587
2012-01,0.03314908957439067
2012-02,0.01377282514372391
2012-03,-0.036987494616250616
2012-04,0.008530439439181858
2012-05,-0.05851075692768448
2012-06,0.049575236789151544
2012-07,0.027426427322043034
2012-08,-0.017787438055820615
2012-09,0.007054920952136889
2012-10,-0.0022242901406295257
2012-11,0.0040689873706381
2012-12,-0.005871025274028496
2013-01,0.0033825912819334114
2013-02,-0.01790440092809864
2013-03,0.015934333192074046
2013-04,-0.0008604128549836165
2013-05,-0.0770861532977174
2013-06,-0.053581499430532475
2013-07,-0.016863092453389572
2013-08,-0.008285276542878028
2013-09,0.04901177244069288
2013-10,0.012229696971857607
2013-11,-0.0403181775610576
2013-12,-0.01915911498897882
2014-01,-0.01744343682695071
2014-02,0.020196302467250904
2014-03,0.0371289828145851
2014-04,0.002212146540144344
2014-05,0.005721941323815205
2014-06,0.014166954068612903
2014-07,-0.013122138990178445
2014-08,0.006916141546848387
2014-09,-0.06657891409570249
2014-10,0.008484544694674634
2014-11,-0.029860423967799088
2014-12,-0.037444356590150996
2015-01,-0.04576350129464213
2015-02,0.005642068027929215
2015-03,-0.02333415495850788
2015-04,0.03312166672803607
2015-05,-0.03164432565195785
2015-06,0.003821635858953343
2015-07,-0.048749977585694215
2015-08,-0.025526678804074443
2015-09,-0.01414176089623087
2015-10,0.01819691116694666
2015-11,0.010141007680934289
2015-12,0.007932555482187631
2016-01,-0.026306541365405556
2016-02,0.012324467225516722
2016-03,0.07193282127708334
2016-04,-0.009169458861426172
2016-05,-0.04643510301499576
2016-06,0.03271073790349166
2016-07,0.019890927350436183
2016-08,-0.008193863904884413
2016-09,0.018050139577596713
2016-10,-0.01132745114787248
2016-11,-0.031891046214605034
2016-12,-0.02490975973738585
2017-01,0.04950588203093842
2017-02,0.014214629206145357
2017-03,-0.0039629803980389955
2017-04,-0.02045348934769564
2017-05,-0.003942954609283067
2017-06,0.03005779295330302
2017-07,0.03901287210853188
2017-08,-0.006822569164382286
2017-09,-0.012600297854923337
2017-10,-0.02101782794900664
2017-11,-0.011145681831228327
2017-12,0.031387028331604894
2018-01,0.029208459902624773
2018-02,-0.03233529781858824
2018-03,-0.013064814249960532
2018-04,-0.01839409956706306
2018-05,0.0036519929080951474
2018-06,-0.02238195667614129
2018-07,0.005660667239169914
2018-08,-0.032275495652491104
2018-09,0.004923144646331812
2018-10,-0.021976941866339805
2018-11,0.032239498563171765
2018-12,-0.03208391304965663
2019-01,0.03336021473335227
2019-02,-0.02239184190081811
2019-03,0.0030370129387080613
2019-04,-0.006734444331596423
2019-05,-0.013573207249711894
2019-06,0.012884730823853108
2019-07,-0.017199510154805475
2019-08,-0.01941222947218424
2019-09,0.001907117455336893
2019-10,0.019406438323044783
2019-11,-0.01695930539158874
2019-12,0.03476624490046509
2020-01,-0.04249400654104862
2020-02,-0.02944149410150876
2020-03,-0.05907343158968781
2020-04,0.06759591833702183
2020-05,0.018036383611368834
2020-06,0.0373373947707778
2020-07,0.037730870055540766
2020-08,0.03242425452607289
2020-09,-0.02806631948715843
2020-10,-0.02109787358995463
2020-11,0.0474680716509821
2020-12,0.04448760175856892
2021-01,-0.0077826585994574815
2021-02,0.0024162772760885076
2021-03,-0.012642269929011851
2021-04,0.013526590202027178
2021-05,0.004011919398019259
2021-06,-0.03006140475246577
2021-07,-0.01677670233308859
2021-08,-0.004140838953564874
2021-09,-0.017146916946091162
2021-10,0.034970254330018324
2021-11,-0.05044461872472017
2021-12,0.0244325312916025
2022-01,-0.031470660121401095
2022-02,0.02449657942678285
2022-03,0.025670740772316236
2022-04,-0.057541845867401076
2022-05,0.012444402460658033
2022-06,-0.041796463348488855
2022-07,0.01625936118399851
2022-08,-0.022805740226565563
2022-09,-0.06515136315126957
2022-10,-0.0037348667085554954
2022-11,0.051811714697399314
2022-12,0.010352632689444752
2023-01,0.03933298334262347
2023-02,-0.045113208857132436
2023-03,-0.002070640863501394
2023-04,-0.01270030816878831
2023-05,-0.025700157223461195
2023-06,0.02716663772820338
2023-07,0.008029332097674757
2023-08,-0.037567218268335534
2023-09,-0.009460851742361331
