Date,England_G1
2001-03,0.01222366710013012
2001-04,-0.025094210346009005
2001-05,-0.005358868488096302
2001-06,-0.010863804981452119
2001-07,0.022769890168765183
2001-08,0.011349746813340333
2001-09,-0.009409530386740306
2001-10,0.028409586056644898
2001-11,-0.011609185662232013
2001-12,-0.03275034293552814
2002-01,0.017284169473497535
2002-02,-0.004966454648427265
2002-03,-0.028458844133099848
2002-04,0.008742676881478229
2002-05,-0.00268048606147242
2002-06,0.009944454398853164
2002-07,0.012241639315177855
2002-08,0.016650600297958063
2002-09,0.041375743470390525
2002-10,-0.013326711364953225
2002-11,-0.007382550335570559
2002-12,0.017156862745097978
2003-01,0.0077274615704197025
2003-02,0.008245382585752026
2003-03,-0.014393195943735781
2003-04,-0.0036508463325588547
2003-05,0.02140239840106606
2003-06,-0.006685690990623772
2003-07,-0.023557416071575132
2003-08,-0.0043712172158708595
2003-09,-0.00025329280648433983
2003-10,-0.032514145764715785
2003-11,-0.0006110335195531613
2003-12,-0.052493667569219915
2004-01,-0.0058075221238939045
2004-02,0.010570236439499281
2004-03,-0.0017432791999265618
2004-04,-0.01718749999999991
2004-05,-0.011315814083980302
2004-06,0.0009458948164964287
2004-07,0.0010395010395012338
2004-08,0.01274426508071369
2004-09,0.003635346756152069
2004-10,0.006315593944459907
2004-11,0.009783110290724428
2004-12,0.019650854583676214
2005-01,-0.005198996055933991
2005-02,-0.009641376824653158
2005-03,0.0012737694477300554
2005-04,0.012721490231712984
2005-05,0.016509645580978116
2005-06,0.007767675876070301
2005-07,-0.0108609967592187
2005-08,0.011245904542636964
2005-09,-0.012872154115586731
2005-10,-0.003903131375853741
2005-11,0.007569685635408163
2005-12,0.011578575216545817
2006-01,-0.003232852774137207
2006-02,-0.00333099579242635
2006-03,-0.018029903254177637
2006-04,-0.017465293327362352
2006-05,0.003646308113035568
2006-06,-0.01089918256130784
2006-07,0.007621671258034812
2006-08,0.005923630729973484
2006-09,-0.0030802681645224483
2006-10,-0.00027262813522355156
2006-11,0.0
2006-12,-0.017089355513135285
2007-01,-0.017293997965411867
2007-02,0.01298701298701288
2007-03,0.0015793385358602308
2007-04,-0.005936369539003783
2007-05,-0.015396099654754192
2007-06,-0.016963608794541285
2007-07,0.017352742697387402
2007-08,0.014119207808206191
2007-09,-0.0007475238273220164
2007-10,0.0033663736674771627
2007-11,0.02115563839701773
2007-12,0.006023546591220397
2008-01,0.0030844597659438477
2008-02,-0.0011757257845708136
2008-03,0.007787033683448019
2008-04,-0.027044025157232587
2008-05,-0.021423954197063555
2008-06,-0.014909880154760802
2008-07,0.028451001053740876
2008-08,0.020305514157973326
2008-09,0.02382691254336322
2008-10,-0.007668301382077525
2008-11,0.05580016173959912
2008-12,0.05080851063829783
2009-01,-0.048999757025998236
2009-02,0.02571963890308293
2009-03,0.022999003653271233
2009-04,-0.02118334550766987
2009-05,-0.015671641791044744
2009-06,-0.005307050796057533
2009-07,-0.0055894308943089666
2009-08,0.02265372168284796
2009-09,-0.012658227848101222
2009-10,-0.0001686909581646301
2009-11,0.012738316180192166
2009-12,-0.04664723032069962
2010-01,0.010572302315421611
2010-02,0.0017292062943108366
2010-03,-0.009580528223718243
2010-04,0.010370370370370363
2010-05,0.03320683111954459
2010-06,0.010518407212622094
2010-07,0.003800082610491584
2010-08,0.04205415192165263
2010-09,-0.01816458695308809
2010-10,-0.007722007722007707
2010-11,-0.009241245136186738
2010-12,-0.022336769759450203
2011-01,-0.018076826512678834
2011-02,0.005625159805676239
2011-03,-0.006949741503517237
2011-04,0.016983869591192136
2011-05,0.018378650553877218
2011-06,-0.009888751545117369
2011-07,0.041115272575946715
2011-08,0.021344631865057195
2011-09,0.017454602379461504
2011-10,-0.012693284098776902
2011-11,0.014882343774349271
2011-12,-0.10211132437619963
2012-01,0.002565198802907176
2012-02,-0.007420042643923264
2012-03,-0.016068052930056642
2012-04,0.009606147934678066
2012-05,0.05241761093331032
2012-06,-0.02104051943782359
2012-07,0.023255813953488413
2012-08,0.0004922874958976919
2012-09,-0.010824995899622714
2012-10,-0.012269938650306789
2012-11,0.00814168205472554
2012-12,-0.009907584714012097
2013-01,-0.021442986881937465
2013-02,0.011343129672595875
2013-03,0.00926161950887927
2013-04,0.010355278666442258
2013-05,-0.02791434047162744
2013-06,-0.04080233156180346
2013-07,0.006970509383378065
2013-08,-0.02076677316293929
2013-09,-0.0001812579300345396
2013-10,0.008520667150108796
2013-11,-0.012583138594283727
2013-12,-0.030038230475150196
2014-01,0.03594219219219208
2014-02,0.0
2014-03,-0.007790560739197372
2014-04,0.007303934994978611
2014-05,0.01205474485633995
2014-06,-0.0155830198817839
2014-07,0.006914119359534343
2014-08,0.03361040838453189
2014-09,-0.011013986013986066
2014-10,0.01732366978964106
2014-11,0.028410078192875776
2014-12,0.573369012418687
2015-01,-0.0010038139560906156
2015-02,-0.009381533429714706
2015-03,-0.0275520858427295
2015-04,0.010578520032697769
2015-05,0.0005286398287680516
2015-06,0.004218441398831763
2015-07,0.007120460137935103
2015-08,-0.008722768968456918
2015-09,-0.008371415787748138
2015-10,0.009519565185897916
2015-11,-0.019334202603797812
2015-12,-0.03538507831987858
2016-01,-0.005334413026248708
2016-02,-0.0020397222854938724
2016-03,0.021676688795452037
2016-04,0.002538283294285959
2016-05,0.005023353747186654
2016-06,-0.030289976979128386
2016-07,0.016072979125534292
2016-08,0.006319742691200947
2016-09,-0.030870025976481696
2016-10,-0.09274910209149412
2016-11,0.011887391671002945
2016-12,0.0016084449777054033
2017-01,0.002365564498326922
2017-02,0.023475158953246034
2017-03,0.004085472507554977
2017-04,0.03811498021009063
2017-05,0.000953948190246745
2017-06,-0.017601992348382334
2017-07,0.017625163874499528
2017-08,-0.0046773446192337476
2017-09,0.002988039801766096
2017-10,-0.005508407213666189
2017-11,0.019253958276535643
2017-12,0.006336601970885258
2018-01,0.02349551044926934
2018-02,-0.02868727220630296
2018-03,0.023077252211429533
2018-04,-0.022455692859979615
2018-05,-0.01730741337216768
2018-06,-0.01821793814312045
2018-07,-0.008150260622093453
2018-08,-0.008533175560865858
2018-09,-0.012137008930539817
2018-10,-0.010196161223661071
2018-11,0.008250998531850628
2018-12,-0.002651612633947309
2019-01,0.03250849977018011
2019-02,0.007045574886547223
2019-03,0.029725346645419037
2019-04,-0.012134539001742217
2019-05,-0.006799487915561064
2019-06,0.0029963919843649656
2019-07,-0.019207893318566538
2019-08,0.014292286617928474
2019-09,0.0025744220919494687
2019-10,0.04166632319268837
2019-11,-0.0063312053973839655
2019-12,0.0203916961502999
2020-01,0.021908439339982433
2020-02,-0.02414981072835476
2020-03,-0.028303377623793313
2020-04,0.026093116924558846
2020-05,-0.016085387627678194
2020-06,-0.00048525441363289623
2020-07,0.06515901440834782
2020-08,-0.0016865703345121386
2020-09,-0.03007463935424426
2020-10,-0.0007657130799795242
2020-11,0.027422554796760368
2020-12,0.025570695314811598
2021-01,-0.006860183979896961
2021-02,-0.02293504539761737
2021-03,-0.01931404528013192
2021-04,0.0028022844914246114
2021-05,0.032014648666309764
2021-06,-0.029866914981399484
2021-07,0.020461369627442272
2021-08,-0.01438791692369501
2021-09,-0.05250399593114974
2021-10,0.013882456604189963
2021-11,-0.011197746270677045
2021-12,0.0009570697607581558
2022-01,-0.030608897905173182
2022-02,-0.007999321444992491
2022-03,-0.020192568295335334
2022-04,-0.06472880846236384
2022-05,-0.012163277268228856
2022-06,-0.056865089056386986
2022-07,0.036167340749869714
2022-08,-0.11753514488652095
2022-09,-0.15457339772640688
2022-10,0.09161326160464967
2022-11,0.08455296617188068
2022-12,-0.04854708592549151
2023-01,0.06586194394096534
2023-02,-0.05337122939056449
2023-03,0.04651962625406125
2023-04,-0.00024001583493304945
2023-05,-0.059998926214054116
2023-06,0.010443928017568105
2023-07,0.01997359706124957
2023-08,-0.02254191714746978
2023-09,-0.04871786976872916
