Date,America_G1
1998-06,0.007745504840940498
1998-07,-0.0024704913532802575
1998-08,0.029719317556411662
1998-09,0.03848209513629075
1998-10,-0.009264024704065843
1998-11,-0.010649350649350686
1998-12,0.001050144394854291
1999-01,0.0002622606871229838
1999-02,-0.0374934452018878
1999-03,-0.0002724053391446324
1999-04,0.0
1999-05,-0.021798365122615793
1999-06,-0.008913649025069637
1999-07,-0.00786958965711071
1999-08,-0.0028328611898017497
1999-09,0.001136363636363713
1999-10,-0.003688989784335961
1999-11,-0.004272287097693006
1999-12,-0.12256864988558347
2000-01,-0.011246943765281125
2000-02,0.010385756676557945
2000-03,0.02414749551313422
2000-04,-0.011470447666082517
2000-05,0.0
2000-06,0.015793714746172416
2000-07,0.0041250198318261155
2000-08,0.012798230368146646
2000-09,0.0006240249609983373
2000-10,0.004833177424384161
2000-11,0.021567106283941095
2000-12,0.01928918590522488
2001-01,0.0034272090597526894
2001-02,0.010543510543510548
2001-03,-0.001175606171932353
2001-04,-0.022804178313962087
2001-05,-0.0009033423667570428
2001-06,-0.00647980711271845
2001-07,0.030031851964204437
2001-08,0.010455013989103312
2001-09,0.014573010784028062
2001-10,0.025136455041654626
2001-11,-0.029284012890570255
2001-12,-0.028724018475750568
2002-01,0.006984693119334251
2002-02,0.01298701298701288
2002-03,-0.04472610722610726
2002-04,0.03034924508159209
2002-05,0.011101243339253886
2002-06,0.0046845264236567985
2002-07,0.031473116712807725
2002-08,0.0231671139991525
2002-09,0.02416125914676237
2002-10,-0.010245349150714511
2002-11,-0.019204576409697638
2002-12,0.02249687543396761
2003-01,-0.00977862284394948
2003-02,0.024550816074612625
2003-03,-0.01579651941097726
2003-04,0.0021762785636560977
2003-05,0.03420195439739415
2003-06,-0.01364829396325462
2003-07,-0.058009579563597646
2003-08,0.00819209039548019
2003-09,0.027738862426450073
2003-10,-0.02031079607415487
2003-11,0.0009739807986641758
2003-12,-0.0012510425354461674
2004-01,0.010438413361169019
2004-02,0.017079889807162463
2004-03,0.0002708559046586956
2004-04,-0.04251286217167616
2004-05,-0.005656108597285048
2004-06,-0.0049772468714448515
2004-07,0.01271973703015572
2004-08,0.024837708156929095
2004-09,-0.00743596805287805
2004-10,0.008324084350721517
2004-11,-0.01857457347275726
2004-12,0.004345997476517649
2005-01,0.002931323283082099
2005-02,-0.01238691718858731
2005-03,-0.01451521984216464
2005-04,0.01973401973401967
2005-05,0.012761183564717449
2005-06,0.005538631957906492
2005-07,-0.021894794822363006
2005-08,0.01745741236097431
2005-09,-0.02656704026567036
2005-10,-0.013361762615493933
2005-11,0.0025932862699900028
2005-12,0.006179048713895741
2006-01,-0.008854612967723496
2006-02,-0.004034582132564801
2006-03,-0.01490162037037035
2006-04,-0.0076369510941400875
2006-05,-0.0047358295101376235
2006-06,-0.0020817843866171026
2006-07,0.011175681716584673
2006-08,0.01311523725316821
2006-09,0.005963636363636393
2006-10,0.0014459224985541308
2006-11,0.008229858504187115
2006-12,-0.015036517256193593
2007-01,-0.006687990694969503
2007-02,0.01697892271662771
2007-03,-0.004029936672423684
2007-04,0.0018786127167629285
2007-05,-0.017885475263233808
2007-06,-0.00646203554119551
2007-07,0.016260162601626105
2007-08,0.019200000000000106
2007-09,-0.0018552875695733162
2007-10,0.0067200457535030456
2007-11,0.03550632012498234
2007-12,-0.004663283500205728
2008-01,0.029350971475816445
2008-02,0.01686746987951815
2008-03,0.0022380200105318604
2008-04,-0.026402206751609092
2008-05,-0.016055045871559592
2008-06,-0.0002742355683532649
2008-07,0.007955013029762759
2008-08,0.016192679276092026
2008-09,-0.01767541510444559
2008-10,-0.013495092693565969
2008-11,0.08677628851734154
2008-12,0.023267641449459697
2009-01,-0.024478131212723686
2009-02,-0.00789708317411797
2009-03,0.01951470021825652
2009-04,-0.025311673592746553
2009-05,-0.019121447028423777
2009-06,-0.01988935721812435
2009-07,0.008735385028894038
2009-08,0.010791366906474753
2009-09,-0.0018452616317384818
2009-10,0.0023768651789251027
2009-11,0.02160453168225529
2009-12,-0.04719535783365569
2010-01,0.023413181756665402
2010-02,0.0063475271092303664
2010-03,-0.0223390275952694
2010-04,0.01424731182795691
2010-05,0.023456135701033665
2010-06,0.015538003366567299
2010-07,0.010327680734412814
2010-08,0.02170620898536102
2010-09,-0.0035820158102767286
2010-10,0.0018594272963927683
2010-11,-0.009774808215788133
2010-12,-0.036861177058603034
2011-01,0.002983912817851486
2011-02,-0.003751131807010699
2011-03,-0.010906258114775413
2011-04,0.017721186663166133
2011-05,0.023861730942860815
2011-06,-0.013731418493323266
2011-07,0.027462000255460417
2011-08,0.03455992043759326
2011-09,0.0004806536890171742
2011-10,-0.007926975738649977
2011-11,0.008474576271186418
2011-12,0.0074429771908763875
2012-01,0.008579599618684375
2012-02,-0.007443289224952743
2012-03,-0.013569813117486063
2012-04,0.021600096536744218
2012-05,0.019844082211197822
2012-06,-0.011350474866805627
2012-07,0.00960637300843481
2012-08,0.0006962172197726435
2012-09,-0.009392393320964754
2012-10,-0.0033945920636778704
2012-11,0.008221752407798988
2012-12,-0.010018639328984169
2013-01,-0.011296775711932217
2013-02,0.010830754582242363
2013-03,-0.005416225126574803
2013-04,0.01041789984609931
2013-05,-0.023315758640890416
2013-06,-0.02831094049904026
2013-07,-0.0009876543209876854
2013-08,-0.00865051903114189
2013-09,0.008352031912241431
2013-10,0.0076647298800840424
2013-11,-0.0056434793276898265
2013-12,-0.028377544725478154
2014-01,0.02196825396825397
2014-02,0.002857852882703682
2014-03,-0.020691364143228808
2014-04,0.007464574898785381
2014-05,0.01532085897274893
2014-06,-0.009152752009894849
2014-07,-0.004493820996130271
2014-08,0.01379310344827589
2014-09,-0.013358070500927632
2014-10,0.01378964523003634
2014-11,0.010263385680722159
2014-12,-0.006731946144430845
2015-01,0.032162661737523024
2015-02,-0.018744030563514813
2015-03,0.003771748387881635
2015-04,-0.004121212121212081
2015-05,-0.0004868549172346581
2015-06,-0.016682903068680033
2015-07,0.010030959752322044
2015-08,0.0015939185875428752
2015-09,0.00856898029134534
2015-10,-0.00813205486102686
2015-11,-0.005261869799314756
2015-12,-0.008734161643498606
2016-01,0.029163564159841115
2016-02,0.01024960810321951
2016-03,-0.0039388875626641395
2016-04,-0.002516476932294842
2016-05,-0.0020422873618453075
2016-06,0.024557602022390768
2016-07,0.0004699800258489706
2016-08,-0.008807985907222537
2016-09,-0.005687203791469142
2016-10,-0.011439466158245981
2016-11,-0.03387174541947924
2016-12,-0.007610729881472267
2017-01,0.0015086748805632766
2017-02,0.005146874215415487
2017-03,-0.004371175221681067
2017-04,0.009282488710486758
2017-05,0.006711409395973256
2017-06,-0.008148148148148127
2017-07,0.0028628329599202917
2017-08,0.010798063795457447
2017-09,-0.015225933202357544
2017-10,-0.0029925187032419087
2017-11,-0.005002501250625291
2017-12,-0.002136752136752129
2018-01,-0.019901750850233046
2018-02,-0.007582572934070164
2018-03,0.0040145040145040944
2018-04,-0.012511285953824336
2018-05,0.00927377220480663
2018-06,-0.004529571631939899
2018-07,-0.006370254810192377
2018-08,0.008111997906581125
2018-09,-0.013367942894224494
2018-10,-0.0028939752696658383
2018-11,0.009366754617414319
2018-12,0.02065089530780284
2019-01,0.0037136637213470713
2019-02,-0.005868844092880798
2019-03,0.020277207392197072
2019-04,-0.004402515723270439
2019-05,0.02185723310170573
2019-06,0.01261127596439171
2019-07,-0.004273504273504258
2019-08,0.02844880441446973
2019-09,-0.005603910814355517
2019-10,-0.00011990407673856396
2019-11,-0.00767478114881881
2019-12,-0.006767371601208438
2020-01,0.025185545686823296
2020-02,0.024210776169000692
2020-03,0.02850521436848208
2020-04,0.002703920684993255
2020-05,0.0022471910112360494
2020-06,-0.0014573991031390232
2020-07,0.006511732345346299
2020-08,-0.004796430563301701
2020-09,0.0008966599417170595
2020-10,-0.009406494960806255
2020-11,0.002260908885372004
2020-12,-0.003270922625761341
2021-01,-0.00758175851533327
2021-02,-0.023603192702394526
2021-03,-0.0213710148312507
2021-04,0.00835322195704058
2021-05,0.006272189349112445
2021-06,-0.0027049276725861215
2021-07,0.01474056603773577
2021-08,-0.0030214991284137627
2021-09,-0.018183937521855653
2021-10,-0.006885907633859656
2021-11,0.006455469216975596
2021-12,-0.008195747713505175
2022-01,-0.019161676646706538
2022-02,-0.004029304029304015
2022-03,-0.03592006865269093
2022-04,-0.030264496439471045
2022-05,0.005769735116706087
2022-06,-0.010951760104302433
2022-07,0.022014236751911387
2022-08,-0.035212175931897294
2022-09,-0.04117647058823526
2022-10,-0.013106525376464062
2022-11,0.02373551850805322
2022-12,-0.008142423406017119
2023-01,0.019757896201474834
2023-02,-0.02919907217901485
2023-03,0.03373155305692199
2023-04,0.002447314751869545
2023-05,-0.013698630136986356
2023-06,-0.011963696369637011
2023-07,-0.0076548364648573175
2023-08,-0.007573632538569464
2023-09,-0.022611644997173497
