Date,Germany_G1
2009-02,0.010300999491818397
2009-03,0.03809034731483907
2009-04,-0.01675837419038928
2009-05,0.04272187288615825
2009-06,0.008017033923206851
2009-07,0.021774198288946334
2009-08,0.011818901417125494
2009-09,0.014742948083578344
2009-10,0.006516318139050403
2009-11,0.03070975613232041
2009-12,-0.06143156925726945
2010-01,-0.01387926433787634
2010-02,-0.012170633851704249
2010-03,-0.013866807217453037
2010-04,-0.007360230267185797
2010-05,-0.04430464236408582
2010-06,0.001475881474820584
2010-07,0.057623612394267276
2010-08,0.016968672174975996
2010-09,0.04941679838042634
2010-10,0.0046300253296422955
2010-11,-0.0717940582352401
2010-12,-0.004353025497396246
2011-01,0.01978373470542638
2011-02,0.010028044681741344
2011-03,0.005315962784405048
2011-04,0.05894879100261985
2011-05,-0.011802161739615458
2011-06,0.011000756009414303
2011-07,0.02972607241946945
2011-08,0.034228086434157756
2011-09,-0.05330329463041328
2011-10,0.029205177010482197
2011-11,-0.04745401993982201
2011-12,0.001304170444797137
2012-01,0.013497370416542198
2012-02,0.023123835166358075
2012-03,-0.011860783028965205
2012-04,0.01090308672462581
2012-05,-0.03266293400688658
2012-06,-0.012732655931003367
2012-07,-0.0019340532443316016
2012-08,0.01764790129541227
2012-09,0.008260316599717488
2012-10,0.006660949293878948
2012-11,0.010321129375133742
2012-12,0.035256417852500554
2013-01,0.002892022840034647
2013-02,-0.015908841890845404
2013-03,-0.016569840480083253
2013-04,0.033893177107701566
2013-05,-0.03351335791224297
2013-06,-0.012657730771244546
2013-07,0.02696950492364003
2013-08,-0.017369149138399265
2013-09,0.023599579728274866
2013-10,0.015755306583459028
2013-11,-0.002996233153017669
2013-12,-0.0024547698997975376
2014-01,0.011743223020953542
2014-02,0.02598920055247822
2014-03,-0.00951525356904781
2014-04,0.014971011775678056
2014-05,-0.0007765724594395174
2014-06,0.004959315605757908
2014-07,-0.015761314567977802
2014-08,0.005627443463303683
2014-09,-0.05091984998142318
2014-10,0.00026018727877286096
2014-11,0.00509589048050052
2014-12,-0.007714462402018563
2015-01,-0.0460400089712395
2015-02,-0.007803270608405133
2015-03,-0.04592173440206604
2015-04,0.03173862169252706
2015-05,-0.02942146912949206
2015-06,-0.006025915411565608
2015-07,0.002127820223022381
2015-08,0.009628320867742568
2015-09,0.018246168247532335
2015-10,-0.008231699601366493
2015-11,-0.0348621976124559
2015-12,0.02644235370571346
2016-01,0.03219506390217908
2016-02,0.022783032175682116
2016-03,0.02604797253192337
2016-04,-0.0036786651035330964
2016-05,-0.013740105335731778
2016-06,0.01317191522976291
2016-07,0.011746105067343748
2016-08,-0.002473058975582476
2016-09,-0.003826462043257095
2016-10,-0.04440247557672761
2016-11,-0.039820016056294705
2016-12,0.014185200661084085
2017-01,0.009888464099690797
2017-02,0.007463066870074364
2017-03,-0.019727232842966846
2017-04,0.021343541418687773
2017-05,0.03426357470027441
2017-06,0.012846837191743177
2017-07,0.035384005053960665
2017-08,0.025368159572018323
2017-09,-0.031057981237592847
2017-10,-0.0024673739910681114
2017-11,0.020673762681251207
2017-12,0.004555007523630916
2018-01,0.014422521385571985
2018-02,-0.012753795447628336
2018-03,0.006653179924206443
2018-04,-0.019719486183106594
2018-05,-0.014876678154087997
2018-06,0.0030441212894603
2018-07,-0.0035838538021567556
2018-08,0.0009632558958709847
2018-09,-0.025845541294702623
2018-10,-0.01750771383228955
2018-11,0.008789394290941832
2018-12,0.024638571819590505
2019-01,0.012847409157790146
2019-02,-0.008098964559155375
2019-03,-0.008002568509167696
2019-04,-0.006546366353601396
2019-05,0.013336049208904077
2019-06,0.04424806218547639
2019-07,-0.007122123001883085
2019-08,0.010148862091214461
2019-09,-0.03460604807803125
2019-10,0.007679141455436689
2019-11,-0.01563378685221828
2019-12,0.014251100460168198
2020-01,0.014965704585532924
2020-02,0.006324433239450311
2020-03,-0.030544593063087877
2020-04,0.007996218127036547
2020-05,0.0032605056588135284
2020-06,0.036914700095002084
2020-07,0.054682612400675845
2020-08,0.0017917115175811738
2020-09,-0.02440053324721214
2020-10,0.0027958325157741992
2020-11,0.02120244243697944
2020-12,0.042043954989609444
2021-01,-0.014943074221101083
2021-02,-0.025913819634235113
2021-03,-0.03920995745395939
2021-04,0.015925149313802622
2021-05,0.016353547655030942
2021-06,-0.015769964027885552
2021-07,0.02380518740955595
2021-08,-0.010700097175492251
2021-09,-0.051435691603466505
2021-10,-0.012748429099181835
2021-11,0.005020988571431184
2021-12,-0.005449876802676834
2022-01,-0.02156028235659113
2022-02,-0.01347316696192824
2022-03,-0.06059417533907441
2022-04,-0.07851421689989502
2022-05,0.003967545413097628
2022-06,-0.04118189711709197
2022-07,0.030644100989400958
2022-08,-0.07450578246322404
2022-09,-0.0886429730271836
2022-10,0.009543470133250409
2022-11,0.061677085979439994
2022-12,-0.020206757992074387
2023-01,0.04406203004720011
2023-02,-0.051734442981474005
2023-03,0.04738893202430261
2023-04,0.012812803727873412
2023-05,-0.03214103818579361
2023-06,0.008894770185501999
2023-07,0.002573461656914411
2023-08,-0.013856254154055003
2023-09,-0.057418838851397425
