Date,Japan_G1
2004-02,-0.024472358833069197
2004-03,0.028426732830989954
2004-04,-0.05828404056143577
2004-05,0.013685984019222275
2004-06,-0.014049773009548794
2004-07,-0.025065345114729798
2004-08,0.04124079934520597
2004-09,-0.005690218081039422
2004-10,0.0414287372663269
2004-11,0.030225033912733457
2004-12,0.002258967684238389
2005-01,-0.0014485711250933342
2005-02,-0.01889897461021739
2005-03,-0.014897638177089667
2005-04,0.03098287207305117
2005-05,-0.033880033869434056
2005-06,-0.017708069820389638
2005-07,-0.022912458293987803
2005-08,0.014833814675558
2005-09,-0.03929765515927541
2005-10,-0.02872461532124304
2005-11,-0.01924947907125718
2005-12,0.009775259870156816
2006-01,0.0005965241634995344
2006-02,0.006431457013842845
2006-03,-0.03535252903023911
2006-04,0.02803338322049198
2006-05,0.018643050806423922
2006-06,-0.030530391034799265
2006-07,0.0005602206758121842
2006-08,-0.0011159465179908512
2006-09,-0.007924830994185617
2006-10,0.007859924824198172
2006-11,0.014684570991861934
2006-12,-0.034785583276465526
2007-01,-0.010202477342939553
2007-02,0.02190990922116387
2007-03,-0.0002880434270879917
2007-04,-0.012679222968553838
2007-05,-0.026769519569111777
2007-06,-0.020299991301961695
2007-07,0.047324737217695034
2007-08,0.041547247963487965
2007-09,0.0053071284282759645
2007-10,0.0022813904817020614
2007-11,0.04569256908842134
2007-12,-0.006161919179996422
2008-01,0.057001565806174215
2008-02,0.031486401330703684
2008-03,0.055926123137231665
2008-04,-0.07044407202369651
2008-05,-0.02745990198898174
2008-06,0.0008928262240979201
2008-07,-0.008869885982561998
2008-08,0.006163997378146435
2008-09,0.019200574738231113
2008-10,0.08103435817978721
2008-11,0.04123433281572364
2008-12,0.05954534879406048
2009-01,-0.0006974829911933211
2009-02,-0.07458575417258018
2009-03,-0.023487495762380295
2009-04,-0.0050789262039415695
2009-05,0.030128087422696792
2009-06,0.00167267330021037
2009-07,0.017891372042631692
2009-08,0.02418756213780937
2009-09,0.03957812327755561
2009-10,-0.013865669599845032
2009-11,0.05580984196377914
2009-12,-0.07142571758509608
2010-01,0.029173300903778898
2010-02,0.01722983186057192
2010-03,-0.05937252146950345
2010-04,0.006471087185293101
2010-05,0.03364174225461203
2010-06,0.041304208512375595
2010-07,0.023966270444509385
2010-08,0.035285928207890116
2010-09,0.011052394564088575
2010-10,0.037336674596616604
2010-11,-0.054943056010776425
2010-12,0.029777312625724583
2011-01,-0.01536299090495552
2011-02,-0.00025971903744748115
2011-03,-0.016169124442340532
2011-04,0.027563126405855787
2011-05,7.652706397065501e-05
2011-06,0.014866778034805739
2011-07,0.055383487866654146
2011-08,0.005399198531204075
2011-09,-0.00644815573549784
2011-10,-0.015378095742831221
2011-11,0.00502994677318247
2011-12,0.013787598176799643
2012-01,0.009665803986143695
2012-02,-0.059212758665852516
2012-03,-0.025695189220397263
2012-04,0.046325996043030004
2012-05,0.0226414678911131
2012-06,-0.01787656004853455
2012-07,0.02365199239687099
2012-08,-0.003513517327338178
2012-09,0.00684237108773722
2012-10,-0.022283558607791853
2012-11,-0.02876662290485421
2012-12,-0.05716364921154138
2013-01,-0.049803359103133826
2013-02,-0.0042394482109262555
2013-03,-0.014637730964197515
2013-04,-0.03932679871862432
2013-05,-0.04469987457327662
2013-06,0.015918957560030256
2013-07,0.019402990203813753
2013-08,0.00211378319330624
2013-09,-0.0026093326569039954
2013-10,0.005670691542236428
2013-11,-0.03962963173307632
2013-12,-0.039185952327024376
2014-01,0.04227166583171349
2014-02,0.005335412078239177
2014-03,-0.01758874113866149
2014-04,0.011777587110270549
2014-05,0.00863894819356803
2014-06,0.005377652479751305
2014-07,-0.01247235991616824
2014-08,-0.010294998171285652
2014-09,-0.053238589122402424
2014-10,-0.019152622620035364
2014-11,-0.05073520752538807
2014-12,-0.003668383300543976
2015-01,0.0218364224135561
2015-02,-0.019413404431435133
2015-03,-0.008740722454888439
2015-04,0.01086206301274606
2015-05,-0.04011178100473978
2015-06,0.008938534975054813
2015-07,-0.007317523666771075
2015-08,0.024781452665247228
2015-09,0.01262819997613196
2015-10,-0.0034517484000053944
2015-11,-0.02042366855022415
2015-12,0.027555453526072693
2016-01,0.001594420902659266
2016-02,0.08741947252635396
2016-03,-0.0045919669378285954
2016-04,0.05832266212387771
2016-05,-0.03477260888271427
2016-06,0.07924636967306009
2016-07,0.009053928517991139
2016-08,-0.020940546591365794
2016-09,0.026791260327563515
2016-10,-0.03710295313731615
2016-11,-0.09116339326643941
2016-12,-0.023454797483830392
2017-01,0.03439489724242617
2017-02,0.004937673646942864
2017-03,0.010371925028412443
2017-04,0.004022783506008709
2017-05,0.004076671723691083
2017-06,-0.017988607200675966
2017-07,0.01965749936835115
2017-08,0.008955374556888884
2017-09,-0.027467601374084105
2017-10,-0.009153480550544546
2017-11,0.012861271162572185
2017-12,-0.0023236005979362373
2018-01,0.02890562383904216
2018-02,0.027681796644099643
2018-03,0.0026995593073788626
2018-04,-0.028824208159956233
2018-05,0.006979654680250302
2018-06,-0.01836136429708335
2018-07,-0.01081837294913901
2018-08,0.005402875016540465
2018-09,-0.02536601208337297
2018-10,0.010351288784016699
2018-11,-0.001982182888573214
2018-12,0.04434468187671836
2019-01,0.008734211927918567
2019-02,-0.02212355495140561
2019-03,0.00833312643652051
2019-04,-0.008596197820580853
2019-05,0.03207014186845125
2019-06,0.008339869826940571
2019-07,-0.008871579093037707
2019-08,0.03283962230445536
2019-09,-0.017794808351202063
2019-10,-0.006442695422852807
2019-11,-0.018397660581755737
2019-12,0.0016520037899554474
2020-01,0.00687874601173899
2020-02,0.01221309127236414
2020-03,-0.006512917697682807
2020-04,0.0048056399808795724
2020-05,-0.009866239104166397
2020-06,-0.002567580121101032
2020-07,0.022662059577192695
2020-08,-0.0058706094913657525
2020-09,0.0075208916192441855
2020-10,0.006310983445893648
2020-11,0.004346318649104841
2020-12,0.009535374294515231
2021-01,-0.014309929325472148
2021-02,-0.025498741385480472
2021-03,-0.034031134701039356
2021-04,0.0141052456617079
2021-05,-0.0016729903740249075
2021-06,-0.01227249562869337
2021-07,0.016740915398504308
2021-08,-0.003643508737085188
2021-09,-0.01654428247493156
2021-10,-0.023666177419556345
2021-11,0.011017802841343682
2021-12,-0.018862458467291954
2022-01,-0.005998289386090927
2022-02,-0.0005045347549155199
2022-03,-0.06007638193149656
2022-04,-0.062182241635674096
2022-05,0.008207086978834433
2022-06,-0.05853373462334621
2022-07,0.0314039132251096
2022-08,-0.04719161624607959
2022-09,-0.04783096288410871
2022-10,-0.023611610082719503
2022-11,0.07670037057547563
2022-12,0.029922606198888424
2023-01,0.01553968649843851
2023-02,-0.04406340564372857
2023-03,0.03518703809023216
2023-04,-0.02207961699076466
2023-05,-0.021817137935983832
2023-06,-0.034764633449021254
2023-07,0.0022485734201198593
2023-08,-0.022197433292681867
2023-09,-0.037984764180105435
