BCOMGOT Index Settings Total Return Analysis,,,,,,
Range01/31/1991 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 383 Month Holding Period Chart,,,,,,
Bloomberg Gas Oil Subindex Total Return Max Cuml Total Return 1375.8713% On 06/30/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
12/29/2017,370.57,--,333.73%,302.85%,7.55%,7.55%
11/30/2017,344.55,--,303.27%,274.56%,2.16%,2.16%
10/31/2017,337.26,--,294.74%,266.64%,2.50%,2.50%
,,,,,,
9/29/2017,329.03,--,285.10%,257.68%,9.25%,9.25%
8/31/2017,301.17,--,252.49%,227.40%,2.55%,2.55%
7/31/2017,293.68,--,243.72%,219.25%,11.66%,11.66%
,,,,,,
6/30/2017,263.01,--,207.84%,185.92%,-2.98%,-2.98%
5/31/2017,271.08,--,217.28%,194.70%,-2.54%,-2.54%
4/28/2017,278.15,--,225.56%,202.38%,-3.25%,-3.25%
,,,,,,
3/31/2017,287.5,--,236.50%,212.54%,-4.55%,-4.55%
2/28/2017,301.2,--,252.53%,227.43%,-1.51%,-1.51%
1/31/2017,305.82,--,257.93%,232.45%,-1.88%,-1.88%
,,,,,,
12/30/2016,311.66,--,264.77%,238.81%,10.54%,10.54%
11/30/2016,281.94,--,229.99%,206.50%,1.72%,1.72%
10/31/2016,277.16,--,224.40%,201.30%,-1.57%,-1.57%
,,,,,,
9/30/2016,281.58,--,229.57%,206.11%,5.94%,5.94%
8/31/2016,265.79,--,211.08%,188.94%,9.19%,9.19%
7/29/2016,243.42,--,184.90%,164.62%,-16.19%,-16.19%
,,,,,,
6/30/2016,290.45,--,239.95%,215.75%,-1.86%,-1.86%
5/31/2016,295.97,--,246.41%,221.75%,8.97%,8.97%
4/29/2016,271.61,--,217.90%,195.26%,12.94%,12.94%
,,,,,,
3/31/2016,240.49,--,181.48%,161.44%,6.81%,6.81%
2/29/2016,225.17,--,163.55%,144.78%,3.26%,3.26%
1/29/2016,218.06,--,155.22%,137.05%,-8.82%,-8.82%
,,,,,,
12/31/2015,239.15,--,179.91%,159.98%,-23.12%,-23.12%
11/30/2015,311.09,--,264.10%,238.18%,-8.53%,-8.53%
10/30/2015,340.08,--,298.04%,269.70%,-2.53%,-2.53%
,,,,,,
9/30/2015,348.91,--,308.37%,279.30%,-5.27%,-5.27%
8/31/2015,368.32,--,331.09%,300.40%,-1.27%,-1.27%
7/31/2015,373.07,--,336.65%,305.57%,-15.01%,-15.01%
,,,,,,
6/30/2015,438.97,--,413.78%,377.20%,-3.35%,-3.35%
5/29/2015,454.16,--,431.56%,393.72%,-1.16%,-1.16%
4/30/2015,459.52,--,437.83%,399.54%,13.70%,13.70%
,,,,,,
3/31/2015,404.16,--,373.03%,339.36%,-8.99%,-8.99%
2/27/2015,444.06,--,419.74%,382.74%,21.15%,21.15%
1/30/2015,366.54,--,329.01%,298.47%,-9.18%,-9.18%
,,,,,,
12/31/2014,403.61,--,372.39%,338.76%,-21.77%,-21.77%
11/28/2014,515.9,--,503.82%,460.83%,-11.79%,-11.79%
10/31/2014,584.88,--,584.56%,535.83%,-8.98%,-8.98%
,,,,,,
9/30/2014,642.57,--,652.08%,598.54%,-7.28%,-7.28%
8/29/2014,693.04,--,711.15%,653.40%,-2.76%,-2.76%
7/31/2014,712.72,--,734.18%,674.79%,-3.57%,-3.57%
,,,,,,
6/30/2014,739.14,--,765.10%,703.52%,2.72%,2.72%
5/30/2014,719.57,--,742.20%,682.24%,-0.58%,-0.58%
4/30/2014,723.78,--,747.13%,686.82%,0.56%,0.56%
,,,,,,
3/31/2014,719.74,--,742.40%,682.43%,-2.26%,-2.26%
2/28/2014,736.39,--,761.89%,700.53%,1.13%,1.13%
1/31/2014,728.15,--,752.25%,691.57%,-3.18%,-3.18%
,,,,,,
12/31/2013,752.08,--,780.25%,717.59%,0.06%,0.06%
11/29/2013,751.62,--,779.71%,717.09%,2.53%,2.53%
10/31/2013,733.05,--,757.97%,696.89%,1.51%,1.51%
,,,,,,
9/30/2013,722.17,--,745.24%,685.07%,-5.44%,-5.44%
8/30/2013,763.73,--,793.88%,730.24%,5.75%,5.75%
7/31/2013,722.17,--,745.25%,685.07%,4.44%,4.44%
,,,,,,
6/28/2013,691.49,--,709.33%,651.71%,2.89%,2.89%
5/31/2013,672.03,--,686.56%,630.57%,-0.99%,-0.99%
4/30/2013,678.76,--,694.44%,637.88%,-7.62%,-7.62%
,,,,,,
3/29/2013,734.74,--,759.96%,698.74%,-1.97%,-1.97%
2/28/2013,749.49,--,777.22%,714.77%,-2.97%,-2.97%
1/31/2013,772.45,--,804.10%,739.73%,6.34%,6.34%
,,,,,,
12/31/2012,726.43,--,750.22%,689.70%,-3.00%,-3.00%
11/30/2012,748.89,--,776.52%,714.12%,0.96%,0.96%
10/31/2012,741.76,--,768.17%,706.36%,-0.86%,-0.86%
,,,,,,
9/28/2012,748.21,--,775.73%,713.38%,-1.53%,-1.53%
8/31/2012,759.86,--,789.36%,726.04%,9.62%,9.62%
7/31/2012,693.15,--,711.28%,653.52%,7.96%,7.96%
,,,,,,
6/29/2012,642.06,--,651.48%,597.98%,-2.65%,-2.65%
5/31/2012,659.56,--,671.96%,617.01%,-13.38%,-13.38%
4/30/2012,761.47,--,791.24%,727.79%,-1.07%,-1.07%
,,,,,,
3/30/2012,769.73,--,800.91%,736.77%,1.03%,1.03%
2/29/2012,761.89,--,791.73%,728.24%,6.73%,6.73%
1/31/2012,713.82,--,735.47%,675.99%,4.14%,4.14%
,,,,,,
12/30/2011,685.43,--,702.25%,645.13%,-4.05%,-4.05%
11/30/2011,714.33,--,736.07%,676.55%,2.46%,2.46%
10/31/2011,697.15,--,715.96%,657.87%,7.94%,7.94%
,,,,,,
9/30/2011,645.87,--,655.94%,602.12%,-8.95%,-8.95%
8/31/2011,709.38,--,730.28%,671.17%,-0.26%,-0.26%
7/29/2011,711.21,--,732.42%,673.16%,4.29%,4.29%
,,,,,,
6/30/2011,681.95,--,698.16%,641.34%,-3.72%,-3.72%
5/31/2011,708.31,--,729.02%,670.00%,-7.44%,-7.44%
4/29/2011,765.22,--,795.63%,731.87%,4.87%,4.87%
,,,,,,
3/31/2011,729.66,--,754.01%,693.21%,5.33%,5.33%
2/28/2011,692.72,--,710.77%,653.05%,10.93%,10.93%
1/31/2011,624.46,--,630.89%,578.85%,8.85%,8.85%
,,,,,,
12/31/2010,573.68,--,571.45%,523.65%,4.20%,4.20%
11/30/2010,550.55,--,544.37%,498.50%,3.68%,3.68%
10/29/2010,531,--,521.49%,477.25%,-0.02%,-0.02%
,,,,,,
9/30/2010,531.09,--,521.60%,477.34%,8.70%,8.70%
8/31/2010,488.59,--,471.86%,431.15%,-2.58%,-2.58%
7/30/2010,501.53,--,487.00%,445.21%,0.59%,0.59%
,,,,,,
6/30/2010,498.59,--,483.56%,442.02%,0.61%,0.61%
5/31/2010,495.55,--,480.01%,438.71%,-13.46%,-13.46%
4/30/2010,572.64,--,570.23%,522.52%,7.13%,7.13%
,,,,,,
3/31/2010,534.51,--,525.60%,481.06%,6.92%,6.92%
2/26/2010,499.91,--,485.10%,443.45%,5.13%,5.13%
1/29/2010,475.53,--,456.57%,416.95%,-8.37%,-8.37%
,,,,,,
12/31/2009,518.99,--,507.43%,464.19%,0.81%,0.81%
11/30/2009,514.81,--,502.54%,459.64%,-2.41%,-2.41%
10/30/2009,527.54,--,517.44%,473.48%,11.35%,11.35%
,,,,,,
9/30/2009,473.77,--,454.52%,415.04%,-2.90%,-2.90%
8/31/2009,487.9,--,471.05%,430.40%,-2.43%,-2.43%
7/31/2009,500.06,--,485.28%,443.61%,-0.20%,-0.20%
,,,,,,
6/30/2009,501.06,--,486.45%,444.70%,3.75%,3.75%
5/29/2009,482.94,--,465.24%,425.00%,20.52%,20.52%
4/30/2009,400.7,--,368.98%,335.60%,-0.41%,-0.41%
,,,,,,
3/31/2009,402.34,--,370.90%,337.38%,6.70%,6.70%
2/27/2009,377.08,--,341.34%,309.92%,-15.31%,-15.31%
1/30/2009,445.22,--,421.10%,384.00%,4.68%,4.68%
,,,,,,
12/31/2008,425.33,--,397.82%,362.37%,-22.67%,-22.67%
11/28/2008,549.98,--,543.71%,497.89%,-16.87%,-16.87%
10/31/2008,661.59,--,674.34%,619.22%,-30.96%,-30.96%
,,,,,,
9/30/2008,958.3,--,1021.61%,941.76%,-12.68%,-12.68%
8/29/2008,1097.49,--,1184.53%,1093.08%,-8.90%,-8.90%
7/31/2008,1204.77,--,1310.09%,1209.70%,-11.26%,-11.26%
,,,,,,
6/30/2008,1357.63,--,1489.00%,1375.87%,6.65%,6.65%
5/30/2008,1272.96,--,1389.91%,1283.84%,15.14%,15.14%
4/30/2008,1105.56,--,1193.97%,1101.85%,10.75%,10.75%
,,,,,,
3/31/2008,998.25,--,1068.38%,985.20%,8.32%,8.32%
2/29/2008,921.56,--,978.61%,901.82%,15.04%,15.04%
1/31/2008,801.06,--,837.58%,770.83%,-4.07%,-4.07%
,,,,,,
12/31/2007,835.02,--,877.33%,807.75%,6.93%,6.93%
11/30/2007,780.87,--,813.95%,748.88%,0.13%,0.13%
10/31/2007,779.82,--,812.72%,747.74%,10.49%,10.49%
,,,,,,
9/28/2007,705.79,--,726.07%,667.26%,11.27%,11.27%
8/31/2007,634.27,--,642.37%,589.52%,-2.99%,-2.99%
7/31/2007,653.82,--,665.24%,610.76%,4.15%,4.15%
,,,,,,
6/29/2007,627.74,--,634.72%,582.42%,6.06%,6.06%
5/31/2007,591.88,--,592.75%,543.43%,-1.38%,-1.38%
4/30/2007,600.16,--,602.44%,552.43%,0.19%,0.19%
,,,,,,
3/30/2007,599.04,--,601.12%,551.21%,9.20%,9.20%
2/28/2007,548.55,--,542.04%,496.33%,4.81%,4.81%
1/31/2007,523.37,--,512.56%,468.95%,-2.01%,-2.01%
,,,,,,
12/29/2006,534.11,--,525.14%,480.63%,-8.58%,-8.58%
11/30/2006,584.24,--,583.81%,535.13%,8.11%,8.11%
10/31/2006,540.44,--,532.54%,487.51%,-5.55%,-5.55%
,,,,,,
9/29/2006,572.18,--,569.69%,522.01%,-14.02%,-14.02%
8/31/2006,665.46,--,678.87%,623.42%,-2.16%,-2.16%
7/31/2006,680.13,--,696.04%,639.37%,-1.86%,-1.86%
,,,,,,
6/30/2006,693.01,--,711.11%,653.37%,3.65%,3.65%
5/31/2006,668.59,--,682.53%,626.82%,-1.88%,-1.88%
4/28/2006,681.43,--,697.56%,640.78%,8.02%,8.02%
,,,,,,
3/31/2006,630.84,--,638.35%,585.79%,7.01%,7.01%
2/28/2006,589.53,--,590.00%,540.88%,-7.20%,-7.20%
1/31/2006,635.28,--,643.54%,590.61%,9.26%,9.26%
,,,,,,
12/30/2005,581.42,--,580.51%,532.06%,-0.01%,-0.01%
11/30/2005,581.5,--,580.60%,532.15%,-9.60%,-9.60%
10/31/2005,643.23,--,652.85%,599.25%,-10.79%,-10.79%
,,,,,,
9/30/2005,721.05,--,743.93%,683.85%,-0.93%,-0.93%
8/31/2005,727.83,--,751.87%,691.22%,16.63%,16.63%
7/29/2005,624.08,--,630.43%,578.43%,0.54%,0.54%
,,,,,,
6/30/2005,620.73,--,626.52%,574.80%,15.18%,15.18%
5/31/2005,538.94,--,530.79%,485.89%,-2.92%,-2.92%
4/29/2005,555.14,--,549.75%,503.49%,-7.38%,-7.38%
,,,,,,
3/31/2005,599.37,--,601.52%,551.58%,16.36%,16.36%
2/28/2005,515.1,--,502.88%,459.96%,13.12%,13.12%
1/31/2005,455.35,--,432.95%,395.01%,9.84%,9.84%
,,,,,,
12/31/2004,414.55,--,385.20%,350.66%,-13.55%,-13.55%
11/30/2004,479.51,--,461.23%,421.28%,-1.54%,-1.54%
10/29/2004,487.04,--,470.04%,429.46%,6.74%,6.74%
,,,,,,
9/30/2004,456.27,--,434.03%,396.01%,22.99%,22.99%
8/31/2004,370.99,--,334.22%,303.31%,-2.59%,-2.59%
7/30/2004,380.85,--,345.76%,314.03%,16.48%,16.48%
,,,,,,
6/30/2004,326.97,--,282.70%,255.45%,3.02%,3.02%
5/31/2004,317.39,--,271.48%,245.03%,5.45%,5.45%
4/30/2004,300.97,--,252.26%,227.19%,11.42%,11.42%
,,,,,,
3/31/2004,270.13,--,216.16%,193.65%,1.87%,1.87%
2/27/2004,265.16,--,210.35%,188.26%,7.11%,7.11%
1/30/2004,247.56,--,189.74%,169.12%,-2.61%,-2.61%
,,,,,,
12/31/2003,254.18,--,197.50%,176.32%,9.59%,9.59%
11/28/2003,231.94,--,171.47%,152.14%,4.16%,4.16%
10/31/2003,222.68,--,160.63%,142.07%,3.65%,3.65%
