BCOMHGTR Index Settings Total Return Analysis,,,,,,
Range01/31/1989 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 407 Month Holding Period Chart,,,,,,
Bloomberg Copper Subindex Total Return Max Cuml Total Return 1217.2895% On 02/28/2011,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
12/30/2022,744.83,--,912.35%,910.11%,2.31%,2.31%
11/30/2022,728.04,--,889.53%,887.33%,11.38%,11.38%
10/31/2022,653.68,--,788.46%,786.49%,-0.79%,-0.79%
,,,,,,
9/30/2022,658.87,--,795.51%,793.53%,-2.76%,-2.76%
8/31/2022,677.58,--,820.95%,818.91%,-1.62%,-1.62%
7/29/2022,688.76,--,836.14%,834.07%,-3.51%,-3.51%
,,,,,,
6/30/2022,713.83,--,870.22%,868.07%,-13.79%,-13.79%
5/31/2022,828.01,--,1025.40%,1022.91%,-2.47%,-2.47%
4/29/2022,848.96,--,1053.87%,1051.32%,-7.44%,-7.44%
,,,,,,
3/31/2022,917.23,--,1146.66%,1143.90%,6.70%,6.70%
2/28/2022,859.66,--,1068.42%,1065.83%,2.99%,2.99%
1/31/2022,834.69,--,1034.49%,1031.97%,-3.10%,-3.10%
,,,,,,
12/31/2021,861.42,--,1070.81%,1068.22%,4.29%,4.29%
11/30/2021,825.96,--,1022.62%,1020.13%,-1.79%,-1.79%
10/29/2021,841.04,--,1043.11%,1040.58%,6.83%,6.83%
,,,,,,
9/30/2021,787.29,--,970.05%,967.68%,-6.53%,-6.53%
8/31/2021,842.33,--,1044.86%,1042.32%,-2.20%,-2.20%
7/30/2021,861.27,--,1070.61%,1068.02%,4.52%,4.52%
,,,,,,
6/30/2021,824.06,--,1020.03%,1017.55%,-8.44%,-8.44%
5/31/2021,900.07,--,1123.34%,1120.63%,4.69%,4.69%
4/30/2021,859.74,--,1068.53%,1065.94%,11.66%,11.66%
,,,,,,
3/31/2021,769.97,--,946.51%,944.19%,-2.37%,-2.37%
2/26/2021,788.64,--,971.89%,969.51%,15.06%,15.06%
1/29/2021,685.41,--,831.58%,829.52%,1.06%,1.06%
,,,,,,
12/31/2020,678.23,--,821.83%,819.78%,2.36%,2.36%
11/30/2020,662.57,--,800.54%,798.55%,12.59%,12.59%
10/30/2020,588.48,--,699.84%,698.07%,0.50%,0.50%
,,,,,,
9/30/2020,585.53,--,695.84%,694.07%,-0.94%,-0.94%
8/31/2020,591.08,--,703.38%,701.60%,5.93%,5.93%
7/31/2020,558.02,--,658.44%,656.75%,5.13%,5.13%
,,,,,,
6/30/2020,530.81,--,621.46%,619.86%,11.88%,11.88%
5/29/2020,474.44,--,544.84%,543.41%,3.49%,3.49%
4/30/2020,458.45,--,523.11%,521.73%,4.64%,4.64%
,,,,,,
3/31/2020,438.1,--,495.46%,494.14%,-12.24%,-12.24%
