BCOMGCTR Index Settings Total Return Analysis,,,,,,
Range01/31/1975 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 575 Month Holding Period Chart,,,,,,
Bloomberg Gold Subindex Total Return Max Cuml Total Return 847.1100% On 07/31/2020,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
6/30/1993,98.17,--,99.87%,96.93%,-0.01%,-0.01%
5/31/1993,98.17,--,99.88%,96.94%,6.20%,6.20%
4/30/1993,92.44,--,88.21%,85.44%,5.53%,5.53%
,,,,,,
3/31/1993,87.59,--,78.35%,75.72%,3.00%,3.00%
2/26/1993,85.05,--,73.16%,70.61%,-0.26%,-0.26%
1/29/1993,85.27,--,73.60%,71.05%,-0.80%,-0.80%
,,,,,,
12/31/1992,85.95,--,75.00%,72.42%,-0.44%,-0.44%
11/30/1992,86.33,--,75.77%,73.18%,-1.47%,-1.47%
10/30/1992,87.62,--,78.39%,75.77%,-2.44%,-2.44%
,,,,,,
9/30/1992,89.8,--,82.85%,80.16%,1.44%,1.44%
8/31/1992,88.53,--,80.25%,77.60%,-4.20%,-4.20%
7/31/1992,92.4,--,88.14%,85.37%,4.16%,4.16%
,,,,,,
