BCOMBOTR Index Settings Total Return Analysis,,,,,,
Range01/29/1960 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 755 Month Holding Period Chart,,,,,,
Bloomberg Soybean Oil Subindex Total Return Max Cuml Total Return 18163.2338% On 02/29/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
2/28/2011,182.74,--,12471.65%,12446.62%,-1.89%,-1.89%
1/31/2011,186.27,--,12714.17%,12688.66%,-0.83%,-0.83%
,,,,,,
12/31/2010,187.82,--,12820.93%,12795.21%,13.48%,13.48%
11/30/2010,165.5,--,11285.66%,11262.99%,2.73%,2.73%
10/29/2010,161.1,--,10982.97%,10960.91%,9.31%,9.31%
,,,,,,
9/30/2010,147.38,--,10038.78%,10018.59%,12.60%,12.60%
8/31/2010,130.89,--,8904.41%,8886.48%,-1.22%,-1.22%
7/30/2010,132.5,--,9015.58%,8997.43%,9.11%,9.11%
,,,,,,
6/30/2010,121.44,--,8254.68%,8238.04%,-3.96%,-3.96%
5/31/2010,126.45,--,8599.10%,8581.78%,-3.38%,-3.38%
4/30/2010,130.87,--,8903.30%,8885.37%,0.46%,0.46%
,,,,,,
3/31/2010,130.27,--,8861.97%,8844.13%,-3.49%,-3.49%
2/26/2010,134.98,--,9185.91%,9167.42%,8.44%,8.44%
1/29/2010,124.48,--,8463.22%,8446.17%,-11.35%,-11.35%
,,,,,,
12/31/2009,140.41,--,9559.47%,9540.24%,-0.54%,-0.54%
11/30/2009,141.17,--,9611.86%,9592.52%,10.10%,10.10%
10/30/2009,128.22,--,8721.12%,8703.56%,6.06%,6.06%
,,,,,,
9/30/2009,120.9,--,8217.08%,8200.52%,-3.56%,-3.56%
8/31/2009,125.36,--,8523.83%,8506.66%,-0.54%,-0.54%
7/31/2009,126.04,--,8570.96%,8553.69%,-0.26%,-0.26%
,,,,,,
6/30/2009,126.37,--,8593.73%,8576.42%,-10.04%,-10.04%
5/29/2009,140.47,--,9563.66%,9544.42%,6.97%,6.97%
4/30/2009,131.32,--,8933.78%,8915.79%,7.74%,7.74%
,,,,,,
3/31/2009,121.88,--,8284.70%,8268.01%,8.09%,8.09%
2/27/2009,112.76,--,7657.02%,7641.57%,-5.87%,-5.87%
1/30/2009,119.78,--,8140.51%,8124.10%,-2.58%,-2.58%
,,,,,,
12/31/2008,122.96,--,8358.65%,8341.81%,0.86%,0.86%
11/28/2008,121.91,--,8286.70%,8270.00%,-3.43%,-3.43%
10/31/2008,126.25,--,8584.99%,8567.70%,-24.35%,-24.35%
,,,,,,
9/30/2008,166.87,--,11380.05%,11357.19%,-17.82%,-17.82%
8/29/2008,203.07,--,13870.14%,13842.33%,-8.78%,-8.78%
7/31/2008,222.61,--,15214.12%,15183.63%,-12.05%,-12.05%
,,,,,,
6/30/2008,253.09,--,17311.32%,17276.66%,7.74%,7.74%
5/30/2008,234.91,--,16060.70%,16028.53%,5.26%,5.26%
4/30/2008,223.17,--,15253.12%,15222.55%,12.02%,12.02%
,,,,,,
3/31/2008,199.23,--,13606.18%,13578.89%,-25.10%,-25.10%
2/29/2008,266,--,18199.67%,18163.23%,26.68%,26.68%
1/31/2008,209.98,--,14345.38%,14316.62%,8.52%,8.52%
,,,,,,
12/31/2007,193.5,--,13211.64%,13185.14%,6.48%,6.48%
11/30/2007,181.73,--,12401.72%,12376.83%,8.23%,8.23%
10/31/2007,167.91,--,11451.32%,11428.32%,5.77%,5.77%
,,,,,,
9/28/2007,158.75,--,10821.44%,10799.69%,8.13%,8.13%
8/31/2007,146.82,--,10000.17%,9980.06%,-4.29%,-4.29%
7/31/2007,153.4,--,10453.32%,10432.30%,3.11%,3.11%
,,,,,,
6/29/2007,148.78,--,10135.28%,10114.90%,2.83%,2.83%
5/31/2007,144.69,--,9853.91%,9834.09%,6.18%,6.18%
4/30/2007,136.27,--,9274.38%,9255.72%,2.62%,2.62%
,,,,,,
3/30/2007,132.78,--,9034.77%,9016.58%,6.03%,6.03%
2/28/2007,125.23,--,8515.16%,8498.01%,3.49%,3.49%
1/31/2007,121,--,8224.44%,8207.86%,-0.76%,-0.76%
,,,,,,
12/29/2006,121.93,--,8288.00%,8271.30%,-0.94%,-0.94%
11/30/2006,123.08,--,8367.25%,8350.40%,9.55%,9.55%
10/31/2006,112.35,--,7629.16%,7613.77%,10.62%,10.62%
,,,,,,
9/29/2006,101.56,--,6886.86%,6872.95%,-5.46%,-5.46%
8/31/2006,107.42,--,7290.00%,7275.28%,-6.13%,-6.13%
7/31/2006,114.44,--,7772.66%,7756.99%,1.42%,1.42%
,,,,,,
6/30/2006,112.83,--,7662.11%,7646.65%,4.35%,4.35%
5/31/2006,108.12,--,7338.22%,7323.41%,-1.75%,-1.75%
4/28/2006,110.05,--,7470.72%,7455.65%,11.16%,11.16%
,,,,,,
3/31/2006,99,--,6710.66%,6697.10%,-4.55%,-4.55%
2/28/2006,103.72,--,7035.23%,7021.02%,5.60%,5.60%
1/31/2006,98.22,--,6656.69%,6643.24%,2.43%,2.43%
,,,,,,
12/30/2005,95.88,--,6496.15%,6483.01%,1.50%,1.50%
11/30/2005,94.46,--,6398.40%,6385.47%,-7.65%,-7.65%
10/31/2005,102.29,--,6936.85%,6922.84%,-4.18%,-4.18%
,,,,,,
9/30/2005,106.75,--,7244.06%,7229.44%,5.35%,5.35%
8/31/2005,101.33,--,6871.26%,6857.38%,-7.14%,-7.14%
7/29/2005,109.12,--,7406.89%,7391.95%,2.25%,2.25%
,,,,,,
6/30/2005,106.72,--,7241.82%,7227.20%,2.34%,2.34%
5/31/2005,104.29,--,7074.30%,7060.01%,2.42%,2.42%
4/29/2005,101.82,--,6904.60%,6890.65%,-1.81%,-1.81%
,,,,,,
3/31/2005,103.7,--,7033.86%,7019.66%,-1.69%,-1.69%
2/28/2005,105.48,--,7156.71%,7142.27%,19.64%,19.64%
1/31/2005,88.17,--,5965.53%,5953.45%,-6.69%,-6.69%
,,,,,,
12/31/2004,94.49,--,6400.08%,6387.13%,-0.33%,-0.33%
11/30/2004,94.8,--,6421.70%,6408.71%,-3.90%,-3.90%
10/29/2004,98.65,--,6686.52%,6673.01%,3.19%,3.19%
,,,,,,
9/30/2004,95.6,--,6477.00%,6463.91%,-17.58%,-17.58%
8/31/2004,116,--,7880.25%,7864.36%,23.21%,23.21%
7/30/2004,94.15,--,6377.11%,6364.21%,-16.18%,-16.18%
,,,,,,
6/30/2004,112.32,--,7627.13%,7611.74%,-0.63%,-0.63%
5/31/2004,113.03,--,7675.89%,7660.41%,-15.65%,-15.65%
4/30/2004,134,--,9118.28%,9099.92%,3.58%,3.58%
,,,,,,
3/31/2004,129.36,--,8799.27%,8781.55%,-5.21%,-5.21%
2/27/2004,136.47,--,9288.22%,9269.52%,16.44%,16.44%
1/30/2004,117.2,--,7962.60%,7946.54%,5.21%,5.21%
,,,,,,
12/31/2003,111.39,--,7563.06%,7547.80%,5.19%,5.19%
11/28/2003,105.89,--,7184.71%,7170.21%,3.49%,3.49%
10/31/2003,102.32,--,6939.05%,6925.03%,4.68%,4.68%
,,,,,,
9/30/2003,97.74,--,6624.22%,6610.83%,18.32%,18.32%
8/29/2003,82.61,--,5583.29%,5571.97%,10.40%,10.40%
7/31/2003,74.83,--,5048.09%,5037.84%,-11.40%,-11.40%
,,,,,,
6/30/2003,84.46,--,5710.59%,5699.02%,-1.10%,-1.10%
5/30/2003,85.4,--,5775.10%,5763.40%,0.64%,0.64%
4/30/2003,84.86,--,5737.90%,5726.28%,2.42%,2.42%
,,,,,,
3/31/2003,82.85,--,5599.69%,5588.34%,2.25%,2.25%
2/28/2003,81.03,--,5474.23%,5463.13%,2.30%,2.30%
1/31/2003,79.2,--,5348.73%,5337.89%,-4.50%,-4.50%
,,,,,,
12/31/2002,82.93,--,5605.34%,5593.98%,-5.73%,-5.73%
11/29/2002,87.98,--,5952.44%,5940.38%,3.90%,3.90%
10/31/2002,84.67,--,5725.12%,5713.52%,9.86%,9.86%
,,,,,,
9/30/2002,77.08,--,5202.51%,5191.95%,-4.16%,-4.16%
8/30/2002,80.42,--,5432.67%,5421.66%,1.41%,1.41%
7/31/2002,79.31,--,5355.81%,5344.94%,8.77%,8.77%
,,,,,,
6/28/2002,72.91,--,4916.13%,4906.14%,-1.72%,-1.72%
5/31/2002,74.19,--,5003.75%,4993.59%,14.69%,14.69%
4/30/2002,64.68,--,4349.95%,4341.09%,-2.12%,-2.12%
,,,,,,
3/29/2002,66.08,--,4446.14%,4437.09%,6.48%,6.48%
2/28/2002,62.06,--,4169.47%,4160.97%,0.97%,0.97%
1/31/2002,61.47,--,4128.56%,4120.14%,-1.99%,-1.99%
,,,,,,
12/31/2001,62.72,--,4214.60%,4206.01%,-6.24%,-6.24%
11/30/2001,66.89,--,4501.75%,4492.59%,3.99%,3.99%
10/31/2001,64.32,--,4325.14%,4316.33%,-0.23%,-0.23%
,,,,,,
9/28/2001,64.47,--,4335.30%,4326.47%,-9.01%,-9.01%
8/31/2001,70.86,--,4774.57%,4764.87%,-11.99%,-11.99%
7/31/2001,80.51,--,5438.35%,5427.33%,23.00%,23.00%
,,,,,,
6/29/2001,65.45,--,4402.88%,4393.91%,1.32%,1.32%
5/31/2001,64.6,--,4344.30%,4335.46%,-1.52%,-1.52%
4/30/2001,65.6,--,4412.87%,4403.88%,-5.93%,-5.93%
,,,,,,
3/30/2001,69.73,--,4697.13%,4687.58%,0.88%,0.88%
2/28/2001,69.12,--,4655.06%,4645.60%,6.80%,6.80%
1/31/2001,64.72,--,4352.33%,4343.46%,-1.61%,-1.61%
,,,,,,
12/29/2000,65.78,--,4425.06%,4416.05%,-3.27%,-3.27%
11/30/2000,68,--,4578.00%,4568.69%,1.40%,1.40%
10/31/2000,67.06,--,4513.37%,4504.19%,-6.86%,-6.86%
,,,,,,
9/29/2000,72,--,4853.32%,4843.46%,-2.60%,-2.60%
8/31/2000,73.92,--,4985.34%,4975.22%,1.09%,1.09%
