BCOMLHTR Index Settings Total Return Analysis,,,,,,
Range01/30/1987 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 431 Month Holding Period Chart,,,,,,
Bloomberg Lean Hogs Subindex Total Return Max Cuml Total Return 248.9211% On 10/29/1993,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
10/31/2000,71.98,--,59.80%,67.08%,-5.06%,-5.06%
,,,,,,
9/29/2000,75.82,--,68.32%,75.99%,8.65%,8.65%
8/31/2000,69.78,--,54.92%,61.98%,-7.39%,-7.39%
7/31/2000,75.35,--,67.27%,74.90%,-3.32%,-3.32%
,,,,,,
6/30/2000,77.94,--,73.02%,80.90%,1.58%,1.58%
5/31/2000,76.73,--,70.33%,78.09%,-8.79%,-8.79%
4/28/2000,84.12,--,86.74%,95.25%,5.25%,5.25%
,,,,,,
3/31/2000,79.92,--,77.42%,85.51%,9.63%,9.63%
2/29/2000,72.9,--,61.84%,69.22%,-3.17%,-3.17%
1/31/2000,75.29,--,67.14%,74.76%,6.59%,6.59%
,,,,,,
12/31/1999,70.64,--,56.81%,63.96%,-2.55%,-2.55%
11/30/1999,72.49,--,60.92%,68.25%,10.81%,10.81%
10/29/1999,65.42,--,45.22%,51.84%,0.18%,0.18%
,,,,,,
9/30/1999,65.3,--,44.96%,51.57%,5.53%,5.53%
8/31/1999,61.88,--,37.36%,43.62%,6.10%,6.10%
7/30/1999,58.32,--,29.47%,35.37%,6.36%,6.36%
,,,,,,
6/30/1999,54.83,--,21.72%,27.27%,-21.95%,-21.95%
5/31/1999,70.25,--,55.96%,63.06%,-7.15%,-7.15%
4/30/1999,75.66,--,67.97%,75.63%,13.25%,13.25%
,,,,,,
3/31/1999,66.81,--,48.32%,55.08%,-5.05%,-5.05%
2/26/1999,70.37,--,56.21%,63.33%,0.29%,0.29%
1/29/1999,70.16,--,55.76%,62.86%,22.03%,22.03%
,,,,,,
12/31/1998,57.5,--,27.64%,33.46%,-10.39%,-10.39%
11/30/1998,64.16,--,42.44%,48.93%,-18.06%,-18.06%
10/30/1998,78.31,--,73.85%,81.77%,-7.11%,-7.11%
,,,,,,
9/30/1998,84.3,--,87.15%,95.67%,8.71%,8.71%
8/31/1998,77.55,--,72.15%,79.99%,-11.81%,-11.81%
7/31/1998,87.93,--,95.20%,104.10%,-15.43%,-15.43%
,,,,,,
6/30/1998,103.98,--,130.83%,141.35%,-3.01%,-3.01%
5/29/1998,107.21,--,138.00%,148.85%,0.21%,0.21%
4/30/1998,106.99,--,137.51%,148.33%,0.33%,0.33%
,,,,,,
3/31/1998,106.63,--,136.72%,147.50%,5.24%,5.24%
2/27/1998,101.32,--,124.92%,135.17%,-14.58%,-14.58%
1/30/1998,118.62,--,163.33%,175.33%,2.47%,2.47%
,,,,,,
12/31/1997,115.76,--,156.98%,168.69%,-4.13%,-4.13%
11/28/1997,120.75,--,168.05%,180.27%,-2.81%,-2.81%
10/31/1997,124.24,--,175.81%,188.38%,-1.48%,-1.48%
,,,,,,
