BCOMCOT Index Settings Total Return Analysis,,,,,,
Range01/31/1991 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 383 Month Holding Period Chart,,,,,,
Bloomberg Brent Crude Subindex Total Return Max Cuml Total Return 2296.2872% On 06/30/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
8/31/2012,1333.29,--,1541.19%,1296.46%,10.43%,10.43%
7/31/2012,1207.39,--,1386.22%,1164.60%,6.26%,6.26%
,,,,,,
6/29/2012,1136.32,--,1298.73%,1090.16%,-3.19%,-3.19%
5/31/2012,1173.73,--,1344.78%,1129.35%,-14.46%,-14.46%
4/30/2012,1372.1,--,1588.96%,1337.11%,-1.80%,-1.80%
,,,,,,
3/30/2012,1397.22,--,1619.88%,1363.42%,0.66%,0.66%
2/29/2012,1388.09,--,1608.64%,1353.86%,10.05%,10.05%
1/31/2012,1261.37,--,1452.66%,1221.14%,3.79%,3.79%
,,,,,,
12/30/2011,1215.26,--,1395.90%,1172.84%,-2.38%,-2.38%
11/30/2011,1244.93,--,1432.42%,1203.91%,1.80%,1.80%
10/31/2011,1222.92,--,1405.33%,1180.86%,8.92%,8.92%
,,,,,,
9/30/2011,1122.79,--,1282.07%,1075.99%,-11.20%,-11.20%
8/31/2011,1264.47,--,1456.47%,1224.38%,-2.11%,-2.11%
7/29/2011,1291.68,--,1489.96%,1252.88%,3.57%,3.57%
,,,,,,
6/30/2011,1247.15,--,1435.15%,1206.24%,-3.36%,-3.36%
5/31/2011,1290.55,--,1488.58%,1251.70%,-6.66%,-6.66%
4/29/2011,1382.6,--,1601.88%,1348.11%,7.40%,7.40%
,,,,,,
3/31/2011,1287.33,--,1484.62%,1248.33%,4.97%,4.97%
2/28/2011,1226.34,--,1409.53%,1184.44%,10.17%,10.17%
1/31/2011,1113.18,--,1270.24%,1065.92%,7.02%,7.02%
,,,,,,
12/31/2010,1040.14,--,1180.33%,989.42%,9.96%,9.96%
11/30/2010,945.96,--,1064.42%,890.79%,2.73%,2.73%
10/29/2010,920.84,--,1033.49%,864.47%,0.51%,0.51%
,,,,,,
9/30/2010,916.21,--,1027.80%,859.63%,9.40%,9.40%
8/31/2010,837.47,--,930.87%,777.15%,-5.14%,-5.14%
7/30/2010,882.81,--,986.68%,824.64%,3.75%,3.75%
,,,,,,
6/30/2010,850.92,--,947.43%,791.24%,-0.29%,-0.29%
5/31/2010,853.43,--,950.51%,793.86%,-16.49%,-16.49%
4/30/2010,1021.93,--,1157.92%,970.35%,5.69%,5.69%
,,,,,,
3/31/2010,966.92,--,1090.21%,912.74%,6.20%,6.20%
2/26/2010,910.48,--,1020.74%,853.62%,7.17%,7.17%
1/29/2010,849.58,--,945.77%,789.83%,-8.97%,-8.97%
,,,,,,
12/31/2009,933.27,--,1048.79%,877.49%,-1.82%,-1.82%
11/30/2009,950.54,--,1070.05%,895.58%,3.44%,3.44%
10/30/2009,918.96,--,1031.17%,862.50%,7.85%,7.85%
,,,,,,
9/30/2009,852.03,--,948.80%,792.41%,-1.91%,-1.91%
8/31/2009,868.62,--,969.21%,809.77%,-3.55%,-3.55%
7/31/2009,900.57,--,1008.54%,843.24%,2.16%,2.16%
,,,,,,
6/30/2009,881.57,--,985.15%,823.34%,4.66%,4.66%
5/29/2009,842.34,--,936.86%,782.25%,24.91%,24.91%
4/30/2009,674.37,--,730.10%,606.32%,-0.06%,-0.06%
,,,,,,
3/31/2009,674.79,--,730.62%,606.76%,4.72%,4.72%
