BCOMNITR Index Settings Total Return Analysis,,,,,,
Range01/31/1991 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 383 Month Holding Period Chart,,,,,,
Bloomberg Nickel Subindex Total Return Max Cuml Total Return 1015.6920% On 04/30/2007,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
12/31/2001,89.01,--,-14.14%,-10.99%,7.14%,7.14%
11/30/2001,83.08,--,-19.86%,-16.92%,18.19%,18.19%
10/31/2001,70.29,--,-32.20%,-29.71%,-8.08%,-8.08%
,,,,,,
9/28/2001,76.47,--,-26.24%,-23.53%,-11.37%,-11.37%
8/31/2001,86.28,--,-16.77%,-13.72%,-3.55%,-3.55%
7/31/2001,89.46,--,-13.71%,-10.54%,-5.83%,-5.83%
,,,,,,
6/29/2001,95,--,-8.36%,-5.00%,-13.19%,-13.19%
5/31/2001,109.44,--,5.56%,9.44%,9.32%,9.32%
4/30/2001,100.11,--,-3.44%,0.11%,13.88%,13.88%
,,,,,,
3/30/2001,87.91,--,-15.21%,-12.09%,-8.06%,-8.06%
2/28/2001,95.62,--,-7.77%,-4.38%,-4.49%,-4.49%
1/31/2001,100.12,--,-3.43%,0.12%,1.08%,1.08%
,,,,,,
12/29/2000,99.05,--,-4.46%,-0.95%,-3.40%,-3.40%
11/30/2000,102.54,--,-1.10%,2.54%,4.45%,4.45%
10/31/2000,98.17,--,-5.31%,-1.83%,-13.56%,-13.56%
,,,,,,
9/29/2000,113.57,--,9.55%,13.57%,-0.69%,-0.69%
8/31/2000,114.36,--,10.30%,14.36%,11.88%,11.88%
7/31/2000,102.21,--,-1.41%,2.21%,-2.91%,-2.91%
,,,,,,
6/30/2000,105.28,--,1.55%,5.28%,-7.71%,-7.71%
5/31/2000,114.08,--,10.04%,14.08%,-8.32%,-8.32%
4/28/2000,124.42,--,20.02%,24.42%,0.25%,0.25%
,,,,,,
3/31/2000,124.11,--,19.72%,24.11%,4.47%,4.47%
2/29/2000,118.8,--,14.59%,18.80%,11.84%,11.84%
1/31/2000,106.23,--,2.46%,6.23%,4.20%,4.20%
,,,,,,
12/31/1999,101.94,--,-1.67%,1.94%,5.87%,5.87%
11/30/1999,96.29,--,-7.12%,-3.71%,2.20%,2.20%
10/29/1999,94.22,--,-9.12%,-5.78%,8.60%,8.60%
,,,,,,
9/30/1999,86.76,--,-16.31%,-13.24%,5.75%,5.75%
8/31/1999,82.04,--,-20.87%,-17.96%,14.53%,14.53%
7/30/1999,71.63,--,-30.91%,-28.37%,9.18%,9.18%
,,,,,,
6/30/1999,65.61,--,-36.72%,-34.39%,19.88%,19.88%
5/31/1999,54.73,--,-47.21%,-45.27%,-15.67%,-15.67%
4/30/1999,64.9,--,-37.40%,-35.10%,14.49%,14.49%
,,,,,,
3/31/1999,56.69,--,-45.32%,-43.31%,-2.04%,-2.04%
2/26/1999,57.87,--,-44.18%,-42.13%,14.83%,14.83%
1/29/1999,50.39,--,-51.39%,-49.61%,3.98%,3.98%
,,,,,,
12/31/1998,48.46,--,-53.26%,-51.54%,-2.63%,-2.63%
11/30/1998,49.77,--,-51.99%,-50.23%,6.80%,6.80%
10/30/1998,46.6,--,-55.05%,-53.40%,-3.38%,-3.38%
,,,,,,
9/30/1998,48.23,--,-53.48%,-51.77%,-1.59%,-1.59%
8/31/1998,49.01,--,-52.72%,-50.99%,-3.94%,-3.94%
7/31/1998,51.02,--,-50.79%,-48.98%,-2.26%,-2.26%
,,,,,,
6/30/1998,52.2,--,-49.65%,-47.80%,-11.83%,-11.83%
5/29/1998,59.21,--,-42.89%,-40.79%,-10.67%,-10.67%
4/30/1998,66.28,--,-36.07%,-33.72%,-0.16%,-0.16%
,,,,,,
3/31/1998,66.39,--,-35.97%,-33.61%,3.25%,3.25%
2/27/1998,64.3,--,-37.98%,-35.70%,-1.01%,-1.01%
1/30/1998,64.95,--,-37.35%,-35.05%,-10.66%,-10.66%
,,,,,,
12/31/1997,72.71,--,-29.87%,-27.30%,-1.56%,-1.56%
11/28/1997,73.86,--,-28.76%,-26.14%,-2.54%,-2.54%
10/31/1997,75.78,--,-26.90%,-24.22%,-8.15%,-8.15%
,,,,,,
9/30/1997,82.51,--,-20.42%,-17.50%,1.15%,1.15%
8/29/1997,81.57,--,-21.32%,-18.43%,-8.68%,-8.68%
7/31/1997,89.32,--,-13.84%,-10.68%,8.37%,8.37%
,,,,,,
6/30/1997,82.42,--,-20.50%,-17.58%,-4.81%,-4.81%
5/30/1997,86.58,--,-16.48%,-13.42%,-2.63%,-2.63%
4/30/1997,88.93,--,-14.22%,-11.07%,-5.46%,-5.46%
,,,,,,
3/31/1997,94.06,--,-9.27%,-5.94%,-3.34%,-3.34%
2/28/1997,97.31,--,-6.13%,-2.69%,6.55%,6.55%
1/31/1997,91.33,--,-11.91%,-8.67%,17.27%,17.27%
,,,,,,
12/31/1996,77.88,--,-24.88%,-22.12%,-5.13%,-5.13%
11/29/1996,82.09,--,-20.82%,-17.91%,-6.84%,-6.84%
10/31/1996,88.11,--,-15.01%,-11.89%,3.15%,3.15%
,,,,,,
9/30/1996,85.43,--,-17.60%,-14.57%,-5.34%,-5.34%
8/30/1996,90.25,--,-12.95%,-9.75%,8.11%,8.11%
7/31/1996,83.48,--,-19.48%,-16.52%,-10.29%,-10.29%
